Step	Cached	Command	Outputs
prodigal-truth-GCA_002563335.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_002563335.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_002563335.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_002563335.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_002563335.1.gff -f gff -p meta -q	genes/truth-parts/GCA_002563335.1.faa;genes/truth-parts/GCA_002563335.1.fna;genes/truth-parts/GCA_002563335.1.gff
prodigal-truth-GCA_002952055.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_002952055.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_002952055.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_002952055.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_002952055.1.gff -f gff -p meta -q	genes/truth-parts/GCA_002952055.1.faa;genes/truth-parts/GCA_002952055.1.fna;genes/truth-parts/GCA_002952055.1.gff
prodigal-truth-GCA_003019295.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_003019295.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_003019295.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_003019295.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_003019295.1.gff -f gff -p meta -q	genes/truth-parts/GCA_003019295.1.faa;genes/truth-parts/GCA_003019295.1.fna;genes/truth-parts/GCA_003019295.1.gff
truth-megahit-co-primary-catalog-to-truth-recovery-convertalis	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convertalis /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-co-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-co-primary/catalog-to-truth-recoveryDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-co-primary/catalog-to-truth-recovery.tsv --format-output query,target,pident,alnlen,qcov,tcov,evalue,bits	truth-audit/megahit-co-primary/catalog-to-truth-recovery.tsv
truth-megahit-co-primary-catalog-to-truth-recovery-search	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs search /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-co-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-co-primary/catalog-to-truth-recoveryDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-co-primary/tmp-catalog-to-truth-recovery --min-seq-id 0.95 -c 0.95 --cov-mode 1 --alignment-mode 3 --max-seqs 100 --threads 4	truth-audit/megahit-co-primary/catalog-to-truth-recoveryDB.index;truth-audit/megahit-co-primary/catalog-to-truth-recoveryDB.dbtype
truth-megahit-co-primary-catalog-to-truth-support-convertalis	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convertalis /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-co-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-co-primary/catalog-to-truth-supportDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-co-primary/catalog-to-truth-support.tsv --format-output query,target,pident,alnlen,qcov,tcov,evalue,bits	truth-audit/megahit-co-primary/catalog-to-truth-support.tsv
truth-megahit-co-primary-catalog-to-truth-support-search	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs search /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-co-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-co-primary/catalog-to-truth-supportDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-co-primary/tmp-catalog-to-truth-support --min-seq-id 0.95 -c 0.95 --cov-mode 2 --alignment-mode 3 --max-seqs 100 --threads 4	truth-audit/megahit-co-primary/catalog-to-truth-supportDB.index;truth-audit/megahit-co-primary/catalog-to-truth-supportDB.dbtype
truth-megahit-co-primary-createdb	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs createdb /workspace/wechat/Metagenome/data/raw/article34/work/catalogs/megahit/co-primary/representatives.faa /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-co-primary/catalogDB	truth-audit/megahit-co-primary/catalogDB;truth-audit/megahit-co-primary/catalogDB.index
truth-megahit-individual-primary-catalog-to-truth-recovery-convertalis	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convertalis /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-individual-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-individual-primary/catalog-to-truth-recoveryDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-individual-primary/catalog-to-truth-recovery.tsv --format-output query,target,pident,alnlen,qcov,tcov,evalue,bits	truth-audit/megahit-individual-primary/catalog-to-truth-recovery.tsv
truth-megahit-individual-primary-catalog-to-truth-recovery-search	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs search /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-individual-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-individual-primary/catalog-to-truth-recoveryDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-individual-primary/tmp-catalog-to-truth-recovery --min-seq-id 0.95 -c 0.95 --cov-mode 1 --alignment-mode 3 --max-seqs 100 --threads 16	truth-audit/megahit-individual-primary/catalog-to-truth-recoveryDB.index;truth-audit/megahit-individual-primary/catalog-to-truth-recoveryDB.dbtype
truth-megahit-individual-primary-catalog-to-truth-support-convertalis	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convertalis /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-individual-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-individual-primary/catalog-to-truth-supportDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-individual-primary/catalog-to-truth-support.tsv --format-output query,target,pident,alnlen,qcov,tcov,evalue,bits	truth-audit/megahit-individual-primary/catalog-to-truth-support.tsv
truth-megahit-individual-primary-catalog-to-truth-support-search	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs search /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-individual-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-individual-primary/catalog-to-truth-supportDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-individual-primary/tmp-catalog-to-truth-support --min-seq-id 0.95 -c 0.95 --cov-mode 2 --alignment-mode 3 --max-seqs 100 --threads 16	truth-audit/megahit-individual-primary/catalog-to-truth-supportDB.index;truth-audit/megahit-individual-primary/catalog-to-truth-supportDB.dbtype
truth-megahit-individual-primary-createdb	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs createdb /workspace/wechat/Metagenome/data/raw/article34/work/catalogs/megahit/individual-primary/representatives.faa /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-individual-primary/catalogDB	truth-audit/megahit-individual-primary/catalogDB;truth-audit/megahit-individual-primary/catalogDB.index
truth-megahit-mix-cdhit-catalog-to-truth-recovery-convertalis	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convertalis /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-cdhit/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-cdhit/catalog-to-truth-recoveryDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-cdhit/catalog-to-truth-recovery.tsv --format-output query,target,pident,alnlen,qcov,tcov,evalue,bits	truth-audit/megahit-mix-cdhit/catalog-to-truth-recovery.tsv
truth-megahit-mix-cdhit-catalog-to-truth-recovery-search	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs search /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-cdhit/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-cdhit/catalog-to-truth-recoveryDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-cdhit/tmp-catalog-to-truth-recovery --min-seq-id 0.95 -c 0.95 --cov-mode 1 --alignment-mode 3 --max-seqs 100 --threads 8	truth-audit/megahit-mix-cdhit/catalog-to-truth-recoveryDB.index;truth-audit/megahit-mix-cdhit/catalog-to-truth-recoveryDB.dbtype
truth-megahit-mix-cdhit-catalog-to-truth-support-convertalis	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convertalis /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-cdhit/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-cdhit/catalog-to-truth-supportDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-cdhit/catalog-to-truth-support.tsv --format-output query,target,pident,alnlen,qcov,tcov,evalue,bits	truth-audit/megahit-mix-cdhit/catalog-to-truth-support.tsv
truth-megahit-mix-cdhit-catalog-to-truth-support-search	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs search /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-cdhit/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-cdhit/catalog-to-truth-supportDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-cdhit/tmp-catalog-to-truth-support --min-seq-id 0.95 -c 0.95 --cov-mode 2 --alignment-mode 3 --max-seqs 100 --threads 8	truth-audit/megahit-mix-cdhit/catalog-to-truth-supportDB.index;truth-audit/megahit-mix-cdhit/catalog-to-truth-supportDB.dbtype
truth-megahit-mix-cdhit-createdb	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs createdb /workspace/wechat/Metagenome/data/raw/article34/work/catalogs/megahit/mix-cdhit/representatives.faa /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-cdhit/catalogDB	truth-audit/megahit-mix-cdhit/catalogDB;truth-audit/megahit-mix-cdhit/catalogDB.index
truth-megahit-mix-id90-cov80-catalog-to-truth-recovery-convertalis	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convertalis /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id90-cov80/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id90-cov80/catalog-to-truth-recoveryDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id90-cov80/catalog-to-truth-recovery.tsv --format-output query,target,pident,alnlen,qcov,tcov,evalue,bits	truth-audit/megahit-mix-id90-cov80/catalog-to-truth-recovery.tsv
truth-megahit-mix-id90-cov80-catalog-to-truth-recovery-search	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs search /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id90-cov80/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id90-cov80/catalog-to-truth-recoveryDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id90-cov80/tmp-catalog-to-truth-recovery --min-seq-id 0.95 -c 0.95 --cov-mode 1 --alignment-mode 3 --max-seqs 100 --threads 8	truth-audit/megahit-mix-id90-cov80/catalog-to-truth-recoveryDB.index;truth-audit/megahit-mix-id90-cov80/catalog-to-truth-recoveryDB.dbtype
truth-megahit-mix-id90-cov80-catalog-to-truth-support-convertalis	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convertalis /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id90-cov80/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id90-cov80/catalog-to-truth-supportDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id90-cov80/catalog-to-truth-support.tsv --format-output query,target,pident,alnlen,qcov,tcov,evalue,bits	truth-audit/megahit-mix-id90-cov80/catalog-to-truth-support.tsv
truth-megahit-mix-id90-cov80-catalog-to-truth-support-search	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs search /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id90-cov80/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id90-cov80/catalog-to-truth-supportDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id90-cov80/tmp-catalog-to-truth-support --min-seq-id 0.95 -c 0.95 --cov-mode 2 --alignment-mode 3 --max-seqs 100 --threads 8	truth-audit/megahit-mix-id90-cov80/catalog-to-truth-supportDB.index;truth-audit/megahit-mix-id90-cov80/catalog-to-truth-supportDB.dbtype
truth-megahit-mix-id90-cov80-createdb	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs createdb /workspace/wechat/Metagenome/data/raw/article34/work/catalogs/megahit/mix-id90-cov80/representatives.faa /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id90-cov80/catalogDB	truth-audit/megahit-mix-id90-cov80/catalogDB;truth-audit/megahit-mix-id90-cov80/catalogDB.index
truth-megahit-mix-id99-cov95-catalog-to-truth-recovery-convertalis	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convertalis /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id99-cov95/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id99-cov95/catalog-to-truth-recoveryDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id99-cov95/catalog-to-truth-recovery.tsv --format-output query,target,pident,alnlen,qcov,tcov,evalue,bits	truth-audit/megahit-mix-id99-cov95/catalog-to-truth-recovery.tsv
truth-megahit-mix-id99-cov95-catalog-to-truth-recovery-search	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs search /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id99-cov95/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id99-cov95/catalog-to-truth-recoveryDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id99-cov95/tmp-catalog-to-truth-recovery --min-seq-id 0.95 -c 0.95 --cov-mode 1 --alignment-mode 3 --max-seqs 100 --threads 8	truth-audit/megahit-mix-id99-cov95/catalog-to-truth-recoveryDB.index;truth-audit/megahit-mix-id99-cov95/catalog-to-truth-recoveryDB.dbtype
truth-megahit-mix-id99-cov95-catalog-to-truth-support-convertalis	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convertalis /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id99-cov95/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id99-cov95/catalog-to-truth-supportDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id99-cov95/catalog-to-truth-support.tsv --format-output query,target,pident,alnlen,qcov,tcov,evalue,bits	truth-audit/megahit-mix-id99-cov95/catalog-to-truth-support.tsv
truth-megahit-mix-id99-cov95-catalog-to-truth-support-search	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs search /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id99-cov95/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id99-cov95/catalog-to-truth-supportDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id99-cov95/tmp-catalog-to-truth-support --min-seq-id 0.95 -c 0.95 --cov-mode 2 --alignment-mode 3 --max-seqs 100 --threads 8	truth-audit/megahit-mix-id99-cov95/catalog-to-truth-supportDB.index;truth-audit/megahit-mix-id99-cov95/catalog-to-truth-supportDB.dbtype
truth-megahit-mix-id99-cov95-createdb	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs createdb /workspace/wechat/Metagenome/data/raw/article34/work/catalogs/megahit/mix-id99-cov95/representatives.faa /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-id99-cov95/catalogDB	truth-audit/megahit-mix-id99-cov95/catalogDB;truth-audit/megahit-mix-id99-cov95/catalogDB.index
truth-megahit-mix-primary-catalog-to-truth-recovery-convertalis	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convertalis /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-primary/catalog-to-truth-recoveryDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-primary/catalog-to-truth-recovery.tsv --format-output query,target,pident,alnlen,qcov,tcov,evalue,bits	truth-audit/megahit-mix-primary/catalog-to-truth-recovery.tsv
truth-megahit-mix-primary-catalog-to-truth-recovery-search	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs search /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-primary/catalog-to-truth-recoveryDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-primary/tmp-catalog-to-truth-recovery --min-seq-id 0.95 -c 0.95 --cov-mode 1 --alignment-mode 3 --max-seqs 100 --threads 4	truth-audit/megahit-mix-primary/catalog-to-truth-recoveryDB.index;truth-audit/megahit-mix-primary/catalog-to-truth-recoveryDB.dbtype
truth-megahit-mix-primary-catalog-to-truth-support-convertalis	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convertalis /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-primary/catalog-to-truth-supportDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-primary/catalog-to-truth-support.tsv --format-output query,target,pident,alnlen,qcov,tcov,evalue,bits	truth-audit/megahit-mix-primary/catalog-to-truth-support.tsv
truth-megahit-mix-primary-catalog-to-truth-support-search	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs search /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-primary/catalog-to-truth-supportDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-primary/tmp-catalog-to-truth-support --min-seq-id 0.95 -c 0.95 --cov-mode 2 --alignment-mode 3 --max-seqs 100 --threads 4	truth-audit/megahit-mix-primary/catalog-to-truth-supportDB.index;truth-audit/megahit-mix-primary/catalog-to-truth-supportDB.dbtype
truth-megahit-mix-primary-createdb	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs createdb /workspace/wechat/Metagenome/data/raw/article34/work/catalogs/megahit/mix-primary/representatives.faa /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/megahit-mix-primary/catalogDB	truth-audit/megahit-mix-primary/catalogDB;truth-audit/megahit-mix-primary/catalogDB.index
truth-metaspades-co-primary-catalog-to-truth-recovery-convertalis	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convertalis /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-co-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-co-primary/catalog-to-truth-recoveryDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-co-primary/catalog-to-truth-recovery.tsv --format-output query,target,pident,alnlen,qcov,tcov,evalue,bits	truth-audit/metaspades-co-primary/catalog-to-truth-recovery.tsv
truth-metaspades-co-primary-catalog-to-truth-recovery-search	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs search /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-co-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-co-primary/catalog-to-truth-recoveryDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-co-primary/tmp-catalog-to-truth-recovery --min-seq-id 0.95 -c 0.95 --cov-mode 1 --alignment-mode 3 --max-seqs 100 --threads 8	truth-audit/metaspades-co-primary/catalog-to-truth-recoveryDB.index;truth-audit/metaspades-co-primary/catalog-to-truth-recoveryDB.dbtype
truth-metaspades-co-primary-catalog-to-truth-support-convertalis	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convertalis /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-co-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-co-primary/catalog-to-truth-supportDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-co-primary/catalog-to-truth-support.tsv --format-output query,target,pident,alnlen,qcov,tcov,evalue,bits	truth-audit/metaspades-co-primary/catalog-to-truth-support.tsv
truth-metaspades-co-primary-catalog-to-truth-support-search	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs search /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-co-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-co-primary/catalog-to-truth-supportDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-co-primary/tmp-catalog-to-truth-support --min-seq-id 0.95 -c 0.95 --cov-mode 2 --alignment-mode 3 --max-seqs 100 --threads 8	truth-audit/metaspades-co-primary/catalog-to-truth-supportDB.index;truth-audit/metaspades-co-primary/catalog-to-truth-supportDB.dbtype
truth-metaspades-co-primary-createdb	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs createdb /workspace/wechat/Metagenome/data/raw/article34/work/catalogs/metaspades/co-primary/representatives.faa /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-co-primary/catalogDB	truth-audit/metaspades-co-primary/catalogDB;truth-audit/metaspades-co-primary/catalogDB.index
truth-metaspades-individual-primary-catalog-to-truth-recovery-convertalis	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convertalis /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-individual-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-individual-primary/catalog-to-truth-recoveryDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-individual-primary/catalog-to-truth-recovery.tsv --format-output query,target,pident,alnlen,qcov,tcov,evalue,bits	truth-audit/metaspades-individual-primary/catalog-to-truth-recovery.tsv
truth-metaspades-individual-primary-catalog-to-truth-recovery-search	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs search /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-individual-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-individual-primary/catalog-to-truth-recoveryDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-individual-primary/tmp-catalog-to-truth-recovery --min-seq-id 0.95 -c 0.95 --cov-mode 1 --alignment-mode 3 --max-seqs 100 --threads 8	truth-audit/metaspades-individual-primary/catalog-to-truth-recoveryDB.index;truth-audit/metaspades-individual-primary/catalog-to-truth-recoveryDB.dbtype
truth-metaspades-individual-primary-catalog-to-truth-support-convertalis	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convertalis /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-individual-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-individual-primary/catalog-to-truth-supportDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-individual-primary/catalog-to-truth-support.tsv --format-output query,target,pident,alnlen,qcov,tcov,evalue,bits	truth-audit/metaspades-individual-primary/catalog-to-truth-support.tsv
