Genome	KO	DRAMPresent	METABOLICPresent	METABOLICHitCount	PresencePattern
SGB_023	K00099	true	true	1	Both
SGB_023	K00133	true	true	1	Both
SGB_023	K00134	true	true	1	Both
SGB_023	K00145	true	true	1	Both
SGB_023	K00147	true	true	1	Both
SGB_023	K00169	true	true	1	Both
SGB_023	K00170	true	true	1	Both
SGB_023	K00171	true	true	1	Both
SGB_023	K00172	true	true	1	Both
SGB_023	K00174	true	true	3	Both
SGB_023	K00175	true	true	3	Both
SGB_023	K00176	true	true	1	Both
SGB_023	K00177	true	true	2	Both
SGB_023	K00215	true	true	1	Both
SGB_023	K00261	true	true	1	Both
SGB_023	K00282	true	true	1	Both
SGB_023	K00283	true	true	1	Both
SGB_023	K00286	true	true	1	Both
SGB_023	K00287	true	true	1	Both
SGB_023	K00334	true	true	3	Both
SGB_023	K00335	true	true	3	Both
SGB_023	K00382	true	true	1	Both
SGB_023	K00525	true	true	1	Both
SGB_023	K00548	true	true	1	Both
SGB_023	K00549	true	true	1	Both
SGB_023	K00600	true	true	1	Both
SGB_023	K00602	true	true	1	Both
SGB_023	K00603	true	true	1	Both
SGB_023	K00605	true	true	1	Both
SGB_023	K00606	true	true	1	Both
SGB_023	K00608	true	true	1	Both
SGB_023	K00611	true	true	1	Both
SGB_023	K00615	true	true	1	Both
SGB_023	K00616	true	true	1	Both
SGB_023	K00620	true	true	1	Both
SGB_023	K00640	true	true	1	Both
SGB_023	K00645	true	true	1	Both
SGB_023	K00651	true	true	1	Both
SGB_023	K00655	true	true	1	Both
SGB_023	K00688	true	true	1	Both
SGB_023	K00703	true	true	1	Both
SGB_023	K00762	true	true	1	Both
SGB_023	K00764	true	true	1	Both
SGB_023	K00765	true	true	1	Both
SGB_023	K00766	false	true	1	METABOLIC only
SGB_023	K00767	true	true	1	Both
SGB_023	K00789	true	true	1	Both
SGB_023	K00796	true	true	1	Both
SGB_023	K00797	true	true	1	Both
SGB_023	K00800	true	true	1	Both
SGB_023	K00817	true	true	1	Both
SGB_023	K00820	true	true	1	Both
SGB_023	K00821	true	true	1	Both
SGB_023	K00849	true	true	1	Both
SGB_023	K00850	true	true	1	Both
SGB_023	K00854	true	true	1	Both
SGB_023	K00859	true	true	1	Both
SGB_023	K00872	true	true	1	Both
SGB_023	K00873	true	true	1	Both
SGB_023	K00874	true	true	1	Both
SGB_023	K00891	true	true	1	Both
SGB_023	K00919	true	true	1	Both
SGB_023	K00925	true	true	1	Both
SGB_023	K00927	true	true	1	Both
SGB_023	K00928	true	true	2	Both
SGB_023	K00930	true	true	1	Both
SGB_023	K00931	true	true	1	Both
SGB_023	K00939	true	true	1	Both
SGB_023	K00942	true	true	1	Both
SGB_023	K00943	true	true	1	Both
SGB_023	K00948	true	true	1	Both
SGB_023	K00950	true	true	1	Both
SGB_023	K00954	true	true	1	Both
SGB_023	K00965	true	true	2	Both
SGB_023	K00969	true	true	1	Both
SGB_023	K00973	true	true	1	Both
SGB_023	K00975	true	true	2	Both
SGB_023	K00981	true	true	1	Both
SGB_023	K01006	true	true	1	Both
SGB_023	K01012	true	true	2	Both
SGB_023	K01057	true	true	1	Both
SGB_023	K01077	true	true	1	Both
SGB_023	K01092	true	true	1	Both
SGB_023	K01195	true	true	2	Both
SGB_023	K01200	true	true	1	Both
SGB_023	K01243	true	true	1	Both
SGB_023	K01251	true	true	1	Both
SGB_023	K01439	true	true	1	Both
SGB_023	K01581	true	true	1	Both
SGB_023	K01586	true	true	1	Both
SGB_023	K01589	true	true	1	Both
SGB_023	K01611	true	true	1	Both
SGB_023	K01624	true	true	1	Both
SGB_023	K01625	true	true	1	Both
SGB_023	K01649	true	true	2	Both
SGB_023	K01652	true	true	1	Both
SGB_023	K01653	true	true	1	Both
SGB_023	K01657	true	true	1	Both
SGB_023	K01658	false	true	1	METABOLIC only
SGB_023	K01662	true	true	1	Both
SGB_023	K01677	true	true	1	Both
SGB_023	K01686	true	true	1	Both
SGB_023	K01687	true	true	1	Both
SGB_023	K01689	true	true	1	Both
SGB_023	K01695	true	true	1	Both
SGB_023	K01696	true	true	1	Both
SGB_023	K01703	true	true	2	Both
SGB_023	K01704	true	true	2	Both
SGB_023	K01714	true	true	1	Both
SGB_023	K01733	true	true	1	Both
SGB_023	K01736	true	true	1	Both
SGB_023	K01737	true	true	1	Both
SGB_023	K01754	true	true	1	Both
SGB_023	K01755	true	true	1	Both
SGB_023	K01756	true	true	1	Both
SGB_023	K01778	true	true	1	Both
SGB_023	K01783	true	true	1	Both
SGB_023	K01784	true	true	1	Both
SGB_023	K01785	true	true	1	Both
SGB_023	K01803	true	true	1	Both
SGB_023	K01808	true	true	1	Both
SGB_023	K01809	true	true	1	Both
SGB_023	K01810	true	true	1	Both
SGB_023	K01812	true	true	1	Both
SGB_023	K01817	true	true	1	Both
SGB_023	K01835	true	true	1	Both
SGB_023	K01885	true	true	2	Both
SGB_023	K01916	false	true	1	METABOLIC only
SGB_023	K01933	true	true	1	Both
SGB_023	K01937	true	true	1	Both
SGB_023	K01939	true	true	1	Both
SGB_023	K01940	true	true	1	Both
SGB_023	K01945	true	true	1	Both
SGB_023	K01950	true	true	1	Both
SGB_023	K01951	true	true	2	Both
SGB_023	K01955	true	true	1	Both
SGB_023	K01956	true	true	1	Both
SGB_023	K02078	true	true	2	Both
SGB_023	K02108	true	true	1	Both
SGB_023	K02109	true	true	1	Both
SGB_023	K02110	true	true	1	Both
SGB_023	K02111	true	true	1	Both
SGB_023	K02112	true	true	1	Both
SGB_023	K02113	true	true	1	Both
SGB_023	K02115	true	true	1	Both
SGB_023	K02371	true	true	1	Both
SGB_023	K02372	true	true	1	Both
SGB_023	K02500	true	true	1	Both
SGB_023	K02548	true	true	1	Both
SGB_023	K03077	true	true	1	Both
SGB_023	K03151	true	true	1	Both
SGB_023	K03170	true	true	1	Both
SGB_023	K03183	true	true	1	Both
SGB_023	K03431	true	true	1	Both
SGB_023	K03465	true	true	1	Both
SGB_023	K03517	true	true	1	Both
SGB_023	K03525	true	true	1	Both
SGB_023	K03526	true	true	1	Both
SGB_023	K03527	true	true	1	Both
SGB_023	K03783	true	true	2	Both
SGB_023	K03786	true	true	1	Both
SGB_023	K03787	true	true	1	Both
SGB_023	K03856	true	true	1	Both
SGB_023	K04042	true	true	1	Both
SGB_023	K04486	true	true	1	Both
SGB_023	K04518	false	true	1	METABOLIC only
SGB_023	K05822	true	true	1	Both
SGB_023	K05979	true	true	1	Both
SGB_023	K06001	true	true	1	Both
SGB_023	K06215	true	true	1	Both
SGB_023	K06989	true	true	1	Both
SGB_023	K07130	true	true	1	Both
SGB_023	K08681	true	true	1	Both
SGB_023	K08963	true	true	1	Both
SGB_023	K09007	true	true	1	Both
SGB_023	K09458	true	true	1	Both
SGB_023	K09903	true	true	1	Both
SGB_023	K10961	false	true	4	METABOLIC only
SGB_023	K10966	false	true	1	METABOLIC only
SGB_023	K11175	true	true	1	Both
SGB_023	K11529	true	true	1	Both
SGB_023	K11751	true	true	1	Both
SGB_023	K11754	true	true	1	Both
SGB_023	K11755	true	true	1	Both
SGB_023	K12628	false	true	1	METABOLIC only
SGB_023	K12630	false	true	2	METABOLIC only
SGB_023	K12634	false	true	1	METABOLIC only
SGB_023	K12901	false	true	2	METABOLIC only
SGB_023	K12902	false	true	1	METABOLIC only
SGB_023	K13038	true	true	1	Both
SGB_023	K13370	false	true	1	METABOLIC only
SGB_023	K13497	true	true	1	Both
SGB_023	K14170	true	true	1	Both
SGB_023	K14245	false	true	1	METABOLIC only
SGB_023	K14246	false	true	1	METABOLIC only
SGB_023	K14371	false	true	2	METABOLIC only
SGB_023	K14373	false	true	5	METABOLIC only
SGB_023	K15024	true	true	1	Both
SGB_023	K15635	true	true	1	Both
SGB_023	K15967	false	true	3	METABOLIC only
SGB_023	K15988	false	true	1	METABOLIC only
SGB_023	K16000	false	true	2	METABOLIC only
SGB_023	K16001	false	true	1	METABOLIC only
SGB_023	K16002	false	true	1	METABOLIC only
SGB_023	K16003	false	true	1	METABOLIC only
SGB_023	K16007	false	true	2	METABOLIC only
SGB_023	K16149	true	true	1	Both
SGB_023	K17722	false	true	1	METABOLIC only
SGB_023	K19221	true	true	1	Both
SGB_023	K19650	false	true	4	METABOLIC only
SGB_023	K21221	false	true	2	METABOLIC only
SGB_023	K21254	false	true	1	METABOLIC only
SGB_023	K21723	false	true	1	METABOLIC only
SGB_023	K21898	true	true	1	Both
SGB_023	K22093	false	true	1	METABOLIC only
SGB_023	K22305	true	true	1	Both
SGB_023	K22699	true	true	1	Both
SGB_023	K22800	false	true	1	METABOLIC only
SGB_023	K23264	true	true	1	Both
SGB_023	K23265	true	true	1	Both
SGB_023	K24528	false	true	2	METABOLIC only
SGB_023	K24555	false	true	2	METABOLIC only
SGB_023	K24557	false	true	2	METABOLIC only
SGB_023	K24558	false	true	2	METABOLIC only
SGB_023	K24559	false	true	2	METABOLIC only
SGB_023	K24560	false	true	1	METABOLIC only
SGB_023	K24561	false	true	1	METABOLIC only
SGB_023	K24562	false	true	2	METABOLIC only
SGB_023	K24566	false	true	1	METABOLIC only
SGB_023	K24567	false	true	1	METABOLIC only
SGB_023	K24568	false	true	1	METABOLIC only
SGB_023	K24569	false	true	2	METABOLIC only
SGB_023	K25026	true	true	1	Both
SGB_024	K00003	false	true	1	METABOLIC only
SGB_024	K00013	true	true	1	Both
SGB_024	K00031	true	true	1	Both
SGB_024	K00033	true	true	1	Both
SGB_024	K00036	true	true	1	Both
SGB_024	K00052	true	true	1	Both
SGB_024	K00053	true	true	1	Both
SGB_024	K00058	true	true	2	Both
SGB_024	K00059	true	true	4	Both
SGB_024	K00067	true	true	1	Both
SGB_024	K00088	true	true	1	Both
SGB_024	K00099	true	true	1	Both
SGB_024	K00133	true	true	1	Both
SGB_024	K00134	true	true	1	Both
SGB_024	K00135	true	true	1	Both
SGB_024	K00145	true	true	1	Both
SGB_024	K00147	true	true	1	Both
SGB_024	K00169	true	true	1	Both
SGB_024	K00170	true	true	1	Both
SGB_024	K00171	true	true	1	Both
SGB_024	K00172	true	true	1	Both
SGB_024	K00174	true	true	3	Both
SGB_024	K00175	true	true	3	Both
SGB_024	K00176	true	true	1	Both
SGB_024	K00177	true	true	2	Both
SGB_024	K00215	true	true	1	Both
SGB_024	K00261	true	true	1	Both
SGB_024	K00282	true	true	1	Both
SGB_024	K00283	true	true	1	Both
SGB_024	K00286	true	true	1	Both
SGB_024	K00287	true	true	1	Both
SGB_024	K00334	true	true	3	Both
SGB_024	K00335	true	true	3	Both
SGB_024	K00382	true	true	1	Both
SGB_024	K00525	true	true	1	Both
SGB_024	K00548	true	true	1	Both
SGB_024	K00600	true	true	1	Both
SGB_024	K00602	true	true	1	Both
SGB_024	K00603	true	true	1	Both
SGB_024	K00605	true	true	1	Both
SGB_024	K00606	true	true	1	Both
SGB_024	K00608	true	true	1	Both
SGB_024	K00611	true	true	1	Both
SGB_024	K00615	true	true	2	Both
SGB_024	K00616	true	true	1	Both
SGB_024	K00620	true	true	1	Both
SGB_024	K00640	true	true	1	Both
SGB_024	K00645	true	true	1	Both
SGB_024	K00651	true	true	1	Both
SGB_024	K00655	true	true	1	Both
SGB_024	K00688	true	true	1	Both
SGB_024	K00703	true	true	1	Both
SGB_024	K00764	true	true	1	Both
SGB_024	K00765	true	true	1	Both
SGB_024	K00766	false	true	1	METABOLIC only
SGB_024	K00767	true	true	1	Both
SGB_024	K00789	true	true	1	Both
SGB_024	K00796	true	true	1	Both
SGB_024	K00797	true	true	1	Both
SGB_024	K00817	true	true	1	Both
SGB_024	K00818	false	true	1	METABOLIC only
SGB_024	K00820	true	true	1	Both
SGB_024	K00821	true	true	1	Both
SGB_024	K00849	true	true	1	Both
SGB_024	K00850	true	true	1	Both
SGB_024	K00854	true	true	1	Both
SGB_024	K00859	true	true	1	Both
SGB_024	K00872	true	true	1	Both
SGB_024	K00873	true	true	1	Both
SGB_024	K00874	true	true	1	Both
SGB_024	K00919	true	true	1	Both
SGB_024	K00925	true	true	1	Both
SGB_024	K00927	true	true	1	Both
SGB_024	K00928	true	true	2	Both
SGB_024	K00930	true	true	1	Both
SGB_024	K00931	true	true	1	Both
SGB_024	K00939	true	true	1	Both
SGB_024	K00942	true	true	1	Both
SGB_024	K00943	true	true	1	Both
SGB_024	K00948	true	true	1	Both
SGB_024	K00950	true	true	1	Both
SGB_024	K00954	true	true	1	Both
SGB_024	K00965	true	true	2	Both
SGB_024	K00969	true	true	1	Both
SGB_024	K00973	true	true	2	Both
SGB_024	K00975	true	true	2	Both
SGB_024	K00981	true	true	1	Both
SGB_024	K01006	true	true	1	Both
SGB_024	K01012	true	true	2	Both
SGB_024	K01057	true	true	1	Both
SGB_024	K01077	true	true	1	Both
SGB_024	K01092	true	true	1	Both
SGB_024	K01195	true	true	1	Both
SGB_024	K01200	true	true	1	Both
SGB_024	K01243	true	true	1	Both
SGB_024	K01251	true	true	1	Both
SGB_024	K01439	true	true	1	Both
SGB_024	K01497	true	true	1	Both
SGB_024	K01581	true	true	1	Both
SGB_024	K01586	true	true	1	Both
SGB_024	K01589	true	true	1	Both
SGB_024	K01611	true	true	1	Both
SGB_024	K01624	true	true	1	Both
SGB_024	K01625	true	true	1	Both
SGB_024	K01649	true	true	2	Both
SGB_024	K01652	true	true	1	Both
SGB_024	K01653	true	true	1	Both
SGB_024	K01657	true	true	1	Both
SGB_024	K01658	false	true	1	METABOLIC only
SGB_024	K01662	true	true	1	Both
SGB_024	K01677	true	true	1	Both
SGB_024	K01686	true	true	1	Both
SGB_024	K01687	true	true	1	Both
SGB_024	K01689	true	true	1	Both
SGB_024	K01695	true	true	1	Both
SGB_024	K01696	true	true	1	Both
SGB_024	K01703	true	true	2	Both
SGB_024	K01704	true	true	2	Both
SGB_024	K01710	true	true	1	Both
SGB_024	K01714	true	true	1	Both
SGB_024	K01733	true	true	1	Both
SGB_024	K01737	true	true	1	Both
SGB_024	K01738	true	true	1	Both
SGB_024	K01754	true	true	1	Both
SGB_024	K01755	true	true	1	Both
SGB_024	K01756	true	true	1	Both
SGB_024	K01778	true	true	1	Both
SGB_024	K01783	true	true	1	Both
SGB_024	K01784	true	true	1	Both
SGB_024	K01785	true	true	1	Both
SGB_024	K01790	true	true	1	Both
SGB_024	K01803	true	true	1	Both
SGB_024	K01808	true	true	1	Both
SGB_024	K01809	true	true	1	Both
SGB_024	K01810	true	true	1	Both
SGB_024	K01812	true	true	1	Both
SGB_024	K01817	true	true	1	Both
SGB_024	K01835	true	true	1	Both
SGB_024	K01885	true	true	2	Both
SGB_024	K01916	false	true	1	METABOLIC only
SGB_024	K01933	true	true	1	Both
SGB_024	K01937	true	true	1	Both
SGB_024	K01939	true	true	1	Both
SGB_024	K01940	true	true	1	Both
SGB_024	K01945	true	true	1	Both
SGB_024	K01950	true	true	1	Both
SGB_024	K01951	true	true	1	Both
SGB_024	K01955	true	true	1	Both
SGB_024	K01956	true	true	1	Both
SGB_024	K02078	true	true	2	Both
SGB_024	K02108	true	true	1	Both
SGB_024	K02109	true	true	1	Both
SGB_024	K02110	true	true	1	Both
SGB_024	K02111	true	true	1	Both
SGB_024	K02112	true	true	1	Both
SGB_024	K02113	true	true	1	Both
SGB_024	K02115	true	true	1	Both
SGB_024	K02117	true	true	1	Both
SGB_024	K02118	true	true	1	Both
SGB_024	K02119	true	true	1	Both
SGB_024	K02120	true	true	1	Both
SGB_024	K02122	true	true	1	Both
SGB_024	K02123	true	true	1	Both
SGB_024	K02124	true	true	1	Both
SGB_024	K02371	true	true	1	Both
SGB_024	K02372	true	true	1	Both
SGB_024	K02500	true	true	1	Both
SGB_024	K02548	true	true	1	Both
SGB_024	K03077	true	true	1	Both
SGB_024	K03151	true	true	1	Both
SGB_024	K03170	true	true	1	Both
SGB_024	K03431	true	true	1	Both
SGB_024	K03465	true	true	1	Both
SGB_024	K03517	true	true	1	Both
SGB_024	K03525	true	true	1	Both
SGB_024	K03526	true	true	1	Both
SGB_024	K03527	true	true	1	Both
SGB_024	K03783	true	true	2	Both
SGB_024	K03786	true	true	1	Both
SGB_024	K03787	true	true	1	Both
SGB_024	K04042	true	true	1	Both
SGB_024	K04486	true	true	1	Both
SGB_024	K04518	false	true	1	METABOLIC only
SGB_024	K05555	true	true	1	Both
SGB_024	K05822	true	true	1	Both
SGB_024	K05979	true	true	1	Both
SGB_024	K06215	true	true	1	Both
SGB_024	K06859	true	true	1	Both
SGB_024	K06989	true	true	1	Both
SGB_024	K07130	true	true	1	Both
SGB_024	K08681	true	true	1	Both
SGB_024	K08963	true	true	1	Both
SGB_024	K09007	true	true	1	Both
SGB_024	K09458	true	true	1	Both
SGB_024	K09903	true	true	1	Both
SGB_024	K10961	false	true	3	METABOLIC only
SGB_024	K10966	false	true	1	METABOLIC only
SGB_024	K11175	true	true	1	Both
SGB_024	K11529	true	true	1	Both
SGB_024	K11751	true	true	1	Both
SGB_024	K11752	true	true	1	Both
SGB_024	K11754	true	true	1	Both
SGB_024	K11755	true	true	1	Both
SGB_024	K12630	false	true	2	METABOLIC only
SGB_024	K12634	false	true	1	METABOLIC only
SGB_024	K12901	false	true	3	METABOLIC only
SGB_024	K12902	false	true	2	METABOLIC only
SGB_024	K13038	true	true	1	Both
SGB_024	K13319	false	true	1	METABOLIC only
SGB_024	K13370	false	true	1	METABOLIC only
SGB_024	K13497	true	true	1	Both
SGB_024	K14170	true	true	1	Both
SGB_024	K14245	false	true	1	METABOLIC only
SGB_024	K14246	false	true	1	METABOLIC only
SGB_024	K14371	false	true	1	METABOLIC only
SGB_024	K14373	false	true	5	METABOLIC only
SGB_024	K15024	true	true	1	Both
SGB_024	K15635	true	true	1	Both
SGB_024	K15967	false	true	2	METABOLIC only
SGB_024	K15988	false	true	1	METABOLIC only
SGB_024	K16000	false	true	2	METABOLIC only
SGB_024	K16001	false	true	1	METABOLIC only
SGB_024	K16002	false	true	1	METABOLIC only
SGB_024	K16003	false	true	1	METABOLIC only
SGB_024	K16007	false	true	2	METABOLIC only
SGB_024	K16149	true	true	1	Both
SGB_024	K16849	false	true	1	METABOLIC only
SGB_024	K19221	true	true	1	Both
SGB_024	K19650	false	true	5	METABOLIC only
SGB_024	K19858	false	true	1	METABOLIC only
SGB_024	K20981	false	true	1	METABOLIC only
SGB_024	K21221	false	true	2	METABOLIC only
SGB_024	K21254	false	true	1	METABOLIC only
SGB_024	K21898	true	true	1	Both
SGB_024	K22093	false	true	2	METABOLIC only
SGB_024	K22305	true	true	1	Both
SGB_024	K22699	true	true	1	Both
SGB_024	K23264	true	true	1	Both
SGB_024	K23265	true	true	1	Both
SGB_024	K24528	false	true	2	METABOLIC only
SGB_024	K24555	false	true	2	METABOLIC only
SGB_024	K24557	false	true	2	METABOLIC only
SGB_024	K24558	false	true	2	METABOLIC only
SGB_024	K24559	false	true	2	METABOLIC only
SGB_024	K24560	false	true	1	METABOLIC only
SGB_024	K24561	false	true	1	METABOLIC only
SGB_024	K24562	false	true	2	METABOLIC only
SGB_024	K24566	false	true	1	METABOLIC only
SGB_024	K24567	false	true	1	METABOLIC only
SGB_024	K24568	false	true	1	METABOLIC only
SGB_024	K24569	false	true	2	METABOLIC only
SGB_024	K25026	true	true	1	Both
TRUNC_050	K00012	true	true	1	Both
TRUNC_050	K00013	true	true	1	Both
TRUNC_050	K00018	true	true	1	Both
TRUNC_050	K00024	true	true	1	Both
TRUNC_050	K00031	true	true	1	Both
TRUNC_050	K00033	true	true	1	Both
TRUNC_050	K00036	true	true	1	Both
TRUNC_050	K00052	true	true	1	Both
TRUNC_050	K00053	true	true	1	Both
TRUNC_050	K00059	true	true	1	Both
TRUNC_050	K00088	true	true	1	Both
TRUNC_050	K00099	true	true	1	Both
TRUNC_050	K00133	true	true	1	Both
TRUNC_050	K00134	true	true	1	Both
TRUNC_050	K00145	true	true	1	Both
TRUNC_050	K00147	true	true	1	Both
TRUNC_050	K00163	true	true	1	Both
TRUNC_050	K00215	true	true	1	Both
TRUNC_050	K00239	true	true	1	Both
TRUNC_050	K00241	true	true	1	Both
TRUNC_050	K00242	true	true	1	Both
TRUNC_050	K00282	true	true	1	Both
TRUNC_050	K00283	true	true	1	Both
TRUNC_050	K00286	true	true	1	Both
TRUNC_050	K00287	true	true	1	Both
TRUNC_050	K00297	true	true	1	Both
TRUNC_050	K00380	true	true	1	Both
TRUNC_050	K00381	true	true	1	Both
TRUNC_050	K00382	true	true	2	Both
TRUNC_050	K00390	true	true	1	Both
TRUNC_050	K00529	false	true	1	METABOLIC only
TRUNC_050	K00549	true	true	1	Both
TRUNC_050	K00560	true	true	1	Both
TRUNC_050	K00568	true	true	1	Both
TRUNC_050	K00600	true	true	1	Both
TRUNC_050	K00602	true	true	1	Both
TRUNC_050	K00605	true	true	1	Both
TRUNC_050	K00606	true	true	1	Both
TRUNC_050	K00609	true	true	1	Both
TRUNC_050	K00611	true	true	1	Both
TRUNC_050	K00615	true	true	1	Both
TRUNC_050	K00625	false	true	1	METABOLIC only
TRUNC_050	K00627	true	true	1	Both
TRUNC_050	K00640	true	true	1	Both
TRUNC_050	K00641	true	true	1	Both
TRUNC_050	K00645	true	true	1	Both
TRUNC_050	K00648	true	true	1	Both
TRUNC_050	K00652	true	true	1	Both
TRUNC_050	K00688	true	true	2	Both
TRUNC_050	K00762	true	true	1	Both
TRUNC_050	K00764	true	true	1	Both
TRUNC_050	K00765	true	true	1	Both
TRUNC_050	K00766	true	true	1	Both
TRUNC_050	K00789	true	true	1	Both
TRUNC_050	K00795	true	true	1	Both
TRUNC_050	K00797	true	true	1	Both
TRUNC_050	K00817	true	true	2	Both
TRUNC_050	K00820	true	true	1	Both
TRUNC_050	K00821	true	true	1	Both
TRUNC_050	K00830	true	true	1	Both
TRUNC_050	K00831	true	true	1	Both
TRUNC_050	K00833	true	true	1	Both
TRUNC_050	K00859	true	true	1	Both
TRUNC_050	K00873	true	true	1	Both
TRUNC_050	K00912	true	true	1	Both
TRUNC_050	K00927	true	true	1	Both
TRUNC_050	K00931	true	true	1	Both
TRUNC_050	K00940	true	true	1	Both
TRUNC_050	K00943	true	true	1	Both
TRUNC_050	K00950	true	true	1	Both
TRUNC_050	K00956	true	true	1	Both
TRUNC_050	K00957	true	true	1	Both
TRUNC_050	K00963	true	true	1	Both
TRUNC_050	K00969	true	true	1	Both
TRUNC_050	K00973	true	true	1	Both
TRUNC_050	K00981	true	true	1	Both
TRUNC_050	K00991	true	true	1	Both
TRUNC_050	K01012	true	true	1	Both
TRUNC_050	K01046	true	true	1	Both
TRUNC_050	K01092	true	true	1	Both
TRUNC_050	K01251	true	true	1	Both
TRUNC_050	K01439	true	true	1	Both
TRUNC_050	K01465	true	true	1	Both
TRUNC_050	K01480	true	true	1	Both
TRUNC_050	K01491	true	true	1	Both
TRUNC_050	K01496	true	true	1	Both
TRUNC_050	K01520	true	true	1	Both
TRUNC_050	K01523	true	true	1	Both
TRUNC_050	K01588	true	true	1	Both
TRUNC_050	K01589	true	true	1	Both
TRUNC_050	K01595	true	true	1	Both
TRUNC_050	K01609	true	true	1	Both
TRUNC_050	K01611	true	true	1	Both
TRUNC_050	K01613	true	true	1	Both
TRUNC_050	K01624	true	true	1	Both
TRUNC_050	K01633	true	true	1	Both
TRUNC_050	K01649	true	true	1	Both
TRUNC_050	K01652	true	true	1	Both
TRUNC_050	K01653	true	true	1	Both
TRUNC_050	K01658	true	true	1	Both
TRUNC_050	K01662	true	true	1	Both
TRUNC_050	K01679	true	true	1	Both
TRUNC_050	K01687	true	true	1	Both
TRUNC_050	K01689	true	true	1	Both
TRUNC_050	K01693	true	true	1	Both
TRUNC_050	K01695	true	true	1	Both
TRUNC_050	K01696	true	true	1	Both
TRUNC_050	K01703	true	true	1	Both
TRUNC_050	K01704	true	true	1	Both
TRUNC_050	K01710	true	true	1	Both
TRUNC_050	K01719	true	true	1	Both
TRUNC_050	K01737	true	true	1	Both
TRUNC_050	K01749	true	true	1	Both
TRUNC_050	K01754	true	true	1	Both
TRUNC_050	K01770	true	true	1	Both
TRUNC_050	K01772	true	true	1	Both
TRUNC_050	K01784	true	true	1	Both
TRUNC_050	K01790	true	true	1	Both
TRUNC_050	K01814	true	true	1	Both
TRUNC_050	K01817	true	true	1	Both
TRUNC_050	K01845	true	true	1	Both
TRUNC_050	K01897	true	true	1	Both
TRUNC_050	K01902	true	true	2	Both
TRUNC_050	K01903	true	true	2	Both
TRUNC_050	K01920	true	true	1	Both
TRUNC_050	K01923	true	true	1	Both
TRUNC_050	K01933	true	true	1	Both
TRUNC_050	K01935	true	true	1	Both
TRUNC_050	K01937	true	true	1	Both
TRUNC_050	K01939	true	true	1	Both
TRUNC_050	K01940	true	true	1	Both
TRUNC_050	K01945	true	true	1	Both
TRUNC_050	K01951	true	true	1	Both
TRUNC_050	K01952	true	true	1	Both
TRUNC_050	K01955	true	true	1	Both
TRUNC_050	K01956	true	true	1	Both
TRUNC_050	K01961	true	true	1	Both
TRUNC_050	K01963	true	true	1	Both
TRUNC_050	K02045	true	true	1	Both
TRUNC_050	K02046	true	true	1	Both
TRUNC_050	K02047	true	true	1	Both
TRUNC_050	K02078	true	true	4	Both
TRUNC_050	K02108	true	true	1	Both
TRUNC_050	K02109	true	true	1	Both
TRUNC_050	K02111	true	true	1	Both
TRUNC_050	K02112	true	true	1	Both
TRUNC_050	K02113	true	true	1	Both
TRUNC_050	K02114	true	true	1	Both
TRUNC_050	K02115	true	true	1	Both
TRUNC_050	K02160	true	true	1	Both
TRUNC_050	K02169	true	true	1	Both
TRUNC_050	K02170	true	true	1	Both
TRUNC_050	K02204	true	true	1	Both
TRUNC_050	K02230	true	true	1	Both
TRUNC_050	K02305	true	true	1	Both
TRUNC_050	K02372	true	true	1	Both
TRUNC_050	K02496	true	true	1	Both
TRUNC_050	K02500	true	true	1	Both
TRUNC_050	K02501	true	true	1	Both
TRUNC_050	K02502	true	true	1	Both
TRUNC_050	K03183	true	true	1	Both
TRUNC_050	K03185	true	true	1	Both
TRUNC_050	K03186	true	true	1	Both
TRUNC_050	K03474	true	true	1	Both
TRUNC_050	K03517	true	true	1	Both
TRUNC_050	K03526	true	true	1	Both
TRUNC_050	K03527	true	true	1	Both
TRUNC_050	K03644	true	true	1	Both
TRUNC_050	K03786	true	true	1	Both
TRUNC_050	K03787	true	true	1	Both
TRUNC_050	K03801	true	true	1	Both
TRUNC_050	K04042	true	true	1	Both
TRUNC_050	K04517	true	true	1	Both
TRUNC_050	K04518	false	true	1	METABOLIC only
TRUNC_050	K04561	true	true	1	Both
TRUNC_050	K05810	true	true	1	Both
TRUNC_050	K06134	true	true	1	Both
TRUNC_050	K06445	true	true	1	Both
TRUNC_050	K07637	true	true	1	Both
TRUNC_050	K07660	true	true	1	Both
TRUNC_050	K08691	true	true	1	Both
TRUNC_050	K08692	true	true	1	Both
TRUNC_050	K09007	true	true	1	Both
TRUNC_050	K09458	true	true	1	Both
TRUNC_050	K09460	false	true	2	METABOLIC only
TRUNC_050	K09903	true	true	1	Both
TRUNC_050	K10946	true	false	0	DRAM only
TRUNC_050	K10961	false	true	1	METABOLIC only
TRUNC_050	K10966	false	true	1	METABOLIC only
TRUNC_050	K11175	true	true	1	Both
TRUNC_050	K11754	true	true	1	Both
TRUNC_050	K12340	true	true	1	Both
TRUNC_050	K12630	false	true	1	METABOLIC only
TRUNC_050	K12634	false	true	1	METABOLIC only
TRUNC_050	K12901	false	true	1	METABOLIC only
TRUNC_050	K13038	true	true	1	Both
TRUNC_050	K13788	true	true	1	Both
TRUNC_050	K13789	false	true	1	METABOLIC only
TRUNC_050	K14067	true	true	1	Both
TRUNC_050	K14170	true	true	1	Both
TRUNC_050	K14245	false	true	2	METABOLIC only
TRUNC_050	K14246	false	true	2	METABOLIC only
