SeqName	Assembly	ReferenceLabel	ReferenceSequenceClass	OriginalHeader	LengthBp	SequenceSHA256
GCA_000308215.1|CAJE01000002.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000002.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00002, whole genome shotgun sequence	2253	b3f5acd707b70c5e67280fa0f0dc1e2bb29301a3215b47945c021903965919e9
GCA_000308215.1|CAJE01000001.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000001.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00001, whole genome shotgun sequence	34612	78fbd8725e3fbe7a9df5a2123a3b9678efe2d7fecb8bd420357f4a6d86756a20
GCA_000328665.1|CP003362.1	GCA_000328665.1	Other replicon	Complete cellular replicon	GCA_000328665.1|CP003362.1 Methanomethylovorans hollandica DSM 15978, complete genome	2428904	f22a6bebdbb9eff4b50551a4c21dd9dc23e55100150711e35745f7c2d7449cfb
GCA_000328665.1|CP003363.1	GCA_000328665.1	Plasmid	GenBank-labelled plasmid	GCA_000328665.1|CP003363.1 Methanomethylovorans hollandica DSM 15978 plasmid pMETHO01, complete sequence	285109	801b012ce7574aa0dad77812d2c9ba1f5808eead9013f468e6b8c222521c015f
GCA_000007185.1|AE009439.1	GCA_000007185.1	Other replicon	Complete cellular replicon	GCA_000007185.1|AE009439.1 Methanopyrus kandleri AV19, complete genome	1694969	de9654bb79ba24521a36b46c54886a836cd57157e60523d008b5577d9e197665
GCA_000007345.1|AE010299.1	GCA_000007345.1	Other replicon	Complete cellular replicon	GCA_000007345.1|AE010299.1 Methanosarcina acetivorans str. C2A, complete genome	5751492	17fbcd6e9add3858a8790a2cc4a8b987c12960a9106b7639cdf5ffdfbf71c72c
GCA_000166095.1|CP002278.1	GCA_000166095.1	Other replicon	Complete cellular replicon	GCA_000166095.1|CP002278.1 Methanothermus fervidus DSM 2088, complete genome	1243342	8bfefa8859f709ebd4ef58f033aaff924944e4ebcc30e2ccb2db73957957418c
GCA_000008085.1|AE017199.1	GCA_000008085.1	Other replicon	Complete cellular replicon	GCA_000008085.1|AE017199.1 Nanoarchaeum equitans Kin4-M, complete genome	490885	61cfe6b4d2426d1dc8276ecbb3c4234f1eb57911543529eed9ede759fea52557
GCA_000008805.1|AE002098.2	GCA_000008805.1	Other replicon	Complete cellular replicon	GCA_000008805.1|AE002098.2 Neisseria meningitidis MC58, complete genome	2272360	286458ff5f93f02659300ad728a185366095fb64f7bb9b23569fddb299b2ed2e
GCA_000009145.1|AL954747.1	GCA_000009145.1	Other replicon	Complete cellular replicon	GCA_000009145.1|AL954747.1 Nitrosomonas europaea ATCC 19718, complete genome	2812094	9bb3a5c9384c1b445241ef2884411a26ca303e77281b603ae9dbb3ef3b8afa09
GCA_000009705.1|BA000019.2	GCA_000009705.1	Other replicon	Complete cellular replicon	GCA_000009705.1|BA000019.2 Nostoc sp. PCC 7120 DNA, complete genome	6413771	958c5ed7326f26d22c74a9b00026e2b0cb940bc8ca4ed3ce10b9bea4be4de777
GCA_000009705.1|BA000020.2	GCA_000009705.1	Plasmid	GenBank-labelled plasmid	GCA_000009705.1|BA000020.2 Nostoc sp. PCC 7120 plasmid pCC7120alpha DNA, complete genome	408101	1f6e856525f3b0974820988eb25405ac1b2abe5387c628d4bec236f52b96a0c7
GCA_000009705.1|AP003602.1	GCA_000009705.1	Plasmid	GenBank-labelled plasmid	GCA_000009705.1|AP003602.1 Nostoc sp. PCC 7120 plasmid pCC7120beta DNA, complete sequence	186614	ae2cde7eab291fbf4d4caeb4bf72ed842b9c938fd35b614843932504b6068818
GCA_000009705.1|AP003604.1	GCA_000009705.1	Plasmid	GenBank-labelled plasmid	GCA_000009705.1|AP003604.1 Nostoc sp. PCC 7120 plasmid pCC7120delta DNA, complete sequence	55414	d4d8785aafaae070c48171d280872f3220e810f58baeac5ef7c856490322d54d
GCA_000009705.1|AP003605.1	GCA_000009705.1	Plasmid	GenBank-labelled plasmid	GCA_000009705.1|AP003605.1 Nostoc sp. PCC 7120 plasmid pCC7120epsilon DNA, complete sequence	40340	7c75b2be86323efad5cc6201e8f54dfca00dd62c2d8365011b7516c4564c2db7
GCA_000009705.1|AP003603.1	GCA_000009705.1	Plasmid	GenBank-labelled plasmid	GCA_000009705.1|AP003603.1 Nostoc sp. PCC 7120 plasmid pCC7120gamma DNA, complete sequence	101965	7366c889d9e11a38f6153ea851c8dcb4eaae8fb1c74bda3f40973ea8e59f23b0
GCA_000009705.1|AP003606.1	GCA_000009705.1	Plasmid	GenBank-labelled plasmid	GCA_000009705.1|AP003606.1 Nostoc sp. PCC 7120 plasmid pCC7120zeta DNA, complete sequence	5584	e1be17e15014e3fb3618dde3435d6b937b118a58d1b557f7e19ab97ba15f7d63
GCA_000013645.1|CP000270.1	GCA_000013645.1	Other replicon	Complete cellular replicon	GCA_000013645.1|CP000270.1 Paraburkholderia xenovorans LB400 chromosome 1, complete sequence	4895836	6c6dd83b5b66d2a762a68e5e7f406d5f2930afa016f3fab624aad086e9b4d3be
GCA_000013645.1|CP000271.1	GCA_000013645.1	Other replicon	Complete cellular replicon	GCA_000013645.1|CP000271.1 Paraburkholderia xenovorans LB400 chromosome 2, complete sequence	3363523	0f9fec966a2f0e2d9b4a17b8f53ba332fecb9f4ba1e90a05c60926d54affd005
GCA_000013645.1|CP000272.1	GCA_000013645.1	Other replicon	Complete cellular replicon	GCA_000013645.1|CP000272.1 Paraburkholderia xenovorans LB400 chromosome 3, complete sequence	1471779	3e1aa10b2a242b5e7777353ca7ede7b5e439ca726ac4e259051ef0bc6f74c67d
GCA_000021565.1|CP001230.1	GCA_000021565.1	Other replicon	Complete cellular replicon	GCA_000021565.1|CP001230.1 Persephonella marina EX-H1, complete genome	1930284	5f5c8ace16d9c6796bd17c6c345bbbdbcae83fcefa068a637ace5fb9e625ab99
GCA_000021565.1|CP001231.1	GCA_000021565.1	Plasmid	GenBank-labelled plasmid	GCA_000021565.1|CP001231.1 Persephonella marina EX-H1 plasmid, complete sequence	53682	cf85ffd679dc97b56b2bf451624ab5b4dcfaf340bcefd50e3b1c144a7ca1e822
GCA_000010505.1|AP009380.1	GCA_000010505.1	Other replicon	Complete cellular replicon	GCA_000010505.1|AP009380.1 Porphyromonas gingivalis ATCC 33277 DNA, complete genome	2354886	15440ecf5c1b8d4e939ce2406aaf7867fadeec3a394ffc0057fd035ef46a98ee
GCA_000231215.1|CP003084.1	GCA_000231215.1	Other replicon	Complete cellular replicon	GCA_000231215.1|CP003084.1 Propionibacterium acnes ATCC 11828, complete genome	2488626	998864334c062fd2eea47a945ac4c9bec843ed60e51ddc1247095eb66066e10a
GCA_002563335.1|PDLX01000010.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000010.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_10_length_255721_cov_53.2964, whole genome shotgun sequence	255721	77eceae9e8f14e1f6e386fe18efaf3c5002b3f13e222abc8de0abca9e522fee1
GCA_002563335.1|PDLX01000011.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000011.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_11_length_238627_cov_39.6574, whole genome shotgun sequence	238627	3815e57356d737997fa432a5aa4518327007d932d8ee04d17f691bdf3cd59cdc
GCA_002563335.1|PDLX01000012.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000012.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_12_length_230379_cov_56.173, whole genome shotgun sequence	230379	b3f44410d7158c653a2cddcd31485876a4c59b78169d6668ced4088f52fc6359
GCA_002563335.1|PDLX01000013.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000013.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_13_length_225960_cov_58.4144, whole genome shotgun sequence	225960	6b5cf5fa7b20399f265e0e8a88e0241080511abbed32c28fdf9f5f1113d7350a
GCA_002563335.1|PDLX01000014.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000014.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_14_length_216945_cov_59.2033, whole genome shotgun sequence	216945	41562d25d1c60611df7b738592f371621252f125976fb7deb97d67c9f5f2df2e
GCA_002563335.1|PDLX01000015.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000015.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_15_length_197962_cov_53.2369, whole genome shotgun sequence	197962	4b41b7de7669b4f03edf63c9f56fdb4e45df4f94b46881a341632b0723b8d240
GCA_002563335.1|PDLX01000016.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000016.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_16_length_186957_cov_50.1966, whole genome shotgun sequence	186957	37cda515da8096a50dc2e6afaf172b8feaf1b84bf7eed48b7a31343ce040a0d2
GCA_002563335.1|PDLX01000017.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000017.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_17_length_176936_cov_44.1973, whole genome shotgun sequence	176936	122a1c66c1ca1b3181292df2a9cd6e76e9a39063ecf73f239c750c55ab270598
GCA_002563335.1|PDLX01000018.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000018.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_18_length_171541_cov_55.392, whole genome shotgun sequence	171541	4d8ea5b392b8aa2f3605577d7a6e15546e6a4859ba4712a7247156608f894b55
GCA_002563335.1|PDLX01000019.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000019.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_19_length_145632_cov_40.0397, whole genome shotgun sequence	145632	8d7a950164ac9865cc58e505c193cf95d1a48ce471a7d59743ff12a426054daa
GCA_002563335.1|PDLX01000001.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000001.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_1_length_572868_cov_46.0436, whole genome shotgun sequence	572868	1fe9c15b8bac2d640b39fb78333ec9d9d3cd0df85a8e2717b15f0afdca9cfce6
GCA_002563335.1|PDLX01000020.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000020.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_20_length_106822_cov_60.1244, whole genome shotgun sequence	106822	448ee013f0da5c7cc448577df22f359eff3693cec86849693e7416301cd2be0b
GCA_002563335.1|PDLX01000021.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000021.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_21_length_103115_cov_56.1788, whole genome shotgun sequence	103115	43c5d24512adae6fa519cb03ba02cab0809fbec5a883416b56b28e2b877ea204
GCA_002563335.1|PDLX01000022.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000022.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_22_length_96908_cov_40.8421, whole genome shotgun sequence	96908	6b504cbcf9f07a76b13f82a667a7957285dd25c2f4d6ac887a04fa3e9e25883b
GCA_002563335.1|PDLX01000023.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000023.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_23_length_82405_cov_58.2676, whole genome shotgun sequence	82405	677ae4f727ae4cddf2ff754590e269efd627b6871f810e344cb718d3d393a871
GCA_002563335.1|PDLX01000024.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000024.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_24_length_78577_cov_39.9884, whole genome shotgun sequence	78577	7a005a9b4c01b9a4778a8a17eda49a792bed0e58fc5386c5b717546a77159ac9
GCA_002563335.1|PDLX01000025.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000025.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_25_length_71644_cov_64.1254, whole genome shotgun sequence	71644	284549ccabd3b351ae12b71857ac9cf257eef63a612e5dcc612ffce6241e6982
GCA_002563335.1|PDLX01000026.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000026.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_26_length_67054_cov_68.5335, whole genome shotgun sequence	67054	c09b2cc9a6ded6368f06a94b2a2fe39e3cee7c1b201f7ab9387142c487c19ac8
GCA_002563335.1|PDLX01000027.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000027.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_27_length_49139_cov_59.1773, whole genome shotgun sequence	49139	c4bb6ae9071daa80b5fdd0bc1b8381f0c81409624563dfd0ed03c4c5be183ac5
GCA_002563335.1|PDLX01000028.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000028.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_28_length_38178_cov_44.7719, whole genome shotgun sequence	38178	89af82cf58e4090753559d30007cc4807fbb8f89815e72354cff711ea08c6950
GCA_002563335.1|PDLX01000029.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000029.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_29_length_32140_cov_55.284, whole genome shotgun sequence	32140	12c0d269f7e626769dc4b4e8682abc3d551cb50cce2879d70259f8b098469530
GCA_002563335.1|PDLX01000002.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000002.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_2_length_488276_cov_50.3023, whole genome shotgun sequence	488276	8264be91debe777e2e4b595d7e05ff56cb21844e4797d6fe5638f9a57753c4ff
GCA_002563335.1|PDLX01000030.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000030.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_30_length_31881_cov_41.3794, whole genome shotgun sequence	31881	1233937662f1ab40074dfa231da64fdb46d0f47b3f8cf4e97a584ef4be81caa7
GCA_002563335.1|PDLX01000031.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000031.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_31_length_20567_cov_74.4472, whole genome shotgun sequence	20567	0825ac1ddf804d69a30db7a047e00142efb229a0dd497df47fbb8315720d265c
GCA_002563335.1|PDLX01000032.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000032.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_32_length_14691_cov_72.7652, whole genome shotgun sequence	14691	e63ccfe9d79ac16e468a6fa7d94c0a785f6d880c0aea132ca71a2adfaac17b19
GCA_002563335.1|PDLX01000033.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000033.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_33_length_14125_cov_36.2946, whole genome shotgun sequence	14125	46490110f8001e12a682e7150dab5c610f1209661cecb2b952971f4b34fde069
GCA_002563335.1|PDLX01000034.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000034.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_34_length_9180_cov_56.3296, whole genome shotgun sequence	9180	277f89553c6596eddbbd8272f04b4fa4d13f51c672d9f0326a6b7f35954a5ec4
GCA_002563335.1|PDLX01000035.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000035.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_35_length_5697_cov_431.172, whole genome shotgun sequence	5697	4b639de2b6a1ef3001c785e10f1e13e9c737915c7113ff03d2812f8d01895290
GCA_002563335.1|PDLX01000036.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000036.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_36_length_5204_cov_85.0256, whole genome shotgun sequence	5204	4106b91f5f508f876995c66ccef3734dbde7070fecaaaf9c170590d1a43f3199
GCA_002563335.1|PDLX01000037.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000037.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_37_length_3305_cov_51.1645, whole genome shotgun sequence	3305	de8aee252a6cdd35c975c172ca323fecbc7b7b6d713b8be609b79d5f8135de54
GCA_002563335.1|PDLX01000038.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000038.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_38_length_2656_cov_88.0818, whole genome shotgun sequence	2656	5c8d8d56349c173e359c168295b5dc3a62ef668f01cc3bb9eca45e02e560d0c0
GCA_002563335.1|PDLX01000039.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000039.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_39_length_1824_cov_36.4098, whole genome shotgun sequence	1824	d2ff23d5152d002337c4ad2897f42e9daa78847dc89bfbba81a679478c0a2d0c
GCA_002563335.1|PDLX01000003.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000003.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_3_length_458384_cov_49.5898, whole genome shotgun sequence	458384	e49e66537ba25471e4e2af251ae6d0f7c13dea96717ce39bb7ece398a2d62e3c
GCA_002563335.1|PDLX01000040.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000040.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_40_length_1732_cov_92.9958, whole genome shotgun sequence	1732	bfc86196c38b3ca60a8d0bfe249fc4860f555877b41ec01444f6bcdb5cf04587
GCA_002563335.1|PDLX01000041.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000041.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_41_length_1426_cov_149.404, whole genome shotgun sequence	1426	bee482daef78d7b1cfa52170bc0b0f4eed5e582e81522edb723cde268a45912e
GCA_002563335.1|PDLX01000042.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000042.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_42_length_1293_cov_151.009, whole genome shotgun sequence	1293	eb3fafda9d6946bfc46e9bdf1023331ca9a9c300953e1af5f676c274f0714c8a
GCA_002563335.1|PDLX01000043.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000043.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_43_length_1289_cov_99.1394, whole genome shotgun sequence	1289	9d6d6173630d43840f72a804edc1c70b1bc7a8074a06f8921a6f007a9b5fadc8
GCA_002563335.1|PDLX01000044.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000044.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_44_length_1282_cov_105.533, whole genome shotgun sequence	1282	1b2ab47cb1dc5ce4ae61971fb9546c17684d5e529dff29d95faedb87a3310bfc
GCA_002563335.1|PDLX01000045.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000045.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_45_length_1136_cov_185.023, whole genome shotgun sequence	1136	5cf1f9976635edde083941dfe3ca700f59b5757ac9cbf4c9bc6ff29ac37881ff
GCA_002563335.1|PDLX01000046.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000046.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_46_length_976_cov_113.343, whole genome shotgun sequence	976	657a2ff65b6d8609daa4106b910394d0ff4fd486025b22197ea6a7c8b00ba314
GCA_002563335.1|PDLX01000047.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000047.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_47_length_936_cov_481.165, whole genome shotgun sequence	936	aee7660e6aae5938a7b4db44791caa6479c3dddeed3a995b8827304657f6275f
GCA_002563335.1|PDLX01000048.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000048.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_48_length_885_cov_108.059, whole genome shotgun sequence	885	e8c3f3864ef08e5ba90f65db4864d1727ec5eaefedd3ce181f46ff085c88699e
GCA_002563335.1|PDLX01000049.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000049.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_49_length_818_cov_123.951, whole genome shotgun sequence	818	f599d03c0f67041b0a478f190fa03b12a78d9475ab42c04557fd89822b7a2349
GCA_002563335.1|PDLX01000004.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000004.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_4_length_372153_cov_53.9624, whole genome shotgun sequence	372153	37486c5b09c01ad3dfeb1f9835f117ae18f45343a778f90731d815a50b29fed9
GCA_002563335.1|PDLX01000050.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000050.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_50_length_818_cov_138.443, whole genome shotgun sequence	818	6b96009c5a6e98cfad91f8baaa00d913c14b32d76227e3884cbee4afe3574e1c
GCA_002563335.1|PDLX01000051.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000051.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_51_length_755_cov_75.2655, whole genome shotgun sequence	755	0f1442dc9686e931e1220536789c168529184855aae059d4025af369a451b564
GCA_002563335.1|PDLX01000052.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000052.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_52_length_580_cov_76.5447, whole genome shotgun sequence	580	3cfa4d996f7c24fa39eec1f2c335a5e8a49a2859ae7817d44cf30a30d06804b0
GCA_002563335.1|PDLX01000053.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000053.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_53_length_557_cov_69.4479, whole genome shotgun sequence	557	f155acc09e7da5db6e512d4d12fa291e516e1a3d092fa5daa95c4b0bed1afc49
GCA_002563335.1|PDLX01000054.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000054.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_54_length_321_cov_26.8074, whole genome shotgun sequence	321	8311d5763d3938ec83b0e7523850bf39afdaf45ce3473c036172daacd963b67b
GCA_002563335.1|PDLX01000055.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000055.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_55_length_257_cov_52.3444, whole genome shotgun sequence	257	95092b3c49f0fbbeb9a9c5e3bc798515d23c78ed3bd035c2f9a468a057b38964
GCA_002563335.1|PDLX01000056.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000056.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_56_length_257_cov_0.922222, whole genome shotgun sequence	257	a2eb373b89c05dcdd9e9c59fbd36c537c16a0754b9303a5c344cc09096d8b1d7
GCA_002563335.1|PDLX01000057.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000057.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_57_length_255_cov_280.978, whole genome shotgun sequence	255	4bd8ec6e8f1c1cb56035c9a52254dba631a47728dce71a0ef98be097e7f2cf57
GCA_002563335.1|PDLX01000058.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000058.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_58_length_253_cov_0.75, whole genome shotgun sequence	253	d68ff90f2a882df587a21584e18de6c4ff389682e2c2fb469453c21f1645c760
GCA_002563335.1|PDLX01000059.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000059.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_59_length_239_cov_219.407, whole genome shotgun sequence	239	78f79a88778f83dacb065020bd9abc5211628c7341cf3034303b013927b04fab
GCA_002563335.1|PDLX01000005.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000005.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_5_length_339168_cov_61.2129, whole genome shotgun sequence	339168	9c721ee782d7153dda2af0356be2af102dd16130bf38ba6b599f59b35b933867
GCA_002563335.1|PDLX01000006.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000006.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_6_length_338476_cov_51.1853, whole genome shotgun sequence	338476	9348c8ed254826ab6bf4fdb479b4ec3e3d0d84e56ffcb18bdee21c8de25b4573
GCA_002563335.1|PDLX01000007.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000007.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_7_length_325153_cov_49.4378, whole genome shotgun sequence	325153	cb9c0544915fa0d66220884128340f1ca6d5c4214f791d015c60644987b6c265
GCA_002563335.1|PDLX01000008.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000008.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_8_length_290774_cov_60.0206, whole genome shotgun sequence	290774	4fa3ddd3f4c317dedadbe98f24a4334519effdffcc8b0d61b9be16d55f3e645d
GCA_002563335.1|PDLX01000009.1	GCA_002563335.1	Other replicon	Draft scaffold/other sequence	GCA_002563335.1|PDLX01000009.1 Pseudomonas aeruginosa strain ATCC 9027 NODE_9_length_259400_cov_57.0695, whole genome shotgun sequence	259400	f69b7f87359b472b6b5ad49274732ca8f7b17eec03779bd6efcc11302fb9ba80
GCA_000009225.1|AM181176.4	GCA_000009225.1	Other replicon	Complete cellular replicon	GCA_000009225.1|AM181176.4 Pseudomonas fluorescens SBW25 complete genome	6722539	b1d5186fa55c633ebdc8a6fc9d218a31bb7a0baf89ae3c7a5b5b8deb06b4d85e
GCA_000007565.2|AE015451.2	GCA_000007565.2	Other replicon	Complete cellular replicon	GCA_000007565.2|AE015451.2 Pseudomonas putida KT2440 complete genome	6181873	d774c84ca92c3a0abf47f5cbb0d7e2793ded7548a65dd806948df0de77f3a189
GCA_000007225.1|AE009441.1	GCA_000007225.1	Other replicon	Complete cellular replicon	GCA_000007225.1|AE009441.1 Pyrobaculum aerophilum str. IM2, complete genome	2222430	2bb69f76313b918aa048e5aaaac7af793c0724fe0a95447580814e13f23c9814
GCA_000016385.1|CP000660.1	GCA_000016385.1	Other replicon	Complete cellular replicon	GCA_000016385.1|CP000660.1 Pyrobaculum arsenaticum DSM 13514, complete genome	2121076	c2d0350ce0b091f2e194d306bc5e49d8c0abd27906a2fe7046ee1114d7fabb5d
GCA_000015805.1|CP000561.1	GCA_000015805.1	Other replicon	Complete cellular replicon	GCA_000015805.1|CP000561.1 Pyrobaculum calidifontis JCM 11548, complete genome	2009313	e8b69350fe03f1b3e44b5f72351c102ce81cf76f889b3b93532c5a00f66c7521
