sample	hotspring	hotspring_common_name	region	broad_region	broad_region_short	in_yellowstone	latitude	longitude	date	year	datetime	sequencing_batch	pH	temperature	conductivity	temperature_regime	type	is_hotspring	sequencing_platform	metagenome_SRR	metagenome_SAMN	mean_quality_R1	mean_quality_R2	raw_Nsequences	filtered_Nsequences	metagenome2MAG_read_recruitment_rate	hotspring.year	max_concurrent_hotspring_temperature	max_hotspring_temperature
AR10.2.4	AR10	Black Rock Hot Springs	Black Rock Desert	Black Rock Desert	BLR	no	40.97374	-119.00828	2022.08.03	2022	2022.08.02 17:55:24	2	7.79	46.30	2.34	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674753	SAMN47273736	36.004	36.674	34012866	23903476	0.212845	AR10.2022	49.6	49.6
AR10.2.5	AR10	Black Rock Hot Springs	Black Rock Desert	Black Rock Desert	BLR	no	40.973721	-119.0083	2022.08.03	2022	2022.08.02 17:59:05	2	4.74	46.60	2.34	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674752	SAMN47273737	35.899	36.712	37377136	26820015	0.157955	AR10.2022	49.6	49.6
AR11.2.1	AR11	Trego hot springs	Black Rock Desert	Black Rock Desert	BLR	no	40.771774	-119.11693	2022.08.03	2022	2022.08.03 11:26:15	2	9.05	40.70	2.57	30_50	sediment	yes	Illumina NovaSeq X Plus	SRR32674751	SAMN47273738	35.891	36.652	13007686	9299019	0.043165	AR11.2022	68.1	68.1
AR11.2.2	AR11	Trego hot springs	Black Rock Desert	Black Rock Desert	BLR	no	40.77177	-119.11683	2022.08.03	2022	2022.08.03 11:29:40	2	8.17	68.10	2.64	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674750	SAMN47273739	36.132	36.648	31688451	23117753	0.146655	AR11.2022	68.1	68.1
AR11.2.3	AR11	Trego hot springs	Black Rock Desert	Black Rock Desert	BLR	no	40.771754	-119.1168	2022.08.03	2022	2022.08.03 11:32:04	2	8.33	58.00	2.53	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674749	SAMN47273740	35.853	36.304	30222717	20140342	0.09989	AR11.2022	68.1	68.1
AR11.2.4	AR11	Trego hot springs	Black Rock Desert	Black Rock Desert	BLR	no	40.771285	-119.11614	2022.08.03	2022	2022.08.03 11:40:13	2	8.33	40.00	2.44	30_50	foam	yes	Illumina NovaSeq X Plus	SRR32674748	SAMN47273741	35.923	36.409	30888443	21411889	0.027665	AR11.2022	68.1	68.1
AY01.2.2	AY01		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517196	-110.82271	2022.09.01	2022	2022.09.01 08:49:18	2	8.24	57.50	NA	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674747	SAMN47273743	36.243	36.332	39279665	26843861	0.063335	AY01.2022	66.1	70.4
AY01.2.3	AY01		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517158	-110.8228	2022.09.01	2022	2022.09.01 08:56:50	2	8.2	50.20	NA	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674746	SAMN47273744	36.112	36.296	30608421	20951325	0.108525	AY01.2022	66.1	70.4
AY01.2.4	AY01		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.51719	-110.82286	2022.09.01	2022	2022.09.01 09:03:19	2	8.5	33.30	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674745	SAMN47273745	36.084	36.391	28846743	19836326	0.09956	AY01.2022	66.1	70.4
AY01.2.5	AY01		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517215	-110.82292	2022.09.01	2022	2022.09.01 09:08:54	2	8.16	58.80	NA	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674744	SAMN47273746	36.253	36.248	31212460	21111937	0.089285	AY01.2022	66.1	70.4
AY01.2.6	AY01		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517199	-110.82319	2022.09.01	2022	2022.09.01 09:14:59	2	8.08	66.10	1.935	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674742	SAMN47273747	36.389	36.816	49146668	35218871	0.088745	AY01.2022	66.1	70.4
AY01.2.7	AY01		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517182	-110.82333	2022.09.01	2022	2022.09.01 09:22:25	2	8.64	33.90	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674741	SAMN47273748	36.048	35.915	35098511	22849765	0.09777	AY01.2022	66.1	70.4
AY01.2.8	AY01		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517151	-110.82269	2022.09.01	2022	2022.09.01 09:34:17	2	8.61	26.40	NA	below_30	mat	yes	Illumina NovaSeq X Plus	SRR32674740	SAMN47273749	36.189	36.05	32033584	20759262	0.08428	AY01.2022	66.1	70.4
AY02.2.1	AY02		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.516976	-110.81668	2022.08.31	2022	2022.08.31 11:23:50	2	8.56	58.40	1.494	50_70	mat_and_filaments	yes	Illumina NovaSeq X Plus	SRR32674739	SAMN47273750	35.951	36.593	32985726	21942217	0.136735	AY02.2022	58.4	60.1
AY02.2.2	AY02		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517009	-110.8167	2022.08.31	2022	2022.08.31 11:30:23	2	8.49	58.40	1.493	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674738	SAMN47273751	36.095	36.3	31767581	21434493	0.163205	AY02.2022	58.4	60.1
AY02.2.3	AY02		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517038	-110.81674	2022.08.31	2022	2022.08.31 11:38:38	2	8.5	58.20	1.496	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674737	SAMN47273752	36.286	36.581	36195189	25473792	0.10504	AY02.2022	58.4	60.1
AY02.2.4	AY02		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517047	-110.81682	2022.08.31	2022	2022.08.31 11:44:05	2	8.04	39.90	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674736	SAMN47273753	35.948	36.19	29649178	19610009	0.08998	AY02.2022	58.4	60.1
AY02.2.5	AY02		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517039	-110.81692	2022.08.31	2022	2022.08.31 11:56:15	2	8.51	57.80	1.494	50_70	mat_and_filaments	yes	Illumina NovaSeq X Plus	SRR32674735	SAMN47273754	36.102	36.85	40627168	28323547	0.14248	AY02.2022	58.4	60.1
AY02.2.6	AY02		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517063	-110.81688	2022.08.31	2022	2022.08.31 12:05:12	2	7.32	30.30	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674734	SAMN47273755	36.024	36.215	27034690	17996130	0.04977	AY02.2022	58.4	60.1
AY03.2.1	AY03	Rabbit Creek Source Pool	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521338	-110.81154	2022.08.29	2022	2022.08.29 17:01:42	2	8.89	85.00	2.14	80_100	sediment	yes	Illumina NovaSeq X Plus	SRR32674733	SAMN47273756	35.519	37.696	48870831	40917330	0.2003	AY03.2022	90	90
AY03.2.10	AY03	Rabbit Creek Source Pool	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521074	-110.81202	2022.08.29	2022	2022.08.29 18:17:53	2	9.23	51.20	2.14	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674731	SAMN47273757	35.899	36.277	31020913	19706428	0.083415	AY03.2022	90	90
AY03.2.2	AY03	Rabbit Creek Source Pool	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521306	-110.81162	2022.08.29	2022	2022.08.29 17:18:39	2	8.94	83.20	2.14	80_100	sediment	yes	Illumina NovaSeq X Plus	SRR32674730	SAMN47273758	35.495	37.884	61161918	52135405	0.365335	AY03.2022	90	90
AY03.2.4	AY03	Rabbit Creek Source Pool	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.52144	-110.81147	2022.08.29	2022	2022.08.29 17:47:09	2	8	90.00	1.179	80_100	sediment	yes	Illumina NovaSeq X Plus	SRR32674729	SAMN47273760	36.14	36.674	26902264	19015991	0.153255	AY03.2022	90	90
AY03.2.5	AY03	Rabbit Creek Source Pool	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521344	-110.81183	2022.08.29	2022	2022.08.29 17:51:13	2	9.02	73.20	2.12	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674728	SAMN47273761	36.12	36.232	36552115	24263878	0.110385	AY03.2022	90	90
AY03.2.6	AY03	Rabbit Creek Source Pool	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.5213	-110.81186	2022.08.29	2022	2022.08.29 17:56:44	2	8.98	73.90	2.13	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674808	SAMN47273762	36.017	36.439	28150926	18213853	0.113705	AY03.2022	90	90
AY03.2.7	AY03	Rabbit Creek Source Pool	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521267	-110.81191	2022.08.29	2022	2022.08.29 18:45:07	2	9.7	67.30	2.13	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674807	SAMN47273763	36.154	36.264	29848400	19920424	0.098535	AY03.2022	90	90
AY03.2.8	AY03	Rabbit Creek Source Pool	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521246	-110.8119	2022.08.29	2022	2022.08.29 18:07:14	2	9.34	42.60	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674806	SAMN47273764	36.038	36.63	26370499	18860501	0.206675	AY03.2022	90	90
AY03.2.9	AY03	Rabbit Creek Source Pool	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521217	-110.81194	2022.08.29	2022	2022.08.29 18:12:32	2	9.05	73.50	2.13	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674805	SAMN47273765	36.119	36.18	7969546	5337667	0.08116	AY03.2022	90	90
AY04.2.1	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522442	-110.81308	2022.09.01	2022	2022.09.01 13:16:00	2	8.67	62.60	2.05	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674804	SAMN47273766	36.347	36.267	34996045	23349105	0.135755	AY04.2022	62.6	74.8
AY04.2.2	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.52248	-110.81308	2022.09.01	2022	2022.09.01 13:26:55	2	8.72	60.90	2.06	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674803	SAMN47273767	35.883	36.258	32323602	21252770	0.120105	AY04.2022	62.6	74.8
AY04.2.3	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.52242	-110.81313	2022.09.01	2022	2022.09.01 13:35:51	2	8.79	56.50	NA	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674801	SAMN47273768	36.135	36.223	29195580	19587885	0.095285	AY04.2022	62.6	74.8
AY04.2.4	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522464	-110.81313	2022.09.01	2022	2022.09.01 13:45:57	2	9.25	35.90	2.21	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674800	SAMN47273769	35.675	35.85	7898120	5255148	0.061615	AY04.2022	62.6	74.8
AY04.2.5	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522404	-110.81319	2022.09.01	2022	2022.09.01 13:54:27	2	8.82	53.20	2.02	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674799	SAMN47273770	36.18	36.673	29139671	20639403	0.10705	AY04.2022	62.6	74.8
AY04.2.6	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522383	-110.81327	2022.09.01	2022	2022.09.01 14:02:53	2	9.19	42.10	2.04	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674798	SAMN47273771	36.306	36.432	33665969	22844941	0.116775	AY04.2022	62.6	74.8
AY04.2.7	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522346	-110.81304	2022.09.01	2022	2022.09.01 14:10:03	2	8.81	56.20	2.03	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674797	SAMN47273772	36.081	36.483	32582635	22473340	0.116075	AY04.2022	62.6	74.8
AY04.2.8	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522324	-110.8131	2022.09.01	2022	2022.09.01 14:16	2	9.13	40.10	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674796	SAMN47273773	35.967	36.143	25628218	16636745	0.120105	AY04.2022	62.6	74.8
AY04.2.9	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522274	-110.81308	2022.09.01	2022	2022.09.01 14:22	2	9.12	43.20	2.04	30_50	mat_and_filaments	yes	Illumina NovaSeq X Plus	SRR32674795	SAMN47273774	36.06	36.1	30524068	20266951	0.118605	AY04.2022	62.6	74.8
AY05.2.1	AY05		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.48193	-110.85081	2022.08.31	2022	2022.08.31 08:57	2	8.5	70.20	2.25	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674794	SAMN47273775	36.16	36.386	37406129	25632840	0.13087	AY05.2022	70.2	74.5
AY05.2.2	AY05		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.481945	-110.85087	2022.08.31	2022	2022.08.31 09:07	2	8.5	69.60	2.26	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674793	SAMN47273776	36.115	36.55	43160920	30298616	0.12156	AY05.2022	70.2	74.5
AY05.2.3	AY05		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.481942	-110.85092	2022.08.31	2022	2022.08.31 09:10	2	8.85	37.50	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674792	SAMN47273777	36.328	36.464	36103601	24755664	0.07904	AY05.2022	70.2	74.5
AY05.2.4	AY05		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.48188	-110.85093	2022.08.31	2022	2022.08.31 09:16	2	8.92	29.70	2.28	below_30	mat	yes	Illumina NovaSeq X Plus	SRR32675029	SAMN47273778	36.159	36.682	26698838	19212975	0.08744	AY05.2022	70.2	74.5
AY05.2.5	AY05		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.481914	-110.85099	2022.08.31	2022	2022.08.31 09:20	2	8.79	45.90	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32675028	SAMN47273779	36.046	36.677	35221675	25156135	0.09858	AY05.2022	70.2	74.5
AY06.2.1	AY06		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.48018	-110.85095	2022.08.31	2022	2022.08.31 07:30	2	8.71	87.00	2.19	80_100	crust	yes	Illumina NovaSeq X Plus	SRR32675027	SAMN47273780	36.312	36.357	22697727	14864798	0.29548	AY06.2022	87	90.1
AY06.2.2	AY06		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.480142	-110.85102	2022.08.30	2022	2022.08.31 07:38	2	8.76	80.20	2.22	80_100	mat	yes	Illumina NovaSeq X Plus	SRR32675026	SAMN47273781	35.896	36.622	31908323	21702116	0.090405	AY06.2022	87	90.1
AY06.2.5	AY06		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.480048	-110.85101	2022.08.31	2022	2022.08.31 08:01	2	9.08	40.80	2.91	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32675025	SAMN47273784	36.024	36.419	32267454	21865494	0.07033	AY06.2022	87	90.1
AY06.2.6	AY06		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.479947	-110.85104	2022.08.31	2022	2022.08.31 08:09	2	9.08	20.70	NA	below_30	mat	yes	Illumina NovaSeq X Plus	SRR32675024	SAMN47273785	36.028	37.007	37174260	28155653	0.24631	AY06.2022	87	90.1
AY06.2.7	AY06		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.479885	-110.8511	2022.08.31	2022	2022.08.31 08:16	2	9.08	44.50	2.2	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32675023	SAMN47273786	36.012	36.715	52682497	36571586	0.06952	AY06.2022	87	90.1
AY07.2.1	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538744	-110.79795	2022.08.30	2022	2022.08.30 09:28	2	7.35	63.70	1.622	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32675022	SAMN47273787	36.055	36.685	39862190	28745232	0.11634	AY07.2022	64.9	67.4
AY07.2.2	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538662	-110.79804	2022.08.30	2022	2022.08.30 09:34	2	7.38	62.30	1.62	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32675021	SAMN47273788	36.207	36.416	33463602	23041144	0.105015	AY07.2022	64.9	67.4
AY07.2.3	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538647	-110.79808	2022.08.30	2022	2022.08.30 09:40	2	7.31	62.90	1.612	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32675020	SAMN47273789	36.283	36.388	36842584	25867109	0.13803	AY07.2022	64.9	67.4
AY07.2.4	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538582	-110.79798	2022.08.30	2022	2022.08.30 09:44	2	7.33	63.70	1.622	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32675018	SAMN47273790	36.118	36.796	51297839	37090799	0.142025	AY07.2022	64.9	67.4
AY07.2.5	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538625	-110.7979	2022.08.30	2022	2022.08.30 09:48	2	7.34	64.90	1.63	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32675017	SAMN47273791	36.466	36.695	48556444	34745008	0.08454	AY07.2022	64.9	67.4
AY07.2.6	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538663	-110.79784	2022.08.30	2022	2022.08.30 09:52	2	7.35	63.60	1.613	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32675016	SAMN47273792	36.185	36.34	39911151	27338302	0.07617	AY07.2022	64.9	67.4
AY07.2.7	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538701	-110.79784	2022.08.30	2022	2022.08.30 09:56	2	7.39	63.80	1.628	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32675015	SAMN47273793	35.911	36.861	34394021	25768191	0.157045	AY07.2022	64.9	67.4
AY07.2.8	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538733	-110.79788	2022.08.30	2022	2022.08.30 10:01	2	7.39	63.50	1.638	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32675014	SAMN47273794	36.213	36.476	35640940	24671166	0.10589	AY07.2022	64.9	67.4
AY08.2.1	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.534094	-110.79776	2022.08.30	2022	2022.08.30 07:54	2	7.82	92.30	1.756	80_100	sediment	yes	Illumina NovaSeq X Plus	SRR32675013	SAMN47273795	36.166	37.186	24222689	18864235	0.129725	AY08.2022	92.3	92.3
AY08.2.2	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.534087	-110.79798	2022.08.30	2022	2022.08.30 07:59	2	8.02	65.10	NA	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32675012	SAMN47273796	36.273	36.288	28428974	19062372	0.10131	AY08.2022	92.3	92.3
AY08.2.3	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.534088	-110.79811	2022.08.30	2022	2022.08.30 08:04	2	8.16	65.10	1.782	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32675011	SAMN47273797	36.168	36.461	36022075	25021734	0.078885	AY08.2022	92.3	92.3
AY08.2.4	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.534023	-110.79782	2022.08.30	2022	2022.08.30 08:12	2	7.91	81.70	1.744	80_100	crust	yes	Illumina NovaSeq X Plus	SRR32675010	SAMN47273798	35.164	38	28090125	24263172	0.277035	AY08.2022	92.3	92.3
AY08.2.5	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.534018	-110.7977	2022.08.30	2022	2022.08.30 08:25	2	8.02	69.70	NA	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32675009	SAMN47273799	36.145	36.081	34137878	22773061	0.077095	AY08.2022	92.3	92.3
AY08.2.6	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.533953	-110.79775	2022.08.30	2022	2022.08.30 08:29	2	7.51	61.80	NA	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32675007	SAMN47273800	36.041	35.557	33991014	24006501	0.10192	AY08.2022	92.3	92.3
AY08.2.7	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.533938	-110.79781	2022.08.30	2022	2022.08.30 08:34	2	7.48	57.40	1.635	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32675006	SAMN47273801	35.878	36.495	33810921	22966840	0.11781	AY08.2022	92.3	92.3
AY11.2.1	AY11		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521356	-110.81085	2022.09.01	2022	2022.09.01 11:32	2	2.88	83.00	0.594	80_100	mud	yes	Illumina NovaSeq X Plus	SRR32675005	SAMN47273804	34.916	37.452	3626751	3103456	0.35668	AY11.2022	83	84.4
AY11.2.2	AY11		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521497	-110.81073	2022.09.01	2022	2022.09.01 11:38	2	3.67	47.50	0.276	30_50	mud	yes	Illumina NovaSeq X Plus	SRR32675004	SAMN47273805	36.042	36.736	44547792	32149228	0.375925	AY11.2022	83	84.4
AY11.2.3	AY11		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521439	-110.81065	2022.09.01	2022	2022.09.01 11:44	2	3.26	65.10	0.3774	50_70	mud	yes	Illumina NovaSeq X Plus	SRR32675003	SAMN47273806	36.357	36.808	28170383	20243493	0.41211	AY11.2022	83	84.4
AY11.2.5	AY11		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521308	-110.81056	2022.09.01	2022	2022.09.01 11:57	2	3.93	65.70	0.255	50_70	mud	yes	Illumina NovaSeq X Plus	SRR32675002	SAMN47273808	35.784	36.828	26494734	19161470	0.24826	AY11.2022	83	84.4
AA01.3.1	AA01	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.678523	-118.34822	2023.09.10	2023	2023.09.10 09:31	2	8.27	52.40	2.84	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32675001	SAMN47273809	36.068	36.72	37559487	26987100	0.112395	AA01.2023	52.5	57
AA01.3.2	AA01	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.678616	-118.3482	2023.09.10	2023	2023.09.10 09:44	2	8.26	51.90	2.85	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32675000	SAMN47273810	36.085	36.448	24757295	17094383	0.11091	AA01.2023	52.5	57
AA01.3.3	AA01	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.678549	-118.3483	2023.09.10	2023	2023.09.10 10:13	2	8.33	51.00	2.85	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674999	SAMN47273811	36.241	36.692	28564015	20522004	0.13482	AA01.2023	52.5	57
AA01.3.4	AA01	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.678505	-118.34811	2023.09.10	2023	2023.09.10 10:34	2	8.36	48.10	2.97	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674998	SAMN47273812	35.421	36.333	84182	54775	0.1195709722	AA01.2023	52.5	57
AA01.3.5	AA01	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.678573	-118.34807	2023.09.10	2023	2023.09.10 10:59	2	8.24	52.50	2.84	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674996	SAMN47273813	36.06	36.242	26167250	17661320	0.11777	AA01.2023	52.5	57
AA01.3.6	AA01	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.678647	-118.34813	2023.09.10	2023	2023.09.10 11:12	2	9.15	36.10	2.92	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674995	SAMN47273814	36.064	36.029	23387512	15154316	0.114365	AA01.2023	52.5	57
AA03.3.1	AA03	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.677455	-118.34698	2023.09.10	2023	2023.09.10 15:51	2	8.76	71.90	NA	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674994	SAMN47273815	36.223	36.343	28915225	19493161	0.141435	AA03.2023	71.9	92.8
AA03.3.2	AA03	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.677526	-118.34707	2023.09.10	2023	2023.09.10 16:20	2	8.46	70.80	NA	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674993	SAMN47273816	35.887	36.717	35769826	24319296	0.119405	AA03.2023	71.9	92.8
AA03.3.3	AA03	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.677465	-118.34712	2023.09.10	2023	2023.09.10 16:40	2	8.52	66.90	2.9	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674992	SAMN47273817	36.309	36.296	31441460	21158313	0.155885	AA03.2023	71.9	92.8
AA03.3.4	AA03	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.677563	-118.34707	2023.09.10	2023	2023.09.10 17:01	2	8.7	71.70	2.58	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674991	SAMN47273818	36.099	36.486	28414389	19446940	0.111825	AA03.2023	71.9	92.8
AA03.3.5	AA03	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.67744	-118.3469	2023.09.10	2023	2023.09.10 17:28	2	8.54	64.40	2.9	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674990	SAMN47273819	36.014	36.556	40357774	26385216	0.099465	AA03.2023	71.9	92.8
AA03.3.6	AA03	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.677256	-118.34673	2023.09.10	2023	2023.09.10 17:39	2	8.68	56.70	2.87	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674989	SAMN47273820	36.117	36.408	48410407	31575396	0.108045	AA03.2023	71.9	92.8
AA03.3.7	AA03	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.677181	-118.34657	2023.09.10	2023	2023.09.10 17:48	2	8.7	57.00	2.89	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674988	SAMN47273821	36.111	36.339	34348664	23227704	0.120705	AA03.2023	71.9	92.8
AB02.3.1	AB02		Borax Lake	Alvord Desert	ALV	no	42.332808	-118.60309	2023.09.12	2023	2023.09.12 12:17	2	6.99	72.10	2.25	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674987	SAMN47273822	36.218	36.536	31594087	21630353	0.043195	AB02.2023	72.1	76.9
AB02.3.2	AB02		Borax Lake	Alvord Desert	ALV	no	42.332827	-118.60305	2023.09.12	2023	2023.09.12 12:26	2	7.04	65.30	2.28	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674985	SAMN47273823	36.19	36.602	43183315	30233838	0.073905	AB02.2023	72.1	76.9
AB03.3.1	AB03		Borax Lake	Alvord Desert	ALV	no	42.331268	-118.60363	2023.09.13	2023	2023.09.13 07:47	2	7.77	44.50	2.27	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674984	SAMN47273824	36.125	36.19	33566950	22255980	0.133885	AB03.2023	44.5	89.6
AB04.3.1	AB04		Borax Lake	Alvord Desert	ALV	no	42.333149	-118.60331	2023.09.12	2023	2023.09.12 11:18	2	6.98	70.20	2.24	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674983	SAMN47273825	36.263	36.499	25169168	17495033	0.12637	AB04.2023	70.2	71.1
