ReferenceID	Species	DomainTruth	SourceFile	SourceHeader	LengthBp
ZYMOV2|Cryptococcus_neoformans|05165|23371	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	23371 104 2762	104
ZYMOV2|Cryptococcus_neoformans|05166|24006	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	24006 104 634	104
ZYMOV2|Cryptococcus_neoformans|05167|24116	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	24116 104 7529	104
ZYMOV2|Cryptococcus_neoformans|05168|25969	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25969 104 15312	104
ZYMOV2|Cryptococcus_neoformans|05169|26595	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	26595 104 421	104
ZYMOV2|Cryptococcus_neoformans|05170|28340	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	28340 104 703	104
ZYMOV2|Cryptococcus_neoformans|05171|1131	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	1131 103 21827	103
ZYMOV2|Cryptococcus_neoformans|05172|2255	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	2255 103 18765	103
ZYMOV2|Cryptococcus_neoformans|05173|3268	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	3268 103 686	103
ZYMOV2|Cryptococcus_neoformans|05174|4528	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4528 103 886	103
ZYMOV2|Cryptococcus_neoformans|05175|6666	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	6666 103 15494	103
ZYMOV2|Cryptococcus_neoformans|05176|7586	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	7586 103 1033	103
ZYMOV2|Cryptococcus_neoformans|05177|10049	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	10049 103 835	103
ZYMOV2|Cryptococcus_neoformans|05178|10705	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	10705 103 3823	103
ZYMOV2|Cryptococcus_neoformans|05179|11044	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	11044 103 615	103
ZYMOV2|Cryptococcus_neoformans|05180|12560	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12560 103 1241	103
ZYMOV2|Cryptococcus_neoformans|05181|13796	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	13796 103 1096	103
ZYMOV2|Cryptococcus_neoformans|05182|15490	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15490 103 15757	103
ZYMOV2|Cryptococcus_neoformans|05183|16811	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	16811 103 2693	103
ZYMOV2|Cryptococcus_neoformans|05184|16995	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	16995 103 1127	103
ZYMOV2|Cryptococcus_neoformans|05185|19305	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	19305 103 23174	103
ZYMOV2|Cryptococcus_neoformans|05186|20071	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20071 103 770	103
ZYMOV2|Cryptococcus_neoformans|05187|20589	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20589 103 19899	103
ZYMOV2|Cryptococcus_neoformans|05188|21781	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	21781 103 2806	103
ZYMOV2|Cryptococcus_neoformans|05189|23138	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	23138 103 185	103
ZYMOV2|Cryptococcus_neoformans|05190|25438	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25438 103 627	103
ZYMOV2|Cryptococcus_neoformans|05191|27684	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	27684 103 20438	103
ZYMOV2|Cryptococcus_neoformans|05192|825	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	825 102 206	102
ZYMOV2|Cryptococcus_neoformans|05193|1617	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	1617 102 13160	102
ZYMOV2|Cryptococcus_neoformans|05194|3229	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	3229 102 1130	102
ZYMOV2|Cryptococcus_neoformans|05195|5141	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	5141 102 897	102
ZYMOV2|Cryptococcus_neoformans|05196|6326	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	6326 102 19340	102
ZYMOV2|Cryptococcus_neoformans|05197|7428	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	7428 102 824	102
ZYMOV2|Cryptococcus_neoformans|05198|8388	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	8388 102 13178	102
ZYMOV2|Cryptococcus_neoformans|05199|8753	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	8753 102 421	102
ZYMOV2|Cryptococcus_neoformans|05200|9576	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9576 102 294	102
ZYMOV2|Cryptococcus_neoformans|05201|10440	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	10440 102 446	102
ZYMOV2|Cryptococcus_neoformans|05202|11817	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	11817 102 725	102
ZYMOV2|Cryptococcus_neoformans|05203|11991	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	11991 102 1698	102
ZYMOV2|Cryptococcus_neoformans|05204|13939	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	13939 102 11140	102
ZYMOV2|Cryptococcus_neoformans|05205|14146	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	14146 102 20697	102
ZYMOV2|Cryptococcus_neoformans|05206|15869	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15869 102 160	102
ZYMOV2|Cryptococcus_neoformans|05207|16343	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	16343 102 1355	102
ZYMOV2|Cryptococcus_neoformans|05208|20003	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20003 102 913	102
ZYMOV2|Cryptococcus_neoformans|05209|20435	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20435 102 22624	102
ZYMOV2|Cryptococcus_neoformans|05210|21482	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	21482 102 5006	102
ZYMOV2|Cryptococcus_neoformans|05211|22998	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	22998 102 508	102
ZYMOV2|Cryptococcus_neoformans|05212|24240	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	24240 102 431	102
ZYMOV2|Cryptococcus_neoformans|05213|25931	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25931 102 299	102
ZYMOV2|Cryptococcus_neoformans|05214|1680	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	1680 101 423	101
ZYMOV2|Cryptococcus_neoformans|05215|2755	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	2755 101 1758	101
ZYMOV2|Cryptococcus_neoformans|05216|2908	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	2908 101 697	101
ZYMOV2|Cryptococcus_neoformans|05217|4047	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4047 101 19851	101
ZYMOV2|Cryptococcus_neoformans|05218|5022	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	5022 101 985	101
ZYMOV2|Cryptococcus_neoformans|05219|5617	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	5617 101 384	101
ZYMOV2|Cryptococcus_neoformans|05220|8114	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	8114 101 253	101
ZYMOV2|Cryptococcus_neoformans|05221|8353	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	8353 101 310	101
ZYMOV2|Cryptococcus_neoformans|05222|8593	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	8593 101 530	101
ZYMOV2|Cryptococcus_neoformans|05223|9983	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9983 101 1870	101
ZYMOV2|Cryptococcus_neoformans|05224|10410	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	10410 101 21024	101
ZYMOV2|Cryptococcus_neoformans|05225|11567	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	11567 101 17885	101
ZYMOV2|Cryptococcus_neoformans|05226|11708	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	11708 101 2063	101
ZYMOV2|Cryptococcus_neoformans|05227|12004	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12004 101 503	101
ZYMOV2|Cryptococcus_neoformans|05228|15407	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15407 101 581	101
ZYMOV2|Cryptococcus_neoformans|05229|15528	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15528 101 553	101
ZYMOV2|Cryptococcus_neoformans|05230|17406	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	17406 101 576	101
ZYMOV2|Cryptococcus_neoformans|05231|20145	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20145 101 1333	101
ZYMOV2|Cryptococcus_neoformans|05232|20531	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20531 101 691	101
ZYMOV2|Cryptococcus_neoformans|05233|22180	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	22180 101 758	101
ZYMOV2|Cryptococcus_neoformans|05234|23691	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	23691 101 545	101
ZYMOV2|Cryptococcus_neoformans|05235|29163	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	29163 101 1377	101
ZYMOV2|Cryptococcus_neoformans|05236|350	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	350 100 4056	100
ZYMOV2|Cryptococcus_neoformans|05237|4419	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4419 100 334	100
ZYMOV2|Cryptococcus_neoformans|05238|6402	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	6402 100 1129	100
ZYMOV2|Cryptococcus_neoformans|05239|10519	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	10519 100 17364	100
ZYMOV2|Cryptococcus_neoformans|05240|11306	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	11306 100 16755	100
ZYMOV2|Cryptococcus_neoformans|05241|11632	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	11632 100 645	100
ZYMOV2|Cryptococcus_neoformans|05242|13606	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	13606 100 516	100
ZYMOV2|Cryptococcus_neoformans|05243|14565	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	14565 100 1136	100
ZYMOV2|Cryptococcus_neoformans|05244|14675	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	14675 100 609	100
ZYMOV2|Cryptococcus_neoformans|05245|15033	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15033 100 1239	100
ZYMOV2|Cryptococcus_neoformans|05246|16126	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	16126 100 22559	100
ZYMOV2|Cryptococcus_neoformans|05247|17405	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	17405 100 11743	100
ZYMOV2|Cryptococcus_neoformans|05248|18087	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	18087 100 17304	100
ZYMOV2|Cryptococcus_neoformans|05249|18530	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	18530 100 17903	100
ZYMOV2|Cryptococcus_neoformans|05250|18788	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	18788 100 331	100
ZYMOV2|Cryptococcus_neoformans|05251|20185	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20185 100 2460	100
ZYMOV2|Cryptococcus_neoformans|05252|20735	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20735 100 508	100
ZYMOV2|Cryptococcus_neoformans|05253|22736	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	22736 100 291	100
ZYMOV2|Cryptococcus_neoformans|05254|23628	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	23628 100 3800	100
ZYMOV2|Cryptococcus_neoformans|05255|24120	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	24120 100 568	100
ZYMOV2|Cryptococcus_neoformans|05256|26608	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	26608 100 19034	100
ZYMOV2|Cryptococcus_neoformans|05257|26684	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	26684 100 389	100
ZYMOV2|Cryptococcus_neoformans|05258|26967	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	26967 100 16859	100
ZYMOV2|Cryptococcus_neoformans|05259|27429	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	27429 100 19695	100
ZYMOV2|Cryptococcus_neoformans|05260|27822	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	27822 100 753	100
ZYMOV2|Cryptococcus_neoformans|05261|28336	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	28336 100 1346	100
ZYMOV2|Cryptococcus_neoformans|05262|2650	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	2650 99 4503	99
ZYMOV2|Cryptococcus_neoformans|05263|3432	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	3432 99 871	99
ZYMOV2|Cryptococcus_neoformans|05264|3947	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	3947 99 2811	99
ZYMOV2|Cryptococcus_neoformans|05265|7741	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	7741 99 3780	99
ZYMOV2|Cryptococcus_neoformans|05266|9738	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9738 99 757	99
ZYMOV2|Cryptococcus_neoformans|05267|11346	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	11346 99 344	99
ZYMOV2|Cryptococcus_neoformans|05268|11778	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	11778 99 20710	99
ZYMOV2|Cryptococcus_neoformans|05269|14383	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	14383 99 2403	99
ZYMOV2|Cryptococcus_neoformans|05270|15964	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15964 99 661	99
ZYMOV2|Cryptococcus_neoformans|05271|16294	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	16294 99 324	99
ZYMOV2|Cryptococcus_neoformans|05272|16625	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	16625 99 278	99
ZYMOV2|Cryptococcus_neoformans|05273|17545	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	17545 99 304	99
ZYMOV2|Cryptococcus_neoformans|05274|19264	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	19264 99 537	99
ZYMOV2|Cryptococcus_neoformans|05275|19548	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	19548 99 282	99
ZYMOV2|Cryptococcus_neoformans|05276|19664	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	19664 99 284	99
ZYMOV2|Cryptococcus_neoformans|05277|19690	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	19690 99 547	99
ZYMOV2|Cryptococcus_neoformans|05278|20398	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20398 99 2018	99
ZYMOV2|Cryptococcus_neoformans|05279|22464	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	22464 99 340	99
ZYMOV2|Cryptococcus_neoformans|05280|23496	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	23496 99 458	99
ZYMOV2|Cryptococcus_neoformans|05281|25233	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25233 99 10459	99
ZYMOV2|Cryptococcus_neoformans|05282|26264	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	26264 99 16333	99
ZYMOV2|Cryptococcus_neoformans|05283|26465	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	26465 99 285	99
ZYMOV2|Cryptococcus_neoformans|05284|26799	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	26799 99 373	99
ZYMOV2|Cryptococcus_neoformans|05285|29094	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	29094 99 4044	99
ZYMOV2|Cryptococcus_neoformans|05286|1301	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	1301 98 17778	98
ZYMOV2|Cryptococcus_neoformans|05287|1573	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	1573 98 239	98
ZYMOV2|Cryptococcus_neoformans|05288|1795	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	1795 98 1133	98
ZYMOV2|Cryptococcus_neoformans|05289|1825	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	1825 98 14542	98
ZYMOV2|Cryptococcus_neoformans|05290|2586	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	2586 98 429	98
ZYMOV2|Cryptococcus_neoformans|05291|2753	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	2753 98 18054	98
ZYMOV2|Cryptococcus_neoformans|05292|2796	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	2796 98 11008	98
ZYMOV2|Cryptococcus_neoformans|05293|5389	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	5389 98 1227	98
ZYMOV2|Cryptococcus_neoformans|05294|8724	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	8724 98 1142	98
ZYMOV2|Cryptococcus_neoformans|05295|9266	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9266 98 454	98
ZYMOV2|Cryptococcus_neoformans|05296|12077	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12077 98 480	98
ZYMOV2|Cryptococcus_neoformans|05297|12270	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12270 98 503	98
ZYMOV2|Cryptococcus_neoformans|05298|12293	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12293 98 165	98
ZYMOV2|Cryptococcus_neoformans|05299|12303	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12303 98 3104	98
ZYMOV2|Cryptococcus_neoformans|05300|13136	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	13136 98 5351	98
ZYMOV2|Cryptococcus_neoformans|05301|13583	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	13583 98 3104	98
ZYMOV2|Cryptococcus_neoformans|05302|13932	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	13932 98 1457	98
ZYMOV2|Cryptococcus_neoformans|05303|14344	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	14344 98 647	98
ZYMOV2|Cryptococcus_neoformans|05304|14373	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	14373 98 728	98
ZYMOV2|Cryptococcus_neoformans|05305|15656	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15656 98 374	98
ZYMOV2|Cryptococcus_neoformans|05306|15976	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15976 98 17029	98
ZYMOV2|Cryptococcus_neoformans|05307|16986	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	16986 98 14874	98
ZYMOV2|Cryptococcus_neoformans|05308|17191	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	17191 98 19736	98
ZYMOV2|Cryptococcus_neoformans|05309|17503	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	17503 98 393	98
ZYMOV2|Cryptococcus_neoformans|05310|18373	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	18373 98 459	98
ZYMOV2|Cryptococcus_neoformans|05311|18938	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	18938 98 319	98
ZYMOV2|Cryptococcus_neoformans|05312|19910	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	19910 98 188	98
ZYMOV2|Cryptococcus_neoformans|05313|20045	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20045 98 939	98
ZYMOV2|Cryptococcus_neoformans|05314|20759	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20759 98 17834	98
ZYMOV2|Cryptococcus_neoformans|05315|20952	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20952 98 17182	98
ZYMOV2|Cryptococcus_neoformans|05316|21074	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	21074 98 16581	98
ZYMOV2|Cryptococcus_neoformans|05317|21393	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	21393 98 471	98
ZYMOV2|Cryptococcus_neoformans|05318|23726	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	23726 98 500	98
ZYMOV2|Cryptococcus_neoformans|05319|23927	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	23927 98 16451	98
ZYMOV2|Cryptococcus_neoformans|05320|24906	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	24906 98 700	98
ZYMOV2|Cryptococcus_neoformans|05321|26546	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	26546 98 390	98
ZYMOV2|Cryptococcus_neoformans|05322|26653	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	26653 98 561	98
ZYMOV2|Cryptococcus_neoformans|05323|27734	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	27734 98 322	98
ZYMOV2|Cryptococcus_neoformans|05324|28201	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	28201 98 358	98
ZYMOV2|Cryptococcus_neoformans|05325|29248	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	29248 98 379	98
ZYMOV2|Cryptococcus_neoformans|05326|299	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	299 97 889	97
ZYMOV2|Cryptococcus_neoformans|05327|542	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	542 97 15555	97
ZYMOV2|Cryptococcus_neoformans|05328|3411	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	3411 97 14880	97
ZYMOV2|Cryptococcus_neoformans|05329|3503	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	3503 97 8907	97
ZYMOV2|Cryptococcus_neoformans|05330|7699	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	7699 97 194	97
ZYMOV2|Cryptococcus_neoformans|05331|8241	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	8241 97 493	97
ZYMOV2|Cryptococcus_neoformans|05332|8245	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	8245 97 978	97
ZYMOV2|Cryptococcus_neoformans|05333|9849	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9849 97 777	97
ZYMOV2|Cryptococcus_neoformans|05334|11250	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	11250 97 9306	97
ZYMOV2|Cryptococcus_neoformans|05335|12171	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12171 97 1863	97
ZYMOV2|Cryptococcus_neoformans|05336|12286	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12286 97 95	97
ZYMOV2|Cryptococcus_neoformans|05337|12489	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12489 97 612	97
ZYMOV2|Cryptococcus_neoformans|05338|12712	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12712 97 306	97
ZYMOV2|Cryptococcus_neoformans|05339|13446	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	13446 97 272	97
ZYMOV2|Cryptococcus_neoformans|05340|13957	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	13957 97 1875	97
ZYMOV2|Cryptococcus_neoformans|05341|14386	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	14386 97 15883	97
ZYMOV2|Cryptococcus_neoformans|05342|18367	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	18367 97 970	97
