Contig	LengthBp	Mode	Truth	ReferenceSpecies	Prediction	IdentityPercent	QueryCoveragePercent	MapQ
k141_1824	3050	Lenient	Unresolved	Unresolved	Prokaryote	83.70786516853933	99.21311475409837	45
k141_1837	4173	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.60696156635244	99.137311286844	60
k141_1856	4272	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.91011235955057	99.95318352059925	60
k141_1859	5978	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.58179993308799	60
k141_1878	3504	Lenient	Eukaryote	Saccharomyces cerevisiae	Prokaryote	97.67841788478074	99.57191780821918	11
k141_1884	90017	Lenient	Prokaryote	Escherichia coli	Prokaryote	100.0	83.77639779152827	60
k141_1885	117886	Lenient	Prokaryote	Escherichia coli	Prokaryote	99.96606545972818	99.98982067421068	60
k141_190	6152	Lenient	Prokaryote	Escherichia coli	Prokaryote	100.0	99.59362808842653	60
k141_1901	3132	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.62223646267222	99.64878671775223	60
k141_1923	40222	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.92292775098205	60
k141_1930	4258	Lenient	Unresolved	Unresolved	Prokaryote	79.00565504241281	99.60075152653828	60
k141_1944	14679	Lenient	Prokaryote	Escherichia coli	Prokaryote	99.65213832617148	99.87737584304108	60
k141_1967	4252	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.60018814675446	60
k141_1985	3193	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.45230574857865	99.15440025054806	60
k141_2010	86616	Lenient	Prokaryote	Salmonella enterica	Prokaryote	99.98845185578678	99.97460053569779	60
k141_2012	3115	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.15884826916856	99.22953451043338	60
k141_2032	61600	Lenient	Prokaryote	Salmonella enterica	Prokaryote	99.7941786594062	99.96266233766234	60
k141_2056	4610	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.34146341463415	99.60954446854664	60
k141_2062	3330	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.47101449275362	99.45945945945947	3
k141_2066	3323	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.21235989094214	99.33794763767679	60
k141_2067	3411	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.6421207658321	99.53092934623278	60
k141_2093	5099	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	100.0	99.74504804863699	0
k141_2108	3642	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.08829281922324	98.27018121911037	60
k141_2136	4966	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.98685540950454	99.5771244462344	60
k141_2138	30830	Lenient	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.86052546221214	60
k141_2190	3477	Lenient	Unresolved	Unresolved	Eukaryote	90.88754279694496	99.2522289329882	60
k141_2205	73102	Lenient	Prokaryote	Escherichia coli	Prokaryote	99.99042053836574	99.96032940275232	60
k141_2216	10578	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.81092834184156	60
k141_2222	93804	Lenient	Prokaryote	Staphylococcus aureus	Prokaryote	99.48547119169116	99.97015052663	60
k141_2223	29271	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.8906767790646	60
k141_2274	3250	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.80117683493341	99.35384615384616	60
k141_2315	3278	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.56313054111892	99.78645515558267	60
k141_2337	6457	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.4426101853294	99.44246554127304	60
k141_2366	4438	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.51741293532339	99.63947724200091	60
k141_2383	10855	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.71441731920774	60
k141_2415	59044	Lenient	Prokaryote	Salmonella enterica	Prokaryote	99.96272892066342	99.97120791274304	60
k141_2425	68788	Lenient	Prokaryote	Salmonella enterica	Prokaryote	99.98691442030882	99.98546258068268	60
k141_2465	62731	Lenient	Prokaryote	Escherichia coli	Prokaryote	100.0	99.97768248553346	60
k141_247	3115	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.23036988968202	98.9406099518459	60
k141_2494	9063	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.74622089815735	60
k141_2532	3328	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.75659290694149	99.12860576923077	60
k141_2546	3877	Lenient	Prokaryote	Listeria monocytogenes	Eukaryote	100.0	99.69048233169977	60
k141_2559	19379	Lenient	Prokaryote	Bacillus subtilis	Prokaryote	99.9690338563171	99.98451932504257	60
k141_2577	6003	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.83417085427136	99.4502748625687	60
k141_2636	4767	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.10526315789474	99.62240402769037	60
k141_2649	3223	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.85260205671548	99.56562209121937	60
k141_2680	4732	Lenient	Unresolved	Unresolved	Eukaryote	36.63946965833758	78.63482671174978	60
k141_2689	4202	Lenient	Unresolved	Unresolved	Eukaryote	64.18816388467374	31.366016182770107	60
k141_2696	337777	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.99970392477321	99.9923026138547	60
k141_2700	4028	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.17408704352177	99.25521350546177	60
k141_2732	64227	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	99.878533053025	99.98131626885889	60
k141_2755	3109	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.85435630689207	98.93856545513027	60
k141_2757	3514	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.34911580148318	99.7723392145703	60
k141_2797	82826	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.97223094197474	60
k141_2799	38396	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.98958224815085	60
k141_2803	10355	Lenient	Prokaryote	Escherichia coli	Prokaryote	99.24506387921022	99.77788507967166	60
k141_2806	3627	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.27791563275434	99.94485800937414	60
k141_2815	5197	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.39875872769589	99.21108331729845	60
k141_2838	553032	Lenient	Unresolved	Unresolved	Prokaryote	99.98895101519817	62.18862561298442	60
k141_2853	61971	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.96771902640583	99.97579512998016	60
k141_2854	3593	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.7809443978765	99.61035346507097	60
k141_2870	37207	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.1157577875131	60
k141_2876	3761	Lenient	Unresolved	Unresolved	Eukaryote	92.09962506695233	99.25551714969423	60
k141_2908	81504	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.97546132705143	60
k141_2913	119124	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.91527485340872	99.98656861757496	60
k141_2916	4611	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.48908296943232	99.32769464324441	60
k141_2925	5442	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.74274163910327	60
k141_2928	3797	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.43625761993108	99.36792204371872	60
k141_2953	4571	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.62792733639746	99.95624589805294	60
k141_2964	22862	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.90377044877964	60
k141_2975	3344	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.52490190159976	99.07296650717703	60
k141_3026	3366	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.8347774126083	99.43553178847296	60
k141_3048	258382	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.98180917436873	99.99612976136109	60
k141_3056	9163	Lenient	Unresolved	Unresolved	Prokaryote	85.18127419922563	30.994215868165448	60
k141_3079	229911	Lenient	Prokaryote	Bacillus subtilis	Prokaryote	99.91394409843404	99.99652039267369	60
k141_3092	24411	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.9508418335996	60
k141_3100	3279	Lenient	Prokaryote	Bacillus subtilis	Prokaryote	99.72527472527473	99.90850869167429	60
k141_3111	44710	Lenient	Prokaryote	Escherichia coli	Prokaryote	100.0	99.99105345560278	60
k141_3113	8098	Lenient	Unresolved	Unresolved	Eukaryote	26.141078838174277	32.00790318597184	60
k141_3123	50355	Lenient	Prokaryote	Escherichia coli	Prokaryote	100.0	99.9920563995631	60
k141_3151	22774	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.90778958461404	60
k141_3155	3430	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.76621858562244	99.7667638483965	60
k141_3201	3582	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.48322147651007	99.83249581239531	60
k141_3229	5265	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.50617283950616	2
k141_3231	3535	Lenient	Unresolved	Unresolved	Prokaryote	19.814753556070126	57.256011315417254	58
k141_3247	63812	Lenient	Prokaryote	Escherichia coli	Prokaryote	99.93101826448225	99.95768820911427	60
k141_3271	35769	Lenient	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.95806424557577	0
k141_3296	106723	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.98032289197268	60
k141_3335	4555	Lenient	Unresolved	Unresolved	Eukaryote	88.70044052863436	99.62678375411636	48
k141_3338	4131	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.56427015250546	60
k141_3385	4252	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.43181818181817	99.3414863593603	60
k141_3387	3137	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.16020671834626	98.69301880777813	60
k141_3443	7725	Lenient	Unresolved	Unresolved	Eukaryote	40.81265012009608	64.56957928802589	60
k141_3461	8911	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.2249185484777	99.86533497923914	60
k141_3469	3066	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.88268156424581	99.2498369210698	60
k141_350	8075	Lenient	Prokaryote	Escherichia coli	Prokaryote	100.0	99.83900928792569	60
k141_3507	3767	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.21190285561782	99.4425272099814	60
k141_3511	21451	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.89277889142697	60
k141_3519	40221	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	99.30255646562422	99.62457422739365	60
k141_3540	3042	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.9670836076366	99.86850756081526	60
k141_3560	5201	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.36550663333973	60
k141_3575	510500	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.58983765220107	99.9952987267385	60
k141_3674	76579	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.97388317946174	60
k141_3689	7656	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.79319371727748	99.76489028213166	60
k141_3695	51942	Lenient	Prokaryote	Escherichia coli	Prokaryote	99.88446429946853	99.9807477571137	60
k141_3737	20464	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	99.30450853557706	99.88272087568413	60
k141_3765	15376	Lenient	Prokaryote	Escherichia coli	Prokaryote	100.0	99.96748178980229	60
k141_3770	3293	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.4068209500609	99.72669298511995	60
k141_3787	3424	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.61854460093896	99.53271028037383	60
k141_3788	3939	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.14012738853503	99.64457984259964	60
k141_3798	37757	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	99.79359618946812	99.96027226739412	60
k141_3840	14455	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	99.54246100519931	99.79245935662401	60
k141_3857	9992	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.79983987189752	60
k141_3860	3699	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.14457174031642	99.10786699107868	60
k141_389	3821	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.55509029049988	60
k141_3927	9895	Lenient	Prokaryote	Escherichia coli	Prokaryote	100.0	99.6766043456291	60
k141_3933	254823	Lenient	Prokaryote	Listeria monocytogenes	Prokaryote	100.0	99.99411356117776	60
k141_3937	16211	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.96915674541978	60
k141_3968	5580	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.37551680747798	99.69534050179212	60
k141_3969	73051	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.97672858687766	60
k141_3988	82249	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.96230040496663	99.97568359493732	60
k141_4000	3082	Lenient	Unresolved	Unresolved	Eukaryote	94.77465708687133	99.35107073329007	60
k141_4005	3856	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.2331336285491	99.5591286307054	60
k141_4013	3254	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.08527131782945	99.10878918254457	60
k141_4043	99810	Lenient	Prokaryote	Listeria monocytogenes	Prokaryote	100.0	99.98296763851317	60
k141_4044	3195	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.86934673366834	99.6244131455399	60
k141_4100	33212	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	99.69266925788665	99.93074792243767	60
k141_4158	17898	Lenient	Prokaryote	Escherichia coli	Prokaryote	99.45162553858205	99.84914515588333	60
k141_4159	3372	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.03979803979804	99.85172004744959	60
k141_419	3311	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.53703139286803	99.06372697070371	60
k141_4198	4851	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.64560099132589	99.81447124304268	60
k141_4199	43309	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	99.53517552114523	80.68992588145652	60
k141_4201	4002	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.06240563663815	99.30034982508745	60
k141_4234	3025	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.40495867768595	60
k141_4249	6029	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.46559786239145	99.31995355780396	60
k141_4278	108389	Lenient	Unresolved	Unresolved	Prokaryote	100.0	77.88428715091015	60
k141_4303	14794	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.85805056103825	60
k141_4345	53211	Lenient	Unresolved	Unresolved	Prokaryote	100.0	76.2361165924339	60
k141_436	7603	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.91174518911745	99.10561620412996	0
k141_4373	4407	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.0222777904069	99.79577944179714	60
k141_4388	12621	Lenient	Prokaryote	Escherichia coli	Prokaryote	97.9293165187607	99.84153395135093	60
k141_4458	4316	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.83166239216601	99.37442075996293	60
k141_4466	4650	Lenient	Unresolved	Unresolved	Eukaryote	89.41558441558442	99.33333333333333	5
k141_4481	3975	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	100.0	99.67295597484276	60
k141_4489	63262	Lenient	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.99209636116468	60
k141_4492	7673	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.98696728789261	60
k141_4527	52972	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.950917465831	60
k141_4536	6246	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.9839897534422	60
k141_4542	3883	Lenient	Unresolved	Unresolved	Eukaryote	90.20422291450329	74.4012361576101	60
k141_455	6971	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.94404591104735	99.82785826997561	60
k141_458	45766	Lenient	Prokaryote	Staphylococcus aureus	Prokaryote	99.8297537977999	99.93881921076782	60
k141_4582	46564	Lenient	Prokaryote	Escherichia coli	Prokaryote	98.81099773726679	99.94631045442831	60
k141_4622	59365	Lenient	Prokaryote	Escherichia coli	Prokaryote	99.60376091336467	99.94778067885117	60
k141_4634	5196	Lenient	Unresolved	Unresolved	Eukaryote	93.34231287281123	99.90377213240954	60
k141_4644	3174	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.96829422954978	99.36988027725268	60
k141_4654	3827	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.29598308668076	98.82414423830677	60
k141_4726	4175	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.8543014617781	99.90419161676647	60
k141_4729	6122	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.44462593923554	60
k141_4733	8801	Lenient	Prokaryote	Salmonella enterica	Prokaryote	99.78377148059634	99.8295648221793	60
k141_4744	245549	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.99266948755646	60
k141_475	3306	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	96.23557984213721	99.45553539019963	0
k141_4767	3538	Lenient	Prokaryote	Lactobacillus fermentum	Eukaryote	100.0	99.34991520633126	60
k141_4771	53414	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.95132362302019	60
k141_482	3496	Lenient	Prokaryote	Escherichia coli	Prokaryote	100.0	99.45652173913044	60
k141_4851	8534	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	99.82384028185555	99.77736114366064	60
k141_4856	3372	Lenient	Unresolved	Unresolved	Eukaryote	92.27096389137571	99.22894424673784	60
k141_4892	45455	Lenient	Prokaryote	Bacillus subtilis	Prokaryote	100.0	99.95160048399516	60
k141_4894	3638	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.86720266149155	99.12039582188015	60
k141_4968	3300	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.22181596587447	99.45454545454545	60
k141_5000	99329	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.97986489343495	60
k141_5080	5386	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.81978798586573	99.83290011139992	0
k141_5089	24501	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	98.52166455670356	99.93877800906085	60
k141_5117	3926	Lenient	Unresolved	Unresolved	Eukaryote	94.26082500640533	99.41416199694345	60
k141_5125	6498	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.09068399876199	99.44598337950139	0
k141_5131	15627	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.87841556280796	60
k141_5157	3320	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.63855421686748	60
k141_5158	3596	Lenient	Unresolved	Unresolved	Eukaryote	93.78864530635188	98.94327030033371	0
k141_5161	3995	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.64079147640791	98.67334167709637	60
k141_5163	528033	Lenient	Prokaryote	Listeria monocytogenes	Prokaryote	99.9193844453612	99.99678050424879	60
k141_5182	88313	Lenient	Prokaryote	Escherichia coli	Prokaryote	99.99546885973855	99.96036823570708	60
k141_5197	55277	Lenient	Prokaryote	Escherichia coli	Prokaryote	99.70325335649405	99.98010022251569	60
k141_5219	16437	Lenient	Prokaryote	Enterococcus faecalis	Prokaryote	99.22927539749969	99.66538906126422	60
k141_5238	112741	Lenient	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.97959925847739	60
k141_528	18140	Lenient	Prokaryote	Escherichia coli	Prokaryote	100.0	99.92833517089306	60
k141_5290	263584	Lenient	Prokaryote	Bacillus subtilis	Prokaryote	99.99392934516605	99.99089474323176	60
k141_5299	3548	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.52345958168456	99.71815107102593	60
k141_5310	3517	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.71444888635065	99.57350014216661	60
k141_5312	3866	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.5020964360587	98.70667356440765	60
k141_5327	3443	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.91844489915229	99.33197792622714	60
k141_5350	34879	Lenient	Prokaryote	Staphylococcus aureus	Prokaryote	99.97704645224228	99.92545657845695	60
k141_5402	3186	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.83427851291745	99.62335216572504	60
k141_5415	4755	Lenient	Unresolved	Unresolved	Eukaryote	94.54775993237531	99.51629863301787	60
k141_5425	14040	Lenient	Prokaryote	Staphylococcus aureus	Eukaryote	100.0	99.82905982905983	60
k141_5439	3569	Lenient	Unresolved	Unresolved	Prokaryote	85.85944115156647	99.21546651723172	0
k141_5463	5600	Lenient	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.89285714285714	60
k141_5486	128333	Lenient	Prokaryote	Escherichia coli	Prokaryote	99.98129996415827	99.98831165795235	60
k141_549	5896	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.92595108695652	99.74559023066486	60
k141_5490	4843	Lenient	Eukaryote	Saccharomyces cerevisiae	Prokaryote	96.04309094675783	99.66962626471195	60
k141_5532	3938	Lenient	Prokaryote	Escherichia coli	Prokaryote	100.0	99.36515997968513	60
k141_5538	179870	Lenient	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.99444042919886	60
k141_5540	20734	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.86013311469084	60
k141_5541	3593	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.13140935836368	99.33203451155023	60
k141_5544	3886	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.51497005988024	85.94956253216675	34
k141_5560	3775	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.47019867549669	60
k141_5563	4012	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.25224327018944	60
k141_5571	36030	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.91673605328893	60
k141_559	3138	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.49012109623965	60
k141_560	3936	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.34526854219949	99.33943089430895	60
k141_5615	155422	Lenient	Prokaryote	Salmonella enterica	Prokaryote	99.97039782745794	99.98198453243428	60
k141_5639	4081	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.77810650887574	99.38740504778241	60
k141_5645	4788	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.60317460317461	60
k141_565	4521	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.40079982226172	99.53550099535501	60
k141_5673	3231	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.80839073262368	98.85484370164036	60
k141_5682	158446	Lenient	Prokaryote	Escherichia coli	Prokaryote	99.78646879861928	99.98359062393497	60
k141_5686	4247	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.29361902519426	60
k141_5689	70709	Lenient	Prokaryote	Escherichia coli	Prokaryote	99.92643626126446	99.96888656323806	60
k141_5712	4247	Lenient	Prokaryote	Escherichia coli	Prokaryote	100.0	99.29361902519426	60
k141_5723	89627	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.96206500273355	60
k141_576	4188	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.36276621201245	99.78510028653295	60
k141_5769	4448	Lenient	Unresolved	Unresolved	Eukaryote	90.17796801081325	99.73021582733813	5
k141_5783	3424	Lenient	Unresolved	Unresolved	Eukaryote	93.24324324324324	99.41588785046729	60
k141_5799	3241	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.69443590531817	99.84572662758407	60
k141_581	4371	Lenient	Prokaryote	Lactobacillus fermentum	Prokaryote	98.74026568941822	99.88560970029742	60
k141_5878	18911	Lenient	Prokaryote	Escherichia coli	Prokaryote	99.98411101106933	99.84136217016551	60
k141_5887	83090	Lenient	Prokaryote	Escherichia coli	Prokaryote	99.65810731096585	99.97231917198219	60
k141_5896	4080	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.77865223807181	99.65686274509804	60
k141_5900	3403	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.76470588235294	99.91184249191889	60
k141_5901	3242	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.31637717121588	99.44478716841456	60
k141_5902	3040	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.022412656559	99.70394736842105	0
k141_5907	632402	Lenient	Prokaryote	Listeria monocytogenes	Prokaryote	99.99288409294323	99.9974699637256	60
k141_591	3509	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.9714937286203	99.97150185237959	60
k141_5941	3722	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.8040064970222	99.22084900591081	60
k141_5943	4382	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.57714285714286	99.84025559105432	60
k141_5945	3265	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.76624576532184	99.44869831546708	60
k141_5960	122804	Lenient	Prokaryote	Bacillus subtilis	Prokaryote	99.92751144341821	99.97882805120354	60
k141_6026	3458	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.54276827371694	92.97281665702718	60
k141_6038	3940	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.73479256808348	99.72081218274111	60
k141_6041	9886	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.83815496661947	60
k141_6070	18584	Lenient	Prokaryote	Escherichia coli	Prokaryote	100.0	99.96771416272063	60
k141_6078	3301	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.27583053946968	99.39412299303243	60
k141_6081	4910	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.91584967320262	99.71486761710794	60
k141_6083	235256	Lenient	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.99064848505458	60
k141_6091	13442	Lenient	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.81401577146258	60
k141_6126	17229	Lenient	Prokaryote	Escherichia coli	Prokaryote	100.0	99.79104997388126	60
k141_6129	3478	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.03628447024674	99.05117883841288	60
k141_6145	4313	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.71711292200233	99.58265708323673	60
k141_6154	235161	Lenient	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.8048004626952	99.99277091014241	60
k141_6156	6713	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.03326341024872	99.41903768806793	60
k141_6158	3097	Lenient	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.7063621533442	98.96674200839523	60
