FragmentID	FragmentLength	Species	DomainTruth	WithinSpeciesRank	SourceSequence	Start1	End1	Selection
FRAG|10000|Staphylococcus_aureus|Prokaryote|061|00001|Staphylococcus_aureus_chromosome|2050001	10000	Staphylococcus aureus	Prokaryote	61	00001|Staphylococcus_aureus_chromosome	2050001	2060000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|062|00001|Staphylococcus_aureus_chromosome|2080001	10000	Staphylococcus aureus	Prokaryote	62	00001|Staphylococcus_aureus_chromosome	2080001	2090000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|063|00001|Staphylococcus_aureus_chromosome|2110001	10000	Staphylococcus aureus	Prokaryote	63	00001|Staphylococcus_aureus_chromosome	2110001	2120000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|064|00001|Staphylococcus_aureus_chromosome|2150001	10000	Staphylococcus aureus	Prokaryote	64	00001|Staphylococcus_aureus_chromosome	2150001	2160000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|065|00001|Staphylococcus_aureus_chromosome|2180001	10000	Staphylococcus aureus	Prokaryote	65	00001|Staphylococcus_aureus_chromosome	2180001	2190000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|066|00001|Staphylococcus_aureus_chromosome|2220001	10000	Staphylococcus aureus	Prokaryote	66	00001|Staphylococcus_aureus_chromosome	2220001	2230000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|067|00001|Staphylococcus_aureus_chromosome|2250001	10000	Staphylococcus aureus	Prokaryote	67	00001|Staphylococcus_aureus_chromosome	2250001	2260000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|068|00001|Staphylococcus_aureus_chromosome|2280001	10000	Staphylococcus aureus	Prokaryote	68	00001|Staphylococcus_aureus_chromosome	2280001	2290000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|069|00001|Staphylococcus_aureus_chromosome|2320001	10000	Staphylococcus aureus	Prokaryote	69	00001|Staphylococcus_aureus_chromosome	2320001	2330000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|070|00001|Staphylococcus_aureus_chromosome|2350001	10000	Staphylococcus aureus	Prokaryote	70	00001|Staphylococcus_aureus_chromosome	2350001	2360000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|071|00001|Staphylococcus_aureus_chromosome|2390001	10000	Staphylococcus aureus	Prokaryote	71	00001|Staphylococcus_aureus_chromosome	2390001	2400000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|072|00001|Staphylococcus_aureus_chromosome|2420001	10000	Staphylococcus aureus	Prokaryote	72	00001|Staphylococcus_aureus_chromosome	2420001	2430000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|073|00001|Staphylococcus_aureus_chromosome|2460001	10000	Staphylococcus aureus	Prokaryote	73	00001|Staphylococcus_aureus_chromosome	2460001	2470000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|074|00001|Staphylococcus_aureus_chromosome|2490001	10000	Staphylococcus aureus	Prokaryote	74	00001|Staphylococcus_aureus_chromosome	2490001	2500000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|075|00001|Staphylococcus_aureus_chromosome|2520001	10000	Staphylococcus aureus	Prokaryote	75	00001|Staphylococcus_aureus_chromosome	2520001	2530000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|076|00001|Staphylococcus_aureus_chromosome|2560001	10000	Staphylococcus aureus	Prokaryote	76	00001|Staphylococcus_aureus_chromosome	2560001	2570000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|077|00001|Staphylococcus_aureus_chromosome|2590001	10000	Staphylococcus aureus	Prokaryote	77	00001|Staphylococcus_aureus_chromosome	2590001	2600000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|078|00001|Staphylococcus_aureus_chromosome|2630001	10000	Staphylococcus aureus	Prokaryote	78	00001|Staphylococcus_aureus_chromosome	2630001	2640000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|079|00001|Staphylococcus_aureus_chromosome|2660001	10000	Staphylococcus aureus	Prokaryote	79	00001|Staphylococcus_aureus_chromosome	2660001	2670000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|10000|Staphylococcus_aureus|Prokaryote|080|00001|Staphylococcus_aureus_chromosome|2700001	10000	Staphylococcus aureus	Prokaryote	80	00001|Staphylococcus_aureus_chromosome	2700001	2710000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|001|00001|BS.pilon.polished.v3.ST170922|1	20000	Bacillus subtilis	Prokaryote	1	00001|BS.pilon.polished.v3.ST170922	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|002|00001|BS.pilon.polished.v3.ST170922|40001	20000	Bacillus subtilis	Prokaryote	2	00001|BS.pilon.polished.v3.ST170922	40001	60000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|003|00001|BS.pilon.polished.v3.ST170922|100001	20000	Bacillus subtilis	Prokaryote	3	00001|BS.pilon.polished.v3.ST170922	100001	120000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|004|00001|BS.pilon.polished.v3.ST170922|140001	20000	Bacillus subtilis	Prokaryote	4	00001|BS.pilon.polished.v3.ST170922	140001	160000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|005|00001|BS.pilon.polished.v3.ST170922|200001	20000	Bacillus subtilis	Prokaryote	5	00001|BS.pilon.polished.v3.ST170922	200001	220000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|006|00001|BS.pilon.polished.v3.ST170922|240001	20000	Bacillus subtilis	Prokaryote	6	00001|BS.pilon.polished.v3.ST170922	240001	260000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|007|00001|BS.pilon.polished.v3.ST170922|300001	20000	Bacillus subtilis	Prokaryote	7	00001|BS.pilon.polished.v3.ST170922	300001	320000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|008|00001|BS.pilon.polished.v3.ST170922|340001	20000	Bacillus subtilis	Prokaryote	8	00001|BS.pilon.polished.v3.ST170922	340001	360000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|009|00001|BS.pilon.polished.v3.ST170922|400001	20000	Bacillus subtilis	Prokaryote	9	00001|BS.pilon.polished.v3.ST170922	400001	420000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|010|00001|BS.pilon.polished.v3.ST170922|440001	20000	Bacillus subtilis	Prokaryote	10	00001|BS.pilon.polished.v3.ST170922	440001	460000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|011|00001|BS.pilon.polished.v3.ST170922|500001	20000	Bacillus subtilis	Prokaryote	11	00001|BS.pilon.polished.v3.ST170922	500001	520000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|012|00001|BS.pilon.polished.v3.ST170922|540001	20000	Bacillus subtilis	Prokaryote	12	00001|BS.pilon.polished.v3.ST170922	540001	560000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|013|00001|BS.pilon.polished.v3.ST170922|600001	20000	Bacillus subtilis	Prokaryote	13	00001|BS.pilon.polished.v3.ST170922	600001	620000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|014|00001|BS.pilon.polished.v3.ST170922|660001	20000	Bacillus subtilis	Prokaryote	14	00001|BS.pilon.polished.v3.ST170922	660001	680000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|015|00001|BS.pilon.polished.v3.ST170922|700001	20000	Bacillus subtilis	Prokaryote	15	00001|BS.pilon.polished.v3.ST170922	700001	720000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|016|00001|BS.pilon.polished.v3.ST170922|760001	20000	Bacillus subtilis	Prokaryote	16	00001|BS.pilon.polished.v3.ST170922	760001	780000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|017|00001|BS.pilon.polished.v3.ST170922|800001	20000	Bacillus subtilis	Prokaryote	17	00001|BS.pilon.polished.v3.ST170922	800001	820000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|018|00001|BS.pilon.polished.v3.ST170922|860001	20000	Bacillus subtilis	Prokaryote	18	00001|BS.pilon.polished.v3.ST170922	860001	880000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|019|00001|BS.pilon.polished.v3.ST170922|900001	20000	Bacillus subtilis	Prokaryote	19	00001|BS.pilon.polished.v3.ST170922	900001	920000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|020|00001|BS.pilon.polished.v3.ST170922|960001	20000	Bacillus subtilis	Prokaryote	20	00001|BS.pilon.polished.v3.ST170922	960001	980000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|021|00001|BS.pilon.polished.v3.ST170922|1000001	20000	Bacillus subtilis	Prokaryote	21	00001|BS.pilon.polished.v3.ST170922	1000001	1020000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|022|00001|BS.pilon.polished.v3.ST170922|1060001	20000	Bacillus subtilis	Prokaryote	22	00001|BS.pilon.polished.v3.ST170922	1060001	1080000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|023|00001|BS.pilon.polished.v3.ST170922|1100001	20000	Bacillus subtilis	Prokaryote	23	00001|BS.pilon.polished.v3.ST170922	1100001	1120000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|024|00001|BS.pilon.polished.v3.ST170922|1160001	20000	Bacillus subtilis	Prokaryote	24	00001|BS.pilon.polished.v3.ST170922	1160001	1180000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|025|00001|BS.pilon.polished.v3.ST170922|1220001	20000	Bacillus subtilis	Prokaryote	25	00001|BS.pilon.polished.v3.ST170922	1220001	1240000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|026|00001|BS.pilon.polished.v3.ST170922|1260001	20000	Bacillus subtilis	Prokaryote	26	00001|BS.pilon.polished.v3.ST170922	1260001	1280000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|027|00001|BS.pilon.polished.v3.ST170922|1320001	20000	Bacillus subtilis	Prokaryote	27	00001|BS.pilon.polished.v3.ST170922	1320001	1340000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|028|00001|BS.pilon.polished.v3.ST170922|1360001	20000	Bacillus subtilis	Prokaryote	28	00001|BS.pilon.polished.v3.ST170922	1360001	1380000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|029|00001|BS.pilon.polished.v3.ST170922|1420001	20000	Bacillus subtilis	Prokaryote	29	00001|BS.pilon.polished.v3.ST170922	1420001	1440000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|030|00001|BS.pilon.polished.v3.ST170922|1460001	20000	Bacillus subtilis	Prokaryote	30	00001|BS.pilon.polished.v3.ST170922	1460001	1480000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|031|00001|BS.pilon.polished.v3.ST170922|1520001	20000	Bacillus subtilis	Prokaryote	31	00001|BS.pilon.polished.v3.ST170922	1520001	1540000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|032|00001|BS.pilon.polished.v3.ST170922|1560001	20000	Bacillus subtilis	Prokaryote	32	00001|BS.pilon.polished.v3.ST170922	1560001	1580000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|033|00001|BS.pilon.polished.v3.ST170922|1620001	20000	Bacillus subtilis	Prokaryote	33	00001|BS.pilon.polished.v3.ST170922	1620001	1640000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|034|00001|BS.pilon.polished.v3.ST170922|1660001	20000	Bacillus subtilis	Prokaryote	34	00001|BS.pilon.polished.v3.ST170922	1660001	1680000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|035|00001|BS.pilon.polished.v3.ST170922|1720001	20000	Bacillus subtilis	Prokaryote	35	00001|BS.pilon.polished.v3.ST170922	1720001	1740000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|036|00001|BS.pilon.polished.v3.ST170922|1780001	20000	Bacillus subtilis	Prokaryote	36	00001|BS.pilon.polished.v3.ST170922	1780001	1800000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|037|00001|BS.pilon.polished.v3.ST170922|1820001	20000	Bacillus subtilis	Prokaryote	37	00001|BS.pilon.polished.v3.ST170922	1820001	1840000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|038|00001|BS.pilon.polished.v3.ST170922|1880001	20000	Bacillus subtilis	Prokaryote	38	00001|BS.pilon.polished.v3.ST170922	1880001	1900000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|039|00001|BS.pilon.polished.v3.ST170922|1920001	20000	Bacillus subtilis	Prokaryote	39	00001|BS.pilon.polished.v3.ST170922	1920001	1940000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|040|00001|BS.pilon.polished.v3.ST170922|1980001	20000	Bacillus subtilis	Prokaryote	40	00001|BS.pilon.polished.v3.ST170922	1980001	2000000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|041|00001|BS.pilon.polished.v3.ST170922|2020001	20000	Bacillus subtilis	Prokaryote	41	00001|BS.pilon.polished.v3.ST170922	2020001	2040000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|042|00001|BS.pilon.polished.v3.ST170922|2080001	20000	Bacillus subtilis	Prokaryote	42	00001|BS.pilon.polished.v3.ST170922	2080001	2100000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|043|00001|BS.pilon.polished.v3.ST170922|2120001	20000	Bacillus subtilis	Prokaryote	43	00001|BS.pilon.polished.v3.ST170922	2120001	2140000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|044|00001|BS.pilon.polished.v3.ST170922|2180001	20000	Bacillus subtilis	Prokaryote	44	00001|BS.pilon.polished.v3.ST170922	2180001	2200000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|045|00001|BS.pilon.polished.v3.ST170922|2220001	20000	Bacillus subtilis	Prokaryote	45	00001|BS.pilon.polished.v3.ST170922	2220001	2240000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|046|00001|BS.pilon.polished.v3.ST170922|2280001	20000	Bacillus subtilis	Prokaryote	46	00001|BS.pilon.polished.v3.ST170922	2280001	2300000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|047|00001|BS.pilon.polished.v3.ST170922|2340001	20000	Bacillus subtilis	Prokaryote	47	00001|BS.pilon.polished.v3.ST170922	2340001	2360000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|048|00001|BS.pilon.polished.v3.ST170922|2380001	20000	Bacillus subtilis	Prokaryote	48	00001|BS.pilon.polished.v3.ST170922	2380001	2400000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|049|00001|BS.pilon.polished.v3.ST170922|2440001	20000	Bacillus subtilis	Prokaryote	49	00001|BS.pilon.polished.v3.ST170922	2440001	2460000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|050|00001|BS.pilon.polished.v3.ST170922|2480001	20000	Bacillus subtilis	Prokaryote	50	00001|BS.pilon.polished.v3.ST170922	2480001	2500000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|051|00001|BS.pilon.polished.v3.ST170922|2540001	20000	Bacillus subtilis	Prokaryote	51	00001|BS.pilon.polished.v3.ST170922	2540001	2560000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|052|00001|BS.pilon.polished.v3.ST170922|2580001	20000	Bacillus subtilis	Prokaryote	52	00001|BS.pilon.polished.v3.ST170922	2580001	2600000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|053|00001|BS.pilon.polished.v3.ST170922|2640001	20000	Bacillus subtilis	Prokaryote	53	00001|BS.pilon.polished.v3.ST170922	2640001	2660000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|054|00001|BS.pilon.polished.v3.ST170922|2680001	20000	Bacillus subtilis	Prokaryote	54	00001|BS.pilon.polished.v3.ST170922	2680001	2700000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|055|00001|BS.pilon.polished.v3.ST170922|2740001	20000	Bacillus subtilis	Prokaryote	55	00001|BS.pilon.polished.v3.ST170922	2740001	2760000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|056|00001|BS.pilon.polished.v3.ST170922|2780001	20000	Bacillus subtilis	Prokaryote	56	00001|BS.pilon.polished.v3.ST170922	2780001	2800000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|057|00001|BS.pilon.polished.v3.ST170922|2840001	20000	Bacillus subtilis	Prokaryote	57	00001|BS.pilon.polished.v3.ST170922	2840001	2860000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|058|00001|BS.pilon.polished.v3.ST170922|2900001	20000	Bacillus subtilis	Prokaryote	58	00001|BS.pilon.polished.v3.ST170922	2900001	2920000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|059|00001|BS.pilon.polished.v3.ST170922|2940001	20000	Bacillus subtilis	Prokaryote	59	00001|BS.pilon.polished.v3.ST170922	2940001	2960000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|060|00001|BS.pilon.polished.v3.ST170922|3000001	20000	Bacillus subtilis	Prokaryote	60	00001|BS.pilon.polished.v3.ST170922	3000001	3020000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|061|00001|BS.pilon.polished.v3.ST170922|3040001	20000	Bacillus subtilis	Prokaryote	61	00001|BS.pilon.polished.v3.ST170922	3040001	3060000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|062|00001|BS.pilon.polished.v3.ST170922|3100001	20000	Bacillus subtilis	Prokaryote	62	00001|BS.pilon.polished.v3.ST170922	3100001	3120000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|063|00001|BS.pilon.polished.v3.ST170922|3140001	20000	Bacillus subtilis	Prokaryote	63	00001|BS.pilon.polished.v3.ST170922	3140001	3160000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|064|00001|BS.pilon.polished.v3.ST170922|3200001	20000	Bacillus subtilis	Prokaryote	64	00001|BS.pilon.polished.v3.ST170922	3200001	3220000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|065|00001|BS.pilon.polished.v3.ST170922|3240001	20000	Bacillus subtilis	Prokaryote	65	00001|BS.pilon.polished.v3.ST170922	3240001	3260000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|066|00001|BS.pilon.polished.v3.ST170922|3300001	20000	Bacillus subtilis	Prokaryote	66	00001|BS.pilon.polished.v3.ST170922	3300001	3320000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|067|00001|BS.pilon.polished.v3.ST170922|3340001	20000	Bacillus subtilis	Prokaryote	67	00001|BS.pilon.polished.v3.ST170922	3340001	3360000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|068|00001|BS.pilon.polished.v3.ST170922|3400001	20000	Bacillus subtilis	Prokaryote	68	00001|BS.pilon.polished.v3.ST170922	3400001	3420000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|069|00001|BS.pilon.polished.v3.ST170922|3460001	20000	Bacillus subtilis	Prokaryote	69	00001|BS.pilon.polished.v3.ST170922	3460001	3480000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|070|00001|BS.pilon.polished.v3.ST170922|3500001	20000	Bacillus subtilis	Prokaryote	70	00001|BS.pilon.polished.v3.ST170922	3500001	3520000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|071|00001|BS.pilon.polished.v3.ST170922|3560001	20000	Bacillus subtilis	Prokaryote	71	00001|BS.pilon.polished.v3.ST170922	3560001	3580000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|072|00001|BS.pilon.polished.v3.ST170922|3600001	20000	Bacillus subtilis	Prokaryote	72	00001|BS.pilon.polished.v3.ST170922	3600001	3620000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|073|00001|BS.pilon.polished.v3.ST170922|3660001	20000	Bacillus subtilis	Prokaryote	73	00001|BS.pilon.polished.v3.ST170922	3660001	3680000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|074|00001|BS.pilon.polished.v3.ST170922|3700001	20000	Bacillus subtilis	Prokaryote	74	00001|BS.pilon.polished.v3.ST170922	3700001	3720000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|075|00001|BS.pilon.polished.v3.ST170922|3760001	20000	Bacillus subtilis	Prokaryote	75	00001|BS.pilon.polished.v3.ST170922	3760001	3780000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|076|00001|BS.pilon.polished.v3.ST170922|3800001	20000	Bacillus subtilis	Prokaryote	76	00001|BS.pilon.polished.v3.ST170922	3800001	3820000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|077|00001|BS.pilon.polished.v3.ST170922|3860001	20000	Bacillus subtilis	Prokaryote	77	00001|BS.pilon.polished.v3.ST170922	3860001	3880000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|078|00001|BS.pilon.polished.v3.ST170922|3900001	20000	Bacillus subtilis	Prokaryote	78	00001|BS.pilon.polished.v3.ST170922	3900001	3920000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|079|00001|BS.pilon.polished.v3.ST170922|3960001	20000	Bacillus subtilis	Prokaryote	79	00001|BS.pilon.polished.v3.ST170922	3960001	3980000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Bacillus_subtilis|Prokaryote|080|00001|BS.pilon.polished.v3.ST170922|4020001	20000	Bacillus subtilis	Prokaryote	80	00001|BS.pilon.polished.v3.ST170922	4020001	4040000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|001|00001|34076|1	20000	Cryptococcus neoformans	Eukaryote	1	00001|34076	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|002|00001|34076|180001	20000	Cryptococcus neoformans	Eukaryote	2	00001|34076	180001	200000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|003|00002|35312|140001	20000	Cryptococcus neoformans	Eukaryote	3	00002|35312	140001	160000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|004|00003|34941|120001	20000	Cryptococcus neoformans	Eukaryote	4	00003|34941	120001	140000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|005|00004|34323|100001	20000	Cryptococcus neoformans	Eukaryote	5	00004|34323	100001	120000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|006|00005|34677|100001	20000	Cryptococcus neoformans	Eukaryote	6	00005|34677	100001	120000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|007|00006|34713|100001	20000	Cryptococcus neoformans	Eukaryote	7	00006|34713	100001	120000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|008|00007|34177|100001	20000	Cryptococcus neoformans	Eukaryote	8	00007|34177	100001	120000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|009|00008|35132|140001	20000	Cryptococcus neoformans	Eukaryote	9	00008|35132	140001	160000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|010|00010|35781|1	20000	Cryptococcus neoformans	Eukaryote	10	00010|35781	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|011|00011|35630|20001	20000	Cryptococcus neoformans	Eukaryote	11	00011|35630	20001	40000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|012|00012|34322|60001	20000	Cryptococcus neoformans	Eukaryote	12	00012|34322	60001	80000	80 evenly spaced non-overlapping exact-length fragments per species
