Feature	DNAPrevalence	RNAPrevalence	CoDetection	MeanDNA	MeanRNA	PathwayID	Description	Selected
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	0.9873417721518988	0.8846694796061885	0.8790436005625879	0.0026922905210970466	0.002907755300140647	PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	True
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0.9859353023909986	0.9563994374120957	0.9521800281293952	0.006681631856399437	0.008695403410829817	PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I	True
REDCITCYC: TCA cycle VIII (helicobacter)	0.6286919831223629	0.21378340365682139	0.19690576652601968	0.0001616395277777778	8.732681870604782e-05	REDCITCYC	TCA cycle VIII (helicobacter)	False
RHAMCAT-PWY: L-rhamnose degradation I	0.9929676511954993	0.869198312236287	0.8663853727144867	0.004576074012658227	0.002443724023909986	RHAMCAT-PWY	L-rhamnose degradation I	True
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0.8917018284106891	0.6090014064697609	0.6033755274261603	0.002282409369901547	0.001647982834036568	RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	True
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	0.980309423347398	0.8002812939521801	0.7932489451476793	0.0010415068876511956	0.0016980739918424756	SALVADEHYPOX-PWY	adenosine nucleotides degradation II	True
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	0.9985935302390999	0.9451476793248945	0.9451476793248945	0.005090582492264417	0.005065630635302391	SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	True
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	0.9549929676511955	0.40365682137834036	0.4008438818565401	0.0010769052823206753	0.00020090216343178623	SO4ASSIM-PWY	sulfate reduction I (assimilatory)	True
SPHINGOLIPID-SYN-PWY: sphingolipid biosynthesis (yeast)	0.0028129395218002813	0.008438818565400843	0.0014064697609001407	2.130661040787623e-08	2.0354275668073137e-06	SPHINGOLIPID-SYN-PWY	sphingolipid biosynthesis (yeast)	False
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0.9493670886075949	0.23628691983122363	0.2348804500703235	0.0007863303234036566	0.00011137536526019691	SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	True
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	0.5035161744022504	0.2011251758087201	0.18846694796061886	0.00024617344336146275	0.0003093792281293952	TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	False
TCA: TCA cycle I (prokaryotic)	0.8874824191279888	0.5119549929676512	0.5077355836849508	0.0008684328759493671	0.0009003275727144866	TCA	TCA cycle I (prokaryotic)	True
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	0.5330520393811533	0.10267229254571027	0.09282700421940929	0.0007590053163150491	0.00014908217440225035	THISYN-PWY	superpathway of thiamin diphosphate biosynthesis I	False
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	0.9943741209563994	0.8452883263009845	0.8438818565400844	0.0051659354008438815	0.0013755062026722924	THISYNARA-PWY	superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	True
THRESYN-PWY: superpathway of L-threonine biosynthesis	0.9957805907172996	0.9817158931082982	0.9789029535864979	0.006132819093389593	0.004320476464135021	THRESYN-PWY	superpathway of L-threonine biosynthesis	True
TRIGLSYN-PWY: diacylglycerol and triacylglycerol biosynthesis	0.0028129395218002813	0.0	0.0	3.296104078762307e-08	0.0	TRIGLSYN-PWY	diacylglycerol and triacylglycerol biosynthesis	False
TRNA-CHARGING-PWY: tRNA charging	0.9831223628691983	0.8720112517580872	0.8649789029535865	0.007018344325035163	0.0038903964600562587	TRNA-CHARGING-PWY	tRNA charging	True
TRPSYN-PWY: L-tryptophan biosynthesis	0.9901547116736991	0.5485232067510548	0.5485232067510548	0.0028050570928270036	0.00030975016258790437	TRPSYN-PWY	L-tryptophan biosynthesis	True
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)	0.35161744022503516	0.07313642756680731	0.06751054852320675	0.00012928322960618845	5.521766497890296e-05	UBISYN-PWY	superpathway of ubiquinol-8 biosynthesis (prokaryotic)	False
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II	0.004219409282700422	0.0014064697609001407	0.0	4.5709099859353026e-08	1.332876230661041e-07	UDPNACETYLGALSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis II	False
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	0.9479606188466948	0.6258790436005626	0.6216596343178622	0.0011917210662447258	0.0010156237969057666	UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	True
URDEGR-PWY: superpathway of allantoin degradation in plants	0.19127988748241911	0.0014064697609001407	0.0014064697609001407	7.152812151898734e-06	1.629507735583685e-07	URDEGR-PWY	superpathway of allantoin degradation in plants	False
VALDEG-PWY: L-valine degradation I	0.009845288326300985	0.0014064697609001407	0.0014064697609001407	7.785842475386779e-07	1.6277215189873416e-07	VALDEG-PWY	L-valine degradation I	False
VALSYN-PWY: L-valine biosynthesis	1.0	0.9887482419127989	0.9887482419127989	0.016401271800281295	0.011844155330520394	VALSYN-PWY	L-valine biosynthesis	True
