GenomeID	Completeness	Contamination	QualityScore	MIMAGQuality	EcosystemCategory
3300026549_76	93.77	1.18	87.87	MQ	Mammals
3300026549_150	52.65	0	52.65	MQ	Mammals
3300012979_31	63.79	1.72	55.19	MQ	Mammals
3300021387_81	84.68	0	84.68	MQ	Mammals
3300021426_55	77.68	1.34	70.98	MQ	Mammals
3300028048_107	86.75	0.95	82	MQ	Mammals
3300018427_67	84.68	2.68	71.28	MQ	Mammals
3300026522_21	96.86	2.94	82.16	MQ	Mammals
3300012979_38	92.48	0	92.48	MQ	Mammals
3300021254_15	67.15	3.39	50.2	MQ	Mammals
3300021400_144	56.8	0.07	56.45	MQ	Mammals
3300026549_81	82.38	1.34	75.68	MQ	Mammals
3300005460_59	60.22	0	60.22	MQ	Mammals
3300001598_51	83.56	1.79	74.61	MQ	Mammals
3300028048_69	61.4	0	61.4	MQ	Mammals
3300001919_6	63	0.49	60.55	MQ	Mammals
3300019375_10	71.9	2.22	60.8	MQ	Mammals
3300015207_53	57.19	0	57.19	MQ	Mammals
3300026337_2	100	0.08	99.6	MQ	Mammals
3300013830_15	100	2.06	89.7	HQ	Mammals
3300026875_2	99.44	0	99.44	HQ	Mammals
3300014826_8	53.45	0	53.45	MQ	Mammals
3300029297_14	84.34	0.45	82.09	MQ	Mammals
3300026549_47	92.6	1.12	87	HQ	Mammals
3300012979_47	50.29	0.03	50.14	MQ	Mammals
3300021326_11	100	0	100	MQ	Mammals
3300022660_77	93.27	0	93.27	MQ	Mammals
3300021387_95	83.29	2.01	73.24	MQ	Mammals
3300022661_76	94.34	1.12	88.74	MQ	Mammals
3300021326_15	97.74	1.13	92.09	HQ	Mammals
3300022660_137	81.94	2.35	70.19	MQ	Mammals
3300026549_94	56.11	0	56.11	MQ	Mammals
3300021431_66	86.37	1.22	80.27	MQ	Mammals
3300021255_87	77.91	0.79	73.96	MQ	Mammals
3300019376_41	67.26	1.03	62.11	MQ	Mammals
3300014826_7	73.3	2.38	61.4	MQ	Mammals
3300026549_36	99.3	0	99.3	MQ	Mammals
3300011977_3	99.14	2.13	88.49	MQ	Mammals
3300012974_41	55.57	0.22	54.47	MQ	Mammals
3300012979_15	63.98	0.19	63.03	MQ	Mammals
3300026549_104	66.67	0	66.67	MQ	Mammals
3300028048_115	58.6	0	58.6	MQ	Mammals
3300026522_36	93.1	0.95	88.35	MQ	Mammals
3300018430_94	81.17	1.68	72.77	MQ	Mammals
3300021400_84	73.81	2.54	61.11	MQ	Mammals
3300028048_65	94.43	0.48	92.03	MQ	Mammals
3300018430_41	87.68	0.93	83.03	MQ	Mammals
3300018878_141	71.05	1.01	66	MQ	Mammals
3300022660_71	80.78	0.87	76.43	MQ	Mammals
3300018427_82	67.47	1.34	60.77	MQ	Mammals
3300021318_16	89.19	2.24	77.99	MQ	Mammals
3300021319_27	86.24	0	86.24	MQ	Mammals
3300011977_27	70.91	1.64	62.71	MQ	Mammals
3300011989_21	59.9	1.79	50.95	MQ	Mammals
3300012983_21	93.01	0.82	88.91	MQ	Mammals
3300021326_33	86.84	0.24	85.64	MQ	Mammals
3300028048_50	93.55	3.56	75.75	MQ	Mammals
3300018427_69	85.03	0.35	83.28	MQ	Mammals
3300029297_3	87.06	4.63	63.91	MQ	Mammals
3300018475_118	91.4	0.27	90.05	MQ	Mammals
3300028591_52	54.31	0.17	53.46	MQ	Mammals
3300022661_103	70.47	0.67	67.12	MQ	Mammals
3300014043_11	85.36	0.81	81.31	MQ	Mammals
3300018878_64	79.33	1.33	72.68	MQ	Mammals
3300021318_40	55.26	0.88	50.86	MQ	Mammals
3300012973_30	55.52	0.75	51.77	MQ	Mammals
3300022660_117	82.21	0.48	79.81	MQ	Mammals
3300021254_54	90.58	0	90.58	MQ	Mammals
3300022660_144	76.83	2.91	62.28	MQ	Mammals
3300021318_31	76.23	0	76.23	MQ	Mammals
3300021387_100	55.17	0	55.17	MQ	Mammals
3300028485_7	91.04	3.17	75.19	MQ	Mammals
3300021387_77	92.19	0	92.19	MQ	Mammals
3300022753_118	56.75	0.67	53.4	MQ	Mammals
3300022661_127	77.52	0.22	76.42	MQ	Mammals
3300019371_20	85.82	1.16	80.02	MQ	Mammals
3300011977_7	93.01	0.8	89.01	MQ	Mammals
3300021306_10	95.17	3.86	75.87	MQ	Mammals
3300021311_23	100	0	100	MQ	Mammals
3300018475_71	73.53	0.65	70.28	MQ	Mammals
3300021300_4	97.75	2.25	86.5	HQ	Mammals
3300001919_21	57.69	0.13	57.04	MQ	Mammals
3300018475_100	88.19	2.35	76.44	MQ	Mammals
2061766007_347	57.74	0	57.74	MQ	Mammals
3300018878_133	95.97	3.36	79.17	MQ	Mammals
3300022660_92	62.42	1.01	57.37	MQ	Mammals
3300012983_22	75.49	4.16	54.69	MQ	Mammals
3300014826_6	65.36	0.94	60.66	MQ	Mammals
3300021540_2	90.16	0	90.16	HQ	Mammals
3300026522_49	96.27	0	96.27	MQ	Mammals
3300011977_10	92.28	1.2	86.28	HQ	Mammals
3300012983_26	87.53	0.8	83.53	MQ	Mammals
3300022753_120	99.88	0	99.88	MQ	Mammals
3300021387_49	90.21	0	90.21	MQ	Mammals
3300021387_82	86.79	0.94	82.09	MQ	Mammals
3300022661_117	77.42	0.27	76.07	MQ	Mammals
3300021319_29	95.86	1.31	89.31	MQ	Mammals
2061766007_55	98.12	4.24	76.92	MQ	Mammals
3300022661_192	51.57	0	51.57	MQ	Mammals
3300022660_123	56.66	0.9	52.16	MQ	Mammals
3300021318_28	100	0.27	98.65	MQ	Mammals
3300011979_6	100	2.69	86.55	MQ	Mammals
3300018475_136	87.58	1.5	80.08	MQ	Mammals
2061766007_57	91.25	1.59	83.3	MQ	Mammals
3300021255_100	55.17	0.33	53.52	MQ	Mammals
3300018430_97	80.58	0.37	78.73	MQ	Mammals
3300022753_133	84.48	4.2	63.48	MQ	Mammals
3300018475_139	80.63	2.01	70.58	MQ	Mammals
3300021306_19	94.3	0	94.3	MQ	Mammals
3300005460_61	73.76	0.67	70.41	MQ	Mammals
3300026549_66	89.93	0	89.93	MQ	Mammals
3300021254_50	69.07	3.51	51.52	MQ	Mammals
3300018430_103	68.46	0	68.46	MQ	Mammals
3300021311_14	95.27	0.07	94.92	MQ	Mammals
3300021426_66	75.48	1.69	67.03	MQ	Mammals
3300014964_25	88.01	0.01	87.96	MQ	Mammals
3300001484_5	85.82	0.02	85.72	MQ	Mammals
3300014057_14	94.34	0.54	91.64	HQ	Mammals
3300022753_190	67.69	3.42	50.59	MQ	Mammals
3300021255_121	62.96	0	62.96	MQ	Mammals
3300015207_13	94.82	1.51	87.27	MQ	Mammals
3300005460_20	94.97	0.84	90.77	HQ	Mammals
3300029297_9	99.06	1.89	89.61	MQ	Mammals
3300021256_45	96.73	0.08	96.33	MQ	Mammals
3300012016_15	84.07	0.65	80.82	MQ	Mammals
3300012973_25	74.15	0.49	71.7	MQ	Mammals
3300021400_94	94.18	0	94.18	MQ	Mammals
3300011979_25	83.76	0.85	79.51	MQ	Mammals
2061766007_100	92.06	1.6	84.06	MQ	Mammals
3300021300_5	98.31	0.05	98.06	HQ	Mammals
3300003523_50	71.54	3.95	51.79	MQ	Mammals
3300018475_201	84.58	0	84.58	MQ	Mammals
3300021431_69	91.81	1.16	86.01	MQ	Mammals
2236876025_10	78.46	1.36	71.66	MQ	Mammals
3300022753_105	79.26	4.06	58.96	MQ	Mammals
3300001598_54	63.56	2.42	51.46	MQ	Mammals
3300019374_22	58.99	0.88	54.59	MQ	Mammals
3300028482_5	96.64	0	96.64	HQ	Mammals
3300018878_103	80.28	0.67	76.93	MQ	Mammals
3300014057_15	78.18	1.21	72.13	MQ	Mammals
3300005460_35	96.09	1.62	87.99	MQ	Mammals
3300012973_26	64.33	1.31	57.78	MQ	Mammals
3300028048_61	97.04	0.27	95.69	HQ	Mammals
3300021387_106	90.42	1.07	85.07	MQ	Mammals
3300025913_63	92.44	2.03	82.29	HQ	Plants
3300025903_13	99.57	0.72	95.97	MQ	Plants
3300006931_34	78.28	3.72	59.68	MQ	Plants
3300025932_54	62.73	0.61	59.68	MQ	Plants
3300027807_33	57.87	0	57.87	MQ	Plants
3300014325_10	83	2.35	71.25	MQ	Plants
3300027312_16	60.32	1.1	54.82	MQ	Plants
3300025250_6	99.51	0.41	97.46	MQ	Plants
3300002244_4	66.2	1.11	60.65	MQ	Plants
3300009697_10	98.67	0.22	97.57	MQ	Plants
3300025230_8	99.61	0.47	97.26	MQ	Plants
3300026121_39	56.62	0	56.62	MQ	Plants
3300026088_38	74.91	0.86	70.61	MQ	Plants
3300025711_18	64.43	0.66	61.13	MQ	Plants
3300027880_11	56.61	0.62	53.51	MQ	Plants
3300005272_1	97.3	0.27	95.95	MQ	Plants
3300005985_34	50.86	0	50.86	MQ	Plants
3300027111_6	99.07	2.34	87.37	MQ	Plants
3300025931_20	96.98	0.91	92.43	HQ	Plants
3300006854_33	80.13	1.78	71.23	MQ	Plants
3300013306_33	98	1.01	92.95	MQ	Plants
3300009766_7	68.03	0.86	63.73	MQ	Plants
3300022739_2	98.08	1.32	91.48	MQ	Plants
3300025949_92	68.98	0	68.98	MQ	Plants
3300025961_21	82.07	2.33	70.42	MQ	Plants
3300025899_10	94.43	0.23	93.28	HQ	Plants
3300025940_23	95.58	0.39	93.63	MQ	Plants
3300025933_24	98.9	3.3	82.4	MQ	Plants
3300025229_12	95.18	2.86	80.88	HQ	Plants
3300025728_29	52.77	0.22	51.67	MQ	Plants
3300006195_16	52.99	0.42	50.89	MQ	Plants
3300027907_20	92.31	1.71	83.76	MQ	Plants
3300026121_23	73.08	3.73	54.43	MQ	Plants
3300009787_18	94.04	2.39	82.09	MQ	Plants
3300026116_69	69.59	0	69.59	MQ	Plants
3300025258_9	100	0.58	97.1	MQ	Plants
3300027424_2	74.36	2.43	62.21	MQ	Plants
3300025914_23	93.98	0.93	89.33	HQ	Plants
3300025298_23	96.04	1.96	86.24	HQ	Plants
3300001979_4	87.6	2.34	75.9	MQ	Plants
3300006186_13	91.28	1.02	86.18	HQ	Plants
3300025934_16	74.06	2.76	60.26	MQ	Plants
3300025284_5	98.83	4.53	76.18	HQ	Plants
3300027909_55	63.64	0	63.64	MQ	Plants
3300006903_15	81.87	0.85	77.62	MQ	Plants
3300009147_60	84.63	3.4	67.63	MQ	Plants
3300027909_47	77.32	2.12	66.72	MQ	Plants
3300006853_34	55.61	0	55.61	MQ	Plants
3300025986_36	62.5	0.97	57.65	MQ	Plants
3300027682_8	81.39	2.91	66.84	MQ	Plants
3300025931_21	80.67	4.67	57.32	MQ	Plants
3300009709_25	87.5	1.4	80.5	MQ	Plants
3300006903_61	52.25	0.07	51.9	MQ	Plants
3300006177_7	97.01	0.63	93.86	HQ	Plants
3300025302_15	65.5	1.53	57.85	MQ	Plants
3300009978_1	89.95	2.23	78.8	MQ	Plants
3300006048_18	77.91	1.7	69.41	MQ	Plants
3300006051_21	63.53	1.98	53.63	MQ	Plants
3300025909_31	99.13	0.87	94.78	HQ	Plants
3300013105_20	94.7	3.03	79.55	MQ	Plants
3300025941_20	73.41	2.47	61.06	MQ	Plants
3300005289_13	98.2	0.3	96.7	HQ	Plants
3300025246_20	67.06	0.47	64.71	MQ	Plants
3300025942_17	96.45	1.18	90.55	MQ	Plants
3300025960_12	66.45	1.71	57.9	MQ	Plants
3300025940_31	96.9	2.16	86.1	HQ	Plants
3300027907_21	90.35	4.15	69.6	HQ	Plants
3300025931_76	65.74	0	65.74	MQ	Plants
3300006871_20	91.3	4.09	70.85	MQ	Plants
3300013296_68	67.82	0.99	62.87	MQ	Plants
3300006847_40	75.64	0.85	71.39	MQ	Plants
3300013307_97	80.98	1.23	74.83	MQ	Plants
3300025272_7	99.94	0.46	97.64	MQ	Plants
3300013296_38	57.26	0.85	53.01	MQ	Plants
3300009709_21	94.88	0.05	94.63	MQ	Plants
3300027876_13	54.82	0.22	53.72	MQ	Plants
3300025913_49	99.51	0.49	97.06	MQ	Plants
3300025711_17	68.43	1.82	59.33	MQ	Plants
3300026116_39	85.8	0.09	85.35	MQ	Plants
3300006880_13	89.79	2.23	78.64	MQ	Plants
3300025938_16	60.32	1.37	53.47	MQ	Plants
3300005262_11	89	0.74	85.3	MQ	Plants
3300006880_44	72.38	2.13	61.73	MQ	Plants
3300006853_14	94.12	3.83	74.97	MQ	Plants
3300027809_2	69.13	1.76	60.33	MQ	Plants
3300025292_21	80.69	0.47	78.34	MQ	Plants
3300025272_18	63.38	0.38	61.48	MQ	Plants
3300006914_26	86.03	2.35	74.28	MQ	Plants
3300025911_14	76.93	1.23	70.78	MQ	Plants
3300025913_55	88.01	2.97	73.16	MQ	Plants
3300025913_76	88.95	0.23	87.8	MQ	Plants
3300027312_12	56.55	0	56.55	MQ	Plants
3300025949_49	63.95	1.72	55.35	MQ	Plants
3300027866_2	85.8	4.55	63.05	MQ	Plants
3300010395_11	85.17	0.33	83.52	MQ	Plants
3300025261_33	81.82	0.51	79.27	MQ	Plants
3300025938_39	65.52	0	65.52	MQ	Plants
3300025920_18	74.43	1.7	65.93	MQ	Plants
3300025937_9	81.39	4.5	58.89	MQ	Plants
3300009156_35	91.14	0	91.14	MQ	Plants
3300013102_21	91.79	1.29	85.34	MQ	Plants
3300025231_8	94.8	1.07	89.45	MQ	Plants
3300027750_6	93.53	1.81	84.48	HQ	Plants
3300026089_19	97.42	1.61	89.37	HQ	Plants
3300027909_25	91.38	2.56	78.58	MQ	Plants
3300006237_16	95.97	2.96	81.17	MQ	Plants
3300006021_4	60.09	0.25	58.84	MQ	Plants
3300006195_19	59.64	0	59.64	MQ	Plants
3300025914_7	96.14	2.06	85.84	HQ	Plants
3300025304_21	89.07	1.69	80.62	MQ	Plants
3300009701_11	96.56	0.44	94.36	MQ	Plants
3300025303_11	95.63	4.05	75.38	HQ	Plants
3300026088_27	90.5	0.45	88.25	MQ	Plants
3300006914_48	52.93	0	52.93	MQ	Plants
3300025907_11	97.42	0.99	92.47	HQ	Plants
3300006038_21	69.31	0.99	64.36	MQ	Plants
3300025299_23	81.23	1.38	74.33	MQ	Plants
3300025914_28	76.65	3.91	57.1	MQ	Plants
3300025297_16	98.09	1.12	92.49	MQ	Plants
3300026041_35	61.02	0.86	56.72	MQ	Plants
3300026023_13	82.05	3.7	63.55	MQ	Plants
3300009697_15	83.44	0	83.44	MQ	Plants
3300009787_35	97.8	0	97.8	HQ	Plants
3300025315_12	65.03	1.24	58.83	MQ	Plants
3300025223_2	50.31	0	50.31	MQ	Plants
3300005985_21	77.45	3.18	61.55	MQ	Plants
3300006903_46	62.18	0.09	61.73	MQ	Plants
3300013307_26	92.86	0.74	89.16	MQ	Plants
3300025942_13	91.33	2.73	77.68	HQ	Plants
3300025229_2	83.19	2.34	71.49	MQ	Plants
3300006186_15	64.53	0.85	60.28	MQ	Plants
3300005288_13	58.56	0.21	57.51	MQ	Plants
3300025940_28	84.23	1.22	78.13	MQ	Plants
3300013104_57	88.83	1.67	80.48	MQ	Plants
3300025297_21	68.69	2.87	54.34	MQ	Plants
3300025292_23	68.94	0.04	68.74	MQ	Plants
3300006051_14	89.05	2.49	76.6	MQ	Plants
3300025297_20	96.97	0.43	94.82	HQ	Plants
3300025935_20	55.64	0	55.64	MQ	Plants
3300025291_7	97.31	3.54	79.61	MQ	Plants
3300025253_6	99.87	0.8	95.87	MQ	Plants
3300027860_14	90.36	3.93	70.71	MQ	Plants
3300005985_18	99.14	1.13	93.49	MQ	Plants
3300013104_26	64.29	1.72	55.69	MQ	Plants
3300025242_9	96.16	0.4	94.16	MQ	Plants
3300025299_9	99.6	1.78	90.7	MQ	Plants
3300025223_1	90.34	0.05	90.09	MQ	Plants
3300026041_10	62.97	2.3	51.47	MQ	Plants
3300025226_11	55.17	0	55.17	MQ	Plants
3300013307_31	92.92	2.14	82.22	MQ	Plants
3300028666_17	61.51	0	61.51	MQ	Plants
3300006020_6	97.96	0.63	94.81	MQ	Plants
3300025903_14	67.93	0.43	65.78	MQ	Plants
3300025925_21	98.71	1.56	90.91	MQ	Plants
3300026095_28	84.02	0.85	79.77	MQ	Plants
3300025913_122	52.67	0	52.67	MQ	Plants
3300025207_1	93.45	1.58	85.55	MQ	Plants
3300027111_7	99	0.49	96.55	MQ	Plants
3300027033_12	52.89	0	52.89	MQ	Plants
3300009709_27	82.7	1.17	76.85	MQ	Plants
3300027111_3	99.19	2.71	85.64	HQ	Plants
3300025933_50	74.14	0	74.14	MQ	Plants
3300027312_9	99.54	0	99.54	MQ	Plants
3300014969_9	87.38	0.99	82.43	MQ	Plants
3300025272_13	99.57	2.35	87.82	HQ	Plants
3300009040_3	92.08	1.56	84.28	MQ	Plants
3300009709_41	56.21	0.93	51.56	MQ	Plants
3300025920_14	61.24	1.61	53.19	MQ	Plants
3300013100_31	75.36	3.87	56.01	MQ	Plants
3300025935_13	87.77	0.21	86.72	MQ	Plants
3300009100_31	97.25	0.55	94.5	HQ	Plants
3300025256_8	96.61	1.4	89.61	MQ	Plants
3300027907_33	57.13	0.55	54.38	MQ	Plants
3300025226_7	99.87	0.8	95.87	MQ	Plants
3300010375_40	89.51	1.79	80.56	MQ	Plants
3300025226_3	99.88	0.7	96.38	MQ	Plants
3300025986_48	54.31	0	54.31	MQ	Plants
3300025294_12	84.9	1.4	77.9	MQ	Plants
3300025253_4	94.36	1.88	84.96	MQ	Plants
3300025298_10	98.84	0.62	95.74	MQ	Plants
3300025924_24	67.62	1.35	60.87	MQ	Plants
3300025900_11	65.24	0.85	60.99	MQ	Plants
3300025728_48	57.51	0.79	53.56	MQ	Plants
3300025924_11	89.9	2.31	78.35	MQ	Plants
3300025229_9	97.07	1.89	87.62	HQ	Plants
3300002075_12	62.93	0	62.93	MQ	Plants
3300025926_9	96.77	2.6	83.77	HQ	Plants
3300005937_40	67.28	0.93	62.63	MQ	Plants
3300025315_14	100	1.05	94.75	MQ	Plants
3300027766_6	63.3	0.94	58.6	MQ	Plants
3300025937_6	92.37	1.76	83.57	MQ	Plants
3300021384_13	50.86	0	50.86	MQ	Plants
3300012483_1	58.03	0	58.03	MQ	Plants
3300025903_27	67.59	0.65	64.34	MQ	Plants
3300025932_21	70.88	1.09	65.43	MQ	Plants
3300028654_9	99.51	0	99.51	HQ	Plants
3300005289_27	59.97	0.09	59.52	MQ	Plants
3300006847_27	90.61	1.87	81.26	MQ	Plants
3300025925_27	75.91	1.42	68.81	MQ	Plants
3300027807_17	97.83	0.75	94.08	MQ	Plants
3300025913_51	78.94	0.49	76.49	MQ	Plants
3300005262_7	98.21	0.3	96.71	MQ	Plants
3300026089_30	89.08	2.63	75.93	MQ	Plants
3300025230_12	96.89	0.76	93.09	MQ	Plants
3300026487_13	73.41	0.37	71.56	MQ	Plants
3300025206_1	99.86	1.36	93.06	MQ	Plants
3300005562_6	85.92	0.86	81.62	MQ	Plants
3300009100_26	88.3	2.56	75.5	MQ	Plants
3300027361_4	78.11	0.65	74.86	MQ	Plants
3300005562_10	80.29	0	80.29	MQ	Plants
3300025907_22	74.92	1.33	68.27	MQ	Plants
3300025291_13	60.87	1.2	54.87	MQ	Plants
3300013100_13	94.74	1.78	85.84	MQ	Plants
3300025909_37	68.15	1.71	59.6	MQ	Plants
3300025231_9	52.63	0	52.63	MQ	Plants
3300025242_5	97.32	1.33	90.67	MQ	Plants
3300025233_12	96.21	1.09	90.76	HQ	Plants
3300027695_6	93.04	4.85	68.79	MQ	Plants
3300025250_9	96.66	0.28	95.26	MQ	Plants
3300006847_38	54.31	0	54.31	MQ	Plants
3300026041_15	97.44	3.7	78.94	HQ	Plants
3300025924_23	72.61	3.04	57.41	MQ	Plants
3300025933_20	97.37	2.38	85.47	MQ	Plants
3300025242_3	98.52	0.16	97.72	MQ	Plants
3300010375_36	98.42	3.2	82.42	HQ	Plants
3300006847_35	72.71	2.73	59.06	MQ	Plants
3300025292_14	71.62	1.43	64.47	MQ	Plants
3300025292_22	99.68	3.53	82.03	HQ	Plants
3300025941_24	73.16	0.24	71.96	MQ	Plants
3300001989_3	81.45	3.05	66.2	MQ	Plants
3300025258_13	92.76	0.14	92.06	MQ	Plants
3300025933_18	97.42	1.94	87.72	HQ	Plants
3300025233_3	97.14	0.26	95.84	MQ	Plants
3300025937_11	61.5	2.08	51.1	MQ	Plants
3300025931_16	88.09	1.94	78.39	MQ	Plants
3300006853_26	54.99	0.85	50.74	MQ	Plants
3300026089_24	64.76	0.95	60.01	MQ	Plants
3300025272_10	98.97	2.08	88.57	MQ	Plants
3300025295_18	67.76	0.47	65.41	MQ	Plants
3300025263_5	95.17	0.93	90.52	MQ	Plants
3300026472_11	99.65	0	99.65	MQ	Plants
3300014497_12	73.03	2.75	59.28	MQ	Plants
3300025728_15	90.08	1.78	81.18	MQ	Plants
3300013307_64	62.72	0.95	57.97	MQ	Plants
3300006195_11	94.03	1.59	86.08	MQ	Plants
3300025304_17	99.4	0.95	94.65	MQ	Plants
3300025284_7	95.14	1.99	85.19	MQ	Plants
3300025931_23	81.41	1.75	72.66	MQ	Plants
3300025914_34	92.09	2.17	81.24	MQ	Plants
3300025711_7	96.38	3.53	78.73	HQ	Plants
3300013105_74	67.28	0.93	62.63	MQ	Plants
3300005289_11	68.58	0	68.58	MQ	Plants
3300026095_26	69.83	0.91	65.28	MQ	Plants
3300027614_3	82.8	1.82	73.7	MQ	Plants
3300025949_31	74.48	0	74.48	MQ	Plants
3300025297_10	97.65	0.23	96.5	MQ	Plants
3300027312_8	85.91	0.28	84.51	MQ	Plants
3300025298_7	96.62	1.35	89.87	MQ	Plants
3300015262_7	76.05	4.14	55.35	MQ	Plants
3300009701_15	68.27	1.33	61.62	MQ	Plants
3300025225_2	92.74	0.86	88.44	HQ	Plants
3300001990_7	54.13	0.28	52.73	MQ	Plants
3300000652_2	93.13	4.37	71.28	MQ	Plants
3300025927_20	93.49	2.14	82.79	MQ	Plants
3300025711_33	64.16	1.69	55.71	MQ	Plants
3300027682_5	74.27	3.17	58.42	MQ	Plants
3300006021_5	74.06	1.23	67.91	MQ	Plants
3300027873_9	84.87	0.85	80.62	MQ	Plants
3300010375_35	70.56	1.06	65.26	MQ	Plants
3300026116_48	74.76	1.94	65.06	MQ	Plants
3300025933_22	87.56	1.03	82.41	MQ	Plants
3300028666_7	79.45	4.2	58.45	MQ	Plants
3300009156_76	64.35	0	64.35	MQ	Plants
3300005983_16	74.62	0	74.62	MQ	Plants
3300000042_2	90.83	4.85	66.58	MQ	Plants
3300025231_7	99.66	2.08	89.26	MQ	Plants
3300025920_25	82.61	0.86	78.31	MQ	Plants
3300025932_42	64.08	1.09	58.63	MQ	Plants
3300027111_5	99.85	0.52	97.25	MQ	Plants
3300013102_43	60.66	0.49	58.21	MQ	Plants
3300025226_12	60.34	0	60.34	MQ	Plants
3300025961_19	59	1.49	51.55	MQ	Plants
3300010375_42	91.45	1.98	81.55	MQ	Plants
3300006846_36	65.21	0.97	60.36	MQ	Plants
3300025261_16	71.09	1.09	65.64	MQ	Plants
3300025981_16	76.84	2.2	65.84	MQ	Plants
3300027471_1	83.79	3.18	67.89	MQ	Plants
3300027718_45	85	0.62	81.9	MQ	Plants
3300014326_7	91.83	1.11	86.28	MQ	Plants
3300025230_3	98.72	0.34	97.02	MQ	Plants
3300002155_1	95.78	2.25	84.53	MQ	Plants
3300021384_9	98.61	0.95	93.86	MQ	Plants
3300013100_30	94.64	3.4	77.64	MQ	Plants
3300027357_7	56.9	0	56.9	MQ	Plants
3300025900_8	77.58	3.71	59.03	MQ	Plants
3300025242_8	99.66	0.38	97.76	MQ	Plants
3300013306_25	76.2	1.07	70.85	MQ	Plants
3300027909_76	77.53	0	77.53	MQ	Plants
3300027766_10	57.89	0	57.89	MQ	Plants
3300025250_11	99.39	1.94	89.69	HQ	Plants
3300025261_15	98.99	0	98.99	HQ	Plants
3300010375_27	92.9	1.29	86.45	HQ	Plants
3300013307_86	64.53	0	64.53	MQ	Plants
3300025931_24	63.61	0.49	61.16	MQ	Plants
3300025245_10	96.42	0.9	91.92	MQ	Plants
3300013308_50	80.16	3.07	64.81	MQ	Plants
3300026078_42	75.12	0.99	70.17	MQ	Plants
3300025299_21	74.64	4.53	51.99	MQ	Plants
3300025246_2	99.72	0.76	95.92	MQ	Plants
3300009100_58	56.29	0.6	53.29	MQ	Plants
3300006903_27	91.75	2.91	77.2	MQ	Plants
3300025302_9	95.29	1.09	89.84	MQ	Plants
3300006852_33	57.14	1.21	51.09	MQ	Plants
3300025304_24	70.69	1.72	62.09	MQ	Plants
3300025941_28	96.98	0.86	92.68	HQ	Plants
3300004625_2	98.12	2.51	85.57	MQ	Plants
3300000045_2	67.61	0.97	62.76	MQ	Plants
3300025907_15	60.63	0	60.63	MQ	Plants
3300026041_12	81.76	0.94	77.06	MQ	Plants
3300027357_5	86.56	0.16	85.76	MQ	Plants
3300027606_9	95.09	2.84	80.89	MQ	Plants
3300013297_17	88.54	3.7	70.04	MQ	Plants
3300025931_56	54.65	0.16	53.85	MQ	Plants
3300006931_31	65.52	0.87	61.17	MQ	Plants
3300025924_67	58.8	0.93	54.15	MQ	Plants
3300013296_23	99.15	2.56	86.35	HQ	Plants
3300025261_19	82.32	0.46	80.02	MQ	Plants
3300025913_56	71.33	1.91	61.78	MQ	Plants
3300025254_12	98.43	2.12	87.83	MQ	Plants
3300028017_2	81.75	0	81.75	MQ	Plants
3300025258_11	75.6	0.85	71.35	MQ	Plants
3300013296_24	93.34	2.18	82.44	MQ	Plants
3300025945_20	95.39	3.9	75.89	MQ	Plants
3300027360_2	72.05	1.88	62.65	MQ	Plants
3300006021_12	56.08	0	56.08	MQ	Plants
3300004625_8	96.71	1.85	87.46	HQ	Plants
3300025938_6	94.62	3.06	79.32	MQ	Plants
3300006237_49	64.51	0	64.51	MQ	Plants
3300025226_6	99.8	0.34	98.1	MQ	Plants
3300025913_45	96.21	3.92	76.61	MQ	Plants
3300025923_29	61.7	1.46	54.4	MQ	Plants
3300027907_25	94.34	4.48	71.94	MQ	Plants
3300025304_23	99.84	0.47	97.49	HQ	Plants
3300025254_6	100	0	100	MQ	Plants
3300010375_99	64.04	2.78	50.14	MQ	Plants
3300001990_6	67.24	0	67.24	MQ	Plants
3300025923_17	91.59	0.54	88.89	MQ	Plants
3300013102_18	91.6	1.28	85.2	MQ	Plants
3300025231_5	55.61	0	55.61	MQ	Plants
3300025941_23	74.6	4.32	53	MQ	Plants
3300027807_12	95.78	1.85	86.53	MQ	Plants
3300025904_35	62.54	0	62.54	MQ	Plants
3300027907_30	92.73	3.18	76.83	MQ	Plants
3300025225_1	96.19	0.34	94.49	MQ	Plants
3300012513_3	55.94	0.45	53.69	MQ	Plants
3300005262_8	64.14	0	64.14	MQ	Plants
3300026095_16	86.23	3.7	67.73	MQ	Plants
3300025903_5	99.01	2.71	85.46	MQ	Plants
3300013308_31	86.39	3.2	70.39	MQ	Plants
3300027665_5	61.31	1.6	53.31	MQ	Plants
3300005985_30	98.65	0.72	95.05	HQ	Plants
3300028556_15	63.48	0	63.48	MQ	Plants
3300005289_14	78.07	1.72	69.47	MQ	Plants
3300025919_30	74.43	4.31	52.88	MQ	Plants
3300026067_19	73.48	4.49	51.03	MQ	Plants
3300027395_1	92.05	3.69	73.6	MQ	Plants
3300013308_22	93.07	4.9	68.57	MQ	Plants
3300026078_21	86.59	4.79	62.64	MQ	Plants
3300025272_9	98.54	0.63	95.39	MQ	Plants
3300013296_43	58.99	0.26	57.69	MQ	Plants
3300025272_12	52.02	0	52.02	MQ	Plants
3300025253_7	99.94	0.52	97.34	HQ	Plants
3300006195_24	60.68	0.93	56.03	MQ	Plants
3300025904_20	70.14	2.78	56.24	MQ	Plants
3300025273_7	85.81	3.69	67.36	MQ	Plants
