Dataset	FeatureSpace	SampleID	Q	Metric	Value	SubjectID	AgeCategory	HotSpring	Temperature	DetectionBoundary
Western US hot springs	MAG catalog	AB22.2.3	2	Inverse Simpson	106.332651819918			AB22	37.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB22.2.4	2	Inverse Simpson	68.1110445512364			AB22	43	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB22.2.5	2	Inverse Simpson	78.402662493177			AB22	54.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB22.3.1	2	Inverse Simpson	55.3213665749829			AB22	86.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB22.3.2	2	Inverse Simpson	76.0370052941019			AB22	55.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB22.3.3	2	Inverse Simpson	100.783304111624			AB22	33.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB22.3.4	2	Inverse Simpson	50.509835481806			AB22	23.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB22.3.5	2	Inverse Simpson	26.6129684927123			AB22	45.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB31.0.1	2	Inverse Simpson	74.8398714320227			AB31	75.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB31.1.1	2	Inverse Simpson	106.613650009167			AB31	73	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB31.2.1	2	Inverse Simpson	82.2722868162092			AB31	74	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB31.3.1	2	Inverse Simpson	126.850279170413			AB31	66.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB32.0.1	2	Inverse Simpson	44.2134284713762			AB32	69.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB32.1.1	2	Inverse Simpson	49.7138906026216			AB32	66.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB32.2.1	2	Inverse Simpson	99.042548689018			AB32	64	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB32.3.1	2	Inverse Simpson	102.775435530107			AB32	72.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB35.1.1	2	Inverse Simpson	27.2806369290048			AB35	33.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB35.2.1	2	Inverse Simpson	35.861834567286			AB35	35.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB35.2.2	2	Inverse Simpson	43.4309685460154			AB35	35.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB35.3.1	2	Inverse Simpson	48.9392802425082			AB35	34.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AB35.3.2	2	Inverse Simpson	20.6004078812202			AB35	36.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.0.1	2	Inverse Simpson	36.9263119031088			AM01	56	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.0.2	2	Inverse Simpson	21.8442011083902			AM01	55.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.0.3	2	Inverse Simpson	84.9145383606463			AM01	55.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.0.4	2	Inverse Simpson	35.0143826600511			AM01	51	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.0.5	2	Inverse Simpson	34.9847673934272			AM01	47.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.0.6	2	Inverse Simpson	46.8670064682656			AM01	45.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.0.7	2	Inverse Simpson	60.8311157596449			AM01	51.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.1.1	2	Inverse Simpson	75.8616941211557			AM01	53.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.1.2	2	Inverse Simpson	45.8449596494793			AM01	51.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.1.3	2	Inverse Simpson	71.9696792351685			AM01	53	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.1.4	2	Inverse Simpson	35.0595677341186			AM01	31.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.1.5	2	Inverse Simpson	91.6360367995874			AM01	49.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.2.10	2	Inverse Simpson	30.6041529846924			AM01	36.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.2.11	2	Inverse Simpson	46.2934562540732			AM01	35.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.2.12	2	Inverse Simpson	32.5632578073943			AM01	35.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.2.13	2	Inverse Simpson	26.8533619732889			AM01	38.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.2.1	2	Inverse Simpson	75.0295047125446			AM01	53.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.2.2	2	Inverse Simpson	90.2714201004696			AM01	52.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.2.3	2	Inverse Simpson	78.3296783754472			AM01	48.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.2.4	2	Inverse Simpson	61.5480125704761			AM01	46	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.2.5	2	Inverse Simpson	35.4628370007872			AM01	30.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.2.6	2	Inverse Simpson	79.7053201346337			AM01	49.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.2.7	2	Inverse Simpson	33.1785209992732			AM01	47.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.2.8	2	Inverse Simpson	57.1684031109765			AM01	34.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.2.9	2	Inverse Simpson	32.1376413749286			AM01	34.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.3.1	2	Inverse Simpson	120.541193446695			AM01	52.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.3.2	2	Inverse Simpson	83.5425462184549			AM01	50.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.3.3	2	Inverse Simpson	98.6053243196372			AM01	52.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.3.4	2	Inverse Simpson	122.235539372225			AM01	52.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.3.5	2	Inverse Simpson	129.483326112908			AM01	51.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.3.6	2	Inverse Simpson	105.49832659103			AM01	47.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.3.7	2	Inverse Simpson	102.310801887219			AM01	50	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM01.3.8	2	Inverse Simpson	107.597661683657			AM01	48.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.0.1	2	Inverse Simpson	88.8059144530155			AM02	58.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.0.2	2	Inverse Simpson	71.9812220064295			AM02	58	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.0.3	2	Inverse Simpson	81.7291395617472			AM02	55.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.0.4	2	Inverse Simpson	58.4052482058135			AM02	57.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.0.5	2	Inverse Simpson	75.7835973083371			AM02	57	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.0.6	2	Inverse Simpson	70.5164348199317			AM02	57	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.0.7	2	Inverse Simpson	93.5239078242289			AM02	55.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.0.8	2	Inverse Simpson	136.163370709985			AM02	55.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.1.1	2	Inverse Simpson	107.602300731805			AM02	56.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.1.2	2	Inverse Simpson	61.2380492041839			AM02	56.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.1.3	2	Inverse Simpson	45.442430604649			AM02	52	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.1.4	2	Inverse Simpson	87.9167410709229			AM02	55.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.1.5	2	Inverse Simpson	85.8753290112604			AM02	55.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.2.1	2	Inverse Simpson	62.3834903364939			AM02	55.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.2.2	2	Inverse Simpson	91.8210245750017			AM02	56.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.2.3	2	Inverse Simpson	111.044376946997			AM02	50	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.2.4	2	Inverse Simpson	106.21277811514			AM02	55.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.2.5	2	Inverse Simpson	52.8073216140852			AM02	54.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.2.6	2	Inverse Simpson	128.419921615171			AM02	48.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.2.7	2	Inverse Simpson	87.3009512019325			AM02	51.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.2.8	2	Inverse Simpson	97.3198483577694			AM02	51.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.3.1	2	Inverse Simpson	92.2791631100687			AM02	56.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.3.2	2	Inverse Simpson	18.920758287371			AM02	56.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.3.3	2	Inverse Simpson	83.6832747463085			AM02	56.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.3.4	2	Inverse Simpson	94.1575493890867			AM02	55.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.3.5	2	Inverse Simpson	134.733696473351			AM02	52.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.3.6	2	Inverse Simpson	91.7058383996986			AM02	55.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.3.7	2	Inverse Simpson	66.6426748840178			AM02	44.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AM02.3.8	2	Inverse Simpson	80.7840879535426			AM02	52.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR01A.0.1	2	Inverse Simpson	45.3545885552327			AR01	76.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR01A.3.1	2	Inverse Simpson	61.8973722434754			AR01	74.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR01B.0.1	2	Inverse Simpson	110.859672321954			AR01	57.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR01B.1.1	2	Inverse Simpson	81.4771111902603			AR01	55.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR01B.2.1	2	Inverse Simpson	108.637235922662			AR01	55.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR01B.3.1	2	Inverse Simpson	105.110062199704			AR01	86.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR01C.0.2	2	Inverse Simpson	48.3112072311964			AR01	83.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR01C.3.1	2	Inverse Simpson	47.2410096188983			AR01	81.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR01D.1.1	2	Inverse Simpson	64.6279928302359			AR01	37.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR01D.1.2	2	Inverse Simpson	71.7985426600445			AR01	62.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR01D.3.1	2	Inverse Simpson	48.3834364749059			AR01	80.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR08.1.1	2	Inverse Simpson	54.8398412104025			AR08	28.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR08.1.2	2	Inverse Simpson	81.8249130010933			AR08	65.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR08.1.3	2	Inverse Simpson	100.434656009777			AR08	28.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR08.1.4	2	Inverse Simpson	7.76610001475095			AR08	29	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.2.1	2	Inverse Simpson	68.5259936917684			AR10	49.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.2.2	2	Inverse Simpson	64.399171467702			AR10	49.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.2.3	2	Inverse Simpson	55.0764295701597			AR10	47.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.2.4	2	Inverse Simpson	62.5709836972682			AR10	46.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.2.5	2	Inverse Simpson	69.5309596767617			AR10	46.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.3.1	2	Inverse Simpson	54.252876405876			AR10	45.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.3.2	2	Inverse Simpson	88.968384480543			AR10	45.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.3.3	2	Inverse Simpson	102.762505723203			AR10	44.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.3.4	2	Inverse Simpson	59.259823203745			AR10	42.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.3.5	2	Inverse Simpson	54.8104203636931			AR10	42.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR11.2.1	2	Inverse Simpson	45.9886086798882			AR11	40.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR11.2.2	2	Inverse Simpson	58.0882761829015			AR11	68.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR11.2.3	2	Inverse Simpson	50.8971749019877			AR11	58	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR11.2.4	2	Inverse Simpson	36.7500862899927			AR11	40	Abundance-weighted effective number
Western US hot springs	MAG catalog	AW01.3.1	2	Inverse Simpson	105.541117502265			AW01	55.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AW01.3.2	2	Inverse Simpson	85.1070467557429			AW01	50.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AW03.3.1	2	Inverse Simpson	9.27821056360922			AW03	28.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.0.3	2	Inverse Simpson	81.3972042174417			AY01	68.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.0.4	2	Inverse Simpson	68.8478057229476			AY01	53	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.0.5	2	Inverse Simpson	75.6045690029651			AY01	70.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.0.6	2	Inverse Simpson	51.2073659058366			AY01	27.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.0.7	2	Inverse Simpson	98.6042978129028			AY01	30.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.0.8	2	Inverse Simpson	49.5011587486714			AY01	64.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.1.1	2	Inverse Simpson	28.9104126497905			AY01	28.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.1.3	2	Inverse Simpson	79.7164082658496			AY01	69	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.1.4	2	Inverse Simpson	41.1651497494418			AY01	62.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.1.5	2	Inverse Simpson	43.0402886875606			AY01	26.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.1.6	2	Inverse Simpson	47.3258885715856			AY01	27.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.1.7	2	Inverse Simpson	52.2056694836044			AY01	64	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.2.2	2	Inverse Simpson	66.885994773895			AY01	57.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.2.3	2	Inverse Simpson	89.9672371585112			AY01	50.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.2.4	2	Inverse Simpson	98.1720338324136			AY01	33.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.2.5	2	Inverse Simpson	81.2694198173236			AY01	58.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.2.6	2	Inverse Simpson	70.9302138197226			AY01	66.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.2.7	2	Inverse Simpson	65.6767523565693			AY01	33.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.2.8	2	Inverse Simpson	107.392452816823			AY01	26.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.3.1	2	Inverse Simpson	75.6705651823305			AY01	19.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.3.2	2	Inverse Simpson	78.8827132737149			AY01	66.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.3.3	2	Inverse Simpson	78.1737210698928			AY01	67.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.3.4	2	Inverse Simpson	87.3630496628979			AY01	47.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.3.5	2	Inverse Simpson	121.378686202706			AY01	56.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.3.6	2	Inverse Simpson	92.8190115134593			AY01	64.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.3.8	2	Inverse Simpson	57.3680121477852			AY01	26.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.0.1	2	Inverse Simpson	32.4584756337106			AY02	59.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.0.2	2	Inverse Simpson	69.3752541180555			AY02	30.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.0.3	2	Inverse Simpson	65.5323702969671			AY02	59.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.0.4	2	Inverse Simpson	139.50604588175			AY02	53	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.0.5	2	Inverse Simpson	100.704419136403			AY02	60.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.0.6	2	Inverse Simpson	37.3574070209554			AY02	60.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.1.1	2	Inverse Simpson	82.2638475065546			AY02	60.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.1.2	2	Inverse Simpson	41.0607571634096			AY02	58.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.1.3	2	Inverse Simpson	48.4847965131456			AY02	34.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.1.4	2	Inverse Simpson	40.4998518413839			AY02	58.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.2.1	2	Inverse Simpson	78.6970511143926			AY02	58.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.2.2	2	Inverse Simpson	81.7400088006917			AY02	58.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.2.3	2	Inverse Simpson	40.4401512957641			AY02	58.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.2.4	2	Inverse Simpson	108.487062099528			AY02	39.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.2.5	2	Inverse Simpson	75.4787018387579			AY02	57.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.2.6	2	Inverse Simpson	34.8817612869777			AY02	30.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.3.1	2	Inverse Simpson	76.1916806025586			AY02	57.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.3.2	2	Inverse Simpson	73.9301354714229			AY02	58	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.3.3	2	Inverse Simpson	86.4327434027543			AY02	57.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.3.4	2	Inverse Simpson	106.802957460234			AY02	57.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.3.5	2	Inverse Simpson	91.8579585114766			AY02	31.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.3.6	2	Inverse Simpson	60.9290700221377			AY02	55.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.0.5	2	Inverse Simpson	48.1055708298333			AY03	62.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.0.6	2	Inverse Simpson	19.8298063718477			AY03	74.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.0.7	2	Inverse Simpson	37.1817172612938			AY03	74.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.0.8	2	Inverse Simpson	60.5098090838398			AY03	74.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.1.3	2	Inverse Simpson	79.3549683053679			AY03	65.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.1.4	2	Inverse Simpson	27.0575837047051			AY03	67.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.1.5	2	Inverse Simpson	33.766859136117			AY03	60.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.1.6	2	Inverse Simpson	64.6781000892937			AY03	73.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.1.7	2	Inverse Simpson	56.9697930428708			AY03	61.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.1.8	2	Inverse Simpson	27.0848389547508			AY03	69.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.1.9	2	Inverse Simpson	17.4529600568855			AY03	69.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.2.10	2	Inverse Simpson	97.8798767978265			AY03	51.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.2.1	2	Inverse Simpson	5.33818980073966			AY03	85	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.2.2	2	Inverse Simpson	6.66948121697021			AY03	83.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.2.4	2	Inverse Simpson	67.2278950148259			AY03	90	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.2.5	2	Inverse Simpson	23.9807773268446			AY03	73.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.2.6	2	Inverse Simpson	21.4659635505946			AY03	73.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.2.7	2	Inverse Simpson	50.1288739463859			AY03	67.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.2.8	2	Inverse Simpson	54.7881008535093			AY03	42.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.2.9	2	Inverse Simpson	43.9942764221028			AY03	73.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.3.10	2	Inverse Simpson	49.649227039246			AY03	66.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.3.2	2	Inverse Simpson	54.0980773250679			AY03	75.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.3.3	2	Inverse Simpson	63.5810913712282			AY03	63.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.3.4	2	Inverse Simpson	30.6327910090254			AY03	68.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.3.5	2	Inverse Simpson	45.7225605570645			AY03	68	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.3.6	2	Inverse Simpson	8.70750319812803			AY03	83.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.3.7	2	Inverse Simpson	53.6680843694564			AY03	69.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.3.8	2	Inverse Simpson	33.2057395717428			AY03	69.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.3.9	2	Inverse Simpson	48.1305446395619			AY03	45.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.0.2	2	Inverse Simpson	43.1253647238599			AY04	64.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.0.3	2	Inverse Simpson	53.155035427612			AY04	31.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.0.4	2	Inverse Simpson	52.5275843058508			AY04	52.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.0.5	2	Inverse Simpson	40.6013805226521			AY04	34.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.0.6	2	Inverse Simpson	57.9501685772319			AY04	35.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.0.8	2	Inverse Simpson	46.6471020743835			AY04	27	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.0.9	2	Inverse Simpson	47.0530590226156			AY04	74.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.1.1	2	Inverse Simpson	45.5457529547213			AY04	56.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.1.2	2	Inverse Simpson	49.9897497909574			AY04	64.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.1.3	2	Inverse Simpson	98.0849101139573			AY04	52.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.1.4	2	Inverse Simpson	66.2326097293653			AY04	44.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.1.5	2	Inverse Simpson	56.074739287289			AY04	42.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.1.6	2	Inverse Simpson	54.6600264841897			AY04	29	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.1.7	2	Inverse Simpson	97.0269724520069			AY04	42.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.2.1	2	Inverse Simpson	45.0664264433957			AY04	62.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.2.2	2	Inverse Simpson	85.0111451013912			AY04	60.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.2.3	2	Inverse Simpson	10.7568971038529			AY04	56.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.2.4	2	Inverse Simpson	58.6995176567931			AY04	35.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.2.5	2	Inverse Simpson	66.5389770478043			AY04	53.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.2.6	2	Inverse Simpson	65.5201957319297			AY04	42.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.2.7	2	Inverse Simpson	54.1416211623259			AY04	56.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.2.8	2	Inverse Simpson	33.8086449897943			AY04	40.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.2.9	2	Inverse Simpson	56.8808638198361			AY04	43.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.3.1	2	Inverse Simpson	59.8444341555936			AY04	59.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.3.2	2	Inverse Simpson	55.2621689349915			AY04	58.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.3.3	2	Inverse Simpson	49.8120911981154			AY04	57	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.3.4	2	Inverse Simpson	58.1400256309563			AY04	51.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.3.5	2	Inverse Simpson	84.2586813866983			AY04	51.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.3.6	2	Inverse Simpson	76.498473741191			AY04	51.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.3.7	2	Inverse Simpson	23.0921988764725			AY04	56.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.3.8	2	Inverse Simpson	100.099321172582			AY04	47.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY05.0.1	2	Inverse Simpson	26.4826793157787			AY05	74.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY05.0.2	2	Inverse Simpson	18.4515620719661			AY05	74.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY05.0.3	2	Inverse Simpson	22.2865148721464			AY05	73.9	Abundance-weighted effective number
