contigName	contigLen	totalAvgDepth	MOCK1.primary.sorted	MOCK1.primary.sorted-var	MOCK2.primary.sorted	MOCK2.primary.sorted-var
k141_10441	3358	5.28221	2.46718	1.47148	2.81503	1.30514
k141_43049	1139	3.56484	1.24976	1.87795	2.31508	2.14294
k141_53511	32085	33.9096	16.736	24.7017	17.1736	21.19
k141_6428	1001	2.9557	1.68106	2.89152	1.27464	0.860189
k141_10443	1126	3.59728	1.42315	0.616291	2.17412	1.48182
k141_20525	2524	4.14551	2.78318	2.36945	1.36232	1.95241
k141_17174	6906	11.9524	6.4223	6.42228	5.53011	6.11405
k141_50479	3644	9.48957	4.9185	3.99315	4.57107	4.09148
k141_2878	6425	7.02892	3.34866	4.38651	3.68026	3.93114
k141_46502	1758	3.67651	1.57289	0.936812	2.10361	1.49378
k141_39355	1366	3.08202	1.49211	0.455343	1.58991	0.875097
k141_17175	1264	3.50257	0.768439	0.689698	2.73413	2.18853
k141_6430	2236	4.34659	1.6609	1.06558	2.68569	1.34808
k141_28378	16125	9.38055	4.43595	3.92596	4.94459	5.24023
k141_53517	1190	3.4652	1.36447	0.961438	2.10073	0.710276
k141_17176	1821	3.79512	1.21532	0.654544	2.5798	1.89418
k141_35967	5270	4.59551	2.38824	2.76106	2.20727	1.82323
k141_6433	1026	3.37823	1.62177	1.04449	1.75647	1.58464
k141_28381	1000	2.87472	1.27605	0.541912	1.59867	0.759955
k141_39358	1668	3.46242	1.87197	0.645803	1.59045	0.570845
k141_20528	2824	5.25752	2.28944	1.63471	2.96809	4.03237
k141_43050	5813	6.91601	3.39493	4.75145	3.52108	3.72737
k141_10447	4129	4.72736	2.22178	1.9761	2.50558	3.1483
k141_2880	2718	6.13282	2.90611	4.09574	3.22672	3.65154
k141_57069	5116	6.26584	3.1377	3.83081	3.12814	4.56546
k141_6434	1289	4.23678	2.13182	2.32966	2.10495	1.03351
k141_39359	1652	4.45174	2.51609	1.51068	1.93565	1.14718
k141_17180	1578	3.58378	1.27973	1.56607	2.30405	1.73167
k141_24123	3427	5.16341	2.6131	1.77274	2.55032	2.43563
k141_20530	1137	3.17324	1.89894	1.03313	1.2743	1.25127
k141_28384	1736	4.91331	3.1453	1.83715	1.76801	1.33773
k141_2882	1924	3.35378	1.82202	1.2401	1.53176	1.97621
k141_57072	1032	2.83191	1.61349	0.363848	1.21842	0.966185
k141_10450	1919	5.62438	2.39484	2.2325	3.22954	3.12529
k141_43054	1164	2.23452	1.19325	0.402058	1.04128	1.04054
k141_24126	1268	5.73162	2.47179	4.1416	3.25983	2.21474
k141_17181	3128	7.32508	4.18251	5.28824	3.14257	3.37232
k141_28388	1235	3.86368	1.58047	1.11171	2.2832	1.02888
k141_6440	2554	5.59283	2.62378	2.04664	2.96906	4.61654
k141_57076	1218	2.92232	1.91875	1.05416	1.00357	0.698822
k141_24128	1639	4.65477	2.66645	2.32505	1.98832	1.40635
k141_17182	1353	2.42231	1.62789	0.823945	0.794422	0.50475
k141_43059	1286	2.92424	1.32407	0.85276	1.60017	1.21237
k141_53528	2346	4.6806	2.50845	1.26206	2.17215	1.02997
k141_50485	7504	3.63611	1.76722	1.43284	1.86889	1.86222
k141_2892	1073	2.49744	1.02256	0.740767	1.47487	1.28863
k141_43061	1028	2.52043	0.967742	0.972045	1.55269	1.14738
k141_24130	1078	3.34286	1.78265	0.952714	1.5602	1.59903
k141_6443	1093	2.58693	1.00603	0.58749	1.5809	0.581734
k141_46508	7970	8.58676	3.94868	5.50283	4.63808	4.3478
k141_2894	1344	3.40851	1.68138	1.00764	1.72713	2.59697
k141_43062	1574	2.46816	1.15312	0.495857	1.31504	1.07153
k141_6446	1010	2.82346	1.28618	0.564547	1.53728	1.10728
k141_17186	2279	3.70243	2.4232	3.09192	1.27923	1.25183
k141_50488	2423	7.36473	3.2	3.463	4.16473	5.53868
k141_28395	1787	3.4778	1.83896	1.44679	1.63884	1.81856
k141_24136	1267	2.33618	1.11206	1.10473	1.22412	0.882946
k141_53536	1963	3.25952	1.25737	0.907982	2.00214	1.02575
k141_2895	3062	5.77328	1.96457	1.77971	3.8087	2.94583
k141_13467	64340	30.2789	15.2936	14.1606	14.9853	16.4567
k141_24137	1293	2.58577	1.13808	0.899675	1.4477	0.766741
k141_17190	1346	3.27804	1.59856	1.70479	1.67949	1.69831
k141_46512	1949	2.76715	1.68558	0.57028	1.08158	0.735511
k141_28400	1724	3.13284	1.77306	0.765092	1.35978	0.685878
k141_20531	10665	6.47554	3.20564	3.24941	3.2699	4.31482
k141_50490	2377	3.18912	1.79289	0.769191	1.39623	0.556282
k141_6452	1459	2.76341	1.63777	0.491485	1.12564	0.612884
k141_53537	2171	3.26049	1.2711	0.870481	1.98939	1.74509
k141_2898	1019	2.70684	1.72421	0.706463	0.982628	1.11057
k141_13469	1858	6.49489	3.38011	2.93391	3.11477	4.41092
k141_28402	1068	2.89381	1.18763	0.608725	1.70619	0.511109
k141_20532	2218	4.23302	2.76887	1.64923	1.46415	1.00391
k141_24141	1338	2.50323	1.13387	0.427583	1.36935	0.702847
k141_53539	1460	27.6806	14.931	28.2055	12.7496	12.1187
k141_6454	1740	3.05055	1.43849	1.14338	1.61206	0.967643
k141_13470	1468	5.27664	2.12263	2.79868	3.15401	1.94631
k141_50492	2444	8.32651	3.32481	33.7059	5.00171	34.1211
k141_10453	13329	6.13733	2.8759	2.59358	3.26143	4.00005
k141_28406	1070	2.64609	1.69239	0.804346	0.953704	1.42216
k141_39360	16606	6.63569	3.26115	4.26101	3.37455	4.04019
k141_17200	1113	4.27389	3.48276	1.98762	0.791133	0.482962
k141_57077	11534	8.23242	3.95182	4.25855	4.28061	5.30595
k141_28408	1061	3.11942	1.66251	1.88286	1.45691	0.603904
k141_20537	1984	4.34995	2.07529	3.42984	2.27466	2.48469
k141_57078	1129	2.63725	1.19496	0.980406	1.44229	2.07993
k141_17203	1048	3.99263	2.57158	2.13976	1.42105	2.09861
k141_10455	2766	4.21064	1.73238	1.33891	2.47826	1.14052
k141_39361	2011	34	17.149	20.0254	16.851	25.3915
k141_50500	1342	6.00482	2.8336	3.48073	3.17122	1.90549
k141_24149	1259	3.71748	1.26615	0.917889	2.45133	1.2737
k141_53540	4482	5.44001	2.92632	3.24789	2.51369	2.04766
k141_57079	1548	3.83448	1.94621	2.30217	1.88828	0.679026
k141_6459	2500	3.71982	1.903	1.642	1.81682	2.10053
k141_13472	4385	4.30651	2.53534	2.67108	1.77117	1.15364
k141_2899	7261	5.73642	2.85118	3.1463	2.88524	2.63972
k141_39362	1822	2.83643	1.85267	1.18433	0.983759	1.03281
k141_24151	1177	3.8823	1.44393	2.73503	2.43837	2.35959
k141_10458	2042	3.57305	1.31944	0.881439	2.2536	2.43335
k141_57081	1243	4.32052	2.47249	1.63757	1.84803	1.80555
k141_13475	1310	3.02063	1.85396	2.18757	1.16667	0.568397
k141_53542	1952	3.31769	1.20604	1.15451	2.11165	1.51099
k141_24152	1322	6.87091	4.05719	1.84139	2.81373	4.1762
k141_10460	1020	3.2256	2.08677	0.956628	1.13883	0.899277
k141_13476	1011	2.62979	0.274918	0.199556	2.35487	1.86516
k141_53543	1046	2.93354	1.74051	1.07092	1.19304	0.909904
k141_39367	1034	2.8953	1.01709	0.425384	1.87821	1.15307
k141_50507	1052	3.62579	1.65618	0.882722	1.9696	1.70634
k141_2903	2003	3.85722	1.89501	1.24947	1.9622	1.84729
k141_24154	1488	4.17338	2.30288	2.96147	1.8705	0.662844
k141_13479	1341	3.22767	2.16734	0.843152	1.06034	0.687989
k141_6461	4231	8.16646	4.32083	4.39167	3.84563	3.452
k141_50509	1477	3.94344	3.00798	1.95858	0.935461	0.774491
k141_53547	1400	2.06989	0.808756	0.440716	1.26114	0.772638
k141_2908	1004	3.15232	1.87417	0.980832	1.27815	0.658467
k141_24157	1241	2.55118	0.977253	0.764802	1.57393	0.733371
k141_53548	1146	3.25477	1.87977	1.4946	1.375	0.303367
k141_24158	1000	3.09534	2.76275	3.25996	0.332594	0.222226
k141_28413	8095	8.12367	4.20045	3.92802	3.92322	3.43434
k141_10470	1008	2.93626	1.08022	0.700931	1.85604	0.697624
k141_50515	1360	3.69889	2.45008	1.6117	1.24881	1.05145
k141_24160	1048	4	2.14316	0.653888	1.85684	1.62753
k141_46517	13622	6.15476	3.27411	2.63168	2.88066	2.53394
k141_39377	1227	3.3543	1.14792	1.29104	2.20638	1.70826
k141_13486	1176	3.37013	1.06772	0.408594	2.30241	1.31977
k141_53551	1568	3.3034	1.9898	0.907319	1.31361	0.671495
k141_39378	1266	3.42123	2.01284	0.825036	1.40839	0.84336
k141_2912	3741	4.3832	2.62147	1.47695	1.76173	1.54782
k141_28416	2308	3.79819	1.47104	0.644023	2.32715	2.22562
k141_6467	3788	5.93523	3.59404	2.67716	2.34119	4.10444
k141_53552	1681	3.75426	1.73279	0.778747	2.02148	2.75935
k141_39379	1627	3.24264	1.65337	1.96618	1.58927	0.700302
k141_20538	12976	6.60669	3.15507	3.20675	3.45162	3.11412
k141_2913	1299	3.03247	1.86511	1.15512	1.16736	0.606139
k141_28417	1263	3.40687	1.06867	0.667095	2.3382	1.80476
k141_17212	10687	6.46954	3.28841	3.88577	3.18113	2.59173
k141_28418	1017	3.69097	1.74429	1.06635	1.94668	1.94378
k141_53555	1835	3.96661	2.24583	1.689	1.72078	2.09193
k141_57083	11483	6.67914	3.96135	5.02408	2.71779	4.65838
k141_46525	1123	5.18829	1.97854	1.57375	3.20976	4.621
k141_2916	1771	2.69097	0.942618	1.01943	1.74836	1.30925
k141_24170	1172	5.92458	3.42924	2.38687	2.49534	1.53819
k141_53557	1116	3.36935	1.23969	0.455765	2.12967	2.02447
k141_46526	1906	3.15431	0.999447	0.463199	2.15487	1.73251
k141_57086	1222	3.47064	0.52758	0.299325	2.94306	1.09204
k141_2919	1074	2.65574	1.78791	1.05138	0.867828	0.539429
k141_13490	4409	12.9221	6.39736	5.46731	6.5247	7.46614
k141_24171	1150	4.71958	3.01806	1.12717	1.70152	1.40083
k141_20545	1317	3.52584	1.18376	0.793792	2.34208	1.00192
k141_39388	1955	3.61228	1.98331	1.14789	1.62897	2.17743
k141_6479	1302	3.52409	1.12126	0.492348	2.40282	1.49428
k141_46529	1078	5.51735	4.07449	5.3683	1.44286	0.743411
k141_17227	1148	3.53048	2.04952	0.481816	1.48095	1.3576
k141_2922	2229	3.93524	1.60863	1.04676	2.32661	2.62281
k141_13491	2624	4.13341	1.37807	1.21423	2.75534	1.84268
k141_39389	2855	4.90424	2.59848	2.27813	2.30577	1.84223
k141_17228	1014	2.63319	1.22817	1.07246	1.40502	0.606269
k141_6480	1951	2.42148	1.59255	0.899232	0.828926	0.394578
k141_28421	6134	6.83714	3.20113	3.04588	3.63602	2.72603
k141_39390	1035	2.12914	1.20491	1.0178	0.924226	0.279507
k141_6481	1013	3.09508	0.819672	1.13266	2.27541	0.72056
k141_20547	3414	4.84409	2.25844	2.18568	2.58565	2.63911
k141_53564	1497	3.76841	1.23374	0.900263	2.53467	1.54656
k141_28422	1114	3.85433	1.85531	0.94752	1.99902	1.70542
k141_46533	1628	3.15425	1.63007	1.84344	1.52418	2.75448
k141_17231	1873	4.51493	2.55324	1.68025	1.96169	2.08307
k141_46535	1025	4.58037	2.01187	2.20613	2.5685	1.43132
k141_2929	1264	3.494	1.12693	0.727222	2.36707	0.963862
k141_28427	1153	2.88246	1.8019	0.813666	1.08057	0.480224
k141_53569	1154	2.77178	1.08333	0.220535	1.68845	1.62512
k141_2930	1099	3.79321	1.59441	1.10333	2.1988	0.571436
k141_46536	1321	3.33197	1.50531	1.19945	1.82666	1.65895
k141_6484	3117	15.7069	8.5154	14.1267	7.19145	7.62945
k141_28428	1349	2.07114	1.51559	0.982757	0.555556	0.346311
k141_17236	2688	3.63629	1.94286	1.23812	1.69344	1.72058
k141_13499	1692	3.6744	2.01694	1.52954	1.65747	1.37035
k141_53571	1963	4.4874	2.26649	2.05825	2.22091	2.54988
k141_6487	1565	3.10498	1.57123	0.722576	1.53374	0.678767
k141_43066	38909	17.1327	8.39288	9.43445	8.73982	7.92483
k141_46537	3194	4.8624	2.17506	1.38454	2.68734	2.90192
k141_28432	1427	3.30474	1.42287	0.530381	1.88187	1.79251
k141_17239	1629	6.20509	2.76159	2.02354	3.4435	2.53063
k141_13501	1480	4.4602	1.25398	1.30184	3.20622	3.91903
k141_6488	1911	7.33315	3.68229	2.9288	3.65085	6.04088
k141_2935	2880	3.78648	1.70345	1.00984	2.08303	1.31527
k141_53572	3791	6.1576	2.37151	3.11976	3.78608	2.52739
k141_28436	1055	3.28213	2.2675	1.39908	1.01463	0.63159
k141_53573	1289	3.38539	1.70949	0.994529	1.6759	0.693194
k141_6492	1747	2.88114	1.18253	1.09469	1.69861	1.53592
k141_17244	1792	4.88548	2.7928	3.25357	2.09268	2.58621
k141_28438	1492	5.03874	1.97848	1.72674	3.06026	1.94325
k141_13502	4070	4.60322	2.30186	1.46139	2.30136	2.15318
k141_46545	1088	3.45152	1.06061	1.22988	2.39091	0.509321
k141_6496	1099	3.00599	1.40659	0.54752	1.5994	0.794346
k141_57097	11928	6.99315	4.07642	3.21694	2.91674	1.96551
k141_28441	1110	3.68577	1.82115	0.578265	1.86462	1.60479
k141_53578	1055	6.38036	3.18913	1.02381	3.19122	1.7678
k141_43080	1416	6.48103	3.80728	5.52243	2.67375	0.973217
k141_57099	1257	2.32528	1.59707	1.21661	0.728214	0.562503
k141_13506	1302	4.57226	2.53322	2.57661	2.03904	1.51385
k141_28443	1019	3.64604	1.45711	1.17017	2.18893	1.50774
k141_39392	16845	6.61271	3.10103	3.15097	3.51167	3.94897
k141_24173	19544	30.1277	14.613	13.4075	15.5147	18.1307
k141_6500	1899	3.18545	2.62965	1.23888	0.555802	0.50147
k141_46549	2332	5.11504	2.45882	2.68369	2.65622	2.90372
k141_28445	1209	3.38974	1.34203	1.5982	2.0477	1.24366
k141_57101	1697	5.06817	3.0419	1.49074	2.02627	1.55
k141_43086	1164	33.6041	18.7373	57.5556	14.8668	11.5466
k141_24174	1303	5.58174	3.1195	2.93916	2.46224	2.70061
k141_6502	1126	4.05156	1.61868	0.832055	2.43288	1.23308
k141_39393	2335	5.08762	1.80286	1.32916	3.28476	3.04097
k141_43087	1897	4.48805	2.52807	1.71317	1.95998	0.842655
k141_6503	1501	4.30649	1.78261	1.71236	2.52388	3.02849
k141_28446	2265	4.83664	2.87263	2.7169	1.96401	1.03563
k141_10473	32430	8.6252	4.27997	4.65066	4.34523	4.3294
k141_46552	2312	3.35276	2.06956	0.994714	1.2832	0.966765
k141_24177	1219	3.64139	2.32114	1.42713	1.32025	0.335745
k141_46554	1004	2.18543	0.662252	0.425024	1.52318	1.1293
k141_53580	7845	5.89402	3.62256	3.17448	2.27146	2.14797
k141_24180	1037	3.96592	2.11182	1.18471	1.8541	1.50641
k141_43093	1287	2.62574	1.37847	0.843172	1.24727	0.528034
k141_28453	1114	3.44685	2.0187	1.21048	1.42815	0.570201
k141_46556	1689	6.66059	3.26964	3.79961	3.39095	2.2131
k141_10476	3521	4.30061	1.57523	1.58809	2.72539	4.31147
k141_17250	11372	6.76291	3.23842	4.6551	3.52448	3.5529
k141_10477	1438	3.82985	0.992537	0.788586	2.83731	1.62399
k141_17251	1232	3.19312	1.40212	0.948484	1.79101	0.945695
k141_50516	37716	9.38367	4.63095	4.18366	4.75272	5.54878
k141_46558	1492	4.34792	1.05093	0.527925	3.29699	2.98283
k141_24184	2606	2.89833	1.79944	1.71288	1.09888	1.2451
k141_50517	1356	3.47774	1.93084	1.27205	1.5469	1.09128
k141_10479	1323	3.50612	1.88163	1.21065	1.62449	1.07293
k141_46560	1209	2.10711	1.21242	0.94043	0.894689	0.530345
k141_39394	9880	5.43263	2.85167	1.94928	2.58097	2.58817
k141_10480	2289	4.96349	2.46737	1.96685	2.49612	3.91584
k141_57102	12476	6.11117	3.045	3.31268	3.06617	2.39166
k141_24190	1207	2.11632	1.98467	1.34003	0.13165	0.114421
k141_39398	1186	4.41085	3.05974	1.57599	1.3511	1.49205
k141_28465	1785	4.46236	2.04861	2.59314	2.41375	0.867849
k141_46564	1758	2.67892	1.14518	0.688373	1.53373	1.01574
k141_6505	10399	6.63363	3.0896	4.75575	3.54402	3.07681
k141_50519	3404	5.49153	2.43981	1.40285	3.05172	2.98707
k141_53581	8992	5.96526	2.66371	2.58521	3.30155	3.11749
k141_28466	1107	3.65015	1.1001	0.346118	2.55005	0.948136
k141_10483	1744	3.53402	2.45079	2.64651	1.08323	1.04534
k141_6508	1201	2.88033	1.30916	0.498711	1.57117	0.437535
k141_57106	1584	35.0781	17.6198	24.9644	17.4583	28.4869
k141_13519	10979	7.05165	3.40833	2.61218	3.64332	4.20522
k141_28469	2086	3.90292	1.18511	0.647151	2.71781	1.74368
k141_24195	1986	3.46239	1.23835	0.707321	2.22405	1.70548
k141_17260	4465	6.25601	3.09045	2.57246	3.16556	2.70941
k141_43104	8922	6.54386	2.94322	3.21832	3.60063	3.53941
k141_28470	1010	3.77083	2.1261	1.06312	1.64474	1.16674
k141_6511	1404	3.79173	1.76493	1.31252	2.0268	1.22304
k141_17262	1129	2.65761	1.69447	0.996856	0.963143	0.367577
k141_53582	4832	4.70025	2.11301	2.85244	2.58724	6.9959
k141_13522	1295	3.68421	2.0117	1.63196	1.67251	0.931124
k141_28472	1681	3.68478	1.85218	1.19558	1.8326	1.44415
k141_46572	1977	4.76796	2.2331	1.97332	2.53486	2.19355
k141_39399	7177	5.94123	3.04563	3.66945	2.89561	2.60304
k141_6516	1496	3.68312	1.90057	1.16763	1.78255	0.95053
k141_53584	1888	14.7536	7.22961	7.79237	7.52402	17.0053
k141_28474	1387	3.91699	1.60512	1.23449	2.31187	1.48962
k141_46573	2016	3.20803	1.36705	0.711323	1.84098	1.2011
k141_24196	4912	5.20544	2.85459	2.79622	2.35085	7.97271
k141_13523	2749	8.20294	3.64806	4.59187	4.55488	4.8939
k141_17268	1155	4.58184	1.55724	1.45908	3.0246	3.66225
k141_53586	1306	4.17301	2.04967	2.67026	2.12334	1.5432
k141_53587	1308	4.80826	2.77025	2.49306	2.03802	1.21609
k141_43111	3116	31.1677	14.7475	17.809	16.4201	18.9059
k141_17270	1090	2.73992	2.04234	1.74392	0.697581	1.63799
k141_46574	2524	3.47815	1.82935	1.32179	1.6488	0.646086
k141_53588	1180	3.1414	0.404806	0.252263	2.7366	1.15443
k141_6518	4017	16.5425	8.32483	10.4119	8.21766	7.37041
k141_24199	1844	8.13345	4.00172	9.53071	4.13173	7.92189
k141_43112	1411	4.28561	2.20792	1.69683	2.07768	1.25767
k141_53590	1030	3.81438	1.64163	1.01214	2.17275	1.50503
k141_2938	34240	35.2775	17.9352	23.3703	17.3424	25.0934
k141_13530	1181	3.31764	1.20129	0.700669	2.11634	1.02157
k141_28481	1960	5.87218	3.97207	4.94174	1.90011	1.65041
k141_43116	1117	2.71933	0.812561	0.513946	1.90677	1.51683
k141_6521	2187	3.38104	1.43609	1.05159	1.94495	1.38057
k141_53591	2088	8.13015	3.96231	4.16705	4.16784	3.89339
k141_24204	1223	3.45067	1.42311	1.19628	2.02756	1.06775
k141_28484	1069	2.65294	1.32338	0.431405	1.32956	1.16964
k141_57119	7070	6.82674	3.4422	4.94258	3.38454	2.88275
k141_39402	9510	6.60444	3.70091	4.22136	2.90353	2.70352
k141_53593	1415	2.13743	1.05163	0.702504	1.0858	0.766951
k141_43117	2257	3.81936	1.75776	1.43572	2.0616	1.28676
k141_28487	1047	2.99578	1.25079	0.531974	1.74499	0.907474
k141_2942	2708	3.85402	2.4433	2.08205	1.41073	1.0662
k141_24208	1297	3.74562	1.402	0.449275	2.34362	2.09219
k141_6526	1081	5.15259	2.76501	0.55674	2.38759	2.73046
k141_2943	1329	4.73111	1.90739	1.69712	2.82372	3.12253
k141_13542	1045	3.67687	2.46779	1.50082	1.20908	0.527059
k141_43119	2196	5.67397	2.46139	2.25437	3.21258	4.70827
k141_28489	2032	4.42968	2.99948	2.11537	1.4302	1.55823
k141_6528	2286	4.09963	2.74589	2.00852	1.35375	1.12402
k141_53599	1268	3.09316	1.48974	0.712053	1.60342	0.639858
k141_2945	1798	3.01941	2.05647	0.816112	0.962941	0.959773
k141_24214	1521	4.79339	3.04287	1.07903	1.75053	0.969362
k141_46577	8735	7.21315	3.69029	3.43038	3.52287	4.34644
k141_57123	2662	3.45125	2.06006	1.46345	1.39119	0.887489
k141_43121	1157	2.43626	0.416431	0.243244	2.01983	1.07427
k141_39409	2689	14.7692	7.86646	4.73355	6.90274	3.95187
k141_6530	1310	2.39439	1.69224	0.427916	0.702145	0.894705
k141_13546	1389	2.67002	1.74051	0.979904	0.929512	0.701221
k141_28493	1346	7.36538	3.70272	3.4713	3.66266	4.66481
k141_57125	1253	6.95758	2.03723	1.16759	4.92035	4.77355
k141_53600	2670	8.37442	4.45023	2.57432	3.92418	5.47261
k141_46580	1004	2.73068	1.45254	0.621508	1.27815	0.439677
k141_6531	1922	4.93969	2.36129	1.69112	2.5784	3.22699
k141_20550	51159	11.2864	5.50246	6.45657	5.78396	5.79537
k141_28494	1918	4.45385	2.36209	1.67697	2.09176	1.62269
k141_2947	3917	34.7481	16.7869	21.3428	17.9612	13.7381
k141_39412	3093	4.54791	2.36661	2.86826	2.1813	2.05563
k141_13547	2832	4.50622	2.3387	1.57496	2.16752	1.59723
k141_43124	3265	4.96937	2.39154	2.68112	2.57783	2.42405
k141_28495	1397	4.6759	1.96151	0.807454	2.7144	1.79278
k141_6533	1223	2.84	1.24622	0.376158	1.59378	1.20406
k141_46583	1826	5.41319	2.78588	2.08501	2.62731	1.59815
k141_57129	1557	2.9109	1.8828	1.01986	1.0281	0.993032
k141_53603	1571	4.84589	2.70808	2.71092	2.13781	2.03334
k141_24221	1879	3.27232	1.58787	1.27836	1.68445	1.61725
k141_46584	1041	2.58643	0.636267	0.371807	1.95016	0.58244
k141_57130	1117	3.35427	0.638862	0.42937	2.71541	2.7814
k141_39414	2200	2.43387	1.10799	0.412413	1.32588	0.745257
k141_43127	1281	3.30938	1.77177	1.11199	1.53762	0.605816
k141_13550	2000	2.51788	0.801262	0.528602	1.71661	1.53512
k141_24223	1303	5.97261	3.08631	4.92776	2.88631	2.06429
k141_2948	3494	7.41843	3.6864	4.02501	3.73204	3.71612
k141_46585	2080	3.667	1.4334	1.52082	2.2336	3.1221
k141_13551	1242	3.44318	1.45717	1.258	1.98601	2.41801
k141_39417	1312	5.44893	2.22241	2.34623	3.22652	2.3831
k141_43130	1118	3.88235	2.55882	1.03774	1.32353	1.32603
k141_46586	1713	4.60062	1.7195	1.23912	2.88111	3.54349
k141_6542	1114	2.69685	1.31693	0.947741	1.37992	0.801329
k141_13553	1078	3.87143	1.32755	1.17248	2.54388	2.03381
k141_39418	1639	3.02012	0.844257	0.448455	2.17586	1.42165
k141_57133	2821	3.91149	2.21373	1.59204	1.69776	1.43873
k141_20561	2065	2.67972	1.13879	0.542785	1.54093	0.815079
k141_6543	1080	3.01324	1.70672	1.00869	1.30652	1.42177
k141_24230	1119	2.4907	1.70519	0.912019	0.785504	0.519636
k141_2952	2711	3.35476	1.51244	1.04933	1.84233	1.42076
k141_53604	6057	37.1534	19.0324	29.891	18.121	24.8171
k141_39420	1217	3.94906	1.85165	1.77584	2.09741	2.40465
k141_46589	1166	2.53745	1.30805	0.288332	1.2294	0.743006
k141_24231	2059	5.63539	2.76084	4.35456	2.87455	2.3924
k141_53605	1840	2.91217	1.76579	1.47986	1.14638	0.959039
k141_46591	1128	4.06893	2.32621	2.69232	1.74272	1.25639
k141_39423	2044	4.06783	1.63207	1.30106	2.43577	1.38431
k141_2957	1825	3.00405	1.61726	1.23175	1.3868	0.746019
k141_20566	1277	3.31891	1.85835	0.902675	1.46056	0.997384
k141_43134	4324	7.32418	4.19853	5.80698	3.12565	4.02089
k141_57141	1368	3.2126	1.79921	1.46715	1.41339	1.09691
k141_6551	1539	3.05413	1.42679	0.767028	1.62734	1.32701
k141_10487	33915	9.49318	4.93657	12.3401	4.55661	14.2908
k141_53608	1163	3.14742	1.5493	1.3493	1.59812	0.761275
k141_46594	1625	3.9188	2.02554	1.79948	1.89325	1.47025
k141_20569	1003	4.99006	2.18564	0.688951	2.80442	2.38316
k141_10489	1151	3.64767	2.45964	1.17636	1.18803	0.787806
k141_6553	1807	6.40023	4.04096	7.20445	2.35927	2.81815
k141_57143	2354	4.21764	2.26197	1.46259	1.95567	1.34349
k141_13555	7459	8.31368	4.19671	5.126	4.11697	5.6708
k141_20571	1555	3.50377	2.17227	1.54517	1.3315	0.526713
k141_39430	1969	4.16729	1.72314	1.61744	2.44415	1.49192
k141_10493	1113	4.8069	3.08177	2.23493	1.72512	0.984528
k141_24233	5608	4.68711	2.2902	1.70212	2.39691	2.15149
k141_43138	2845	4.97925	3.34183	2.77274	1.63742	2.09789
k141_6557	1127	3.48105	2.66569	2.69166	0.815355	0.516453
k141_53611	3097	4.72658	2.75358	3.34127	1.97299	3.12628
k141_39431	1901	3.82696	2.17415	1.64558	1.6528	1.30672
k141_2967	1068	2.76598	2.00412	1.17853	0.761856	0.747148
k141_20575	1160	3.09981	2.29849	1.2652	0.801318	1.06981
k141_53612	1083	3.15533	0.761421	0.486723	2.39391	0.801995
k141_39432	1552	2.36658	1.40715	0.655862	0.959422	0.623952
k141_10496	2372	4.80827	2.47537	1.41273	2.33289	1.50684
k141_2970	1043	4.11005	1.92169	0.534117	2.18836	1.31617
k141_20577	1991	2.83888	1.4691	1.16883	1.36978	0.717308
k141_6565	1100	3.16068	1.46208	1.17189	1.6986	1.13983
k141_53619	1112	3.22485	1.18343	1.00087	2.04142	1.62908
k141_20578	1373	2.91294	1.28549	0.631136	1.62745	0.821065
k141_6566	1229	3.687	2.06189	0.904144	1.62511	0.928367
k141_10501	1320	2.95172	2.0982	1.98543	0.853519	1.04733
k141_6567	1350	4.65016	2.5631	1.72665	2.08706	1.03078
k141_53620	2431	3.69481	1.3099	0.907779	2.38491	1.53532
k141_20582	1028	3.0871	1.86559	0.544884	1.22151	0.732371
k141_24236	7157	6.3645	3.30118	2.91153	3.06332	4.06473
k141_10503	1781	6.00594	2.78134	2.47891	3.2246	1.68556
k141_13571	1222	5.39947	2.87811	1.69039	2.52135	2.2515
k141_6571	1018	3.38913	1.27283	0.644754	2.1163	0.662202
k141_20584	1378	4.09141	1.13359	0.883619	2.95781	1.33676
k141_53623	1686	4.43199	2.12657	2.33247	2.30542	1.37294
k141_20585	1075	3.12078	1.50461	0.981795	1.61617	0.88634
k141_6575	1195	3.92434	1.47493	0.70033	2.44941	1.75678
k141_24242	1207	4.6294	2.51578	2.35107	2.11362	1.89503
k141_2984	2485	6.01969	2.37243	2.24723	3.64726	3.08675
k141_6576	1267	2.07956	0.805817	0.461412	1.27374	0.527745
k141_46595	15826	8.15069	4.17504	3.82412	3.97565	3.96237
k141_20593	1037	3.05431	1.35996	1.34791	1.69436	0.685801
k141_46596	1644	3.09444	1.38163	0.6685	1.71281	1.29351
k141_39434	13549	9.22422	4.11092	5.51257	5.1133	4.95617
k141_24248	1237	3.15716	2.3705	0.822185	0.786655	0.364813
k141_20596	1128	4.05146	1.39126	1.37739	2.66019	1.04478
k141_2992	1032	2.43897	0.911135	0.719856	1.52784	0.931165
k141_24249	1296	5.21202	2.96411	1.85918	2.24791	3.17741
k141_20597	1105	2.8719	1.28203	0.66193	1.58987	1.09307
k141_39438	1589	3.38967	1.56405	0.737347	1.82562	1.00312
k141_24250	1426	3.25452	2.54217	2.30266	0.712349	0.414559
k141_39439	1161	5.99906	3.58137	2.19839	2.41769	1.40729
k141_6588	1010	4.07785	2.04167	1.95216	2.03618	0.673772
