pubseedid	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	strain	species	genus	family	order	class	phylum	kingdom	host	ncbi taxonomy id	annotation version id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	sample body site	refseq id	habitat	cell shape	id	summary_rank
	2.0		Schaalia odontolytica	Schaalia	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes		Host-associated	Human			Gram+	Aerobe	0.0	Nonmotile	0.0				65.0				Schaalia_odontolytica.json					Schaalia_odontolytica	species
Actinomyces turicensis ACS-279-V-Col4 (883077.3)	2.0	Schaalia turicensis ACS-279-V-Col4	Schaalia turicensis	Schaalia	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human	883077.0	883077.3	GCF_000296505.1	2534682016.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Vagina	Reproductive system	Gram+	Aerobe	0.0	Nonmotile		1951528.0	1775.0	1115862.0	57.0	1717.0	96.73	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/505/GCF_000296505.1_Acti_turi_ACS-279-V-COL4_V1	Schaalia_turicensis.json					Schaalia_turicensis	species
Schlesneria paludicola DSM 18645 (1123242.3)	2.0	Schlesneria paludicola DSM 18645	Schlesneria paludicola	Schlesneria	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria	Human	1123242.0	1123242.3	GCF_000255655.1	2548877001.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Wetlands	Soil	Gram-	0	0.0	0	0.0	8639329.0	6954.0	4808721.0	56.0	6860.0	98.65	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/255/655/GCF_000255655.1_ASM25565v1	Schlesneria_paludicola.json	0.0			0.0	Schlesneria_paludicola	species
	0.0	Schwartzia succinivorans DSM 10502	Schwartzia succinivorans	Schwartzia	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	Human	1123243.0		GCF_900129225.1	2582581261.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Foregut	Digestive system	Gram-	Anaerobe	0.0	Motile	0.0	2659575.0	2511.0	1243798.0	47.0	2433.0	96.89	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/225/GCF_900129225.1_IMG-taxon_2582581261_annotated_assembly	Schwartzia_succinivorans.json	0.0	GCF_900129225.1			Schwartzia_succinivorans	species
	0.0	Sediminibacterium salmoneum NBRC 103935	Sediminibacterium salmoneum	Sediminibacterium	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	Human	1400522.0		GCF_000511175.1	2585428137.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic	Lentic	Freshwater	Gram-	Aerobe	0.0	Motile	0.0	3189154.0	3014.0	1252565.0	39.0	2964.0	98.34	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/511/175/GCF_000511175.1_ASM51117v1	Sediminibacterium_salmoneum.json	0.0	GCF_000511175.1			Sediminibacterium_salmoneum	species
			Selenomonas bovis	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	Human					PMID:31171880	Literature research	0.0	0.0	Yes	0.0					Gram-	Anaerobe	0.0		0.0								Selenomonas_bovis.json	0.0		0.0	0.0	Selenomonas_bovis	species
Selenomonas flueggei ATCC 43531 (638302.3)	1.0	Selenomonas flueggei ATCC 43531	Selenomonas flueggei	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	Human	638302.0	638302.3	GCF_000160695.1	645058738.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram-	Anaerobe	0.0	Motile	0.0	2157862.0	2178.0	1207832.0	56.0	2117.0	97.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/695/GCF_000160695.1_ASM16069v1	Selenomonas_flueggei.json					Selenomonas_flueggei	species
Selenomonas infelix ATCC 43532 (679201.3)	1.0	Selenomonas infelix ATCC 43532	Selenomonas infelix	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	Human	679201.0	679201.3	GCF_000234095.1	2513237316.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram-	Anaerobe	0.0	Motile		2409106.0	2224.0	1348683.0	56.0	2160.0	97.12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/234/095/GCF_000234095.1_Sele_infe_ATCC_43532_V1	Selenomonas_infelix.json					Selenomonas_infelix	species
	1.0		Selenomonas noxia	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	Human					PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated			Digestive system	Gram-	Anaerobe	0.0	Motile	0.0				56.0				Selenomonas_noxia.json					Selenomonas_noxia	species
	0.0		Selenomonas ruminantium	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	0	0.0	0	0.0								Selenomonas_ruminantium.json	0.0		0.0	0.0	Selenomonas_ruminantium	species
Selenomonas sp. F0473 (999423.3)	1.0	Selenomonas sp. F0473	Selenomonas sp. F0473	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	Human	999423.0	999423.3	GCF_000315545.1	2531839338.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram-	Anaerobe	0.0	Motile	0.0	2055819.0	1946.0	1202752.0	59.0	1886.0	96.92	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/545/GCF_000315545.1_Seleno_sp_F0473_V1	Selenomonas_sp__F0473.json					Selenomonas_sp__F0473	species
Selenomonas sputigena ATCC 35185 (546271.5)	1.0	Selenomonas sputigena ATCC 35185	Selenomonas sputigena	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	Human	546271.0	546271.5	GCF_000208405.1	645951802.0	PMID:31171880	Literature research	0.0	0.0	Yes		Host-associated	Human	Oral	Digestive system	Gram-	Anaerobe	0.0	Motile		2553953.0	2710.0	1458799.0	57.0	2647.0	97.68	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/208/405/GCF_000208405.1_ASM20840v1	Selenomonas_sputigena.json					Selenomonas_sputigena	species
	0.0	Sellimonas intestinalis	Sellimonas intestinalis	Sellimonas	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	1653434.0		GCF_001280875.1	2648501785.0	PMID:31477907	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Anaerobe	0.0	0	0.0	3185562.0	3107.0	1443581.0	45.0	3029.0	97.49	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/875/GCF_001280875.1_ASM128087v1	Sellimonas_intestinalis.json	0.0		0.0	0.0	Sellimonas_intestinalis	species
	0.0	Senegalimassilia anaerobia JC110	Senegalimassilia anaerobia	Senegalimassilia	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	Mouse	1034345.0		GCF_000236865.1	2547132148.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	Motile	0.0	2354438.0	2020.0	1461081.0	62.0	1953.0	96.68	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/865/GCF_000236865.1_ASM23686v1	Senegalimassilia_anaerobia.json			0.0	0.0	Senegalimassilia_anaerobia	species
	0.0	Serratia fonticola	Serratia fonticola	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	47917.0		GCF_001514455.1	2721755548.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Plants	Unclassified	Unclassified	Gram-	Facultative anaerobe	0.0	0	0.0	6325799.0	6075.0	3396319.0	54.0	5877.0	96.74	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/514/455/GCF_001514455.1_ASM151445v1	Serratia_fonticola.json	0.0	GCF_001514455.1	0.0	0.0	Serratia_fonticola	species
	0.0		Serratia liquefaciens	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0	0	0.0				55.0				Serratia_liquefaciens.json	0.0		0.0	0.0	Serratia_liquefaciens	species
			Serratia marcescens	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes						Gram-	Facultative anaerobe	0.0		0.0				60.0				Serratia_marcescens.json	0.0		0.0		Serratia_marcescens	species
Serratia odorifera DSM 4582 (667129.3)	1.0	Serratia odorifera DSM 4582	Serratia odorifera	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	667129.0	667129.3	GCF_000163595.1	647000312.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Animal	Unclassified	Respiratory system	Gram-	Facultative anaerobe	0.0	Motile		5125678.0	5222.0	2874647.0	56.0	5121.0	98.07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/595/GCF_000163595.1_ASM16359v1	Serratia_odorifera.json					Serratia_odorifera	species
	0.0		Serratia rubidaea	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	Facultative anaerobe	0.0	0	0.0				59.0				Serratia_rubidaea.json	0.0		0.0	0.0	Serratia_rubidaea	species
	0.0	Serratia sp. FGI94	Serratia sp. FGI94	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	671990.0		GCF_000330865.1		PMID:31275260	Literature research	0.0	0.0							Gram-	Facultative anaerobe	0.0	0	0.0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/330/865/GCF_000330865.1_ASM33086v1	Serratia_sp__FGI94.json	0.0	GCF_000330865.1	0.0	0.0	Serratia_sp__FGI94	species
Shewanella halifaxensis HAW-EB4 (458817.8)	1.0	Shewanella halifaxensis HAW-EB4	Shewanella halifaxensis	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	458817.0	458817.8	GCF_000019185.1	641522648.0	PMID:31092280	DAR genome selection	0.0	0.0	Yes	0.0	Environmental	Aquatic	Oceanic	Marine	Gram-	Facultative		Motile	0.0	5226917.0	4462.0	2330728.0	45.0	4306.0	96.5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/185/GCF_000019185.1_ASM1918v1	Shewanella_halifaxensis.json	0.0	GCF_000019185.1			Shewanella_halifaxensis	species
Shewanella woodyi ATCC 51908 (392500.6)	1.0	Shewanella woodyi ATCC 51908	Shewanella woodyi	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	392500.0	392500.6	GCF_000019525.1	641522649.0	PMID:31092280	DAR genome selection	0.0	0.0	Yes	0.0	Host-associated	Mollusca	Unclassified	Unclassified	Gram-	Facultative	0.0	Motile	0.0	5935403.0	5085.0	2593830.0	44.0	4923.0	96.81	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/525/GCF_000019525.1_ASM1952v1	Shewanella_woodyi.json	0.0	GCF_000019525.1			Shewanella_woodyi	species
	2.0		Shigella dysenteriae	Shigella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated				Gram-	Facultative anaerobe	0.0		0.0				51.0				Shigella_dysenteriae.json	0.0			0.0	Shigella_dysenteriae	species
			Shigella flexneri	Shigella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes						Gram-	Facultative anaerobe	0.0		0.0				51.0				Shigella_flexneri.json	0.0				Shigella_flexneri	species
			Shigella sonnei	Shigella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes						Gram-	Facultative anaerobe	0.0		0.0				51.0				Shigella_sonnei.json	0.0				Shigella_sonnei	species
Shuttleworthia satelles DSM 14600 (626523.3)	1.0	Shuttleworthia satelles DSM 14600	Shuttleworthia satelles	Shuttleworthia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	626523.0	626523.3	GCF_000160115.1	643886070.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Anaerobe	0.0	Nonmotile		2168977.0	2321.0	1112443.0	51.0	2261.0	97.41	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/115/GCF_000160115.1_ASM16011v1	Shuttleworthia_satelles.json					Shuttleworthia_satelles	species
	0.0	Silanimonas lenta DSM 16282	Silanimonas lenta	Silanimonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	1123253.0		GCF_000429065.1	2524614862.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Thermal springs	Gram-	Aerobe	0.0	Motile	0.0	2647044.0	2455.0	1879926.0	71.0	2392.0	97.43	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/429/065/GCF_000429065.1_ASM42906v1	Silanimonas_lenta.json	0.0				Silanimonas_lenta	species
Bacillus fordii DSM 16014 (1121090.3)	2.0	Siminovitchia fordii DSM 16014 = CIP 108821	Siminovitchia fordii	Siminovitchia	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1121090.0	1121090.3	GCF_000374565.1	2517572148.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Engineered	Food production	Unclassified	Dairy products	Gram+	Obligate aerobe	0.0	Motile	0.0	4511199.0	4460.0	1858706.0	41.0	4358.0	97.71	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/565/GCF_000374565.1_ASM37456v1	Siminovitchia_fordii.json	0.0				Siminovitchia_fordii	species
	0.0	Sinobacterium caligoides	Sinobacterium caligoides	Sinobacterium	Spongiibacteraceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Mouse	933926.0		GCF_003752585.1	2788499881.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Marine	Gram-	Aerobe	0.0	0	0.0	4398449.0	3940.0	2198003.0	50.0	3861.0	97.99	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/752/585/GCF_003752585.1_ASM375258v1	Sinobacterium_caligoides.json	0.0	GCF_003752585.1	0.0	0.0	Sinobacterium_caligoides	species
	0.0	Slackia equolifaciens	Slackia equolifaciens	Slackia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	Human	498718.0		GCF_003725995.1		https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/725/995/GCF_003725995.1_ASM372599v1	Slackia_equolifaciens.json	0.0	GCF_003725995.1	0.0	0.0	Slackia_equolifaciens	species
Slackia exigua ATCC 700122 (649764.3)	2.0	Slackia exigua ATCC 700122	Slackia exigua	Slackia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	Human	649764.0	649764.3	GCF_000162875.1	645951837.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Anaerobe	0.0	Nonmotile	0.0	2094589.0	2086.0	1301819.0	62.0	2029.0	97.27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/875/GCF_000162875.1_ASM16287v1	Slackia_exigua.json					Slackia_exigua	species
	0.0	Slackia faecicanis	Slackia faecicanis	Slackia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	Human	255723.0		GCF_003725295.1		https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/725/295/GCF_003725295.1_ASM372529v1	Slackia_faecicanis.json	0.0	GCF_003725295.1	0.0	0.0	Slackia_faecicanis	species
Slackia piriformis YIT 12062 (742818.3)	2.0	Slackia piriformis YIT 12062	Slackia piriformis	Slackia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	Human	742818.0	742818.3	GCF_000296445.1	2529292933.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	Nonmotile		2100457.0	1863.0	1211617.0	58.0	1799.0	96.56	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/445/GCF_000296445.1_Slac_piri_YIT_12062_V1	Slackia_piriformis.json					Slackia_piriformis	species
	0.0	Sneathia vaginalis	Sneathia amnii	Sneathia	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	Human	187101.0		GCA_000973085.1		species in vaginal microbiome	Personal communication									Gram-	Aerotolerant										https://www.ncbi.nlm.nih.gov/assembly/GCF_000973085.1/	Sneathia_amnii.json		GCF_000973085.1			Sneathia_amnii	species
	0.0	Sneathia sanguinegens	Sneathia sanguinegens	Sneathia	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	Human	40543.0		GCF_001517935.1	2728369525.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	0	0.0	0	0.0	1284104.0	1256.0	343176.0	27.0	1212.0	96.5	https://www.ncbi.nlm.nih.gov/assembly/GCF_001517935.1/	Sneathia_sanguinegens.json	0.0	GCF_001517935.1	0.0	0.0	Sneathia_sanguinegens	species
			Solobacterium moorei	Solobacterium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human		Digestive system	Gram+	Anaerobe	0.0	0	0.0				37.0				Solobacterium_moorei.json	0.0			0.0	Solobacterium_moorei	species
	0.0	Sphingobacterium paucimobilis HER1398	Sphingobacterium paucimobilis	Sphingobacterium	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	Human	1346330.0		GCF_000416985.1	2579779088.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Animal	Unclassified	Unclassified	Gram-	0	0.0	0	0.0	5126359.0	4432.0	2094393.0	41.0	4346.0	98.06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/416/985/GCF_000416985.1_23.k55	Sphingobacterium_paucimobilis.json	0.0		0.0	0.0	Sphingobacterium_paucimobilis	species
	0.0	Sphingobium amiense NBRC 102518	Sphingobium amiense	Sphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	Human	1223534.0		GCF_001591305.1	2731957645.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic	Lotic	Freshwater	Gram-	0	0.0	0	0.0	4535760.0	4460.0	2936856.0	65.0	4397.0	98.59	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/591/305/GCF_001591305.1_ASM159130v1	Sphingobium_amiense.json	0.0	GCF_001591305.1		0.0	Sphingobium_amiense	species
	0.0	Sphingosinicella microcystinivorans	Sphingosinicella microcystinivorans	Sphingosinicella	Sphingosinicellaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	Human	335406.0				https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0	0	0.0				64.0				Sphingosinicella_microcystinivorans.json	0.0		0.0	0.0	Sphingosinicella_microcystinivorans	species
	0.0	Spiroplasma culicicola AES-1	Spiroplasma culicicola	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	Mouse	1276246.0		GCF_000565175.1	2558860239.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Insecta	Unclassified	Unclassified	Gram-	0	0.0	0	0.0	1175131.0	1103.0	309783.0	26.0	1071.0	97.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/175/GCF_000565175.1_ASM56517v1	Spiroplasma_culicicola.json	0.0			0.0	Spiroplasma_culicicola	species
Spirosoma linguale DSM 74 (504472.7)	2.0	Spirosoma linguale DSM 74	Spirosoma linguale	Spirosoma	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Human	504472.0	504472.7	GCF_000024525.1	646311954.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Aquatic	Drinking water	Freshwater	Gram-	Aerobe	0.0	Nonmotile	0.0	8491258.0	7130.0	4258276.0	50.0	7067.0	99.12	https://www.ncbi.nlm.nih.gov/assembly/GCF_000024525.1/	Spirosoma_linguale.json	0.0				Spirosoma_linguale	species
	0.0	Sporobacter termitidis DSM 10068	Sporobacter termitidis	Sporobacter	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	1123282.0		GCF_900130065.1	2585428085.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Insecta	Unclassified	Digestive system	Gram+	Obligate anaerobe	0.0	Nonmotile	0.0	4198214.0	3867.0	2376253.0	57.0	3793.0	98.09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/130/065/GCF_900130065.1_IMG-taxon_2585428085_annotated_assembly	Sporobacter_termitidis.json					Sporobacter_termitidis	species
Staphylococcus aureus subsp. aureus MSHR1132 (985002.3)	2.0	Staphylococcus argenteus	Staphylococcus argenteus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	985002.0	985002.3	GCF_001061465.1		Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0							Gram+	Facultative anaerobe	0.0	0	0.0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/061/465/GCF_001061465.1_ASM106146v1	Staphylococcus_argenteus.json	0.0		0.0	0.0	Staphylococcus_argenteus	species
Staphylococcus arlettae CVD059 (1212545.3)	2.0	Staphylococcus arlettae CVD059	Staphylococcus arlettae	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1212545.0	1212545.3	GCF_000295715.1	2519899588.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Blood	Circulatory system	Gram+	Facultative anaerobe	0.0	0	0.0	2565675.0	2518.0	859359.0	33.0	2439.0	96.86	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/295/715/GCF_000295715.1_ASM29571v1	Staphylococcus_arlettae.json	0.0		0.0	0.0	Staphylococcus_arlettae	species
			Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes						Gram+	Facultative anaerobe	0.0		0.0								Staphylococcus_aureus.json	0.0				Staphylococcus_aureus	species
			Staphylococcus capitis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0				33.0				Staphylococcus_capitis.json	0.0		0.0	0.0	Staphylococcus_capitis	species
	0.0		Staphylococcus cohnii	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Facultative anaerobe	0.0	0	0.0								Staphylococcus_cohnii.json	0.0		0.0	0.0	Staphylococcus_cohnii	species
			Staphylococcus epidermidis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes						Gram+	Facultative anaerobe	0.0		0.0				32.0				Staphylococcus_epidermidis.json	0.0				Staphylococcus_epidermidis	species
Staphylococcus equorum subsp. equorum Mu2 (1159488.5)	2.0	Staphylococcus equorum subsp. equorum Mu2	Staphylococcus equorum	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1159488.0	1159488.5	GCF_000297455.1	2529293016.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Engineered	Food production	Unclassified	Dairy products	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	2927171.0	2842.0	960255.0	33.0	2781.0	97.85	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/297/455/GCF_000297455.1_ASM29745v1	Staphylococcus_equorum.json	0.0	GCF_000160235.1			Staphylococcus_equorum	species
	2.0		Staphylococcus haemolyticus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes				Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0		0.0				33.0				Staphylococcus_haemolyticus.json	0.0				Staphylococcus_haemolyticus	species
	2.0		Staphylococcus hominis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0										Staphylococcus_hominis.json					Staphylococcus_hominis	species
Staphylococcus intermedius NCTC 11048 (1141106.7)	1.0	Staphylococcus intermedius NCTC 11048	Staphylococcus intermedius	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1141106.0	1141106.7	GCF_900458545.1	2548876980.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Birds	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	0	0.0	2737135.0	2841.0	1021116.0	37.0	2779.0	97.82	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/458/545/GCF_900458545.1_42197_D02	Staphylococcus_intermedius.json	0.0	NZ_CAIB01000286		0.0	Staphylococcus_intermedius	species
	0.0	Mammaliicoccus lentus	Staphylococcus lentus	Mammaliicoccus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	42858.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Facultative anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2221130/ERR2221130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2221130/ERR2221130_2.fastq.gz	Staphylococcus_lentus.json	0.0		0.0	0.0	Staphylococcus_lentus	species
