MAG	Taxonomy	Springs	NonzeroSprings	Prevalence	MeanRelativeAbundance	MaximumRelativeAbundance	RelaxedFilter	PrimaryFilter	StrictFilter
AR10.MAG16	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Methylacidiphilales;JANWVL01;JANWVL01	56	35	0.625	0.00181919572914749	0.0214509141963432	TRUE	FALSE	FALSE
AR10.MAG17	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;JANWWM01	56	44	0.785714285714286	0.0024098982967737	0.0133679732640535	TRUE	TRUE	TRUE
AR10.MAG18	Bacteria;Cyanobacteriota;Cyanobacteriia;Pseudanabaenales	56	25	0.446428571428571	0.00141262817711448	0.0163755950873215	FALSE	FALSE	FALSE
AR10.MAG21	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhodomicrobiaceae	56	35	0.625	0.00115924279217745	0.0114440205992371	TRUE	FALSE	FALSE
AR10.MAG23	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Flammeovirgaceae	56	44	0.785714285714286	0.00095264033533581	0.0141431957570413	FALSE	FALSE	FALSE
AR10.MAG25	Bacteria;Cyanobacteriota;Cyanobacteriia;Phormidesmidales;Phormidesmidaceae	56	30	0.535714285714286	0.000629638824321398	0.0107092192765947	FALSE	FALSE	FALSE
AR10.MAG27	Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;Laspinemataceae;Planktothricoides	56	20	0.357142857142857	0.000339206479789243	0.00915999084000916	FALSE	FALSE	FALSE
AR10.MAG28	Bacteria;Pseudomonadota;Gammaproteobacteria;Competibacterales;Competibacteraceae	56	27	0.482142857142857	0.00105566636805593	0.011317096604871	FALSE	FALSE	FALSE
AR10.MAG29	Bacteria;Acidobacteriota;Blastocatellia;Chloracidobacteriales;JADJPF01	56	25	0.446428571428571	0.000413495286254757	0.00613079816076055	FALSE	FALSE	FALSE
AR10.MAG31	Bacteria;Cyanobacteriota;Cyanobacteriia;Pseudanabaenales;Pseudanabaenaceae;UBA8156	56	31	0.553571428571429	0.00128197896188996	0.0151698954490314	FALSE	FALSE	FALSE
AR10.MAG32	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;M3007	56	37	0.660714285714286	0.000898848270050891	0.00718500718500719	FALSE	FALSE	FALSE
AR10.MAG33	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;JAAUTZ01	56	18	0.321428571428571	0.000366341156354401	0.00398851595406382	FALSE	FALSE	FALSE
AR10.MAG34	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;JAAUTZ01	56	26	0.464285714285714	0.00108983100350781	0.0078625314501258	FALSE	FALSE	FALSE
AR10.MAG39	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Thermoflexibacteraceae;Thermoflexibacter	56	43	0.767857142857143	0.00222303596205834	0.0121185963644211	TRUE	TRUE	TRUE
AR11.MAG07	Bacteria;Cyanobacteriota;Cyanobacteriia;Pseudanabaenales;Pseudanabaenaceae;UBA8156	56	29	0.517857142857143	0.00144697768326094	0.0197137894275789	FALSE	FALSE	FALSE
AR11.MAG08	Archaea;Thermoproteota;Thermoprotei_A;Sulfolobales;Desulfurococcaceae;Thermosphaera	56	22	0.392857142857143	0.00114975115606686	0.0117732441133779	FALSE	FALSE	FALSE
AR11.MAG11	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;UBA2329	56	27	0.482142857142857	0.00119653220608429	0.0297845595691191	FALSE	FALSE	FALSE
AR11.MAG12	Bacteria;Armatimonadota;HRBIN16;HRBIN16;HRBIN16;HRBIN16	56	43	0.767857142857143	0.00178041525700202	0.0044007588015176	TRUE	TRUE	FALSE
AR11.MAG17	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;Thermochlorobacter	56	35	0.625	0.000875172561960065	0.0083999832000336	FALSE	FALSE	FALSE
AR11.MAG18	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;Roseiflexus;Roseiflexus sp000016665	56	47	0.839285714285714	0.00278031942871057	0.0281295562591125	TRUE	TRUE	TRUE
AR11.MAG24	Bacteria;Thermotogota;Thermotogae;Thermotogales;DSM-5069;Pseudothermotoga_A	56	25	0.446428571428571	0.000561121556363845	0.00939776879553759	FALSE	FALSE	FALSE
AW01.MAG02	Bacteria;Cyanobacteriota;Cyanobacteriia;Thermostichales;Thermostichaceae;Thermostichus	56	37	0.660714285714286	0.00226202357059116	0.0207899584200832	TRUE	FALSE	FALSE
AW01.MAG03	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;JAAUTZ01	56	26	0.464285714285714	0.000346056956747361	0.00682052728210913	FALSE	FALSE	FALSE
AW01.MAG04	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus	56	46	0.821428571428571	0.00199370571544741	0.0217419130323479	TRUE	TRUE	FALSE
AW01.MAG07	Bacteria;Patescibacteriota;JACMRA01;JACMRA01;JACMRA01;CAKZLR01	56	37	0.660714285714286	0.000931139544343932	0.0210100840403362	FALSE	FALSE	FALSE
AW01.MAG08	Bacteria;Cyanobacteriota;Cyanobacteriia;Elainellales;Elainellaceae;Thermoleptolyngbya	56	39	0.696428571428571	0.0014809092362549	0.0116345465381862	TRUE	FALSE	FALSE
AW01.MAG09	Bacteria;Acidobacteriota;Blastocatellia;Chloracidobacteriales;Chloracidobacteriaceae;Chloracidobacterium	56	39	0.696428571428571	0.000723488189171018	0.00510902043608174	FALSE	FALSE	FALSE
AW01.MAG10	Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;Laspinemataceae;Planktothricoides	56	17	0.303571428571429	0.000302354845462584	0.00376299121968715	FALSE	FALSE	FALSE
AW01.MAG12	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;Roseiflexus	56	45	0.803571428571429	0.00252952795740059	0.0101539593841625	TRUE	TRUE	TRUE
AW01.MAG14	Bacteria;Cyanobacteriota;Cyanobacteriia;Pseudanabaenales;Pseudanabaenaceae;M5B4	56	27	0.482142857142857	0.00080679149154809	0.00823992584066744	FALSE	FALSE	FALSE
AW01.MAG20	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;Thermochlorobacter	56	39	0.696428571428571	0.00052683147529887	0.00656452625810503	FALSE	FALSE	FALSE
AY01.MAG11	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosocaldaceae;JBBIQH01	56	10	0.178571428571429	8.51906178761405e-05	0.0013144085531965	FALSE	FALSE	FALSE
AY01.MAG27	Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;Spirulinaceae;JAAUTY01	56	19	0.339285714285714	0.000532458935341025	0.00543449864137534	FALSE	FALSE	FALSE
AY01.MAG39	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;JAAUTZ01	56	22	0.392857142857143	0.00115687328386957	0.0131975527902112	FALSE	FALSE	FALSE
AY01.MAG44	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Caldarchaeaceae	56	15	0.267857142857143	0.000367346684831426	0.00330607520694309	FALSE	FALSE	FALSE
AY01.MAG46	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;M3007	56	16	0.285714285714286	0.000260311199863342	0.00211241935483871	FALSE	FALSE	FALSE
AY01.MAG47	Bacteria;Cyanobacteriota;Cyanobacteriia;Thermostichales;Thermostichaceae;Thermostichus	56	33	0.589285714285714	0.00264465857390941	0.0122176381588443	FALSE	FALSE	FALSE
AY01.MAG48	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;Thermochlorobacter;Thermochlorobacter aerophilum	56	23	0.410714285714286	0.000295744579598219	0.00384636206285188	FALSE	FALSE	FALSE
AY01.MAG50	Bacteria;Cyanobacteriota;Cyanobacteriia;SKYG9;SKYG9;SKYG9	56	21	0.375	0.000967262356899097	0.011489022978046	FALSE	FALSE	FALSE
AY01.MAG53	Bacteria;Bacteroidota_A;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;JAGXRK01	56	25	0.446428571428571	0.00101340327299336	0.00774354838709677	FALSE	FALSE	FALSE
AY01.MAG64	Bacteria;Bacteroidota_A;Kapaibacteriia;Kapaibacteriales;HRBIN21;HRBIN21;HRBIN21 sp030550275	56	19	0.339285714285714	0.000280243219806029	0.00263400526801054	FALSE	FALSE	FALSE
AY01.MAG66	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;Thermochlorobacter	56	18	0.321428571428571	0.000449157543358633	0.00339002373016611	FALSE	FALSE	FALSE
AY01.MAG70	Bacteria;Cyanobacteriota;Cyanobacteriia;Leptolyngbyales;Leptolyngbyaceae;DSRU01	56	27	0.482142857142857	0.00152713441306891	0.00729331874669584	FALSE	FALSE	FALSE
AY01.MAG71	Bacteria;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;Bellilinea;Bellilinea sp034432615	56	35	0.625	0.00179973806625178	0.00908896061450401	TRUE	FALSE	FALSE
AY01.MAG73	Bacteria;Bacteroidota;Bacteroidia;SpSt-205;SpSt-205	56	13	0.232142857142857	0.000357641425778179	0.0035841914805712	FALSE	FALSE	FALSE
AY01.MAG74	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;JADJNW01	56	16	0.285714285714286	0.000603157357825982	0.00628834470268968	FALSE	FALSE	FALSE
AY01.MAG78	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Thermoflexibacteraceae;Thermoflexibacter	56	19	0.339285714285714	0.000138193409291265	0.00206525413050826	FALSE	FALSE	FALSE
AY01.MAG80	Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;JAAUUE01	56	13	0.232142857142857	8.88939672335446e-05	0.00104099583601666	FALSE	FALSE	FALSE
AY01.MAG81	Bacteria;Sysuimicrobiota;Sysuimicrobiia;Sysuimicrobiales;Sysuimicrobiaceae;Tepidifontimicrobium	56	26	0.464285714285714	0.000500240783767234	0.00370701112103336	FALSE	FALSE	FALSE
AY01.MAG83	Bacteria;Acidobacteriota;Blastocatellia;Chloracidobacteriales;Chloracidobacteriaceae;Chloracidobacterium	56	20	0.357142857142857	0.000505893577789516	0.00305901223604894	FALSE	FALSE	FALSE
AY02.MAG01	Bacteria;Chloroflexota;Anaerolineae;Anaerolineales;UBA4823;NAK19;NAK19 sp034434515	56	48	0.857142857142857	0.00180509268406108	0.00808599191400809	TRUE	TRUE	FALSE
AY02.MAG02	Bacteria;Desulfobacterota;BSN033;BSN033;UBA1163;RBG-16-49-23	56	28	0.5	0.000829823570219704	0.011455425539734	FALSE	FALSE	FALSE
AY02.MAG15	Bacteria;Nitrospirota;Thermodesulfovibrionia;Thermodesulfovibrionales;DUZI01;DUZI01	56	20	0.357142857142857	0.000460291161551138	0.00605726783293819	FALSE	FALSE	FALSE
AY02.MAG22	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SG8-39;RBG-16-66-20	56	32	0.571428571428571	0.000672704038527014	0.00716167888840409	FALSE	FALSE	FALSE
AY02.MAG23	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Phnomibacter	56	16	0.285714285714286	0.00189914129802546	0.0421564758816566	FALSE	FALSE	FALSE
AY02.MAG24	Bacteria;Acidobacteriota;Blastocatellia;HR10;HR10;HR10	56	17	0.303571428571429	0.00185472129674431	0.020457809094639	FALSE	FALSE	FALSE
AY02.MAG25	Bacteria;Nitrospirota;Thermodesulfovibrionia;Thermodesulfovibrionales;Dissulfurispiraceae;JBBISP01	56	32	0.571428571428571	0.00130471068737919	0.00844258745530513	FALSE	FALSE	FALSE
AY02.MAG26	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;M3007	56	15	0.267857142857143	0.000253753246236178	0.00389097470866439	FALSE	FALSE	FALSE
AY02.MAG27	Bacteria;Cyanobacteriota;Cyanobacteriia;Pseudanabaenales;Pseudanabaenaceae	56	21	0.375	0.000631963849424178	0.0120556314317871	FALSE	FALSE	FALSE
AY02.MAG29	Bacteria;Chloroflexota;Anaerolineae;J036;Brachytrichaceae;629B-23;629B-23 sp034434555	56	35	0.625	0.00163551614967454	0.00789829910737054	TRUE	FALSE	FALSE
AY02.MAG32	Bacteria;Bacteroidota_A;Kapaibacteriia;Kapaibacteriales;UBA2268;JAKIZO01;JAKIZO01 sp036769265	56	41	0.732142857142857	0.000829515772946916	0.00657063819390116	FALSE	FALSE	FALSE
AY02.MAG34	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;UBA10324	56	12	0.214285714285714	0.000539057673451571	0.0139983240011173	FALSE	FALSE	FALSE
AY02.MAG36	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Caldarchaeaceae	56	21	0.375	0.000509676330798201	0.00319434291636208	FALSE	FALSE	FALSE
AY02.MAG39	Bacteria;Verrucomicrobiota;Verrucomicrobiia;JADLBR01;CALLMV01;CALLMV01	56	24	0.428571428571429	0.000593974719891581	0.00708201416402833	FALSE	FALSE	FALSE
AY02.MAG43	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;Thermochlorobacter	56	20	0.357142857142857	0.000414639249989906	0.00483850967701935	FALSE	FALSE	FALSE
AY02.MAG45	Bacteria;Bacteroidota;Bacteroidia;SpSt-205;SpSt-205;JAPYWM01;JAPYWM01 sp028276345	56	22	0.392857142857143	0.00181750749628057	0.0130162619315734	FALSE	FALSE	FALSE
AY02.MAG48	Bacteria;Bacteroidota_A;Kapaibacteriia;Kapaibacteriales;NICIL-2;NICIL-2	56	31	0.553571428571429	0.00106270295463991	0.00661493333333333	FALSE	FALSE	FALSE
AY02.MAG52	Bacteria;Bacteroidota_A;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium	56	33	0.589285714285714	0.00185521597005662	0.0183542867085734	FALSE	FALSE	FALSE
AY02.MAG53	Bacteria;Nitrospirota;Thermodesulfovibrionia;Thermodesulfovibrionales;DYHD01;DYHD01	56	27	0.482142857142857	0.00195144395601272	0.0175261226828588	FALSE	FALSE	FALSE
AY02.MAG56	Bacteria;Acidobacteriota;Blastocatellia;Chloracidobacteriales;Chloracidobacteriaceae;Chloracidobacterium	56	21	0.375	0.0026039908638163	0.0308789666666667	FALSE	FALSE	FALSE
AY02.MAG60	Bacteria;Acidobacteriota;Terriglobia;Bryobacterales;Bryobacteraceae;JANWXD01	56	40	0.714285714285714	0.00745421949002964	0.0614614078078883	TRUE	TRUE	TRUE
AY02.MAG61	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosocaldaceae;JBBIQH01	56	16	0.285714285714286	0.000154524271851613	0.00174545383140525	FALSE	FALSE	FALSE
AY02.MAG65	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;GWA2-32-17;Ch61	56	38	0.678571428571429	0.00105455089309925	0.00627108834364568	TRUE	FALSE	FALSE
AY02.MAG66	Bacteria;Chloroflexota;Anaerolineae;Anaerolineales;Villigracilaceae;Villigracilis	56	43	0.767857142857143	0.00213646120467472	0.0109820768745381	TRUE	TRUE	TRUE
AY02.MAG68	Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;Saccharicenantaceae;Saccharicenans	56	36	0.642857142857143	0.000908982496833199	0.0131244967188758	FALSE	FALSE	FALSE
AY02.MAG72	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;JANWWM01	56	28	0.5	0.0021181384576821	0.0117850117850118	FALSE	FALSE	FALSE
AY02.MAG74	Bacteria;Sysuimicrobiota;Sysuimicrobiia;Sysuimicrobiales;Sysuimicrobiaceae;Tepidifontimicrobium	56	35	0.625	0.00489638581383726	0.0196154	TRUE	FALSE	FALSE
AY03.MAG02	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;Thermochlorobacter;Thermochlorobacter aerophilum	56	22	0.392857142857143	0.000790884180393314	0.00868100868100868	FALSE	FALSE	FALSE
AY03.MAG04	Archaea;Thermoproteota;Thermoprotei;Gearchaeales;Gearchaeaceae;SCGC-AAA471-B05;SCGC-AAA471-B05 sp032249315	56	15	0.267857142857143	0.000414944246319379	0.00679748980376529	FALSE	FALSE	FALSE
AY03.MAG05	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;Thermochlorobacter	56	21	0.375	0.000470191867746103	0.0045695274171645	FALSE	FALSE	FALSE
AY03.MAG11	Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;CALEVZ01	56	28	0.5	0.00103143195986191	0.00634731558518908	FALSE	FALSE	FALSE
AY03.MAG12	Bacteria;Chloroflexota;Anaerolineae;J036;Brachytrichaceae;629B-23;629B-23 sp017743375	56	36	0.642857142857143	0.00114074075948779	0.00513346663246689	TRUE	FALSE	FALSE
AY03.MAG14	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;M3007	56	21	0.375	0.000983797263492861	0.0123651790318457	FALSE	FALSE	FALSE
AY03.MAG17	Bacteria;Patescibacteriota;JACMRA01;JACMRA01;JACMRA01;CAKZLR01	56	18	0.321428571428571	0.000898252117617405	0.00707299756103532	FALSE	FALSE	FALSE
AY03.MAG19	Archaea;Thermoproteota;Thermoprotei_A;Sulfolobales;NBVN01;Zestosphaera;Zestosphaera sp020833255	56	6	0.107142857142857	3.87603493995885e-05	0.000726172163388909	FALSE	FALSE	FALSE
AY03.MAG26	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Thermoflexibacteraceae;Thermoflexibacter	56	23	0.410714285714286	0.000345085162423842	0.00273821741510562	FALSE	FALSE	FALSE
AY03.MAG30	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;Thermomicrobiaceae;Thermomicrobium;Thermomicrobium roseum	56	20	0.357142857142857	0.000653564026823657	0.0053859766607678	FALSE	FALSE	FALSE
AY03.MAG33	Bacteria;Bacteroidota_A;Kapaibacteriia;Kapaibacteriales;HRBIN21;HRBIN21;HRBIN21 sp030550275	56	27	0.482142857142857	0.000398914623717919	0.00247775309719137	FALSE	FALSE	FALSE
AY03.MAG36	Bacteria;Nitrospirota;Thermodesulfovibrionia;Thermodesulfovibrionales;DUZI01;DUZI01	56	17	0.303571428571429	0.000299731018899906	0.00263764516129032	FALSE	FALSE	FALSE
AY03.MAG39	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosocaldaceae;JBBIQH01	56	17	0.303571428571429	0.000339607293137338	0.00336434230491281	FALSE	FALSE	FALSE
AY03.MAG42	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Caldarchaeaceae	56	24	0.428571428571429	0.000789866076110854	0.00466514818874079	FALSE	FALSE	FALSE
AY03.MAG44	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;CAKZQX01;CAKZQX01 sp034435975	56	23	0.410714285714286	0.000752232100016324	0.00459612270193865	FALSE	FALSE	FALSE
AY03.MAG48	Bacteria;Cyanobacteriota;Cyanobacteriia;Thermostichales;Thermostichaceae;Thermostichus	56	20	0.357142857142857	0.00072710848763377	0.00753658004180576	FALSE	FALSE	FALSE
AY03.MAG53	Bacteria;Thermotogota;Thermotogae;Thermotogales;DSM-5069;Pseudothermotoga_A;Pseudothermotoga_A sp028276125	56	8	0.142857142857143	0.000100220267677294	0.00158716812157078	FALSE	FALSE	FALSE
AY03.MAG55	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Calditenuaceae;Calditenuis;Calditenuis sp032249575	56	14	0.25	0.00082419207628729	0.0122397544000847	FALSE	FALSE	FALSE
AY03.MAG59	Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae	56	42	0.75	0.00201744371332383	0.012992974014052	TRUE	TRUE	TRUE
AY03.MAG64	Archaea;Thermoproteota;Thermoprotei_A;Sulfolobales;Acidilobaceae;DSZV01;DSZV01 sp020833325	56	14	0.25	0.00133462309624316	0.0256937497607759	FALSE	FALSE	FALSE
AY03.MAG65	Bacteria;Nitrospirota;Thermodesulfovibrionia;Thermodesulfovibrionales;DYHD01;DYHD01	56	18	0.321428571428571	0.000594852075813473	0.00529033333333333	FALSE	FALSE	FALSE
AY03.MAG66	Bacteria;Acidobacteriota;Blastocatellia;Chloracidobacteriales;Chloracidobacteriaceae;Chloracidobacterium	56	16	0.285714285714286	0.000865836906132747	0.0159009363962544	FALSE	FALSE	FALSE
AY03.MAG73	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;JADJNW01	56	17	0.303571428571429	0.000462158105999512	0.00460268200894003	FALSE	FALSE	FALSE
AY03.MAG76	Bacteria;Cyanobacteriota;Cyanobacteriia;Leptolyngbyales;Leptolyngbyaceae;DSRU01	56	20	0.357142857142857	0.00062161605979866	0.00649722580645161	FALSE	FALSE	FALSE
AY03.MAG79	Bacteria;Bacteroidota_A;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;JAGXRK01	56	28	0.5	0.00108842678840088	0.0121552218793994	FALSE	FALSE	FALSE
AY03.MAG81	Bacteria;Chloroflexota;Anaerolineae;Thermoflexales;Thermoflexaceae;Thermoflexus;Thermoflexus hugenholtzii_A	56	30	0.535714285714286	0.0013728456080803	0.00773368986773627	FALSE	FALSE	FALSE
AY04.MAG003	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;JAJTHJ01	56	42	0.75	0.00341547464273008	0.0364839635160365	TRUE	TRUE	TRUE
AY04.MAG004	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;JADJNW01	56	14	0.25	0.00027780216138496	0.00228332800556799	FALSE	FALSE	FALSE
AY04.MAG007	Bacteria;Cyanobacteriota;Cyanobacteriia;Leptolyngbyales;Leptolyngbyaceae;DSRU01	56	24	0.428571428571429	0.00144025695833003	0.00861631610070113	FALSE	FALSE	FALSE
AY04.MAG008	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;JAAUTZ01	56	17	0.303571428571429	0.00037072941419939	0.00328001312005248	FALSE	FALSE	FALSE
AY04.MAG014	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;UBA2329	56	21	0.375	0.000260672518804901	0.005602	FALSE	FALSE	FALSE
AY04.MAG015	Bacteria;Acidobacteriota;Blastocatellia;HR10;HR10;HR10	56	26	0.464285714285714	0.00027699166614212	0.00254200762602288	FALSE	FALSE	FALSE
AY04.MAG020	Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;Xenococcaceae;LEGE-06147	56	21	0.375	0.000219127305501655	0.00309209907237028	FALSE	FALSE	FALSE
AY04.MAG023	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;Thermomicrobiaceae;Thermomicrobium;Thermomicrobium roseum	56	22	0.392857142857143	0.000354785649568062	0.00225313715409064	FALSE	FALSE	FALSE
AY04.MAG026	Bacteria;Pseudomonadota;Gammaproteobacteria;Competibacterales;Competibacteraceae;REEE01	56	22	0.392857142857143	0.000457773972202849	0.00491800983601967	FALSE	FALSE	FALSE
AY04.MAG035	Bacteria;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Thermogemmata	56	44	0.785714285714286	0.00128148892845507	0.00432833333333333	TRUE	TRUE	FALSE
AY04.MAG041	Bacteria;Nitrospirota;Thermodesulfovibrionia;Thermodesulfovibrionales;DYHD01;DYHD01	56	13	0.232142857142857	0.000225311388406845	0.00224377419354839	FALSE	FALSE	FALSE
AY04.MAG050	Bacteria;Bipolaricaulota;Bipolaricaulia;Bipolaricaulales;Bipolaricaulaceae;Bipolaricaulis	56	25	0.446428571428571	0.000421988033162753	0.00386825773651547	FALSE	FALSE	FALSE
AY04.MAG056	Bacteria;Cyanobacteriota;Cyanobacteriia;Pseudanabaenales;Pseudanabaenaceae;M5B4	56	17	0.303571428571429	0.000691753018046074	0.00602824187622043	FALSE	FALSE	FALSE
AY04.MAG059	Bacteria;Thermotogota;Thermotogae;Thermotogales;DSM-5069;Pseudothermotoga_A;Pseudothermotoga_A sp028276125	56	12	0.214285714285714	6.23565114447036e-05	0.000704124647937676	FALSE	FALSE	FALSE
AY04.MAG060	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter	56	34	0.607142857142857	0.00110638175553786	0.00828765009136648	TRUE	FALSE	FALSE
AY04.MAG075	Bacteria;Acidobacteriota;Blastocatellia;Chloracidobacteriales;Chloracidobacteriaceae;Chloracidobacterium	56	24	0.428571428571429	0.000621781111387492	0.00496813333333333	FALSE	FALSE	FALSE
AY04.MAG076	Bacteria;Cyanobacteriota;Cyanobacteriia;SKYG9;SKYG9;SKYG9	56	14	0.25	0.000393426371624996	0.00369632594068145	FALSE	FALSE	FALSE
AY04.MAG083	Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;JAAUUE01	56	14	0.25	0.000607782831752713	0.0133549866450134	FALSE	FALSE	FALSE
AY04.MAG087	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Thiobacillaceae;JANWZL01	56	28	0.5	0.000840587794634852	0.0108614294007089	FALSE	FALSE	FALSE
AY04.MAG088	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;Thermochlorobacter;Thermochlorobacter aerophilum	56	23	0.410714285714286	0.000584896074736976	0.0127758850170348	FALSE	FALSE	FALSE
AY04.MAG089	Bacteria;Elusimicrobiota;Endomicrobiia;DTEH01;DTEH01;JANXDG01	56	31	0.553571428571429	0.00118661113158321	0.00903991864073223	FALSE	FALSE	FALSE
AY04.MAG090	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Thermoflexibacteraceae;Thermoflexibacter	56	22	0.392857142857143	0.000256941893036155	0.00353399175401924	FALSE	FALSE	FALSE
AY04.MAG098	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;M3007	56	12	0.214285714285714	0.000170578143115498	0.00168800192914506	FALSE	FALSE	FALSE
AY04.MAG099	Bacteria;Bacteroidota_A;Kapaibacteriia;Kapaibacteriales;HRBIN21;HRBIN21;HRBIN21 sp030550275	56	19	0.339285714285714	0.00035073683497891	0.00432099351850972	FALSE	FALSE	FALSE
AY04.MAG101	Bacteria;Desulfobacterota;BSN033;BSN033;UBA1163;RBG-16-49-23	56	31	0.553571428571429	0.00100017380469808	0.0113999886000114	FALSE	FALSE	FALSE
AY04.MAG102	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;Thermochlorobacter	56	31	0.553571428571429	0.00107794445605296	0.0086550605854241	FALSE	FALSE	FALSE
AY04.MAG103	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Caldarchaeaceae	56	14	0.25	0.000382807989233088	0.00486468126071045	FALSE	FALSE	FALSE
AY04.MAG105	Bacteria;Sysuimicrobiota;Sysuimicrobiia;Sysuimicrobiales;Sysuimicrobiaceae;Tepidifontimicrobium	56	26	0.464285714285714	0.000738772296804317	0.00606088055580718	FALSE	FALSE	FALSE
AY05.MAG02	Bacteria;Cyanobacteriota;Cyanobacteriia;SKYG9;SKYG9;SKYG9	56	17	0.303571428571429	0.000890557803120591	0.0238066190534286	FALSE	FALSE	FALSE
