CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Gene Strand	Gene Annotation
CGC75	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3425	4301308	4304418	-	CAZyme|GH2_10+Sulfatase|S1_19
CGC75	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3426	4304605	4306497	+	TC|1.B.93.3.1
CGC76	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3430	4309072	4311111	-	TC|1.B.38.1.10
CGC76	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3431	4311134	4314217	-	TC|1.B.14.6.17
CGC76	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3432	4314241	4315650	-	null
CGC76	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3433	4316255	4317457	+	CAZyme|GH88_e11+Sulfatase|S1_27
CGC76	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3434	4317564	4319090	+	Sulfatase|S1_27
CGC76	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3435	4319229	4322090	+	CAZyme|PL8_2
CGC77	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3463	4353938	4354906	+	CAZyme|GT14_e14
CGC77	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3464	4355123	4355506	+	null
CGC77	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3465	4355503	4356438	+	CAZyme|GT2+TC|4.D.1.1.14
CGC78	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3472	4365611	4367434	+	TC|3.A.1.106.1
CGC78	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3473	4367495	4368283	+	CAZyme|CE4_e54
CGC78	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3474	4368280	4370181	+	CAZyme|GT2
CGC79	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3536	4441797	4442915	-	CAZyme|GT28_e43
CGC79	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3537	4442944	4444260	-	CAZyme|GT119_e45+TC|2.A.103.1.3
CGC79	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3538	4444262	4445596	-	null
CGC79	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3539	4445597	4445746	-	null
CGC79	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3540	4445765	4447033	-	TC|9.B.146.1.3
CGC79	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3541	4447131	4448579	-	TC|2.A.128.2.3
CGC80	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3556	4465787	4466884	+	CAZyme|GH43_26+Sulfatase|S1_22
CGC80	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3557	4466853	4467716	-	null
CGC80	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3558	4467808	4469157	-	Sulfatase|S1_14
CGC80	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3559	4469216	4470598	-	CAZyme|GH177_e4
CGC80	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3560	4470692	4470934	-	null
CGC80	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3561	4470931	4472223	-	CAZyme|GH177_e4
CGC80	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3562	4472325	4473326	-	null
CGC80	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3563	4473346	4475391	-	null
CGC80	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3564	4475408	4478527	-	TC|1.B.14.6.17
CGC81	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3587	4512226	4512897	+	TC|9.B.20.4.1
CGC81	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3588	4512890	4513624	+	null
CGC81	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3589	4513634	4515505	+	null
CGC81	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3590	4515517	4516995	+	CAZyme|GH76_e20
CGC82	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3602	4533444	4535258	-	CAZyme|GH2_18+Sulfatase|S1_22
CGC82	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3603	4535553	4538501	+	CAZyme|GH115_e6
CGC82	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3604	4538498	4539610	-	CAZyme|GH43_26+Sulfatase|S1_22
CGC82	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3605	4539777	4541690	+	CAZyme|GH43_34|GH43_3+Sulfatase|S1_7
CGC82	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3606	4541946	4542518	+	STP|Sigma70_r2+STP|Sigma70_r4_2
CGC82	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3607	4542632	4543834	+	STP|FecR
CGC82	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3608	4543971	4547426	+	TC|1.B.14.6.1
CGC82	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3609	4547439	4549367	+	null
CGC82	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3610	4549396	4550682	+	CAZyme|GH76_e13
CGC82	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3611	4550708	4551868	+	null
CGC82	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3612	4551883	4553358	+	null
CGC82	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3613	4553580	4554842	+	CAZyme|GH76_e13
CGC82	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3614	4554899	4557064	+	null
CGC82	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3615	4557094	4559571	+	Sulfatase|S1_4
CGC82	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3616	4559584	4561875	+	CAZyme|GH92_e18
CGC82	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3617	4561879	4563342	+	CAZyme|GH125_e1
CGC82	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3618	4563352	4564485	+	Sulfatase|S1_22
CGC82	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3619	4564625	4566586	+	CAZyme|GH92_e5
CGC82	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3620	4566645	4568708	+	CAZyme|GH127_e5+Sulfatase|S1_7
CGC82	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3621	4568923	4570056	+	Sulfatase|S1_22
CGC82	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3622	4570671	4572284	-	CAZyme|GT121_e10
CGC83	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3659	4615173	4616537	-	CAZyme|GH144_e1
CGC83	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3660	4616660	4618975	-	CAZyme|GH3_e300+Sulfatase|S1_7
CGC83	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3661	4619006	4620535	-	TC|1.B.38.1.10
CGC83	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3662	4620639	4623704	-	TC|1.B.14.6.17
CGC84	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3681	4642439	4643626	-	CAZyme|CE9_e78+Peptidase|M38.UNW
CGC84	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3682	4643658	4644974	-	TC|2.A.1.7.9
CGC84	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3683	4645118	4647316	-	CAZyme|GH89_e5+TC|2.A.29.14.11
CGC84	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3684	4647344	4648525	-	null
CGC84	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3685	4648534	4650516	-	CAZyme|CBM51_e67|GH27_e45
CGC85	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3697	4669160	4672312	-	TC|1.B.14.6.17
CGC85	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3698	4672362	4673528	-	null
CGC85	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3699	4673561	4674967	-	TC|2.A.1.1.55
CGC85	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3700	4674973	4676070	-	null
CGC85	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3701	4676457	4677635	-	CAZyme|CE15_e29+Peptidase|S09.UPW
CGC86	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3709	4685018	4686274	+	TC|2.A.1.7.1
CGC86	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3710	4686298	4687314	+	null
CGC86	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3711	4687615	4688466	-	null
CGC86	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3712	4688463	4689581	-	TC|9.B.169.4.2
CGC86	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3713	4689624	4690931	-	TC|2.A.1.25.6
CGC86	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3714	4690949	4692328	-	null
CGC86	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3715	4692339	4694783	-	CAZyme|GT2
CGC86	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3716	4694785	4696272	-	TC|2.A.21.3.7
CGC87	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3764	4759381	4762488	+	TC|1.B.14.6.17
CGC87	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3765	4762513	4764588	+	null
CGC87	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3766	4764620	4765579	+	null
CGC87	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3767	4765695	4766546	+	TC|2.C.1.4.1
CGC87	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3768	4766676	4768682	-	CAZyme|GH127_e4+Sulfatase|S1_7
CGC87	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3769	4768720	4769721	-	CAZyme|GH43_34
CGC87	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3770	4769933	4771693	+	null
CGC87	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3771	4771690	4773711	+	CAZyme|GH154_e20
CGC87	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3772	4773945	4778090	+	STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC87	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3773	4778729	4780021	+	null
CGC87	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3774	4780042	4783143	+	TC|1.B.14.6.17
CGC87	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3775	4783156	4785171	+	TC|8.A.46.1.3
CGC87	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3776	4785193	4786080	+	null
CGC87	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3777	4786373	4788268	+	CAZyme|GH16_3|GH43_24+Sulfatase|S1_19
CGC87	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3778	4788522	4789589	+	CAZyme|GH43_24+Sulfatase|S1_6
CGC87	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3779	4789593	4790888	+	CAZyme|PL42_e0
CGC87	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3780	4790893	4792038	+	CAZyme|GH105_e39
CGC87	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3781	4792021	4793040	-	null
CGC87	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3782	4793054	4793971	-	null
CGC87	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3783	4794027	4794722	-	TC|2.A.122.1.1
CGC87	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3784	4794719	4795162	-	TC|1.E.14.1.13
CGC87	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3785	4795359	4796378	+	null
CGC87	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3786	4796407	4797606	+	null
CGC87	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3787	4797641	4798855	+	CAZyme|GT2+TC|4.D.3.1.3
CGC88	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3791	4800873	4802951	-	CAZyme|GH13_e47+TC|8.A.9.1.3
CGC88	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3792	4803061	4804518	-	TC|1.B.38.4.2
CGC88	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3793	4804544	4805707	-	TC|1.B.38.4.1
CGC88	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3794	4805742	4807397	-	TC|8.A.46.1.1
CGC88	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3795	4807419	4810430	-	TC|1.B.14.6.1
CGC88	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3796	4810585	4812801	-	CAZyme|GH97_e22
CGC88	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3797	4812998	4814851	-	CAZyme|GH13_46+TC|8.A.9.1.2
CGC89	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3850	4867933	4870533	+	TC|1.B.14.6.13
CGC89	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3851	4870562	4871266	+	TC|1.B.14.6.13
CGC89	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3852	4871280	4872845	+	TC|8.A.46.2.1
CGC89	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3853	4872869	4873972	+	CAZyme|GH18_e432
CGC90	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3883	4905117	4906268	-	CAZyme|GH130_3
CGC90	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3884	4906719	4908164	-	CAZyme|GH125_e1
CGC90	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3885	4908210	4909373	-	CAZyme|GH76_e45
CGC90	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3886	4909408	4910355	-	null
CGC90	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3887	4910414	4912696	-	CAZyme|GH92_e84
CGC90	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3888	4912906	4916943	+	STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC90	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3889	4917462	4918820	+	null
CGC90	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3890	4918843	4921944	+	TC|1.B.14.6.17
CGC91	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3916	4964451	4965473	+	TC|9.B.157.1.1
CGC91	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3917	4965493	4966335	+	TC|9.B.157.1.5
CGC91	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3918	4966335	4966832	+	null
CGC91	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3919	4966835	4968697	+	null
CGC91	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3920	4968678	4970135	+	CAZyme|GT119_e135+TC|2.A.103.1.10
CGC92	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3966	5030403	5031551	+	CAZyme|GH99_e9
CGC92	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3967	5031632	5034007	+	TC|9.B.110.1.1
CGC93	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4027	5097042	5099138	+	TC|3.A.11.1.5
CGC93	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4028	5099362	5099826	+	null
CGC93	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4029	5099845	5100717	+	CAZyme|CBM50_e27+Peptidase|M23.UPB
CGC93	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4030	5100806	5101369	+	null
CGC93	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4031	5101359	5102675	+	TC|9.B.214.3.2
CGC94	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4058	5140401	5141792	+	CAZyme|GH29_e147|CBM32_e191+Sulfatase|S1_14
CGC94	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4059	5142097	5146044	+	STP|Reg_prop+STP|Y_Y_Y+STP|HTH_18
CGC94	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4060	5146676	5149828	+	TC|1.B.14.6.17
CGC94	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4061	5149853	5151817	+	null
CGC94	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4062	5151905	5153401	+	CAZyme|CBM32_e462+Peptidase|C02.UPA
CGC94	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4063	5153427	5154662	+	null
CGC94	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4064	5154944	5157229	+	CAZyme|GH92_e84
CGC94	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4065	5157236	5159575	+	CAZyme|GH92_e46
CGC94	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4066	5159605	5160399	+	null
CGC94	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4067	5160446	5162752	+	CAZyme|GH92_e46
CGC94	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4068	5162880	5163671	-	STP|Response_reg+STP|LytTR
CGC94	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4069	5163689	5164747	-	TC|9.B.304.1.11
CGC94	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4070	5164810	5165739	-	TC|2.A.6.2.20
CGC94	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4071	5165823	5170148	-	TC|2.A.6.1.2
CGC95	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4087	5185604	5189011	+	TC|1.B.14.6.13
CGC95	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4088	5189028	5190641	+	TC|8.A.46.2.2
CGC95	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4089	5190666	5191742	+	null
CGC95	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4090	5191751	5192905	+	null
CGC95	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4091	5192939	5194369	+	CAZyme|GH18_e216
CGC95	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4092	5194400	5195734	+	null
CGC95	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4093	5196004	5196438	-	null
CGC95	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4094	5196633	5198900	-	CAZyme|GH92_e18
CGC95	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4095	5198918	5199073	+	null
CGC95	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4096	5198998	5201274	-	CAZyme|GH92_e0
CGC95	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4097	5201306	5202301	-	STP|FecR
CGC95	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4098	5202354	5202908	-	STP|Sigma70_r2+STP|Sigma70_r4_2
CGC95	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4099	5202936	5205167	-	CAZyme|GH92_e46
CGC96	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4109	5216850	5217986	+	CAZyme|GT19_e2
CGC96	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4110	5218078	5218854	+	null
CGC96	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4111	5218967	5219809	-	TC|9.B.273.1.1
CGC97	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4143	5250659	5253760	-	TC|1.B.14.6.17
CGC97	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4144	5253800	5255143	-	CAZyme|CBM32_e16
CGC97	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4145	5256049	5257926	-	null
CGC97	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4146	5258012	5259352	-	TC|1.A.26.1.1
CGC98	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4155	5274028	5278056	+	CAZyme|GH2_10|CBM32_e361+Sulfatase|S1_19
CGC98	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4156	5278177	5279094	-	null
CGC98	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4157	5279201	5281090	+	null
CGC98	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4158	5281141	5282472	+	TC|1.A.23.4.5
CGC99	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4195	5339015	5342095	+	TC|1.B.14.6.1
CGC99	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4196	5342248	5344236	+	CAZyme|CE20_e27+Sulfatase|S1_16
CGC99	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4197	5344274	5346547	+	CAZyme|GH92_e84
CGC99	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4198	5346666	5348819	+	CAZyme|GH92_e26
CGC99	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4199	5348846	5349979	+	CAZyme|GH130_3
CGC99	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4200	5349986	5351524	+	CAZyme|GH43_8|CBM91_e65
CGC99	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4201	5351618	5353000	+	null
CGC99	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4202	5353085	5354521	-	TC|2.A.38.1.1
CGC100	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4207	5362366	5362587	+	TC|2.A.64.1.8
CGC100	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4208	5362603	5363424	+	null
CGC100	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4209	5363539	5366913	+	null
CGC100	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4210	5367284	5368801	-	TC|2.A.1.14.25
CGC100	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4211	5368885	5369016	+	null
CGC100	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4212	5369061	5369981	-	null
CGC100	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4213	5370014	5371411	-	TC|4.A.5.1.4
CGC100	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4214	5371714	5372913	+	CAZyme|GH105_e116
CGC100	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4215	5372923	5373891	+	CAZyme|CE8_e126
CGC100	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4216	5374011	5375744	+	CAZyme|CE12_e70|CE8_e211+Sulfatase|S1_4
CGC101	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4220	5382882	5384741	-	TC|1.B.38.1.10
CGC101	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4221	5384754	5387969	-	TC|1.B.14.6.17
CGC101	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4222	5388189	5389682	-	CAZyme|PL1_2
CGC101	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4223	5389689	5391260	-	CAZyme|PL1_2
CGC101	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4224	5391544	5392338	+	TC|9.B.116.3.3
CGC101	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4225	5392342	5393154	+	STP|LytTR
CGC101	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4226	5393376	5393558	-	null
CGC101	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4227	5393605	5395284	+	CAZyme|PL1_2
CGC101	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4228	5395314	5396981	+	null
CGC101	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4229	5397029	5400436	+	TC|1.B.14.6.17
CGC101	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4230	5400451	5402526	+	null
CGC101	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4231	5402817	5404403	+	CAZyme|GH28_e300+Sulfatase|S1_15
CGC102	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4240	5419109	5420287	-	CAZyme|CBM32_e75
CGC102	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4241	5420303	5421565	-	null
CGC102	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4242	5421598	5423520	-	null
CGC102	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4243	5423531	5426746	-	TC|1.B.14.6.17
CGC102	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_4244	5427009	5428826	-	CAZyme|GH29_e124|CBM32_e372|CBM32_e372+Sulfatase|S1_16
