Gene ID	EC#	dbCAN_hmm	dbCAN_sub	DIAMOND	#ofTools	Recommend Results	Substrate
megahit-m1__c005543_58	-	SLH(37-78)	-	-	1	-	-
megahit-m1__c005558_2	-	GT51(1-110)	GT51_e213(1-109)	GT51	3	GT51_e213	-
megahit-m1__c005603_1	-	CBM57(240-355)	CBM57_e31(243-355)	CBM57	3	CBM57_e31	host glycan
megahit-m1__c005739_3	-	-	GT4_e2874(208-315)	GT0	2	GT4_e2874	-
megahit-m1__c005758_2	-	GT83(16-512)	GT83_e141(16-513)	GT83	3	GT83_e141	-
megahit-m1__c005804_3	2.4.1.129:11	GT51(54-230)	GT51_e130(54-229)	GT51	3	GT51_e130	-
megahit-m1__c005859_1	-	GT2(4-169)	GT2(4-170)	GT2	3	GT2	-
megahit-m1__c005859_2	-	GT4(201-347)	GT4_e673(201-346)	GT4	3	GT4_e673	-
megahit-m1__c005889_2	-	-	-	GH28	1	-	-
megahit-m1__c005891_22	-|-|-|-	CBM50(125-168)+CBM50(258-302)	CBM50_e530(8-51)+CBM50_e530(57-100)+CBM50_e530(125-168)+CBM50_e208(258-302)	CBM50	3	CBM50_e530|CBM50_e530|CBM50_e530|CBM50_e208	chitin
megahit-m1__c005892_11	-	GT66(25-779)	GT66_e30(34-776)	GT66	3	GT66_e30	-
megahit-m1__c005902_14	-	-	-	GH3	1	-	-
megahit-m1__c005970_2	-	-	GT4_e5585(218-364)	GT4	2	GT4_e5585	-
megahit-m1__c005970_3	-	GT4(201-348)	GT4_e3320(202-347)	GT4	3	GT4_e3320	-
megahit-m1__c005977_7	-	-	-	CE8	1	-	-
megahit-m1__c005977_8	-	-	-	GT119	1	-	-
megahit-m1__c006001_3	-	-	-	CBM50+GH25	1	-	-
megahit-m1__c006044_5	-	-	-	CBM48+GH13_8+GH13_8	1	-	-
megahit-m1__c006069_1	-	-	-	CBM5	1	-	-
megahit-m1__c006082_5	-	-	-	GT4	1	-	-
megahit-m1__c006090_3	-	-	-	GH2_18	1	-	-
megahit-m1__c006152_3	-	-	-	AAQ66248.1+GT4	1	-	-
megahit-m1__c006176_1	-	-	-	GT2	1	-	-
megahit-m1__c006202_1	-	GT4(251-364)	GT4_e2566(251-364)	GT4	3	GT4_e2566	-
megahit-m1__c006298_2	3.2.1.68:3|3.2.1.68:15	CBM48(34-125)+GH13_11(215-564)	CBM48_e98(33-126)+GH13_e48(214-565)	CBM48+GH13_11	3	CBM48_e98|GH13_11	alpha-glucan
megahit-m1__c006323_22	-	-	-	GH55_2	1	-	-
megahit-m1__c006327_1	-	-	GT4_e2954(226-315)	GT4	2	GT4_e2954	-
megahit-m1__c006344_2	-	-	-	GT2	1	-	-
megahit-m1__c006362_1	-	-	-	GT2	1	-	-
megahit-m1__c006369_2	-	-	-	GH13_31	1	-	-
megahit-m1__c006393_38	3.2.1.21:33;3.2.1.37:3;3.2.1.-:3	GH3(48-264)	GH3_e165(49-264)	GH3	3	GH3_e165	beta-glucan;xylan;xyloglucan
megahit-m1__c006393_39	3.2.1.39:5|3.2.1.39:5|-	CBM4(19-171)+GH16_3(220-460)+CBM4(491-629)	CBM4_e10(20-171)+GH16_e327(220-460)+CBM4_e23(493-629)	CBM4+GH16_3	3	CBM4_e10|GH16_3|CBM4_e23	beta-glucan;xylan
megahit-m1__c006441_2	-	GT2(6-123)	GT2(6-263)	GT2	3	GT2	-
megahit-m1__c006441_3	-	-	GT121_e191(223-375)	GT121	2	GT121_e191	bacterial outer membrane (OM) polysaccharides
megahit-m1__c006479_3	-	-	-	CE4	1	-	-
megahit-m1__c006496_2	-	GH13_36(72-383)	GH13_e30(72-383)	GH13_36	3	GH13_36	-
megahit-m1__c006496_6	3.2.1.54:9	GH13_20(66-342)	GH13_e477(66-342)	GH13_20	3	GH13_20	alpha-glucan
megahit-m1__c006497_33	-	GT51(66-226)	GT51_e326(68-224)	GT51	3	GT51_e326	-
megahit-m1__c006521_29	-	GH13_48(23-294)	GH13_e39(23-293)	GH13_48	3	GH13_48	-
megahit-m1__c006565_3	-	-	GT4_e2954(228-317)	GT4	2	GT4_e2954	-
megahit-m1__c006565_5	-	GT2(8-178)	GT2(9-192)	GT2	3	GT2	-
megahit-m1__c006565_6	-	GT94(100-358)	GT4_e558(199-345)	GT4	3	GT4_e558	-
megahit-m1__c006661_26	-	-	-	GH24	1	-	-
megahit-m1__c006661_79	-	-	-	GT119	1	-	-
megahit-m1__c006661_98	-	-	CBM50_e464(199-241)	CBM50	2	CBM50_e464	chitin
megahit-m1__c006666_6	-	-	-	GH6	1	-	-
megahit-m1__c006669_3	-	GH73(120-248)	GH73_e350(123-249)	GH0	3	GH73_e350	-
megahit-m1__c006676_12	-	GH57_3(5-317)	GH57_e71(5-317)	AAB99631.1+GH57_3	3	GH57_3	-
megahit-m1__c006676_13	-	GH15(269-601)	GH15_e12(269-601)	AAB99630.1+GH15	3	GH15_e12	-
megahit-m1__c006676_17	-	GT5(2-509)	GT5_e32(2-510)	AAB99625.1+GT5	3	GT5_e32	-
megahit-m1__c006676_44	-	GT2(3-122)	GT2(3-129)	AAB98538.1+GT2	3	GT2	-
megahit-m1__c006691_6	3.2.1.54:9	GH13_20(66-342)	GH13_e477(66-342)	GH13_20	3	GH13_20	alpha-glucan
megahit-m1__c006691_7	-	GH4(27-208)	GH4_e52(27-205)	GH4	3	GH4_e52	-
megahit-m1__c006695_9	-	CE1(78-279)	CE1_e22(79-238)	CE1	3	CE1_e22	-
megahit-m1__c006774_2	-	GT2(28-181)	GT2(28-184)	GT2	3	GT2	-
megahit-m1__c006849_3	-	GT4(198-336)	GT4_e5984(195-334)	GT4	3	GT4_e5984	-
megahit-m1__c006864_1	-	GT4(213-364)	GT4_e1274(215-362)	GT4	3	GT4_e1274	-
megahit-m1__c006872_3	-	-	-	GT50	1	-	-
megahit-m1__c006874_3	-	CE1(79-241)	-	-	1	-	-
megahit-m1__c006920_73	-	-	-	CBM50	1	-	-
megahit-m1__c006967_3	-	-	-	GT2	1	-	-
megahit-m1__c006975_1	-	-	-	CE11	1	-	-
megahit-m1__c007028_3	-	-	-	GT22	1	-	-
megahit-m1__c007031_10	-	GT119(15-360)	GT119_e19(39-359)	GT119	3	GT119_e19	peptidoglycan
megahit-m1__c007146_41	-	GT2(5-144)	GT2(5-165)	GT2	3	GT2	-
megahit-m1__c007146_44	-	GT2(7-164)	GT2(7-166)	GT2	3	GT2	-
megahit-m1__c007193_3	-	GH13_48(38-346)	GH13_e116(38-347)	GH13	3	GH13_48	-
megahit-m1__c007193_6	-	-	GT1_e6(2-298)	GT1	2	GT1_e6	-
megahit-m1__c007221_3	-	CE4(58-192)	CE4_e274(59-195)	-	2	CE4_e274	-
megahit-m1__c007221_6	-|3.2.1.4:2;3.2.1.151:5	-	GH74_e4(79-184)+GH74_e19(186-342)	GH0	2	GH74_e4|GH74_e19	cellulose;xyloglucan
megahit-m1__c007257_9	-	-	-	CBM50	1	-	-
megahit-m1__c007307_2	-	GT4(200-346)	GT4_e1592(201-345)	GT4	3	GT4_e1592	-
megahit-m1__c007393_7	-	GH39(93-367)	GH39_e107(93-363)	GH39	3	GH39_e107	-
megahit-m1__c007495_1	-	-	CBM50_e1400(49-91)	CBM50	2	CBM50_e1400	chitin
megahit-m1__c007519_2	-	-	-	GT2	1	-	-
megahit-m1__c007544_14	-	GH23(171-268)	GH23_e20(171-271)	GH23	3	GH23_e20	-
megahit-m1__c007544_15	-|-	GH23(139-282)	GH23_e783(139-277)+CBM50_e1545(451-492)	CBM50+GH23	3	GH23_e783|CBM50_e1545	chitin
megahit-m1__c007558_2	2.4.1.25:4;2.4.1.-:5	GH13_48(108-215)	GH13_e458(107-489)	GH13	3	GH13_48	alpha-glucan
megahit-m1__c007588_3	-	AA3(26-526)	-	-	1	-	-
megahit-m1__c007617_2	-	-	-	GH0	1	-	-
megahit-m1__c007623_8	-	-	-	GH13_30	1	-	-
megahit-m1__c007641_2	-	GH188(1-134)	-	-	1	-	-
megahit-m1__c007685_7	-	CE1(72-249)	-	-	1	-	-
megahit-m1__c007685_8	-	CE4(40-144)	CE4_e222(43-161)	CE4	3	CE4_e222	-
megahit-m1__c007754_1	-	GH109(54-197)	-	-	1	-	-
megahit-m1__c007772_8	-	-	-	GT2	1	-	-
megahit-m1__c007798_2	-	-	-	GH101	1	-	-
megahit-m1__c007890_2	-	-	-	GT30	1	-	-
megahit-m1__c007894_8	-	-	-	GH131	1	-	-
megahit-m1__c007927_63	-	-	-	CBM48+GH13_9	1	-	-
megahit-m1__c007953_3	-	-	-	GH38	1	-	-
megahit-m1__c007980_3	-	-	-	GH36	1	-	-
megahit-m1__c007980_7	-	-	-	CBM50	1	-	-
megahit-m1__c007989_2	-	-	-	GH5_11	1	-	-
megahit-m1__c008010_2	-	-	-	GH1	1	-	-
megahit-m1__c008017_4	-	-	-	GH0	1	-	-
megahit-m1__c008022_1	-	-	-	GH2_18	1	-	-
megahit-m1__c008031_2	-	-	-	GT2	1	-	-
megahit-m1__c008081_2	-	-	-	GT33	1	-	-
megahit-m1__c008091_12	4.2.2.23:15;4.2.2.24:5	PL11(30-624)	PL11_e0(30-624)	PL11_1	3	PL11_e0	pectin
megahit-m1__c008091_14	-	GH4(4-186)	GH4_e52(4-186)	GH4	3	GH4_e52	-
megahit-m1__c008091_20	3.2.1.40:5	GH106(5-518)	GH106_e1(5-652)	GH106	3	GH106_e1	pectin
megahit-m1__c008139_3	-	-	GT121_e84(275-394)	GT121	2	GT121_e84	bacterial outer membrane (OM) polysaccharides
megahit-m1__c008154_15	-	-	AA4_e3(25-230)	-	1	-	lignin
megahit-m1__c008172_2	-	GT83(9-439)	-	-	1	-	-
megahit-m1__c008284_10	-	GH4(3-181)	GH4_e21(3-180)	GH4	3	GH4_e21	-
megahit-m1__c008303_3	-|-|-	GH13_39(465-796)	CBM34_e12(66-165)+CBM34_e12(263-381)+GH13_e426(465-795)	CBM34+GH13	3	CBM34_e12|CBM34_e12|GH13_39	alpha-glucan
megahit-m1__c008344_20	3.2.1.131:10;3.2.1.139:12	GH67(36-701)	GH67_e1(37-701)	GH67	3	GH67_e1	xylan
megahit-m1__c008355_1	-	-	-	GT2	1	-	-
megahit-m1__c008450_2	-	-	-	GH13_31	1	-	-
megahit-m1__c008450_8	2.4.1.15:67	GT20(3-462)	GT20_e1(3-462)	GT20	3	GT20_e1	-
megahit-m1__c008459_2	-	GT4(206-354)	GT4_e1435(207-356)	GT4	3	GT4_e1435	-
megahit-m1__c008468_2	-	CE4(155-297)	CE4_e292(155-297)	CE4	3	CE4_e292	-
megahit-m1__c008512_1	-	-	GT2(1-88)	GT2	2	GT2	-
megahit-m1__c008519_1	-	GT51(71-247)	GT51_e155(71-247)	GT51	3	GT51_e155	-
megahit-m1__c008519_2	-	GT51(70-233)	GT51_e71(70-233)	GT51	3	GT51_e71	-
megahit-m1__c008527_14	-	CE1(162-358)	-	-	1	-	-
megahit-m1__c008534_2	-	GH39(293-585)	GH39_e122(293-546)	GH39	3	GH39_e122	-
megahit-m1__c008556_2	-	-	-	GH73	1	-	-
megahit-m1__c008572_1	-	GH33(255-571)	-	GH0	2	GH33	-
megahit-m1__c008643_17	-	-	-	GH13_48	1	-	-
megahit-m1__c008643_2	-	GT2(4-132)	GT2(4-192)	GT2	3	GT2	-
megahit-m1__c008697_1	-	-	-	GH13_48	1	-	-
megahit-m1__c008697_12	-	-	-	GT2	1	-	-
megahit-m1__c008697_15	-	-	-	GH131	1	-	-
megahit-m1__c008724_26	-	GH186(67-553)	GH186_e11(64-553)	GH186	3	GH186_e11	beta-glucan
megahit-m1__c008724_27	-	GT2(246-428)	GT2(244-576)	GT2	3	GT2	-
megahit-m1__c008814_2	-	GT28(192-350)	GT28_e119(193-349)	GT28	3	GT28_e119	-
megahit-m1__c008855_11	-	GT2(8-158)	GT2(8-159)	GT2	3	GT2	-
megahit-m1__c008855_15	-	-	-	CE8	1	-	-
megahit-m1__c008886_1	-	-	-	GH28	1	-	-
megahit-m1__c008887_3	-	-	-	GH10	1	-	-
megahit-m1__c008893_15	-	-	-	GH13	1	-	-
megahit-m1__c008894_5	-	GT9(78-331)	GT9_e283(80-333)	GT9	3	GT9_e283	-
megahit-m1__c008926_2	2.4.1.-:4	GT104(7-391)	GT104_e0(7-391)	GT104	3	GT104_e0	-
megahit-m1__c008938_3	-	-	-	GH32	1	-	-
megahit-m1__c008949_66	3.2.1.4:8	GH12(103-272)	GH12_e2(103-270)	AAC95060.1+GH12	3	GH12_e2	cellulose
megahit-m1__c008949_67	3.2.1.4:8	GH12(86-252)	GH12_e13(85-252)	GH12	3	GH12_e13	cellulose
megahit-m1__c008963_2	-	-	-	GH131	1	-	-
megahit-m1__c009011_16	3.2.1.199:9	GH31_13(189-618)	GH31_e85(189-618)	GH31_13	3	GH31_13	glycolipid
megahit-m1__c009011_81	-	-	-	GH84	1	-	-
megahit-m1__c009122_1	-	GT2(63-233)	GT2(63-226)	AAM73235.1+GT2	3	GT2	-
megahit-m1__c009126_3	-	GT4(198-349)	GT4_e3269(199-347)	GT4	3	GT4_e3269	-
megahit-m1__c009145_23	3.2.1.20:2	GH31_1(193-635)	GH31_e41(193-635)	GH31_1	3	GH31_1	alpha-glucan
megahit-m1__c009145_35	-	-	-	GH0	1	-	-
megahit-m1__c009150_1	-	-	-	GH13_3	1	-	-
megahit-m1__c009171_2	-	-	-	GH13	1	-	-
megahit-m1__c009186_3	-	GT2(5-156)	GT2(5-129)	-	2	GT2	-
megahit-m1__c009186_4	-	GT2(5-132)	GT2(5-135)	GT2	3	GT2	-
megahit-m1__c009217_5	-|-	GT116(57-250)+GT2(317-429)	GT116_e2(56-255)+GT2(317-485)	GT2	3	GT116_e2|GT2	-
megahit-m1__c009263_1	-	-	-	GT1	1	-	-
megahit-m1__c009270_11	-	GH105(29-372)	GH105_e41(30-370)	GH105	3	GH105_e41	-
megahit-m1__c009270_12	-|3.2.1.37:2;3.2.1.55:2	GH43_10(16-284)+CBM91(319-520)	GH43_e329(16-284)+CBM91_e12(319-521)	CBM91+GH43_10	3	GH43_10|CBM91_e12	xylan
megahit-m1__c009286_2	-	CE20(113-411)	CE20_e29(113-411)	CE20	3	CE20_e29	xyloglucan
megahit-m1__c009311_2	-	-	-	CBM35	1	-	-
megahit-m1__c009315_4	-	GH3(98-320)	GH3_e195(98-321)	GH3	3	GH3_e195	-
megahit-m1__c009345_3	-	GH171(21-386)	GH171_e23(21-386)	GH171	3	GH171_e23	peptidoglycan
megahit-m1__c009364_1	-	-	-	GH39	1	-	-
megahit-m1__c009410_4	-	GT2(111-273)	GT2(111-271)	GT2	3	GT2	-
megahit-m1__c009444_3	-	GT119(14-362)	GT119_e42(20-361)	GT119	3	GT119_e42	peptidoglycan
megahit-m1__c009452_2	-	-	-	GH1	1	-	-
megahit-m1__c009491_4	-	GH130_3(8-286)	GH130_e17(8-286)	GH130_3	3	GH130_3	beta-mannan
megahit-m1__c009613_2	-	GH171(7-309)	GH171_e26(2-309)	GH171	3	GH171_e26	peptidoglycan
megahit-m1__c009628_3	-	-	GT4_e3077(191-269)	GT4	2	GT4_e3077	-
megahit-m1__c009640_4	-	GT2(62-291)	GT2(62-291)	GT2	3	GT2	-
megahit-m1__c009640_6	-	GT4(252-408)	GT4_e1214(254-402)	GT4	3	GT4_e1214	-
megahit-m1__c009713_22	-	PL22(277-396)	-	-	1	-	-
megahit-m1__c009715_1	-	-	-	CBM48+GH13_9	1	-	-
megahit-m1__c009743_1	-	GH24(36-168)	GH24_e155(36-167)	GH24	3	GH24_e155	peptidoglycan
megahit-m1__c009753_4	-	CE1(31-326)	-	-	1	-	-
megahit-m1__c009807_2	-|-	GH10(39-345)+CBM2(524-624)	GH10_e215(39-345)+CBM2_e65(524-624)	CBM2+GH10	3	GH10_e215|CBM2_e65	cellulose
megahit-m1__c009808_3	-	-	-	GT2	1	-	-
megahit-m1__c009820_3	-	-	-	GH0	1	-	-
megahit-m1__c009822_3	-	GT1(9-417)	GT1_e129(9-417)	GT1	3	GT1_e129	-
megahit-m1__c009938_10	-	-	-	GH6	1	-	-
megahit-m1__c009938_20	-	-	-	GT2	1	-	-
megahit-m1__c009938_50	-	-	-	GT119	1	-	-
megahit-m1__c009938_74	-	-	-	GT4	1	-	-
megahit-m1__c009950_14	-	-	-	GH13_31	1	-	-
megahit-m1__c009974_1	-	GT2(45-216)	GT2(45-275)	GT2	3	GT2	-
megahit-m1__c010003_2	-	-	-	CBM50	1	-	-
megahit-m1__c010022_2	-	GT2(2-232)	GT2(10-233)	GT2	3	GT2	-
megahit-m1__c010023_4	-	GH188(7-149)	-	-	1	-	-
megahit-m1__c010023_5	-	GH177(47-324)	-	-	1	-	-
megahit-m1__c010062_3	-	GT4(198-348)	GT4_e4370(198-307)	GT4	3	GT4_e4370	-
megahit-m1__c010095_4	-	GH103(70-365)	GH103_e28(70-365)	GH103	3	GH103_e28	peptidoglycan
megahit-m1__c010125_3	-	GT2(10-118)	GT2(10-139)	GT2	3	GT2	-
megahit-m1__c010167_2	-	-	GT4_e1731(246-385)	GT4	2	GT4_e1731	-
megahit-m1__c010169_7	-	GT2(6-164)	GT2(6-164)	GT2	3	GT2	-
megahit-m1__c010178_2	-	-	-	GT2	1	-	-
megahit-m1__c010260_3	-	-	-	GH4	1	-	-
megahit-m1__c010261_2	-	-	GT4_e3199(301-444)	-	1	-	-
megahit-m1__c010289_1	-	-	-	GT2	1	-	-
megahit-m1__c010356_2	-	-	GT4_e3818(171-324)	GT0	2	GT4_e3818	-
megahit-m1__c010356_3	-	-	GT4_e7056(231-365)	GT4	2	GT4_e7056	-
megahit-m1__c010360_2	-	-	-	GH13_48	1	-	-
megahit-m1__c010384_5	-	-	-	GH27	1	-	-
megahit-m1__c010397_8	-	GT2(7-150)	GT2(7-198)	GT2	3	GT2	-
megahit-m1__c010407_2	-	-	-	GT2	1	-	-
megahit-m1__c010409_1	-	-	-	GH152	1	-	-
megahit-m1__c010424_2	3.2.1.37:15;3.2.1.55:3	GH3(89-315)	GH3_e88(89-315)	GH3	3	GH3_e88	arabinan;xylan
megahit-m1__c010424_3	3.1.1.72:4	CE7(3-319)	CE7_e23(4-318)	CE7	3	CE7_e23	xylan
megahit-m1__c010442_4	-	GT2(74-196)	GT2(75-283)	-	2	GT2	-
megahit-m1__c010461_19	-	-	CBM50_e976(26-70)	CBM50	2	CBM50_e976	chitin
megahit-m1__c010468_7	-	-	-	GH0	1	-	-
megahit-m1__c010507_2	-	GT119(28-379)	GT119_e159(29-378)	GT119	3	GT119_e159	peptidoglycan
megahit-m1__c010515_4	-	-	-	GT4	1	-	-
megahit-m1__c010520_3	-	GT75(73-371)	GT75_e4(73-371)	GT75	3	GT75_e4	-
megahit-m1__c010534_42	-	GT4(192-345)	GT4_e460(194-344)	GT4	3	GT4_e460	-
megahit-m1__c010534_44	-	GT2(7-166)	GT2(7-145)	GT2	3	GT2	-
megahit-m1__c010534_45	-	AA6(14-191)	-	-	1	-	-
megahit-m1__c010573_3	-	GT4(246-393)	GT4_e248(245-394)	GT4	3	GT4_e248	-
megahit-m1__c010584_3	-	-	-	GH28	1	-	-
megahit-m1__c010595_2	-	GT4(208-368)	GT4_e2148(214-368)	GT4	3	GT4_e2148	-
megahit-m1__c010661_21	-	GT41(62-581)	GT41_e128(57-581)	GT41	3	GT41_e128	-
megahit-m1__c010661_64	-	-	-	GH5_29	1	-	-
megahit-m1__c010684_15	-	-	-	CE8	1	-	-
megahit-m1__c010803_2	-	GT2(13-164)	GT2(12-166)	GT2	3	GT2	-
megahit-m1__c010818_5	-	GT2(3-225)	GT2(7-218)	GT2	3	GT2	-
megahit-m1__c010818_6	-	GT2(4-170)	GT2(5-215)	GT2	3	GT2	-
megahit-m1__c010901_5	-	GT2(12-195)	GT2(13-234)	GT2	3	GT2	-
megahit-m1__c010901_9	-	-	-	GH13	1	-	-
megahit-m1__c010979_2	-	-	-	CBM48+GH13_8+GH13_8	1	-	-
megahit-m1__c011092_15	-	GH9(328-792)	-	-	1	-	-
megahit-m1__c011115_1	-	GT4(182-317)	GT4_e3869(185-320)	GT4	3	GT4_e3869	-
megahit-m1__c011153_3	-	GH13(104-484)	GH13_e148(103-483)	GH13	3	GH13_e148	-
megahit-m1__c011203_4	-	-	-	GT2	1	-	-
megahit-m1__c011233_1	-	CE20(110-400)	CE20_e29(110-400)	CE20	3	CE20_e29	xyloglucan
megahit-m1__c011235_9	-	-	-	CBM50	1	-	-
megahit-m1__c011260_131	-	CE4(50-171)	CE4_e310(49-171)	CE4	3	CE4_e310	-
megahit-m1__c011260_148	-	-	-	GH13_23	1	-	-
megahit-m1__c011260_6	-	GT4(206-356)	GT4_e4997(206-354)	GT4	3	GT4_e4997	-
megahit-m1__c011260_70	-	-	-	GT2	1	-	-
megahit-m1__c011320_2	-	GT4(215-358)	GT4_e2790(214-357)	GT4	3	GT4_e2790	-
megahit-m1__c011401_3	-	-	-	CBM47	1	-	-
megahit-m1__c011446_3	-	CE20(117-406)	CE20_e7(117-405)	CE20	3	CE20_e7	xyloglucan
megahit-m1__c011448_10	-	GT4(208-361)	GT4_e3478(209-359)	AAB99071.1+GT4	3	GT4_e3478	-
megahit-m1__c011448_25	-	AA6(14-189)	-	-	1	-	-
megahit-m1__c011448_4	-	-	-	AAB99065.1+GT0	1	-	-
megahit-m1__c011452_2	-|-|-|-	GH23(137-272)	GH23_e669(137-273)+CBM50_e670(376-417)+CBM50_e670(449-491)+CBM50_e670(588-629)	CBM50+GH23	3	GH23_e669|CBM50_e670|CBM50_e670|CBM50_e670	chitin
megahit-m1__c011462_4	-	GT5(26-494)	GT5_e6(26-494)	GT5	3	GT5_e6	-
megahit-m1__c011546_3	3.2.1.52:16	GH3(51-279)	GH3_e19(55-278)	GH3	3	GH3_e19	chitin
megahit-m1__c011555_2	2.4.1.173:23;2.4.1.-:3	GT1(7-415)	GT1_e153(9-415)	GT1	3	GT1_e153	-
megahit-m1__c011635_1	-	-	-	GH131	1	-	-
megahit-m1__c011657_6	-	AA7(34-227)	-	-	1	-	-
megahit-m1__c011704_3	-	GT4(251-413)	GT4_e538(254-410)	GT4	3	GT4_e538	-
megahit-m1__c011731_10	-	-	-	CBM5	1	-	-
megahit-m1__c011734_3	-	-	-	GH13_31	1	-	-
megahit-m1__c011738_3	-	GT2(6-151)	GT2(6-242)	GT2	3	GT2	-
megahit-m1__c011741_1	-	GH97(13-254)	GH97_e9(2-254)	GH97	3	GH97_e9	-
megahit-m1__c011767_2	-	-	-	GT2	1	-	-
megahit-m1__c011814_2	-	GH130_12(3-113)	GH130_e52(6-113)	-	2	GH130_12	beta-mannan
megahit-m1__c011845_4	-	-	-	GT119	1	-	-
megahit-m1__c011990_5	-	-	-	PL4_2	1	-	-
megahit-m1__c012004_4	-	CE1(26-216)	-	-	1	-	-
megahit-m1__c012031_2	-	CE14(78-187)	CE14_e22(78-185)	CE14	3	CE14_e22	-
megahit-m1__c012041_3	-	-	-	GT47	1	-	-
megahit-m1__c012100_10	3.2.1.37:3	GH39(12-435)	GH39_e57(13-435)	AAA23063.1+GH39	3	GH39_e57	xylan
megahit-m1__c012100_11	-	GH10(18-300)	GH10_e46(1-300)	GH10	3	GH10_e46	-
megahit-m1__c012100_13	-	CE1(10-262)	-	-	1	-	-
megahit-m1__c012100_14	3.2.1.8:5	GH10(12-335)	GH10_e10(11-335)	GH10	3	GH10_e10	xylan
megahit-m1__c012100_15	3.2.1.37:10	GH39(19-442)	GH39_e74(20-441)	GH39	3	GH39_e74	xylan
megahit-m1__c012100_43	-	CE7(3-313)	CE7_e45(3-315)	CE7	3	CE7_e45	-
megahit-m1__c012100_9	-	-	CBM50_e931(318-359)	CBM50	2	CBM50_e931	chitin
megahit-m1__c012115_2	-	CE1(112-315)	-	-	1	-	-
megahit-m1__c012129_10	-	CE1(34-268)	-	-	1	-	-
megahit-m1__c012168_3	-	-	-	CE4	1	-	-
megahit-m1__c012172_4	-	CE1(41-214)	CE1_e74(41-210)	-	2	CE1_e74	-
megahit-m1__c012193_7	-	GT2(5-134)	GT2(5-152)	GT2	3	GT2	-
megahit-m1__c012215_3	-	-	-	GT57	1	-	-
megahit-m1__c012251_2	-	-	-	GT1	1	-	-
megahit-m1__c012270_1	-	-	GT4_e5810(234-349)	GT4	2	GT4_e5810	-
megahit-m1__c012315_2	-	GT2(12-133)	GT2(12-172)	GT2	3	GT2	-
megahit-m1__c012317_5	-	-	-	GH33	1	-	-
megahit-m1__c012327_7	-	-	-	GH130_3	1	-	-
megahit-m1__c012357_57	-	GH179(4-137)	GH179_e0(5-136)	-	2	GH179_e0	chitin
megahit-m1__c012357_83	-	GT81(18-240)	GT81_e40(20-240)	GT81	3	GT81_e40	-
megahit-m1__c012403_4	-	-	-	CBM91	1	-	-
megahit-m1__c012405_1	-	-	-	CBM5	1	-	-
megahit-m1__c012489_1	3.2.1.23:35	GH2_10(89-951)	GH2_e1(88-951)	GH2_10	3	GH2_10	beta-galactan
megahit-m1__c012492_2	-|-|-|-	CBM32(48-161)+CBM32(176-290)+CBM32(346-459)+GH16_3(485-732)	CBM32_e68(49-161)+CBM32_e68(179-290)+CBM32_e337(345-459)+GH16_e309(485-731)	CBM32+GH16_3	3	CBM32_e68|CBM32_e68|CBM32_e337|GH16_3	host glycan
megahit-m1__c012582_2	-	-	GT4_e3333(212-347)	GT4	2	GT4_e3333	-
megahit-m1__c012601_28	-	CBM9(57-223)	-	-	1	-	-
megahit-m1__c012649_14	-	GT83(24-391)	GT83_e13(34-254)	-	2	GT83_e13	-
megahit-m1__c012649_25	-	GT51(114-287)	GT51_e132(114-288)	GT51	3	GT51_e132	-
megahit-m1__c012666_3	-	-	-	GT4	1	-	-
megahit-m1__c012683_10	-	GT4(166-296)	GT4_e2056(167-299)	GT4	3	GT4_e2056	-
megahit-m1__c012683_11	-	GT81(6-204)	GT2(11-165)	GT2	3	GT2	-
megahit-m1__c012683_14	-	GT2(7-110)	GT2(7-228)	GT2	3	GT2	-
megahit-m1__c012733_2	4.2.2.23:2|-	CBM2(36-136)+PL1(241-427)	CBM2_e68(36-136)+PL1_e45(249-427)	CBM2+PL1	3	CBM2_e68|PL1_e45	cellulose
megahit-m1__c012850_16	3.2.1.37:15;3.2.1.55:3	GH3(89-315)	GH3_e88(89-315)	AAB70867.1+GH3	3	GH3_e88	arabinan;xylan
megahit-m1__c012850_53	-	CE4(6-112)	CE4_e420(6-112)	CE4	3	CE4_e420	-
megahit-m1__c012850_9	-	GH10(28-337)	GH10_e215(29-337)	GH10	3	GH10_e215	-
megahit-m1__c012943_4	-	GT83(6-371)	GT83_e127(12-375)	GT83	3	GT83_e127	-
megahit-m1__c012959_43	-	-	-	CBM5	1	-	-
megahit-m1__c013014_6	-	-	-	GT57	1	-	-
megahit-m1__c013023_8	-	AA1(137-329)	-	-	1	-	-
megahit-m1__c013112_3	-	GT4(202-364)	GT4_e3370(201-364)	GT4	3	GT4_e3370	-
megahit-m1__c013112_7	-	-	GT4_e8381(126-255)	GT4	2	GT4_e8381	-
megahit-m1__c013142_2	-	GT9(71-311)	GT9_e362(72-311)	GT9	3	GT9_e362	-
megahit-m1__c013150_2	-	GT4(172-323)	GT4_e664(176-316)	GT4	3	GT4_e664	-
megahit-m1__c013289_2	-	GT4(2-142)	GT4_e6933(2-141)	GT4	3	GT4_e6933	-
megahit-m1__c013315_3	-	-	-	GH152	1	-	-
megahit-m1__c013348_75	-	GT2(5-158)	GT2(5-158)	GT2	3	GT2	-
megahit-m1__c013354_5	-	GT2(6-184)	GT2(4-241)	GT2	3	GT2	-
megahit-m1__c013355_8	-	-	-	GT4	1	-	-
megahit-m1__c013401_2	-	-	-	GT1	1	-	-
