hotspring	ProcessID	Element	Process	RawCommunityIndex	CommunityIndex	CompleteGateFraction	Samples	Temperature	pH
AY11	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	1.1172291025500002e-05	1.1172291025500002e-05	0.9285714285714286	14	51.5	3.63
AY11	n_fix	Nitrogen	Nitrogen fixation	0.0	0.0	0.14285714285714285	14	51.5	3.63
AY11	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	7.077345686500001e-05	7.077345686500001e-05	1.0	14	51.5	3.63
AY11	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	6.999598008000001e-05	6.999598008000001e-05	1.0	14	51.5	3.63
AY11	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	6.019763139304999e-05	6.019763139304999e-05	0.8571428571428571	14	51.5	3.63
AY11	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.00010334668766775001	0.00010334668766775001	0.7857142857142857	14	51.5	3.63
AY11	phs	Sulfur	Thiosulfate/polysulfide reduction	8.724240481666667e-06	0.0	0.0	14	51.5	3.63
AY11	rtca	Carbon	Reverse TCA fixation	8.460022009e-07	0.0	0.42857142857142855	14	51.5	3.63
AY11	sox	Sulfur	Thiosulfate oxidation by Sox	4.23282455415e-06	4.23282455415e-06	0.6428571428571429	14	51.5	3.63
AY11	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.000150371883787	0.000150371883787	1.0	14	51.5	3.63
AY11	sulfur_reduction	Sulfur	Elemental sulfur reduction	1.7461695395e-07	1.7461695395e-07	0.7142857142857143	14	51.5	3.63
AY11	three_hp	Carbon	3-hydroxypropionate bicycle	1.0385622952333332e-06	0.0	0.0	14	51.5	3.63
AY11	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	2.0536766925000002e-06	0.0	0.2857142857142857	14	51.5	3.63
AY12	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.0	0.0	2	67.55000000000001	7.085
AY12	cbb	Carbon	Calvin-Benson-Bassham fixation	0.0001056794773175	0.0001056794773175	1.0	2	67.55000000000001	7.085
AY12	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.0	0.0	2	67.55000000000001	7.085
AY12	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.0	0.0	0.0	2	67.55000000000001	7.085
AY12	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.0	0.0	0.0	2	67.55000000000001	7.085
AY12	hao	Nitrogen	Hydroxylamine oxidation	0.0	0.0	0.0	2	67.55000000000001	7.085
AY12	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	2	67.55000000000001	7.085
AY12	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.0	0.0	0.0	2	67.55000000000001	7.085
AY12	n_fix	Nitrogen	Nitrogen fixation	0.0	0.0	0.0	2	67.55000000000001	7.085
AY12	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.0	0.0	0.0	2	67.55000000000001	7.085
AY12	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.0	0.0	0.0	2	67.55000000000001	7.085
AY12	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.0	0.0	0.0	2	67.55000000000001	7.085
AY12	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.0	0.0	0.0	2	67.55000000000001	7.085
AY12	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.0	0.0	2	67.55000000000001	7.085
AY12	rtca	Carbon	Reverse TCA fixation	0.0	0.0	0.0	2	67.55000000000001	7.085
AY12	sox	Sulfur	Thiosulfate oxidation by Sox	5.4611976701999994e-05	5.4611976701999994e-05	1.0	2	67.55000000000001	7.085
AY12	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	7.35022018e-05	0.0	0.0	2	67.55000000000001	7.085
AY12	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	2	67.55000000000001	7.085
AY12	three_hp	Carbon	3-hydroxypropionate bicycle	8.440443346666667e-06	0.0	0.0	2	67.55000000000001	7.085
AY12	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.0	0.0	0.0	2	67.55000000000001	7.085
LB01	anammox	Nitrogen	Anaerobic ammonium oxidation	3.3206783233333334e-05	0.0	0.0	1	63.9	6.78
LB01	cbb	Carbon	Calvin-Benson-Bassham fixation	3.325303084e-05	3.325303084e-05	1.0	1	63.9	6.78
LB01	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	2.348238636e-06	0.0	0.0	1	63.9	6.78
LB01	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	4.533042134e-05	4.533042134e-05	1.0	1	63.9	6.78
LB01	dsr	Sulfur	DsrAB sulfite/sulfide axis	9.7458331665e-06	9.7458331665e-06	1.0	1	63.9	6.78
LB01	hao	Nitrogen	Hydroxylamine oxidation	5.129246603e-06	5.129246603e-06	1.0	1	63.9	6.78
LB01	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	1	63.9	6.78
LB01	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	5.392383638e-05	5.392383638e-05	1.0	1	63.9	6.78
LB01	n_fix	Nitrogen	Nitrogen fixation	0.0	0.0	0.0	1	63.9	6.78
LB01	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	5.375701714e-06	5.375701714e-06	1.0	1	63.9	6.78
LB01	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	6.337436535966667e-06	6.337436535966667e-06	1.0	1	63.9	6.78
LB01	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	9.96203497e-05	9.96203497e-05	1.0	1	63.9	6.78
LB01	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	1.59091466875e-05	1.59091466875e-05	1.0	1	63.9	6.78
LB01	phs	Sulfur	Thiosulfate/polysulfide reduction	2.366954867e-06	0.0	0.0	1	63.9	6.78
LB01	rtca	Carbon	Reverse TCA fixation	1.1027528515e-06	0.0	0.0	1	63.9	6.78
LB01	sox	Sulfur	Thiosulfate oxidation by Sox	7.8017384312e-06	7.8017384312e-06	1.0	1	63.9	6.78
LB01	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	7.956297385197501e-05	7.956297385197501e-05	1.0	1	63.9	6.78
LB01	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	1	63.9	6.78
LB01	three_hp	Carbon	3-hydroxypropionate bicycle	9.5467077925e-05	9.5467077925e-05	1.0	1	63.9	6.78
LB01	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	2.0578832774e-05	2.0578832774e-05	1.0	1	63.9	6.78
LB02	anammox	Nitrogen	Anaerobic ammonium oxidation	3.5629674033333333e-06	0.0	0.0	1	56.3	7.13
LB02	cbb	Carbon	Calvin-Benson-Bassham fixation	0.00014649555500000002	0.00014649555500000002	1.0	1	56.3	7.13
LB02	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.0	0.0	1	56.3	7.13
LB02	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	1.57268247e-05	1.57268247e-05	1.0	1	56.3	7.13
LB02	dsr	Sulfur	DsrAB sulfite/sulfide axis	2.008641997e-06	2.008641997e-06	1.0	1	56.3	7.13
LB02	hao	Nitrogen	Hydroxylamine oxidation	0.0	0.0	0.0	1	56.3	7.13
LB02	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	1	56.3	7.13
LB02	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	1.459601625e-05	1.459601625e-05	1.0	1	56.3	7.13
LB02	n_fix	Nitrogen	Nitrogen fixation	1.399753644e-05	1.399753644e-05	1.0	1	56.3	7.13
LB02	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	1.753957971e-05	1.753957971e-05	1.0	1	56.3	7.13
LB02	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	1.7995242861616668e-05	1.7995242861616668e-05	1.0	1	56.3	7.13
LB02	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	1.068890221e-05	1.068890221e-05	1.0	1	56.3	7.13
LB02	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	1.59516340625e-05	1.59516340625e-05	1.0	1	56.3	7.13
LB02	phs	Sulfur	Thiosulfate/polysulfide reduction	2.6445591746666666e-06	0.0	0.0	1	56.3	7.13
LB02	rtca	Carbon	Reverse TCA fixation	1.83631459475e-06	0.0	0.0	1	56.3	7.13
LB02	sox	Sulfur	Thiosulfate oxidation by Sox	3.1264129932e-05	3.1264129932e-05	1.0	1	56.3	7.13
LB02	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.000112092342774	0.0	0.0	1	56.3	7.13
LB02	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	1	56.3	7.13
LB02	three_hp	Carbon	3-hydroxypropionate bicycle	7.189645051166666e-05	7.189645051166666e-05	1.0	1	56.3	7.13
LB02	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	4.054945264e-07	0.0	0.0	1	56.3	7.13
LB04	anammox	Nitrogen	Anaerobic ammonium oxidation	4.566815763333334e-05	0.0	0.0	1	61.8	7.02
LB04	cbb	Carbon	Calvin-Benson-Bassham fixation	2.4122593955e-05	2.4122593955e-05	1.0	1	61.8	7.02
LB04	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	1.1524960416666667e-06	0.0	0.0	1	61.8	7.02
LB04	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	2.280029978e-05	2.280029978e-05	1.0	1	61.8	7.02
LB04	dsr	Sulfur	DsrAB sulfite/sulfide axis	1.2866583855e-05	1.2866583855e-05	1.0	1	61.8	7.02
LB04	hao	Nitrogen	Hydroxylamine oxidation	2.472598126e-05	2.472598126e-05	1.0	1	61.8	7.02
LB04	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	1	61.8	7.02
LB04	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	2.902149065e-05	2.902149065e-05	1.0	1	61.8	7.02
LB04	n_fix	Nitrogen	Nitrogen fixation	0.0	0.0	0.0	1	61.8	7.02
LB04	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	2.4608634317500003e-06	2.4608634317500003e-06	1.0	1	61.8	7.02
LB04	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	2.5305683108333335e-06	2.5305683108333335e-06	1.0	1	61.8	7.02
LB04	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.0001370044729	0.0001370044729	1.0	1	61.8	7.02
LB04	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	1.361414624e-05	1.361414624e-05	1.0	1	61.8	7.02
LB04	phs	Sulfur	Thiosulfate/polysulfide reduction	2.531356226e-06	0.0	0.0	1	61.8	7.02
LB04	rtca	Carbon	Reverse TCA fixation	3.3245229415e-06	3.3245229415e-06	1.0	1	61.8	7.02
LB04	sox	Sulfur	Thiosulfate oxidation by Sox	8.506265085599999e-06	8.506265085599999e-06	1.0	1	61.8	7.02
LB04	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	8.435327182585e-05	8.435327182585e-05	1.0	1	61.8	7.02
LB04	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	1	61.8	7.02
LB04	three_hp	Carbon	3-hydroxypropionate bicycle	9.863256208499999e-05	9.863256208499999e-05	1.0	1	61.8	7.02
LB04	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	3.681151995e-05	3.681151995e-05	1.0	1	61.8	7.02
LB07	anammox	Nitrogen	Anaerobic ammonium oxidation	3.37191197e-05	0.0	0.0	1	52.7	6.78
LB07	cbb	Carbon	Calvin-Benson-Bassham fixation	4.279853935e-05	4.279853935e-05	1.0	1	52.7	6.78
LB07	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.0	0.0	1	52.7	6.78
LB07	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	1.7767556975e-05	1.7767556975e-05	1.0	1	52.7	6.78
LB07	dsr	Sulfur	DsrAB sulfite/sulfide axis	1.227716927e-05	1.227716927e-05	1.0	1	52.7	6.78
LB07	hao	Nitrogen	Hydroxylamine oxidation	1.070609281e-05	1.070609281e-05	1.0	1	52.7	6.78
LB07	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	1	52.7	6.78
LB07	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	1.750112873e-05	1.750112873e-05	1.0	1	52.7	6.78
LB07	n_fix	Nitrogen	Nitrogen fixation	4.3332393849999995e-05	4.3332393849999995e-05	1.0	1	52.7	6.78
LB07	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.0	0.0	0.0	1	52.7	6.78
LB07	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.0	0.0	0.0	1	52.7	6.78
LB07	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.0001011573591	0.0001011573591	1.0	1	52.7	6.78
LB07	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	1.1419981705e-05	0.0	0.0	1	52.7	6.78
LB07	phs	Sulfur	Thiosulfate/polysulfide reduction	6.015569336666666e-07	0.0	0.0	1	52.7	6.78
LB07	rtca	Carbon	Reverse TCA fixation	1.462963425e-06	0.0	0.0	1	52.7	6.78
LB07	sox	Sulfur	Thiosulfate oxidation by Sox	9.136320174000001e-07	0.0	0.0	1	52.7	6.78
LB07	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	8.031044377775e-05	8.031044377775e-05	1.0	1	52.7	6.78
LB07	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	1	52.7	6.78
LB07	three_hp	Carbon	3-hydroxypropionate bicycle	0.00010000045868500001	0.00010000045868500001	1.0	1	52.7	6.78
LB07	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	3.1212160315999996e-05	3.1212160315999996e-05	1.0	1	52.7	6.78
LC02	anammox	Nitrogen	Anaerobic ammonium oxidation	7.68656498e-06	0.0	0.0	1	56.8	7.94
LC02	cbb	Carbon	Calvin-Benson-Bassham fixation	2.755216715e-05	2.755216715e-05	1.0	1	56.8	7.94
LC02	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.0	0.0	1	56.8	7.94
LC02	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	2.4784906909999998e-05	2.4784906909999998e-05	1.0	1	56.8	7.94
LC02	dsr	Sulfur	DsrAB sulfite/sulfide axis	2.888213955e-05	2.888213955e-05	1.0	1	56.8	7.94
LC02	hao	Nitrogen	Hydroxylamine oxidation	7.737575194e-06	7.737575194e-06	1.0	1	56.8	7.94
LC02	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	1	56.8	7.94
LC02	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	4.880145375e-06	4.880145375e-06	1.0	1	56.8	7.94
LC02	n_fix	Nitrogen	Nitrogen fixation	5.6014628426666664e-05	5.6014628426666664e-05	1.0	1	56.8	7.94
LC02	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.0	0.0	0.0	1	56.8	7.94
LC02	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	2.562743275e-06	0.0	0.0	1	56.8	7.94
LC02	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	2.305969494e-05	2.305969494e-05	1.0	1	56.8	7.94
LC02	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	6.927856435e-06	0.0	0.0	1	56.8	7.94
LC02	phs	Sulfur	Thiosulfate/polysulfide reduction	3.33546849e-06	0.0	0.0	1	56.8	7.94
LC02	rtca	Carbon	Reverse TCA fixation	1.9965947605e-05	0.0	0.0	1	56.8	7.94
LC02	sox	Sulfur	Thiosulfate oxidation by Sox	5.0977766400000005e-06	0.0	0.0	1	56.8	7.94
LC02	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	5.20698429825e-05	5.20698429825e-05	1.0	1	56.8	7.94
LC02	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	1	56.8	7.94
LC02	three_hp	Carbon	3-hydroxypropionate bicycle	5.3051775899999995e-05	5.3051775899999995e-05	1.0	1	56.8	7.94
LC02	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	1.6268746252e-05	1.6268746252e-05	1.0	1	56.8	7.94
LC04	anammox	Nitrogen	Anaerobic ammonium oxidation	3.4201894579999995e-06	0.0	0.0	1	69.0	8.03
LC04	cbb	Carbon	Calvin-Benson-Bassham fixation	2.4958871614999998e-05	2.4958871614999998e-05	1.0	1	69.0	8.03
LC04	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.0	0.0	1	69.0	8.03
LC04	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	2.48126692935e-05	2.48126692935e-05	1.0	1	69.0	8.03
LC04	dsr	Sulfur	DsrAB sulfite/sulfide axis	9.8884327005e-06	9.8884327005e-06	1.0	1	69.0	8.03
LC04	hao	Nitrogen	Hydroxylamine oxidation	1.290277443e-05	1.290277443e-05	1.0	1	69.0	8.03
LC04	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	1	69.0	8.03
LC04	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	5.228763098e-06	5.228763098e-06	1.0	1	69.0	8.03
LC04	n_fix	Nitrogen	Nitrogen fixation	6.783536684e-05	6.783536684e-05	1.0	1	69.0	8.03
LC04	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	3.2683890635e-06	3.2683890635e-06	1.0	1	69.0	8.03
LC04	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	3.5399943449999997e-06	3.5399943449999997e-06	1.0	1	69.0	8.03
LC04	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	1.0260568373999999e-05	1.0260568373999999e-05	1.0	1	69.0	8.03
LC04	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	1.14334447445e-05	1.14334447445e-05	1.0	1	69.0	8.03
LC04	phs	Sulfur	Thiosulfate/polysulfide reduction	3.964346606666667e-06	0.0	0.0	1	69.0	8.03
LC04	rtca	Carbon	Reverse TCA fixation	4.256632197000001e-06	4.256632197000001e-06	1.0	1	69.0	8.03
LC04	sox	Sulfur	Thiosulfate oxidation by Sox	7.428934653600001e-06	7.428934653600001e-06	1.0	1	69.0	8.03
LC04	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	8.907841359125001e-05	8.907841359125001e-05	1.0	1	69.0	8.03
LC04	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	1	69.0	8.03
LC04	three_hp	Carbon	3-hydroxypropionate bicycle	0.00012777583426666666	0.00012777583426666666	1.0	1	69.0	8.03
LC04	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	2.628091548e-05	2.628091548e-05	1.0	1	69.0	8.03
LC05	anammox	Nitrogen	Anaerobic ammonium oxidation	9.307378793333333e-06	0.0	0.0	1	55.2	9.02
LC05	cbb	Carbon	Calvin-Benson-Bassham fixation	3.6692291065000004e-05	3.6692291065000004e-05	1.0	1	55.2	9.02
LC05	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	1.1169871874e-06	1.1169871874e-06	1.0	1	55.2	9.02
LC05	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	2.3814677969999998e-05	2.3814677969999998e-05	1.0	1	55.2	9.02
LC05	dsr	Sulfur	DsrAB sulfite/sulfide axis	6.716508878e-06	6.716508878e-06	1.0	1	55.2	9.02
LC05	hao	Nitrogen	Hydroxylamine oxidation	3.44242801e-06	3.44242801e-06	1.0	1	55.2	9.02
LC05	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	1	55.2	9.02
LC05	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	1.20591278e-05	1.20591278e-05	1.0	1	55.2	9.02
LC05	n_fix	Nitrogen	Nitrogen fixation	6.321764964e-05	6.321764964e-05	1.0	1	55.2	9.02
LC05	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	2.3688160955e-06	0.0	0.0	1	55.2	9.02
LC05	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	1.5792107303333333e-06	0.0	0.0	1	55.2	9.02
LC05	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	2.792213638e-05	2.792213638e-05	1.0	1	55.2	9.02
LC05	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	1.2579132e-06	0.0	0.0	1	55.2	9.02
LC05	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.0	0.0	1	55.2	9.02
LC05	rtca	Carbon	Reverse TCA fixation	3.247924155e-06	0.0	0.0	1	55.2	9.02
LC05	sox	Sulfur	Thiosulfate oxidation by Sox	4.25190472e-06	0.0	0.0	1	55.2	9.02
LC05	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	6.310230643025001e-05	6.310230643025001e-05	1.0	1	55.2	9.02
LC05	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	1	55.2	9.02
LC05	three_hp	Carbon	3-hydroxypropionate bicycle	6.134700499333334e-05	6.134700499333334e-05	1.0	1	55.2	9.02
LC05	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	5.1292643882e-06	5.1292643882e-06	1.0	1	55.2	9.02
LD01	anammox	Nitrogen	Anaerobic ammonium oxidation	2.2151869489999997e-05	0.0	0.0	2	67.35	8.195
LD01	cbb	Carbon	Calvin-Benson-Bassham fixation	8.557680439750001e-05	8.557680439750001e-05	1.0	2	67.35	8.195
LD01	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	6.594478513333333e-07	0.0	0.0	2	67.35	8.195
LD01	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	3.18067235125e-05	3.18067235125e-05	1.0	2	67.35	8.195
LD01	dsr	Sulfur	DsrAB sulfite/sulfide axis	2.18434137725e-05	2.18434137725e-05	1.0	2	67.35	8.195
LD01	hao	Nitrogen	Hydroxylamine oxidation	4.787734571e-06	4.787734571e-06	1.0	2	67.35	8.195
LD01	mcr	Carbon	Methyl-coenzyme M reductase	2.0419718233333334e-07	0.0	0.0	2	67.35	8.195
LD01	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	9.136828615e-06	9.136828615e-06	1.0	2	67.35	8.195
LD01	n_fix	Nitrogen	Nitrogen fixation	8.743882566566667e-06	8.743882566566667e-06	1.0	2	67.35	8.195
LD01	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	1.870721568e-05	1.870721568e-05	1.0	2	67.35	8.195
LD01	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	2.3512068049166665e-05	2.3512068049166665e-05	1.0	2	67.35	8.195
LD01	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	6.645560847e-05	6.645560847e-05	1.0	2	67.35	8.195
LD01	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	1.30479517875e-05	1.30479517875e-05	1.0	2	67.35	8.195
LD01	phs	Sulfur	Thiosulfate/polysulfide reduction	3.6143984171666666e-06	0.0	0.0	2	67.35	8.195
LD01	rtca	Carbon	Reverse TCA fixation	1.9696938470499997e-05	1.9696938470499997e-05	1.0	2	67.35	8.195
LD01	sox	Sulfur	Thiosulfate oxidation by Sox	4.0904424591999994e-05	4.0904424591999994e-05	1.0	2	67.35	8.195
LD01	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	9.8063844489625e-05	9.8063844489625e-05	1.0	2	67.35	8.195
LD01	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	2	67.35	8.195
LD01	three_hp	Carbon	3-hydroxypropionate bicycle	3.842105062491667e-05	3.842105062491667e-05	1.0	2	67.35	8.195
LD01	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	2.7920926108499998e-05	2.7920926108499998e-05	1.0	2	67.35	8.195
LE01	anammox	Nitrogen	Anaerobic ammonium oxidation	2.6242443886666668e-05	0.0	0.0	3	47.0	7.07
LE01	cbb	Carbon	Calvin-Benson-Bassham fixation	7.497629481e-05	7.497629481e-05	1.0	3	47.0	7.07
LE01	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	1.3352361286666666e-05	1.3352361286666666e-05	1.0	3	47.0	7.07
LE01	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	3.5021113115e-05	3.5021113115e-05	1.0	3	47.0	7.07
LE01	dsr	Sulfur	DsrAB sulfite/sulfide axis	3.1725433569999997e-05	3.1725433569999997e-05	1.0	3	47.0	7.07
LE01	hao	Nitrogen	Hydroxylamine oxidation	4.000123405e-05	4.000123405e-05	1.0	3	47.0	7.07
LE01	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	3	47.0	7.07
LE01	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	4.291830807e-05	4.291830807e-05	1.0	3	47.0	7.07
LE01	n_fix	Nitrogen	Nitrogen fixation	2.7000740090000002e-05	2.7000740090000002e-05	1.0	3	47.0	7.07
LE01	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	9.8232569555e-06	9.8232569555e-06	1.0	3	47.0	7.07
LE01	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	2.4820947600333334e-05	2.4820947600333334e-05	1.0	3	47.0	7.07
LE01	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	7.872733166000001e-05	7.872733166000001e-05	1.0	3	47.0	7.07
LE01	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	2.7342818403500002e-05	2.7342818403500002e-05	1.0	3	47.0	7.07
LE01	phs	Sulfur	Thiosulfate/polysulfide reduction	1.033686847e-05	0.0	0.0	3	47.0	7.07
LE01	rtca	Carbon	Reverse TCA fixation	5.80795640515e-06	0.0	0.0	3	47.0	7.07
LE01	sox	Sulfur	Thiosulfate oxidation by Sox	2.1240130698e-05	2.1240130698e-05	1.0	3	47.0	7.07
LE01	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.00010391563009975002	0.00010391563009975002	1.0	3	47.0	7.07
LE01	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	3	47.0	7.07
LE01	three_hp	Carbon	3-hydroxypropionate bicycle	2.7231390021666667e-05	2.7231390021666667e-05	1.0	3	47.0	7.07
LE01	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	1.373641758e-05	1.373641758e-05	1.0	3	47.0	7.07
LH02	anammox	Nitrogen	Anaerobic ammonium oxidation	2.9441820742500003e-05	0.0	0.0	2	54.9	7.414999999999999
LH02	cbb	Carbon	Calvin-Benson-Bassham fixation	5.5335451325e-05	5.5335451325e-05	1.0	2	54.9	7.414999999999999
LH02	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	3.7543402931166662e-06	3.7543402931166662e-06	1.0	2	54.9	7.414999999999999
LH02	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	5.000434354e-05	5.000434354e-05	1.0	2	54.9	7.414999999999999
LH02	dsr	Sulfur	DsrAB sulfite/sulfide axis	3.3039942535e-05	3.3039942535e-05	1.0	2	54.9	7.414999999999999
