SampleID	SubjectID	BroadBodySite	BodySubsite	Habitat	PrimaryHabitatIncluded	NumberReads	CandidateRank	Representative	SelectionReason
SRS044366	HMP_2012_550534656	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	13229923	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS044373	HMP_2012_550534656	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	98123890	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS044474	HMP_2012_159490532	Nasal cavity	anterior_nares	Anterior nares	TRUE	3782256	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS044486	HMP_2012_763982056	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	70163563	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS044626	HMP_2012_764325968	Nasal cavity	anterior_nares	Anterior nares	TRUE	446980	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS044662	HMP_2012_370425937	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	56498719	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS044742	HMP_2012_763759525	Vagina	posterior_fornix	Posterior fornix	TRUE	383714	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS045004	HMP_2012_604812005	Stool	stool	Stool	TRUE	125759445	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS045049	HMP_2012_404239096	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	14803469	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS045127	HMP_2012_604812005	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	35424130	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS045197	HMP_2012_765094712	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	76812278	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS045254	HMP_2012_861967750	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	6311046	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS045262	HMP_2012_706846339	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	19344580	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS045313	HMP_2012_686765762	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	17402827	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS045606	HMP_2012_338793263	Skin	r_retroauricular_crease	Retroauricular crease	TRUE	26584816	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS045645	HMP_2012_604812005	Stool	stool	Stool	TRUE	107201088	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS045713	HMP_2012_404239096	Stool	stool	Stool	TRUE	114972505	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS045715	HMP_2012_246515023	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	101012167	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS045978	HMP_2012_763759525	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	9042654	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS046344	HMP_2012_823052294	Nasal cavity	anterior_nares	Anterior nares	TRUE	3346500	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS046623	HMP_2012_604812005	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	6049064	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS046686	HMP_2012_159490532	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	42786590	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS046688	HMP_2012_764224817	Skin	r_retroauricular_crease	Retroauricular crease	TRUE	17284054	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS046973	HMP_2012_765701615	Nasal cavity	anterior_nares	Anterior nares	TRUE	833197	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS047014	HMP_2012_765074482	Stool	stool	Stool	TRUE	96899068	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS047044	HMP_2012_764224817	Stool	stool	Stool	TRUE	92764420	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS047100	HMP_2012_764811490	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	50100051	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS047113	HMP_2012_159814214	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	82984236	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS047210	HMP_2012_763759525	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	89362283	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS047219	HMP_2012_763536994	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	90435760	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS047225	HMP_2012_159814214	Nasal cavity	anterior_nares	Anterior nares	TRUE	3847438	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS047254	HMP_2012_764447348	Nasal cavity	anterior_nares	Anterior nares	TRUE	1793187	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS047265	HMP_2012_764487809	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	14062119	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS047335	HMP_2012_764143897	Vagina	posterior_fornix	Posterior fornix	TRUE	7736627	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS047634	HMP_2012_160158126	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	68710763	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS047708	HMP_2012_508703490	Nasal cavity	anterior_nares	Anterior nares	TRUE	28490	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS047824	HMP_2012_737052003	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	98529794	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS047844	HMP_2012_763982056	Nasal cavity	anterior_nares	Anterior nares	TRUE	6861654	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS048164	HMP_2012_861967750	Stool	stool	Stool	TRUE	92759918	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS048411	HMP_2012_764325968	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	97578525	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS048536	HMP_2012_638754422	Vagina	posterior_fornix	Posterior fornix	TRUE	4043172	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS048719	HMP_2012_823052294	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	7855809	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS048791	HMP_2012_638754422	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	70748542	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS048870	HMP_2012_764184357	Stool	stool	Stool	TRUE	100107152	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS049147	HMP_2012_159227541	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	100808509	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS049164	HMP_2012_765074482	Stool	stool	Stool	TRUE	67233514	3	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS049237	HMP_2012_764811490	Vagina	posterior_fornix	Posterior fornix	TRUE	1123169	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS049268	HMP_2012_604812005	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	55582026	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS049283	HMP_2012_764325968	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	2330780	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS049318	HMP_2012_246515023	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	78481956	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS049389	HMP_2012_765701615	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	106118510	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS049712	HMP_2012_823052294	Stool	stool	Stool	TRUE	124809913	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS049744	HMP_2012_764487809	Nasal cavity	anterior_nares	Anterior nares	TRUE	415809	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS049900	HMP_2012_686765762	Stool	stool	Stool	TRUE	134822232	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS049959	HMP_2012_765701615	Stool	stool	Stool	TRUE	113707191	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS049995	HMP_2012_159227541	Stool	stool	Stool	TRUE	124069684	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS050007	HMP_2012_550534656	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	2039808	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS050025	HMP_2012_404239096	Nasal cavity	anterior_nares	Anterior nares	TRUE	1425122	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS050029	HMP_2012_338793263	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	24211251	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS050184	HMP_2012_508703490	Vagina	posterior_fornix	Posterior fornix	TRUE	1351770	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS050244	HMP_2012_675950834	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	111554645	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS050299	HMP_2012_763982056	Stool	stool	Stool	TRUE	72347957	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS050422	HMP_2012_763536994	Stool	stool	Stool	TRUE	83614686	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS050484	HMP_2012_764143897	Nasal cavity	anterior_nares	Anterior nares	TRUE	11914471	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS050628	HMP_2012_765701615	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	24027831	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS050669	HMP_2012_159814214	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	115678249	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS050752	HMP_2012_765640925	Stool	stool	Stool	TRUE	104180160	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS050925	HMP_2012_763860675	Stool	stool	Stool	TRUE	97872710	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS051031	HMP_2012_764487809	Stool	stool	Stool	TRUE	115228878	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS051116	HMP_2012_638754422	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	5317020	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS051244	HMP_2012_861967750	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	42981699	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS051378	HMP_2012_763820215	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	22818103	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS051505	HMP_2012_338793263	Vagina	posterior_fornix	Posterior fornix	TRUE	1241749	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS051600	HMP_2012_765094712	Nasal cavity	anterior_nares	Anterior nares	TRUE	422325	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS051613	HMP_2012_861967750	Nasal cavity	anterior_nares	Anterior nares	TRUE	1287422	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS051791	HMP_2012_765094712	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	94025503	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS051882	HMP_2012_764143897	Stool	stool	Stool	TRUE	102453488	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS051930	HMP_2012_764143897	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	58161965	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS051941	HMP_2012_706846339	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	70077026	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS052027	HMP_2012_159490532	Stool	stool	Stool	TRUE	122067879	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS052227	HMP_2012_338793263	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	47084827	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS052330	HMP_2012_765640925	Vagina	posterior_fornix	Posterior fornix	TRUE	829756	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS052590	HMP_2012_737052003	Nasal cavity	anterior_nares	Anterior nares	TRUE	5534982	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS052604	HMP_2012_338793263	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	20802995	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS052620	HMP_2012_370425937	Vagina	posterior_fornix	Posterior fornix	TRUE	942811	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS052668	HMP_2012_370425937	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	12944535	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS052697	HMP_2012_706846339	Stool	stool	Stool	TRUE	91770639	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS052756	HMP_2012_159227541	Vagina	posterior_fornix	Posterior fornix	TRUE	577817	3	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS052874	HMP_2012_764811490	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	17550946	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS052876	HMP_2012_737052003	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	65247593	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS052988	HMP_2012_765094712	Skin	r_retroauricular_crease	Retroauricular crease	TRUE	17024554	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS053214	HMP_2012_159753524	Stool	stool	Stool	TRUE	103639606	3	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS053335	HMP_2012_508703490	Stool	stool	Stool	TRUE	115714634	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS053398	HMP_2012_675950834	Stool	stool	Stool	TRUE	105657662	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS053437	HMP_2012_765640925	Nasal cavity	anterior_nares	Anterior nares	TRUE	2814080	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS053584	HMP_2012_764224817	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	47102967	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS053603	HMP_2012_764811490	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	76915162	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS053630	HMP_2012_508703490	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	51974211	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS053854	HMP_2012_508703490	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	93375076	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS053917	HMP_2012_370425937	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	115781472	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS054061	HMP_2012_338793263	Nasal cavity	anterior_nares	Anterior nares	TRUE	2678804	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS054430	HMP_2012_159490532	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	29934027	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS054569	HMP_2012_160158126	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	23893365	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS054590	HMP_2012_338793263	Stool	stool	Stool	TRUE	89327434	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS054653	HMP_2012_765640925	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	42799233	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS054687	HMP_2012_706846339	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	81118074	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS054776	HMP_2012_764224817	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	11306832	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS054956	HMP_2012_737052003	Stool	stool	Stool	TRUE	97162215	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS054962	HMP_2012_763820215	Vagina	posterior_fornix	Posterior fornix	TRUE	2459938	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS055118	HMP_2012_737052003	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	11534479	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS055298	HMP_2012_246515023	Vagina	posterior_fornix	Posterior fornix	TRUE	2248214	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS055378	HMP_2012_763860675	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	62573209	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS055401	HMP_2012_675950834	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	33192169	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS055426	HMP_2012_604812005	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	37764921	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS055450	HMP_2012_764325968	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	31392004	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS055495	HMP_2012_159490532	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	6872037	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS055982	HMP_2012_638754422	Stool	stool	Stool	TRUE	105672356	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS056157	HMP_2012_159753524	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	4695319	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS056210	HMP_2012_763759525	Nasal cavity	anterior_nares	Anterior nares	TRUE	378891	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS056259	HMP_2012_764325968	Stool	stool	Stool	TRUE	115754575	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS056323	HMP_2012_765640925	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	77133603	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS056519	HMP_2012_765094712	Stool	stool	Stool	TRUE	125076707	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS056622	HMP_2012_764143897	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	91040556	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS056695	HMP_2012_737052003	Vagina	posterior_fornix	Posterior fornix	TRUE	2901779	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS056796	HMP_2012_675950834	Vagina	posterior_fornix	Posterior fornix	TRUE	37811688	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS056892	HMP_2012_764143897	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	23853369	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS057022	HMP_2012_246515023	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	14796567	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS057083	HMP_2012_764447348	Skin	r_retroauricular_crease	Retroauricular crease	TRUE	9005077	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS057205	HMP_2012_764224817	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	84757133	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS057355	HMP_2012_763860675	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	46253651	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS057478	HMP_2012_370425937	Stool	stool	Stool	TRUE	75465869	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS057539	HMP_2012_861967750	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	91051844	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS057692	HMP_2012_160158126	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	99641553	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS057717	HMP_2012_246515023	Stool	stool	Stool	TRUE	97521502	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS057791	HMP_2012_823052294	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	93903947	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS057807	HMP_2012_550534656	Vagina	posterior_fornix	Posterior fornix	TRUE	5893159	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS058053	HMP_2012_604812005	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	62057825	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS058105	HMP_2012_764487809	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	29635725	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS058182	HMP_2012_159490532	Skin	r_retroauricular_crease	Retroauricular crease	TRUE	54571597	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS058186	HMP_2012_508703490	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	3320873	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS058213	HMP_2012_706846339	Nasal cavity	anterior_nares	Anterior nares	TRUE	3297078	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS058221	HMP_2012_404239096	Skin	r_retroauricular_crease	Retroauricular crease	TRUE	24662865	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS058336	HMP_2012_764447348	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	80266290	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS058723	HMP_2012_763820215	Stool	stool	Stool	TRUE	113339039	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS058770	HMP_2012_160158126	Stool	stool	Stool	TRUE	129329618	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS058808	HMP_2012_765701615	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	55414674	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS062427	HMP_2012_763536994	Stool	stool	Stool	TRUE	93863150	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS062520	HMP_2012_764062976	Vagina	posterior_fornix	Posterior fornix	TRUE	998364	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS062540	HMP_2012_764042746	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	29864834	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS062544	HMP_2012_763536994	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	107214749	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS062713	HMP_2012_763840445	Nasal cavity	anterior_nares	Anterior nares	TRUE	1550669	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS062752	HMP_2012_764042746	Vagina	vaginal_introitus		FALSE	4371920		FALSE	body subsite is outside the seven HMP Figure 3 habitat columns
SRS062761	HMP_2012_686765762	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	118116502	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS062878	HMP_2012_765560005	Oral cavity	hard_palate		FALSE	59171049		FALSE	body subsite is outside the seven HMP Figure 3 habitat columns
SRS063035	HMP_2012_159510762	Nasal cavity	anterior_nares	Anterior nares	TRUE	1111821	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS063040	HMP_2012_809635352	Stool	stool	Stool	TRUE	114055166	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS063178	HMP_2012_765560005	Nasal cavity	anterior_nares	Anterior nares	TRUE	252831	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS063193	HMP_2012_763840445	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	63942122	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS063215	HMP_2012_764042746	Oral cavity	subgingival_plaque		FALSE	26146463		FALSE	body subsite is outside the seven HMP Figure 3 habitat columns
SRS063272	HMP_2012_764062976	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	7531903	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS063287	HMP_2012_763536994	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	22649503	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS063288	HMP_2012_809635352	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	68976524	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS063351	HMP_2012_764042746	Oral cavity	palatine_tonsils		FALSE	4631787		FALSE	body subsite is outside the seven HMP Figure 3 habitat columns
SRS063417	HMP_2012_763840445	Vagina	posterior_fornix	Posterior fornix	TRUE	268851	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS063478	HMP_2012_763840445	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	3081480	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS063603	HMP_2012_763901136	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	59377678	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS063932	HMP_2012_159510762	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	100040570	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS063985	HMP_2012_763901136	Stool	stool	Stool	TRUE	102261595	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS063999	HMP_2012_763840445	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	70970975	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS064219	HMP_2012_686765762	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	4192422	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS064276	HMP_2012_763840445	Stool	stool	Stool	TRUE	90461915	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS064329	HMP_2012_159510762	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	60531364	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS064376	HMP_2012_764042746	Vagina	posterior_fornix	Posterior fornix	TRUE	3661773	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS064423	HMP_2012_763901136	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	84742225	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS064449	HMP_2012_764062976	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	78534657	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS064493	HMP_2012_763536994	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	12050579	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS064557	HMP_2012_764042746	Stool	stool	Stool	TRUE	119404909	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS064645	HMP_2012_686765762	Stool	stool	Stool	TRUE	22173327	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS064704	HMP_2012_809635352	Vagina	posterior_fornix	Posterior fornix	TRUE	1864886	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS064774	HMP_2012_764062976	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	86349222	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS064809	HMP_2012_763901136	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	10526435	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
