EvaluationSet	Reference	GenBankAssembly	ExpectedAbundancePct	AbundanceBin	Branch	EvidenceClass	GenomeFractionPct	RecoveredGe90Pct	FullGenomeGe99Pct	MismatchesPer100Kbp	IndelsPer100Kbp	ReferenceReportPresent	BranchReportPresent
MOCK1	Herpetosiphon_aurantiacus_DSM_785	GCA_000018565.1	1.6502324032	>=1%	sr-megahit-m1	biological	81.393	no	no	88.36	1.7	yes	yes
MOCK1	Herpetosiphon_aurantiacus_DSM_785	GCA_000018565.1	1.6502324032	>=1%	sr-metaspades-m1	biological	86.313	no	no	87.43	5.29	yes	yes
MOCK1	Herpetosiphon_aurantiacus_DSM_785	GCA_000018565.1	1.6502324032	>=1%	lr-flye-ont	biological	99.671	yes	yes	117.94	355.3	yes	yes
MOCK1	Herpetosiphon_aurantiacus_DSM_785	GCA_000018565.1	1.6502324032	>=1%	lr-flye-hifi	biological	99.998	yes	yes	0	0.03	yes	yes
MOCK1	Herpetosiphon_aurantiacus_DSM_785	GCA_000018565.1	1.6502324032	>=1%	lr-hifiasm-hifi	biological	100	yes	yes	0	0.03	yes	yes
MOCK1	Herpetosiphon_aurantiacus_DSM_785	GCA_000018565.1	1.6502324032	>=1%	lr-metamdbg-hifi	biological	99.637	yes	yes	0.47	0.15	yes	yes
MOCK1	Herpetosiphon_aurantiacus_DSM_785	GCA_000018565.1	1.6502324032	>=1%	sr-spades-10m	biological	98.719	yes	no	3.41	0.52	yes	yes
MOCK1	Herpetosiphon_aurantiacus_DSM_785	GCA_000018565.1	1.6502324032	>=1%	hybrid-illumina-ont	biological	99.819	yes	yes	9.76	1.43	yes	yes
MOCK1	Herpetosiphon_aurantiacus_DSM_785	GCA_000018565.1	1.6502324032	>=1%	hybrid-illumina-hifi	biological	99.923	yes	yes	12.21	1.86	yes	yes
MOCK1	Herpetosiphon_aurantiacus_DSM_785	GCA_000018565.1	1.6502324032	>=1%	lr-ont-polypolish	biological	99.671	yes	yes	7.25	7.57	yes	yes
MOCK1	Herpetosiphon_aurantiacus_DSM_785	GCA_000018565.1	1.6502324032	>=1%	lr-ont-careful	biological	99.671	yes	yes	11.55	18.48	yes	yes
MOCK1	Herpetosiphon_aurantiacus_DSM_785	GCA_000018565.1	1.6502324032	>=1%	diagnostic-fragmented-50kb	diagnostic	99.998	yes	yes	0	0.03	yes	yes
MOCK1	Herpetosiphon_aurantiacus_DSM_785	GCA_000018565.1	1.6502324032	>=1%	diagnostic-chimeric-rotation	diagnostic	99.998	yes	yes	0	0.03	yes	yes
MOCK1	Chloroflexus_aurantiacus_J-10-fl	GCA_000018865.1	0.203265727015	0.1-<1%	sr-megahit-m1	biological	0.894	no	no	221.15	6.38	yes	yes
MOCK1	Chloroflexus_aurantiacus_J-10-fl	GCA_000018865.1	0.203265727015	0.1-<1%	sr-metaspades-m1	biological	1.576	no	no	204.09	15.7	yes	yes
MOCK1	Chloroflexus_aurantiacus_J-10-fl	GCA_000018865.1	0.203265727015	0.1-<1%	lr-flye-ont	biological	88.64	no	no	787.44	1519.95	yes	yes
MOCK1	Chloroflexus_aurantiacus_J-10-fl	GCA_000018865.1	0.203265727015	0.1-<1%	lr-flye-hifi	biological	99.71	yes	yes	0.55	2.21	yes	yes
MOCK1	Chloroflexus_aurantiacus_J-10-fl	GCA_000018865.1	0.203265727015	0.1-<1%	lr-hifiasm-hifi	biological	99.899	yes	yes	3.16	4.56	yes	yes
MOCK1	Chloroflexus_aurantiacus_J-10-fl	GCA_000018865.1	0.203265727015	0.1-<1%	lr-metamdbg-hifi	biological	99.661	yes	yes	0.59	1.13	yes	yes
MOCK1	Chloroflexus_aurantiacus_J-10-fl	GCA_000018865.1	0.203265727015	0.1-<1%	sr-spades-10m	biological	94.872	yes	no	71.7	10.42	yes	yes
MOCK1	Chloroflexus_aurantiacus_J-10-fl	GCA_000018865.1	0.203265727015	0.1-<1%	hybrid-illumina-ont	biological	97.964	yes	no	126.3	53.63	yes	yes
MOCK1	Chloroflexus_aurantiacus_J-10-fl	GCA_000018865.1	0.203265727015	0.1-<1%	hybrid-illumina-hifi	biological	98.244	yes	no	93.58	7.25	yes	yes
MOCK1	Chloroflexus_aurantiacus_J-10-fl	GCA_000018865.1	0.203265727015	0.1-<1%	lr-ont-polypolish	biological	94.218	yes	no	573.42	1057.97	yes	yes
MOCK1	Chloroflexus_aurantiacus_J-10-fl	GCA_000018865.1	0.203265727015	0.1-<1%	lr-ont-careful	biological	93.558	yes	no	581.5	1075.95	yes	yes
MOCK1	Chloroflexus_aurantiacus_J-10-fl	GCA_000018865.1	0.203265727015	0.1-<1%	diagnostic-fragmented-50kb	diagnostic	99.707	yes	yes	0.67	2.19	yes	yes
MOCK1	Chloroflexus_aurantiacus_J-10-fl	GCA_000018865.1	0.203265727015	0.1-<1%	diagnostic-chimeric-rotation	diagnostic	99.71	yes	yes	0.55	2.21	yes	yes
MOCK1	Thermotoga_neapolitana_DSM_4359	GCA_000018945.1	1.60748197579	>=1%	sr-megahit-m1	biological	99.485	yes	yes	8.94	2.77	yes	yes
MOCK1	Thermotoga_neapolitana_DSM_4359	GCA_000018945.1	1.60748197579	>=1%	sr-metaspades-m1	biological	99.412	yes	yes	19.52	3.47	yes	yes
MOCK1	Thermotoga_neapolitana_DSM_4359	GCA_000018945.1	1.60748197579	>=1%	lr-flye-ont	biological	99.929	yes	yes	63.48	376.14	yes	yes
MOCK1	Thermotoga_neapolitana_DSM_4359	GCA_000018945.1	1.60748197579	>=1%	lr-flye-hifi	biological	100	yes	yes	1.38	2.65	yes	yes
MOCK1	Thermotoga_neapolitana_DSM_4359	GCA_000018945.1	1.60748197579	>=1%	lr-hifiasm-hifi	biological	0.065	no	no	0	0	yes	yes
MOCK1	Thermotoga_neapolitana_DSM_4359	GCA_000018945.1	1.60748197579	>=1%	lr-metamdbg-hifi	biological	99.806	yes	yes	1.44	2.66	yes	yes
MOCK1	Thermotoga_neapolitana_DSM_4359	GCA_000018945.1	1.60748197579	>=1%	sr-spades-10m	biological	99.671	yes	yes	5.85	2.98	yes	yes
MOCK1	Thermotoga_neapolitana_DSM_4359	GCA_000018945.1	1.60748197579	>=1%	hybrid-illumina-ont	biological	99.506	yes	yes	7.99	3.41	yes	yes
MOCK1	Thermotoga_neapolitana_DSM_4359	GCA_000018945.1	1.60748197579	>=1%	hybrid-illumina-hifi	biological	100	yes	yes	24.88	4.57	yes	yes
MOCK1	Thermotoga_neapolitana_DSM_4359	GCA_000018945.1	1.60748197579	>=1%	lr-ont-polypolish	biological	99.929	yes	yes	51.07	47.97	yes	yes
MOCK1	Thermotoga_neapolitana_DSM_4359	GCA_000018945.1	1.60748197579	>=1%	lr-ont-careful	biological	99.929	yes	yes	54.66	77.3	yes	yes
MOCK1	Thermotoga_neapolitana_DSM_4359	GCA_000018945.1	1.60748197579	>=1%	diagnostic-fragmented-50kb	diagnostic	100	yes	yes	1.38	2.65	yes	yes
MOCK1	Thermotoga_neapolitana_DSM_4359	GCA_000018945.1	1.60748197579	>=1%	diagnostic-chimeric-rotation	diagnostic	100	yes	yes	1.38	2.65	yes	yes
MOCK1	Thermoanaerobacter_pseudethanolicus_ATCC_33223	GCA_000019085.1	2.48160060047	>=1%	sr-megahit-m1	biological	94.647	yes	no	21.74	0.94	yes	yes
MOCK1	Thermoanaerobacter_pseudethanolicus_ATCC_33223	GCA_000019085.1	2.48160060047	>=1%	sr-metaspades-m1	biological	93.964	yes	no	23.1	1.08	yes	yes
MOCK1	Thermoanaerobacter_pseudethanolicus_ATCC_33223	GCA_000019085.1	2.48160060047	>=1%	lr-flye-ont	biological	100	yes	yes	23.07	445.55	yes	yes
MOCK1	Thermoanaerobacter_pseudethanolicus_ATCC_33223	GCA_000019085.1	2.48160060047	>=1%	lr-flye-hifi	biological	100	yes	yes	0.55	0.63	yes	yes
MOCK1	Thermoanaerobacter_pseudethanolicus_ATCC_33223	GCA_000019085.1	2.48160060047	>=1%	lr-hifiasm-hifi	biological	100	yes	yes	0.55	0.51	yes	yes
MOCK1	Thermoanaerobacter_pseudethanolicus_ATCC_33223	GCA_000019085.1	2.48160060047	>=1%	lr-metamdbg-hifi	biological	99.25	yes	yes	0.55	0.55	yes	yes
MOCK1	Thermoanaerobacter_pseudethanolicus_ATCC_33223	GCA_000019085.1	2.48160060047	>=1%	sr-spades-10m	biological	94.766	yes	no	8.39	0.89	yes	yes
MOCK1	Thermoanaerobacter_pseudethanolicus_ATCC_33223	GCA_000019085.1	2.48160060047	>=1%	hybrid-illumina-ont	biological	98.525	yes	no	23.97	1.29	yes	yes
MOCK1	Thermoanaerobacter_pseudethanolicus_ATCC_33223	GCA_000019085.1	2.48160060047	>=1%	hybrid-illumina-hifi	biological	99.254	yes	yes	29.12	1.58	yes	yes
MOCK1	Thermoanaerobacter_pseudethanolicus_ATCC_33223	GCA_000019085.1	2.48160060047	>=1%	lr-ont-polypolish	biological	100	yes	yes	10.05	26.04	yes	yes
MOCK1	Thermoanaerobacter_pseudethanolicus_ATCC_33223	GCA_000019085.1	2.48160060047	>=1%	lr-ont-careful	biological	100	yes	yes	12.23	58.87	yes	yes
MOCK1	Thermoanaerobacter_pseudethanolicus_ATCC_33223	GCA_000019085.1	2.48160060047	>=1%	diagnostic-fragmented-50kb	diagnostic	100	yes	yes	0.55	0.63	yes	yes
MOCK1	Thermoanaerobacter_pseudethanolicus_ATCC_33223	GCA_000019085.1	2.48160060047	>=1%	diagnostic-chimeric-rotation	diagnostic	100	yes	yes	0.55	0.63	yes	yes
MOCK1	Leptothrix_cholodnii_SP-6	GCA_000019785.1	0.049764838437	<0.1%	sr-megahit-m1	biological	0	no	no	NA	NA	yes	no
MOCK1	Leptothrix_cholodnii_SP-6	GCA_000019785.1	0.049764838437	<0.1%	sr-metaspades-m1	biological	0	no	no	NA	NA	yes	no
MOCK1	Leptothrix_cholodnii_SP-6	GCA_000019785.1	0.049764838437	<0.1%	lr-flye-ont	biological	0	no	no	NA	NA	yes	no
MOCK1	Leptothrix_cholodnii_SP-6	GCA_000019785.1	0.049764838437	<0.1%	lr-flye-hifi	biological	0.979	no	no	0	145.34	yes	yes
MOCK1	Leptothrix_cholodnii_SP-6	GCA_000019785.1	0.049764838437	<0.1%	lr-hifiasm-hifi	biological	7.911	no	no	17.23	207.33	yes	yes
MOCK1	Leptothrix_cholodnii_SP-6	GCA_000019785.1	0.049764838437	<0.1%	lr-metamdbg-hifi	biological	6.521	no	no	3.43	71.82	yes	yes
MOCK1	Leptothrix_cholodnii_SP-6	GCA_000019785.1	0.049764838437	<0.1%	sr-spades-10m	biological	0.026	no	no	692.31	0	yes	yes
MOCK1	Leptothrix_cholodnii_SP-6	GCA_000019785.1	0.049764838437	<0.1%	hybrid-illumina-ont	biological	0.037	no	no	602.41	0	yes	yes
MOCK1	Leptothrix_cholodnii_SP-6	GCA_000019785.1	0.049764838437	<0.1%	hybrid-illumina-hifi	biological	0.105	no	no	330.03	38.83	yes	yes
MOCK1	Leptothrix_cholodnii_SP-6	GCA_000019785.1	0.049764838437	<0.1%	lr-ont-polypolish	biological	0	no	no	NA	NA	yes	no
MOCK1	Leptothrix_cholodnii_SP-6	GCA_000019785.1	0.049764838437	<0.1%	lr-ont-careful	biological	0	no	no	NA	NA	yes	no
MOCK1	Leptothrix_cholodnii_SP-6	GCA_000019785.1	0.049764838437	<0.1%	diagnostic-fragmented-50kb	diagnostic	0.979	no	no	0	145.34	yes	yes
MOCK1	Leptothrix_cholodnii_SP-6	GCA_000019785.1	0.049764838437	<0.1%	diagnostic-chimeric-rotation	diagnostic	0.979	no	no	0	145.34	yes	yes
MOCK1	Akkermansia_muciniphila_ATCC_BAA-835	GCA_000020225.1	0.907513578542	0.1-<1%	sr-megahit-m1	biological	2.406	no	no	193.44	0	yes	yes
MOCK1	Akkermansia_muciniphila_ATCC_BAA-835	GCA_000020225.1	0.907513578542	0.1-<1%	sr-metaspades-m1	biological	4.208	no	no	186.5	4.46	yes	yes
MOCK1	Akkermansia_muciniphila_ATCC_BAA-835	GCA_000020225.1	0.907513578542	0.1-<1%	lr-flye-ont	biological	99.438	yes	yes	394.93	1166.77	yes	yes
MOCK1	Akkermansia_muciniphila_ATCC_BAA-835	GCA_000020225.1	0.907513578542	0.1-<1%	lr-flye-hifi	biological	99.971	yes	yes	33.53	2.97	yes	yes
MOCK1	Akkermansia_muciniphila_ATCC_BAA-835	GCA_000020225.1	0.907513578542	0.1-<1%	lr-hifiasm-hifi	biological	99.959	yes	yes	41.72	1.2	yes	yes
MOCK1	Akkermansia_muciniphila_ATCC_BAA-835	GCA_000020225.1	0.907513578542	0.1-<1%	lr-metamdbg-hifi	biological	99.971	yes	yes	29.62	0.86	yes	yes
MOCK1	Akkermansia_muciniphila_ATCC_BAA-835	GCA_000020225.1	0.907513578542	0.1-<1%	sr-spades-10m	biological	98.092	yes	no	60.12	5.62	yes	yes
MOCK1	Akkermansia_muciniphila_ATCC_BAA-835	GCA_000020225.1	0.907513578542	0.1-<1%	hybrid-illumina-ont	biological	99.091	yes	yes	87.84	14.03	yes	yes
MOCK1	Akkermansia_muciniphila_ATCC_BAA-835	GCA_000020225.1	0.907513578542	0.1-<1%	hybrid-illumina-hifi	biological	99.08	yes	yes	76.57	1.59	yes	yes
MOCK1	Akkermansia_muciniphila_ATCC_BAA-835	GCA_000020225.1	0.907513578542	0.1-<1%	lr-ont-polypolish	biological	99.438	yes	yes	223.01	568.26	yes	yes
MOCK1	Akkermansia_muciniphila_ATCC_BAA-835	GCA_000020225.1	0.907513578542	0.1-<1%	lr-ont-careful	biological	99.438	yes	yes	226.89	579.41	yes	yes
MOCK1	Akkermansia_muciniphila_ATCC_BAA-835	GCA_000020225.1	0.907513578542	0.1-<1%	diagnostic-fragmented-50kb	diagnostic	99.97	yes	yes	25.42	2.97	yes	yes
MOCK1	Akkermansia_muciniphila_ATCC_BAA-835	GCA_000020225.1	0.907513578542	0.1-<1%	diagnostic-chimeric-rotation	diagnostic	99.971	yes	yes	27.6	2.97	yes	yes
MOCK1	Sulfurihydrogenibium_sp._YO3AOP1	GCA_000020325.1	0.692150588942	0.1-<1%	sr-megahit-m1	biological	0.764	no	no	234.94	7.12	yes	yes
MOCK1	Sulfurihydrogenibium_sp._YO3AOP1	GCA_000020325.1	0.692150588942	0.1-<1%	sr-metaspades-m1	biological	0.741	no	no	198.73	29.44	yes	yes
MOCK1	Sulfurihydrogenibium_sp._YO3AOP1	GCA_000020325.1	0.692150588942	0.1-<1%	lr-flye-ont	biological	62.889	no	no	681.01	2020.82	yes	yes
MOCK1	Sulfurihydrogenibium_sp._YO3AOP1	GCA_000020325.1	0.692150588942	0.1-<1%	lr-flye-hifi	biological	98.014	yes	no	2.44	11.19	yes	yes
MOCK1	Sulfurihydrogenibium_sp._YO3AOP1	GCA_000020325.1	0.692150588942	0.1-<1%	lr-hifiasm-hifi	biological	98.506	yes	no	1.82	14.96	yes	yes
MOCK1	Sulfurihydrogenibium_sp._YO3AOP1	GCA_000020325.1	0.692150588942	0.1-<1%	lr-metamdbg-hifi	biological	96.059	yes	no	0.11	2.66	yes	yes
MOCK1	Sulfurihydrogenibium_sp._YO3AOP1	GCA_000020325.1	0.692150588942	0.1-<1%	sr-spades-10m	biological	88.991	no	no	83.23	12.69	yes	yes
MOCK1	Sulfurihydrogenibium_sp._YO3AOP1	GCA_000020325.1	0.692150588942	0.1-<1%	hybrid-illumina-ont	biological	94.912	yes	no	153.58	97.32	yes	yes
MOCK1	Sulfurihydrogenibium_sp._YO3AOP1	GCA_000020325.1	0.692150588942	0.1-<1%	hybrid-illumina-hifi	biological	95.779	yes	no	122.24	11.36	yes	yes
MOCK1	Sulfurihydrogenibium_sp._YO3AOP1	GCA_000020325.1	0.692150588942	0.1-<1%	lr-ont-polypolish	biological	71.224	no	no	581.77	1570.17	yes	yes
MOCK1	Sulfurihydrogenibium_sp._YO3AOP1	GCA_000020325.1	0.692150588942	0.1-<1%	lr-ont-careful	biological	70.539	no	no	590.03	1592.91	yes	yes
MOCK1	Sulfurihydrogenibium_sp._YO3AOP1	GCA_000020325.1	0.692150588942	0.1-<1%	diagnostic-fragmented-50kb	diagnostic	98.014	yes	no	2.44	11.19	yes	yes
MOCK1	Sulfurihydrogenibium_sp._YO3AOP1	GCA_000020325.1	0.692150588942	0.1-<1%	diagnostic-chimeric-rotation	diagnostic	98.014	yes	no	2.44	11.19	yes	yes
MOCK1	Chlorobium_limicola_DSM_245	GCA_000020465.1	2.32098007977	>=1%	sr-megahit-m1	biological	86.774	no	no	126.29	3.53	yes	yes
MOCK1	Chlorobium_limicola_DSM_245	GCA_000020465.1	2.32098007977	>=1%	sr-metaspades-m1	biological	89.32	no	no	108.64	7.97	yes	yes
MOCK1	Chlorobium_limicola_DSM_245	GCA_000020465.1	2.32098007977	>=1%	lr-flye-ont	biological	99.918	yes	yes	44.71	415.75	yes	yes
MOCK1	Chlorobium_limicola_DSM_245	GCA_000020465.1	2.32098007977	>=1%	lr-flye-hifi	biological	99.918	yes	yes	13.35	2.52	yes	yes
MOCK1	Chlorobium_limicola_DSM_245	GCA_000020465.1	2.32098007977	>=1%	lr-hifiasm-hifi	biological	99.937	yes	yes	13.15	2.52	yes	yes
MOCK1	Chlorobium_limicola_DSM_245	GCA_000020465.1	2.32098007977	>=1%	lr-metamdbg-hifi	biological	99.449	yes	yes	4.62	2.36	yes	yes
MOCK1	Chlorobium_limicola_DSM_245	GCA_000020465.1	2.32098007977	>=1%	sr-spades-10m	biological	97.515	yes	no	13.65	2.63	yes	yes
MOCK1	Chlorobium_limicola_DSM_245	GCA_000020465.1	2.32098007977	>=1%	hybrid-illumina-ont	biological	99.112	yes	yes	21.09	4.63	yes	yes
MOCK1	Chlorobium_limicola_DSM_245	GCA_000020465.1	2.32098007977	>=1%	hybrid-illumina-hifi	biological	99.281	yes	yes	23.26	4.18	yes	yes
MOCK1	Chlorobium_limicola_DSM_245	GCA_000020465.1	2.32098007977	>=1%	lr-ont-polypolish	biological	99.918	yes	yes	12.19	9.11	yes	yes
MOCK1	Chlorobium_limicola_DSM_245	GCA_000020465.1	2.32098007977	>=1%	lr-ont-careful	biological	99.918	yes	yes	14.65	26.59	yes	yes
MOCK1	Chlorobium_limicola_DSM_245	GCA_000020465.1	2.32098007977	>=1%	diagnostic-fragmented-50kb	diagnostic	99.917	yes	yes	13.35	2.52	yes	yes
MOCK1	Chlorobium_limicola_DSM_245	GCA_000020465.1	2.32098007977	>=1%	diagnostic-chimeric-rotation	diagnostic	99.918	yes	yes	13.35	2.52	yes	yes
MOCK1	Geobacter_bemidjiensis_Bem	GCA_000020725.1	0.00331230541102	<0.1%	sr-megahit-m1	biological	0	no	no	NA	NA	no	no
MOCK1	Geobacter_bemidjiensis_Bem	GCA_000020725.1	0.00331230541102	<0.1%	sr-metaspades-m1	biological	0	no	no	NA	NA	no	no
MOCK1	Geobacter_bemidjiensis_Bem	GCA_000020725.1	0.00331230541102	<0.1%	lr-flye-ont	biological	0	no	no	NA	NA	no	no
MOCK1	Geobacter_bemidjiensis_Bem	GCA_000020725.1	0.00331230541102	<0.1%	lr-flye-hifi	biological	0	no	no	NA	NA	no	no
MOCK1	Geobacter_bemidjiensis_Bem	GCA_000020725.1	0.00331230541102	<0.1%	lr-hifiasm-hifi	biological	0	no	no	NA	NA	no	no
MOCK1	Geobacter_bemidjiensis_Bem	GCA_000020725.1	0.00331230541102	<0.1%	lr-metamdbg-hifi	biological	0	no	no	NA	NA	no	no
MOCK1	Geobacter_bemidjiensis_Bem	GCA_000020725.1	0.00331230541102	<0.1%	sr-spades-10m	biological	0	no	no	NA	NA	no	no
MOCK1	Geobacter_bemidjiensis_Bem	GCA_000020725.1	0.00331230541102	<0.1%	hybrid-illumina-ont	biological	0	no	no	NA	NA	no	no
MOCK1	Geobacter_bemidjiensis_Bem	GCA_000020725.1	0.00331230541102	<0.1%	hybrid-illumina-hifi	biological	0	no	no	NA	NA	no	no
MOCK1	Geobacter_bemidjiensis_Bem	GCA_000020725.1	0.00331230541102	<0.1%	lr-ont-polypolish	biological	0	no	no	NA	NA	no	no
MOCK1	Geobacter_bemidjiensis_Bem	GCA_000020725.1	0.00331230541102	<0.1%	lr-ont-careful	biological	0	no	no	NA	NA	no	no
MOCK1	Geobacter_bemidjiensis_Bem	GCA_000020725.1	0.00331230541102	<0.1%	diagnostic-fragmented-50kb	diagnostic	0	no	no	NA	NA	no	no
MOCK1	Geobacter_bemidjiensis_Bem	GCA_000020725.1	0.00331230541102	<0.1%	diagnostic-chimeric-rotation	diagnostic	0	no	no	NA	NA	no	no
MOCK1	Hydrogenobaculum_sp._Y04AAS1	GCA_000020785.1	1.6318937727	>=1%	sr-megahit-m1	biological	27.192	no	no	168.12	1.89	yes	yes
MOCK1	Hydrogenobaculum_sp._Y04AAS1	GCA_000020785.1	1.6318937727	>=1%	sr-metaspades-m1	biological	34.895	no	no	170.03	7.9	yes	yes
MOCK1	Hydrogenobaculum_sp._Y04AAS1	GCA_000020785.1	1.6318937727	>=1%	lr-flye-ont	biological	85.823	no	no	139.64	910.59	yes	yes
MOCK1	Hydrogenobaculum_sp._Y04AAS1	GCA_000020785.1	1.6318937727	>=1%	lr-flye-hifi	biological	17.236	no	no	18.18	22.63	yes	yes
MOCK1	Hydrogenobaculum_sp._Y04AAS1	GCA_000020785.1	1.6318937727	>=1%	lr-hifiasm-hifi	biological	46.112	no	no	22.23	78.93	yes	yes
MOCK1	Hydrogenobaculum_sp._Y04AAS1	GCA_000020785.1	1.6318937727	>=1%	lr-metamdbg-hifi	biological	17.609	no	no	5.1	24.03	yes	yes
MOCK1	Hydrogenobaculum_sp._Y04AAS1	GCA_000020785.1	1.6318937727	>=1%	sr-spades-10m	biological	99.269	yes	yes	11.24	0.9	yes	yes
MOCK1	Hydrogenobaculum_sp._Y04AAS1	GCA_000020785.1	1.6318937727	>=1%	hybrid-illumina-ont	biological	99.351	yes	yes	11.23	1.23	yes	yes
MOCK1	Hydrogenobaculum_sp._Y04AAS1	GCA_000020785.1	1.6318937727	>=1%	hybrid-illumina-hifi	biological	99.325	yes	yes	18.46	1.55	yes	yes
MOCK1	Hydrogenobaculum_sp._Y04AAS1	GCA_000020785.1	1.6318937727	>=1%	lr-ont-polypolish	biological	85.825	no	no	79.86	195.89	yes	yes
MOCK1	Hydrogenobaculum_sp._Y04AAS1	GCA_000020785.1	1.6318937727	>=1%	lr-ont-careful	biological	85.823	no	no	88.54	243.75	yes	yes
MOCK1	Hydrogenobaculum_sp._Y04AAS1	GCA_000020785.1	1.6318937727	>=1%	diagnostic-fragmented-50kb	diagnostic	17.236	no	no	18.18	22.63	yes	yes
MOCK1	Hydrogenobaculum_sp._Y04AAS1	GCA_000020785.1	1.6318937727	>=1%	diagnostic-chimeric-rotation	diagnostic	17.236	no	no	18.18	22.63	yes	yes
MOCK1	Persephonella_marina_EX-H1	GCA_000021565.1	2.8062374214	>=1%	sr-megahit-m1	biological	99.132	yes	yes	22.15	0.61	yes	yes
MOCK1	Persephonella_marina_EX-H1	GCA_000021565.1	2.8062374214	>=1%	sr-metaspades-m1	biological	99.248	yes	yes	25.39	1.32	yes	yes
MOCK1	Persephonella_marina_EX-H1	GCA_000021565.1	2.8062374214	>=1%	lr-flye-ont	biological	99.696	yes	yes	38.4	346.47	yes	yes
MOCK1	Persephonella_marina_EX-H1	GCA_000021565.1	2.8062374214	>=1%	lr-flye-hifi	biological	99.697	yes	yes	0.2	0.05	yes	yes
MOCK1	Persephonella_marina_EX-H1	GCA_000021565.1	2.8062374214	>=1%	lr-hifiasm-hifi	biological	97.027	yes	no	0.21	0.05	yes	yes
MOCK1	Persephonella_marina_EX-H1	GCA_000021565.1	2.8062374214	>=1%	lr-metamdbg-hifi	biological	99.583	yes	yes	0.2	0.05	yes	yes
MOCK1	Persephonella_marina_EX-H1	GCA_000021565.1	2.8062374214	>=1%	sr-spades-10m	biological	99.691	yes	yes	4.75	0.76	yes	yes
MOCK1	Persephonella_marina_EX-H1	GCA_000021565.1	2.8062374214	>=1%	hybrid-illumina-ont	biological	99.7	yes	yes	1.21	0.15	yes	yes
MOCK1	Persephonella_marina_EX-H1	GCA_000021565.1	2.8062374214	>=1%	hybrid-illumina-hifi	biological	99.7	yes	yes	1.21	0.15	yes	yes
MOCK1	Persephonella_marina_EX-H1	GCA_000021565.1	2.8062374214	>=1%	lr-ont-polypolish	biological	99.696	yes	yes	0.2	0.45	yes	yes
MOCK1	Persephonella_marina_EX-H1	GCA_000021565.1	2.8062374214	>=1%	lr-ont-careful	biological	99.696	yes	yes	1.21	3.28	yes	yes
MOCK1	Persephonella_marina_EX-H1	GCA_000021565.1	2.8062374214	>=1%	diagnostic-fragmented-50kb	diagnostic	99.697	yes	yes	0.2	0.05	yes	yes
MOCK1	Persephonella_marina_EX-H1	GCA_000021565.1	2.8062374214	>=1%	diagnostic-chimeric-rotation	diagnostic	99.697	yes	yes	0.2	0.05	yes	yes
MOCK1	Dictyoglomus_turgidum_DSM_6724	GCA_000021645.1	0.685764582516	0.1-<1%	sr-megahit-m1	biological	0.055	no	no	0	0	yes	yes
MOCK1	Dictyoglomus_turgidum_DSM_6724	GCA_000021645.1	0.685764582516	0.1-<1%	sr-metaspades-m1	biological	0.055	no	no	0	0	yes	yes
MOCK1	Dictyoglomus_turgidum_DSM_6724	GCA_000021645.1	0.685764582516	0.1-<1%	lr-flye-ont	biological	0.209	no	no	900.9	2007.72	yes	yes
MOCK1	Dictyoglomus_turgidum_DSM_6724	GCA_000021645.1	0.685764582516	0.1-<1%	lr-flye-hifi	biological	16.237	no	no	1.66	46.45	yes	yes
MOCK1	Dictyoglomus_turgidum_DSM_6724	GCA_000021645.1	0.685764582516	0.1-<1%	lr-hifiasm-hifi	biological	53.662	no	no	9.54	90.17	yes	yes
MOCK1	Dictyoglomus_turgidum_DSM_6724	GCA_000021645.1	0.685764582516	0.1-<1%	lr-metamdbg-hifi	biological	44.672	no	no	1.57	28.95	yes	yes
MOCK1	Dictyoglomus_turgidum_DSM_6724	GCA_000021645.1	0.685764582516	0.1-<1%	sr-spades-10m	biological	3.87	no	no	147.82	32.07	yes	yes
MOCK1	Dictyoglomus_turgidum_DSM_6724	GCA_000021645.1	0.685764582516	0.1-<1%	hybrid-illumina-ont	biological	10.562	no	no	462.92	882.23	yes	yes
MOCK1	Dictyoglomus_turgidum_DSM_6724	GCA_000021645.1	0.685764582516	0.1-<1%	hybrid-illumina-hifi	biological	36.61	no	no	93.42	47.08	yes	yes
MOCK1	Dictyoglomus_turgidum_DSM_6724	GCA_000021645.1	0.685764582516	0.1-<1%	lr-ont-polypolish	biological	0.209	no	no	849.42	1904.76	yes	yes
MOCK1	Dictyoglomus_turgidum_DSM_6724	GCA_000021645.1	0.685764582516	0.1-<1%	lr-ont-careful	biological	0.209	no	no	849.42	1904.76	yes	yes
MOCK1	Dictyoglomus_turgidum_DSM_6724	GCA_000021645.1	0.685764582516	0.1-<1%	diagnostic-fragmented-50kb	diagnostic	16.237	no	no	1.66	46.45	yes	yes
MOCK1	Dictyoglomus_turgidum_DSM_6724	GCA_000021645.1	0.685764582516	0.1-<1%	diagnostic-chimeric-rotation	diagnostic	16.237	no	no	1.66	46.45	yes	yes
MOCK1	Shewanella_baltica_OS223	GCA_000021665.1	2.5364523173	>=1%	sr-megahit-m1	biological	69.243	no	no	805.2	17.38	yes	yes
MOCK1	Shewanella_baltica_OS223	GCA_000021665.1	2.5364523173	>=1%	sr-metaspades-m1	biological	69.349	no	no	758.41	18.45	yes	yes
MOCK1	Shewanella_baltica_OS223	GCA_000021665.1	2.5364523173	>=1%	lr-flye-ont	biological	97.789	yes	no	626.93	380.72	yes	yes
